,what,is,the,super,bowl,program,called,that,gives,local,companies,business,opportunities,for,the,super,bowl,?
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.29441335797309875,0.29870352149009705,0.4137635827064514,0.3249906599521637,0.23619583249092102,0.2787042260169983,0.2736336290836334,0.3458058536052704,0.9999999403953552,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
the,0.42745697498321533,0.5823672413825989,1.0,0.21959073841571808,0.21576224267482758,0.22986935079097748,0.489897221326828,0.5473989248275757,0.3072636127471924,0.2130540907382965,0.26917189359664917,0.2389037162065506,0.2523994743824005,0.4739971458911896,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
first,0.28086137771606445,0.30889374017715454,0.49448907375335693,0.2717077434062958,0.20817767083644867,0.2659492492675781,0.39303290843963623,0.3482176661491394,0.13902424275875092,0.18006105720996857,0.21500883996486664,0.17472337186336517,0.2061844766139984,0.3800288736820221,0.49448907375335693,0.2717077434062958,0.20817767083644867,0.18701928853988647
time,0.36319252848625183,0.25187405943870544,0.43061500787734985,0.18677926063537598,0.20419740676879883,0.2290326952934265,0.26010140776634216,0.388528436422348,0.13734818994998932,0.21634002029895782,0.18759815394878387,0.24218250811100006,0.2614889442920685,0.3992156386375427,0.43061500787734985,0.18677926063537598,0.20419740676879883,0.27391523122787476
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.17760658264160156,0.26549121737480164,0.4137537479400635,0.24490056931972504,0.20673875510692596,0.28041911125183105,0.2952407896518707,0.22871766984462738,0.4464869201183319,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.21959073841571808,0.21576224267482758,0.22986935079097748,0.489897221326828,0.5473989248275757,0.3072636127471924,0.2130540907382965,0.26917189359664917,0.2389037162065506,0.2523994743824005,0.4739971458911896,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
super,0.13651713728904724,0.15390309691429138,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.11822658032178879,0.23150385916233063,0.18258553743362427,0.07838548719882965,0.08448050171136856,0.09137734025716782,0.09769033640623093,0.15314972400665283,0.22938419878482819,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.15942467749118805,0.14233897626399994,0.21576224267482758,0.4848237931728363,1.0,0.07493903487920761,0.2441064715385437,0.10987387597560883,0.09325814247131348,0.12165422737598419,0.062123797833919525,0.08380642533302307,0.1240827664732933,0.24430087208747864,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
50,-0.04124141484498978,0.0017694636480882764,0.03602437674999237,0.0833745002746582,0.005446359980851412,0.0004067669215146452,0.12260814011096954,-0.014119508676230907,0.05785035341978073,0.11730309575796127,-0.051495812833309174,0.01499195210635662,0.014859947375953197,0.029183456674218178,0.03602437674999237,0.0833745002746582,0.005446359980851412,0.030512850731611252
host,0.12779991328716278,0.18300022184848785,0.26909032464027405,0.14729782938957214,0.17551401257514954,0.3557693660259247,0.15732689201831818,0.18125994503498077,0.06559231877326965,0.1507883220911026,0.10838843137025833,0.15994828939437866,0.17638163268566132,0.2458597868680954,0.26909032464027405,0.14729782938957214,0.17551401257514954,0.1021634042263031
committee,0.18195343017578125,0.1410297304391861,0.24322165548801422,0.12410217523574829,0.12471532821655273,0.21612441539764404,0.14935803413391113,0.2412172257900238,0.08574263006448746,0.14401206374168396,0.1614151895046234,0.22121717035770416,0.24479526281356812,0.29222947359085083,0.24322165548801422,0.12410217523574829,0.12471532821655273,0.12144632637500763
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.24895258247852325,0.3251761794090271,0.4731321930885315,0.31670206785202026,0.2468787580728531,0.2527635991573334,0.33353009819984436,0.30300018191337585,0.5064792633056641,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.21959073841571808,0.21576224267482758,0.22986935079097748,0.489897221326828,0.5473989248275757,0.3072636127471924,0.2130540907382965,0.26917189359664917,0.2389037162065506,0.2523994743824005,0.4739971458911896,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
nfl,0.12579965591430664,0.12479410320520401,0.15305201709270477,0.319060355424881,0.48354101181030273,0.14608202874660492,0.15395240485668182,0.15213505923748016,0.14740689098834991,0.09510418772697449,0.142496719956398,0.20613422989845276,0.11209511011838913,0.23749186098575592,0.15305201709270477,0.319060355424881,0.48354101181030273,0.10610254108905792
have,0.39808809757232666,0.3613572418689728,0.40389683842658997,0.19903038442134857,0.19536113739013672,0.17012253403663635,0.34887513518333435,0.6182622313499451,0.2873316705226898,0.21113677322864532,0.21211259067058563,0.18765702843666077,0.32190749049186707,0.41175219416618347,0.40389683842658997,0.19903038442134857,0.19536113739013672,0.32991164922714233
openly,0.24464668333530426,0.18584933876991272,0.19510823488235474,0.0824815034866333,0.08487619459629059,0.16030971705913544,0.1611415445804596,0.31208908557891846,0.04008789733052254,0.1350477635860443,0.1692374348640442,0.17101803421974182,0.1989957094192505,0.22407542169094086,0.19510823488235474,0.0824815034866333,0.08487619459629059,0.16308623552322388
sought,0.2695325016975403,0.12639497220516205,0.2821049392223358,0.11697111278772354,0.10370083153247833,0.11368181556463242,0.19451892375946045,0.2937079668045044,0.2678476870059967,0.134955495595932,0.22264094650745392,0.3175662159919739,0.41772279143333435,0.28106895089149475,0.2821049392223358,0.11697111278772354,0.10370083153247833,0.1753331869840622
disabled,0.16043168306350708,0.11407961696386337,0.1687239110469818,0.08002098649740219,0.025124797597527504,0.2943848967552185,0.12688228487968445,0.22419558465480804,0.14986944198608398,0.17521712183952332,0.1697019338607788,0.18585413694381714,0.2809829115867615,0.2543835937976837,0.1687239110469818,0.08002098649740219,0.025124797597527504,0.20987746119499207
veteran,0.12123548984527588,0.15776368975639343,0.2511998414993286,0.15611475706100464,0.18128818273544312,0.11184784024953842,0.10088323056697845,0.135825514793396,0.07974652945995331,0.0880303829908371,0.13391655683517456,0.10271233320236206,0.12800687551498413,0.1840239316225052,0.2511998414993286,0.15611475706100464,0.18128818273544312,0.15891358256340027
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.24895258247852325,0.3251761794090271,0.4731321930885315,0.31670206785202026,0.2468787580728531,0.2527635991573334,0.33353009819984436,0.30300018191337585,0.5064792633056641,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
