,what,is,the,name,of,the,gallery,devoted,to,chinese,art,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.19251246750354767,0.19689401984214783,0.535392165184021,0.2785343527793884,0.20297785103321075,0.22068053483963013
far,0.34794166684150696,0.30568554997444153,0.38564538955688477,0.08385900408029556,0.3005201518535614,0.38564538955688477,0.20422807335853577,0.11153176426887512,0.3375735878944397,0.12543340027332306,0.2209669053554535,0.2170870453119278
eastern,0.2263268083333969,0.2375388890504837,0.3928247392177582,0.16027866303920746,0.33281487226486206,0.3928247392177582,0.17529313266277313,0.09017927944660187,0.1750476211309433,0.2558457553386688,0.1794656217098236,0.20060817897319794
collections,0.22708594799041748,0.20405815541744232,0.27174001932144165,0.11384093761444092,0.3185039758682251,0.27174001932144165,0.4398898184299469,0.30347657203674316,0.18565168976783752,0.19059862196445465,0.3595452308654785,0.1873358190059662
include,0.1535889357328415,0.28863582015037537,0.2951717972755432,0.1803218424320221,0.37431180477142334,0.2951717972755432,0.15348102152347565,0.17671065032482147,0.1820748895406723,0.1362915337085724,0.1146894246339798,0.14925788342952728
more,0.3484537899494171,0.2946030795574188,0.39758381247520447,0.15184196829795837,0.30478984117507935,0.39758381247520447,0.15605925023555756,0.18693622946739197,0.47084665298461914,0.2357940971851349,0.2212761491537094,0.27894994616508484
than,0.29388150572776794,0.2839990258216858,0.3227543234825134,0.13796374201774597,0.33036211133003235,0.3227543234825134,0.16013646125793457,0.16852422058582306,0.3192550539970398,0.19631466269493103,0.16086477041244507,0.24917294085025787
"70,000",-0.09954728931188583,-0.04131665080785751,-0.013586602173745632,-0.009487626142799854,0.03968895599246025,-0.013586602173745632,-0.07245871424674988,-0.017808599397540092,-0.032519761472940445,-0.04205057770013809,-0.054538872092962265,-0.06701415032148361
works,0.2418437898159027,0.30236580967903137,0.26337864995002747,0.19373825192451477,0.1964656114578247,0.26337864995002747,0.2885865569114685,0.2375527024269104,0.22564561665058136,0.16653592884540558,0.35882219672203064,0.19597402215003967
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.1971534639596939,0.2848767340183258,0.41548454761505127,0.24275560677051544,0.22648051381111145,0.1826142966747284
art,0.19292277097702026,0.17386884987354279,0.20297785103321075,0.10219083726406097,0.22648051381111145,0.20297785103321075,0.5883238911628723,0.19072315096855164,0.22068513929843903,0.17483416199684143,1.0,0.138971745967865
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.2635002136230469,0.4249346852302551,0.40150508284568787,0.16936369240283966,0.12614446878433228,0.4069952368736267,0.2034907042980194,0.2182932198047638,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.19251246750354767,0.19689401984214783,0.535392165184021,0.2785343527793884,0.20297785103321075,0.22068053483963013
countries,0.22319257259368896,0.254234254360199,0.33290645480155945,0.16325196623802185,0.2800094783306122,0.33290645480155945,0.1307736039161682,0.07042822241783142,0.3111797273159027,0.2273416370153427,0.13696043193340302,0.15128466486930847
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.1971534639596939,0.2848767340183258,0.41548454761505127,0.24275560677051544,0.22648051381111145,0.1826142966747284
east,0.19840149581432343,0.2596127688884735,0.3383176326751709,0.20845475792884827,0.314786434173584,0.3383176326751709,0.17764241993427277,0.08399347215890884,0.24717837572097778,0.18530331552028656,0.1746879369020462,0.10070597380399704
asia,0.14832128584384918,0.18798509240150452,0.2838890850543976,0.17992514371871948,0.2372564673423767,0.2838890850543976,0.17071667313575745,0.16556502878665924,0.22411112487316132,0.26809388399124146,0.14643964171409607,0.1340748518705368
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,-0.0774015560746193,-0.08807745575904846,-0.03403344005346298,-0.02898545376956463,-0.08808540552854538,-0.09243495017290115,0.049648020416498184,-0.006715555675327778,-0.07156077772378922
china,0.13832437992095947,0.1968986988067627,0.3110525608062744,0.13050827383995056,0.27699828147888184,0.3110525608062744,0.11575740575790405,0.09676525741815567,0.1938052773475647,0.6621482372283936,0.13821016252040863,0.18007943034172058
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.21593497693538666,0.21419930458068848,0.44245919585227966,0.2697280943393707,0.2700960636138916,0.31091248989105225
japan,0.1865565925836563,0.1727645993232727,0.22735914587974548,0.15429310500621796,0.2358245700597763,0.22735914587974548,0.14486880600452423,0.14407694339752197,0.24116237461566925,0.3272227346897125,0.20885589718818665,0.1312343180179596
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.20957361161708832,0.23796989023685455,0.48971283435821533,0.25892454385757446,0.2631918787956238,0.20544172823429108
korea,0.24627037346363068,0.1662563979625702,0.2667161226272583,0.10701726377010345,0.2644958198070526,0.2667161226272583,0.1507626473903656,0.06218918412923813,0.2505953907966614,0.38034024834632874,0.14932669699192047,0.19150957465171814
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.21326512098312378,0.21623733639717102,0.4645031690597534,0.25441038608551025,0.21795564889907837,0.4130953550338745
,what,is,the,name,of,the,gallery,devoted,to,chinese,art,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.19251246750354767,0.19689401984214783,0.535392165184021,0.2785343527793884,0.20297785103321075,0.22068053483963013
t.,-0.05916019156575203,-0.06051672250032425,-0.07556280493736267,0.04559951648116112,0.0035911432933062315,-0.07556280493736267,-0.07898116111755371,0.11426862329244614,-0.01181630790233612,-0.05422141030430794,-0.13968832790851593,0.025474894791841507
t.,-0.05916019156575203,-0.06051672250032425,-0.07556280493736267,0.04559951648116112,0.0035911432933062315,-0.07556280493736267,-0.07898116111755371,0.11426862329244614,-0.01181630790233612,-0.05422141030430794,-0.13968832790851593,0.025474894791841507
tsui,0.1483636200428009,0.12163178622722626,0.18988852202892303,0.1515551507472992,0.17610538005828857,0.18988852202892303,0.15862520039081573,0.12974531948566437,0.12405607849359512,0.4424275755882263,0.14324834942817688,0.2259218692779541
gallery,0.1566055566072464,0.15374112129211426,0.19251246750354767,0.10294080525636673,0.1971534639596939,0.19251246750354767,1.0,0.14333641529083252,0.19736915826797485,0.075161412358284,0.5883238911628723,0.18202216923236847
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.1971534639596939,0.2848767340183258,0.41548454761505127,0.24275560677051544,0.22648051381111145,0.1826142966747284
chinese,0.11643128097057343,0.1841094046831131,0.2785343527793884,0.14820076525211334,0.24275560677051544,0.2785343527793884,0.075161412358284,0.10714461654424667,0.17416036128997803,1.0000001192092896,0.17483416199684143,0.20843194425106049
art,0.19292277097702026,0.17386884987354279,0.20297785103321075,0.10219083726406097,0.22648051381111145,0.20297785103321075,0.5883238911628723,0.19072315096855164,0.22068513929843903,0.17483416199684143,1.0,0.138971745967865
opened,0.14500318467617035,0.15947836637496948,0.28544309735298157,0.17870084941387177,0.16720551252365112,0.28544309735298157,0.249263733625412,0.20428098738193512,0.18903055787086487,0.1149650365114212,0.15857157111167908,0.1934700310230255
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.21665531396865845,0.21890759468078613,0.45010748505592346,0.20821347832679749,0.2282189577817917,0.20430970191955566
1991,0.15930123627185822,-0.05684731900691986,0.002508036559447646,-0.09978722035884857,-0.004689669236540794,0.002508036559447646,-0.0260637030005455,0.06476673483848572,0.11084804683923721,0.11172284930944443,0.016362324357032776,0.175977423787117
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.21593497693538666,0.21419930458068848,0.44245919585227966,0.2697280943393707,0.2700960636138916,0.31091248989105225
displaying,0.27500900626182556,0.20686180889606476,0.3364616930484772,0.17590099573135376,0.3014712631702423,0.3364616930484772,0.3666200637817383,0.27409422397613525,0.24095946550369263,0.22858047485351562,0.2692338526248932,0.21778589487075806
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.13071094453334808,0.20091499388217926,0.45503583550453186,0.23124997317790985,0.1329297125339508,0.23916715383529663
representative,0.19021190702915192,0.1825934201478958,0.23411999642848969,0.1669621765613556,0.31028270721435547,0.23411999642848969,0.21660825610160828,0.1818179041147232,0.1958741992712021,0.11178306490182877,0.19832924008369446,0.13044437766075134
collection,0.215459942817688,0.21135231852531433,0.25281965732574463,0.12131127715110779,0.2915455996990204,0.25281965732574463,0.42902910709381104,0.2768237292766571,0.15417452156543732,0.14770722389221191,0.3446033000946045,0.20069393515586853
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.1971534639596939,0.2848767340183258,0.41548454761505127,0.24275560677051544,0.22648051381111145,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.19251246750354767,0.19689401984214783,0.535392165184021,0.2785343527793884,0.20297785103321075,0.22068053483963013
v,0.16628342866897583,0.16126930713653564,0.18580520153045654,0.12605811655521393,0.1655031144618988,0.18580520153045654,0.14258474111557007,0.07644089311361313,0.2109750658273697,0.11446908861398697,0.12526747584342957,0.28677162528038025
&,0.11141876131296158,0.08384179323911667,0.14992168545722961,0.0724157989025116,0.19900451600551605,0.14992168545722961,0.21348820626735687,0.11032384634017944,0.1254875510931015,0.055103451013565063,0.1891014128923416,0.12596383690834045
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.21243180334568024,0.19090630114078522,0.42092081904411316,0.2490641176700592,0.19598303735256195,0.27043893933296204
approximately,0.21610312163829803,0.2724578380584717,0.33137547969818115,0.07034071534872055,0.34526896476745605,0.33137547969818115,0.11773410439491272,0.10170984268188477,0.27967149019241333,0.18880465626716614,0.11824912577867508,0.10237617790699005
