,how,is,the,prime,number,p,in,bertrand,'s,postulate,expressed,mathematically,?
the,0.33890387415885925,0.5823672413825989,1.0,0.19960100948810577,0.35145696997642517,0.16481639444828033,0.6662389636039734,0.21314574778079987,-0.01540423184633255,0.29464417695999146,0.25207287073135376,0.2578703463077545,0.22068053483963013
latter,0.1912410706281662,0.23252339661121368,0.37523433566093445,0.17109525203704834,0.18357326090335846,0.10147727280855179,0.27519580721855164,0.23826363682746887,0.09834528714418411,0.2156885862350464,0.2176145762205124,0.2280413657426834,0.12733961641788483
formula,0.16393129527568817,0.24021393060684204,0.19533312320709229,0.1575293391942978,0.24893635511398315,0.13763850927352905,0.17837907373905182,0.19539259374141693,0.07357185333967209,0.29436784982681274,0.17229437828063965,0.31711626052856445,0.16194304823875427
can,0.49246567487716675,0.44256699085235596,0.312528520822525,0.1305878609418869,0.33886176347732544,0.15593776106834412,0.26527702808380127,0.10228849947452545,-0.02075597457587719,0.2483651041984558,0.2116832584142685,0.316045343875885,0.3226337134838104
be,0.4158933162689209,0.4819129705429077,0.4248143136501312,0.14576895534992218,0.28840136528015137,0.12313798069953918,0.3481820821762085,0.1785547137260437,0.025217169895768166,0.272475928068161,0.25860801339149475,0.3574729561805725,0.3324260413646698
shown,0.28056201338768005,0.2509501576423645,0.3387985825538635,0.12404462695121765,0.18899334967136383,0.09382953494787216,0.2988935708999634,0.1123642697930336,-0.028585107997059822,0.21752934157848358,0.2711053788661957,0.21690919995307922,0.2433658242225647
using,0.39886897802352905,0.26543745398521423,0.28364112973213196,0.11161793023347855,0.2584289014339447,0.09886890649795532,0.2717311978340149,0.09463084489107132,-0.029558077454566956,0.27465030550956726,0.2786199152469635,0.3385215997695923,0.2804589569568634
bertrand,0.20669330656528473,0.23498326539993286,0.21314574778079987,0.22327561676502228,0.1536797285079956,0.1903959959745407,0.31022974848747253,1.0,-0.063820980489254,0.3618767261505127,0.19601398706436157,0.36328381299972534,0.19121049344539642
's,-0.026164190843701363,0.02396530658006668,-0.01540423184633255,-0.0056337774731218815,0.033178191632032394,0.07090399414300919,-0.037580832839012146,-0.063820980489254,0.9999999403953552,-0.0034737507812678814,-0.04779237508773804,-0.02890872396528721,-0.023395681753754616
postulate,0.3174384832382202,0.28031274676322937,0.29464417695999146,0.24006322026252747,0.2552981674671173,0.18330694735050201,0.22994738817214966,0.3618767261505127,-0.0034737507812678814,1.0000001192092896,0.2946343421936035,0.48062920570373535,0.29212695360183716
(,0.1676948219537735,0.35393038392066956,0.33289089798927307,0.21646767854690552,0.16158060729503632,0.28021711111068726,0.3087427020072937,0.21524962782859802,0.0012731997994706035,0.1700727641582489,0.18192970752716064,0.14339454472064972,0.40561532974243164
proven,0.28656041622161865,0.22738951444625854,0.19108618795871735,0.211175337433815,0.22299419343471527,0.06036890298128128,0.13981205224990845,0.26029112935066223,-0.03496364504098892,0.4175960421562195,0.264792799949646,0.3933248519897461,0.23916150629520416
first,0.27731001377105713,0.30889374017715454,0.49448907375335693,0.21695679426193237,0.28294017910957336,0.1543406844139099,0.4127444326877594,0.30489930510520935,-0.014458609744906425,0.2569648027420044,0.1991914063692093,0.2436724454164505,0.18701928853988647
by,0.34370526671409607,0.3899846076965332,0.4408751428127289,0.1702890843153,0.2551532983779907,0.06021369248628616,0.370934396982193,0.19417469203472137,-0.010884488001465797,0.26071152091026306,0.26528993248939514,0.26215505599975586,0.17966607213020325
chebyshev,0.25258302688598633,0.25452321767807007,0.18158741295337677,0.29516854882240295,0.2436855435371399,0.2579675614833832,0.17700405418872833,0.43902745842933655,-0.009341741912066936,0.47049763798713684,0.23739323019981384,0.42504507303237915,0.26083728671073914
),0.17939934134483337,0.37732169032096863,0.3456730246543884,0.20705947279930115,0.19318018853664398,0.26532381772994995,0.3326910734176636,0.2249240279197693,0.021107977256178856,0.17997968196868896,0.180553138256073,0.16456885635852814,0.42300865054130554
",",0.22659391164779663,0.4691906273365021,0.4933079481124878,0.2565026581287384,0.2535701394081116,0.291064590215683,0.5201468467712402,0.3278551399707794,-0.0016132977325469255,0.24302847683429718,0.24414940178394318,0.22346092760562897,0.31091248989105225
which,0.4852597713470459,0.4457404911518097,0.6521818041801453,0.1615363508462906,0.3661547005176544,0.1305740624666214,0.4840516746044159,0.10974244773387909,0.03856118768453598,0.30523133277893066,0.2486652135848999,0.33325856924057007,0.25814583897590637
states,0.20841296017169952,0.21939043700695038,0.3463578522205353,0.1575697958469391,0.2313869148492813,0.0852459967136383,0.3977442979812622,0.20704543590545654,-0.004298824816942215,0.22735925018787384,0.21995969116687775,0.22230133414268494,0.16272737085819244
that,0.557814359664917,0.3995479643344879,0.5473989248275757,0.18163643777370453,0.32951247692108154,0.15546166896820068,0.435920387506485,0.16041304171085358,0.04397977516055107,0.36842939257621765,0.3005213737487793,0.3893093764781952,0.32716336846351624
there,0.3328511416912079,0.3904260993003845,0.47025805711746216,0.14719140529632568,0.35469454526901245,0.08984465152025223,0.5361666083335876,0.17123568058013916,-0.04860968142747879,0.27254778146743774,0.21462999284267426,0.2121978998184204,0.29405656456947327
always,0.36267638206481934,0.3208111822605133,0.31570959091186523,0.1631460040807724,0.2819766700267792,0.11539937555789948,0.2475486695766449,0.19444586336612701,0.07762603461742401,0.2422543615102768,0.3186979591846466,0.37160399556159973,0.26136693358421326
exists,0.21720054745674133,0.37246593832969666,0.29877129197120667,0.15010593831539154,0.26483482122421265,0.10529355704784393,0.2509026825428009,0.2229084074497223,0.024081893265247345,0.3456229269504547,0.1887262463569641,0.26250651478767395,0.26845401525497437
at,0.2154216170310974,0.25906258821487427,0.457212895154953,0.15248191356658936,0.20500339567661285,0.09773130714893341,0.4374977946281433,0.14183203876018524,-0.08481216430664062,0.11566848307847977,0.17725001275539398,0.16059604287147522,0.21978627145290375
least,0.2839330732822418,0.25724145770072937,0.3428877890110016,0.1213962510228157,0.36161690950393677,0.14994101226329803,0.3232700824737549,0.16195811331272125,0.05887432023882866,0.23494119942188263,0.2290598750114441,0.26425909996032715,0.28866854310035706
