,if,roman,numerals,were,used,in,the,naming,of,the,50th,super,bowl,",",which,one,would,have,been,used,?
on,0.24549968540668488,0.15509356558322906,0.1492345631122589,0.2774328887462616,0.24785758554935455,0.46853652596473694,0.5107308030128479,0.23835943639278412,0.3966929316520691,0.5107308030128479,0.15247806906700134,0.1569211632013321,0.1334993690252304,0.49057599902153015,0.4245251417160034,0.3601475656032562,0.35589995980262756,0.36494916677474976,0.29937630891799927,0.24785758554935455,0.2714994251728058
june,0.13683530688285828,0.11824105679988861,0.1070602759718895,0.1965353786945343,0.10400602221488953,0.29047903418540955,0.24568822979927063,0.16351351141929626,0.19721001386642456,0.24568822979927063,0.047234244644641876,0.12735934555530548,0.15820787847042084,0.45453834533691406,0.13273821771144867,0.19165287911891937,0.24736599624156952,0.13467824459075928,0.21830348670482635,0.10400602221488953,0.31416764855384827
4,-0.051096875220537186,0.16189806163311005,0.03203694894909859,0.08416327089071274,0.046771492809057236,0.08310048282146454,0.15499350428581238,0.06914850324392319,0.17227263748645782,0.15499350428581238,-0.04766840860247612,0.046946682035923004,0.020155208185315132,0.15652385354042053,0.00023283218615688384,0.036213137209415436,0.03919385001063347,-0.049480583518743515,0.04500274360179901,0.046771492809057236,0.010515431873500347
",",0.257730096578598,0.26863154768943787,0.23818567395210266,0.36755475401878357,0.3120402991771698,0.5201468467712402,0.4933079481124878,0.22050191462039948,0.4946078956127167,0.4933079481124878,0.1069522351026535,0.22322475910186768,0.1810409277677536,1.0000001192092896,0.3658004403114319,0.3696635365486145,0.32586824893951416,0.3541618287563324,0.34873589873313904,0.3120402991771698,0.31091248989105225
2014,0.02196340076625347,0.10688325762748718,0.050574127584695816,0.021288853138685226,-0.007408102974295616,0.13996225595474243,0.059490643441677094,0.029723206534981728,0.0493064783513546,0.059490643441677094,0.09885226935148239,0.0236821286380291,0.07104186713695526,0.19350162148475647,-0.052017729729413986,0.07360579073429108,0.022554323077201843,-0.018927626311779022,-0.0019778464920818806,-0.007408102974295616,0.058127544820308685
",",0.257730096578598,0.26863154768943787,0.23818567395210266,0.36755475401878357,0.3120402991771698,0.5201468467712402,0.4933079481124878,0.22050191462039948,0.4946078956127167,0.4933079481124878,0.1069522351026535,0.22322475910186768,0.1810409277677536,1.0000001192092896,0.3658004403114319,0.3696635365486145,0.32586824893951416,0.3541618287563324,0.34873589873313904,0.3120402991771698,0.31091248989105225
the,0.33724796772003174,0.2862859070301056,0.25819507241249084,0.3906462490558624,0.3718377649784088,0.6662389636039734,1.0,0.3078363239765167,0.733189046382904,1.0,0.19595111906528473,0.21959073841571808,0.21576224267482758,0.4933079481124878,0.6521818041801453,0.5514441132545471,0.4133751392364502,0.40389683842658997,0.3563927710056305,0.3718377649784088,0.22068053483963013
nfl,0.1617802232503891,0.12639591097831726,0.2016570121049881,0.12345176935195923,0.12976689636707306,0.12599408626556396,0.15305201709270477,0.13861128687858582,0.1524115800857544,0.15305201709270477,0.1160515546798706,0.319060355424881,0.48354101181030273,0.18939071893692017,0.1353975087404251,0.19273783266544342,0.16166402399539948,0.18029768764972687,0.150762677192688,0.12976689636707306,0.10610254108905792
announced,0.153825044631958,0.13161100447177887,0.118888258934021,0.13495038449764252,0.1661556363105774,0.2528248429298401,0.2277132272720337,0.23392821848392487,0.22339491546154022,0.2277132272720337,0.13245141506195068,0.1638530194759369,0.11583950370550156,0.23036719858646393,0.14883647859096527,0.1753031313419342,0.42309242486953735,0.18306851387023926,0.2706869840621948,0.1661556363105774,0.17416009306907654
that,0.5634250640869141,0.20374512672424316,0.2481309473514557,0.35517072677612305,0.37621384859085083,0.435920387506485,0.5473989248275757,0.29596397280693054,0.41498205065727234,0.5473989248275757,0.11724865436553955,0.18258553743362427,0.10987387597560883,0.4137537479400635,0.6894589066505432,0.5133185982704163,0.5895259380340576,0.6182622313499451,0.4152003228664398,0.37621384859085083,0.32716336846351624
