,what,percentage,of,filipino,primary,school,students,are,in,private,schools,?
in,0.30808621644973755,0.18874377012252808,0.5696388483047485,0.12307817488908768,0.21150650084018707,0.26157811284065247,0.2676171064376831,0.3841303884983063,1.0,0.21135757863521576,0.2632134258747101,0.20430970191955566
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.16211169958114624,0.25688621401786804,0.22953221201896667,0.25268980860710144,0.40399202704429626,0.6662389636039734,0.18291357159614563,0.22905772924423218,0.22068053483963013
philippines,0.07227330654859543,0.13570891320705414,0.2727682888507843,0.5725322365760803,0.09901271760463715,0.14562532305717468,0.21647340059280396,0.17454257607460022,0.23086273670196533,0.2399723082780838,0.170150488615036,0.09991075843572617
",",0.3087472915649414,0.21945469081401825,0.4946078956127167,0.2570640444755554,0.2565748989582062,0.27141863107681274,0.26501646637916565,0.4062570035457611,0.5201468467712402,0.1899166703224182,0.2760516405105591,0.31091248989105225
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.16211169958114624,0.25688621401786804,0.22953221201896667,0.25268980860710144,0.40399202704429626,0.6662389636039734,0.18291357159614563,0.22905772924423218,0.22068053483963013
private,0.16778090596199036,0.13822926580905914,0.18706899881362915,0.1971120536327362,0.23401464521884918,0.3584248125553131,0.35454505681991577,0.1694057136774063,0.21135757863521576,1.0,0.4158569872379303,0.14389030635356903
sector,0.18244388699531555,0.27017900347709656,0.23412683606147766,0.09680832922458649,0.3272869288921356,0.22030170261859894,0.2173517644405365,0.18541370332241058,0.2731133699417114,0.3251519203186035,0.31846946477890015,0.06294605135917664
has,0.20338068902492523,0.21051472425460815,0.3909035325050354,0.10310731828212738,0.18147581815719604,0.1724022775888443,0.1987207978963852,0.4313911199569702,0.4173259735107422,0.1315586119890213,0.2180989682674408,0.15994466841220856
been,0.2567804455757141,0.17744223773479462,0.31685134768486023,0.05860760807991028,0.13911563158035278,0.15044459700584412,0.17813996970653534,0.4703826308250427,0.3515113592147827,0.10474855452775955,0.22632038593292236,0.24354910850524902
a,0.3320399522781372,0.25336048007011414,0.5052502155303955,0.18039856851100922,0.23038449883460999,0.2245093584060669,0.2676560878753662,0.265255331993103,0.539380669593811,0.20346391201019287,0.2118925303220749,0.23916715383529663
major,0.21026742458343506,0.17855136096477509,0.2641255557537079,0.14722739160060883,0.20298472046852112,0.1472879946231842,0.135105699300766,0.21536177396774292,0.3249945342540741,0.20668938755989075,0.21287967264652252,0.19788557291030884
provider,0.24875915050506592,0.25597041845321655,0.234352245926857,0.1872008889913559,0.26010724902153015,0.19643045961856842,0.2452436238527298,0.24435175955295563,0.1902105063199997,0.34430992603302,0.24769312143325806,0.2242300808429718
of,0.33290785551071167,0.24724560976028442,1.0,0.168240487575531,0.23414276540279388,0.2391800880432129,0.25513339042663574,0.39081433415412903,0.5696388483047485,0.18706899881362915,0.265506386756897,0.1826142966747284
educational,0.2158561795949936,0.15751567482948303,0.3187834620475769,0.18762432038784027,0.3409460783004761,0.5237864851951599,0.5271042585372925,0.23404355347156525,0.29241177439689636,0.3499286472797394,0.5674533247947693,0.20904642343521118
services,0.16048473119735718,0.19503895938396454,0.23787347972393036,0.1251710057258606,0.24898876249790192,0.2160927951335907,0.27570101618766785,0.26135778427124023,0.22287973761558533,0.311462938785553,0.3272954225540161,0.1328447163105011
",",0.3087472915649414,0.21945469081401825,0.4946078956127167,0.2570640444755554,0.2565748989582062,0.27141863107681274,0.26501646637916565,0.4062570035457611,0.5201468467712402,0.1899166703224182,0.2760516405105591,0.31091248989105225
accounting,0.2822095453739166,0.34487485885620117,0.2985135316848755,0.12074338644742966,0.27993178367614746,0.2575211226940155,0.32755815982818604,0.30781981348991394,0.1982230842113495,0.2915220558643341,0.2869495153427124,0.21913275122642517
for,0.3017193675041199,0.2764090597629547,0.4185989499092102,0.10321637243032455,0.2533470094203949,0.18618352711200714,0.2460945099592209,0.3895993232727051,0.4322226941585541,0.22242696583271027,0.2320515662431717,0.264628142118454
about,0.47976887226104736,0.1676761358976364,0.40939709544181824,0.07369519770145416,0.20436546206474304,0.23017577826976776,0.2952730655670166,0.36165615916252136,0.39797019958496094,0.15895627439022064,0.21555131673812866,0.302409827709198
7.5,0.4706016182899475,0.1882910430431366,0.29179319739341736,0.077552430331707,0.17131437361240387,0.0953146368265152,0.18611179292201996,0.2793814539909363,0.18354900181293488,0.11068637669086456,0.1675148904323578,0.3666565418243408
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.1791408509016037,0.24784231185913086,0.09573886543512344,0.22348105907440186,0.21077655255794525,0.19465309381484985,0.14337216317653656,0.177998885512352,0.21441808342933655
of,0.33290785551071167,0.24724560976028442,1.0,0.168240487575531,0.23414276540279388,0.2391800880432129,0.25513339042663574,0.39081433415412903,0.5696388483047485,0.18706899881362915,0.265506386756897,0.1826142966747284
primary,0.2113915979862213,0.1697329729795456,0.23414276540279388,0.15743666887283325,1.0,0.4102175533771515,0.26349249482154846,0.24237659573554993,0.21150650084018707,0.23401464521884918,0.38384848833084106,0.16286636888980865
enrollment,0.22654405236244202,0.33613771200180054,0.28188642859458923,0.2373405247926712,0.3002568185329437,0.5377652049064636,0.5965980887413025,0.1978006809949875,0.27994412183761597,0.3528019189834595,0.4924936592578888,0.1573069840669632
",",0.3087472915649414,0.21945469081401825,0.4946078956127167,0.2570640444755554,0.2565748989582062,0.27141863107681274,0.26501646637916565,0.4062570035457611,0.5201468467712402,0.1899166703224182,0.2760516405105591,0.31091248989105225
32,-0.003086621640250087,-0.017554620280861855,-0.06897011399269104,-0.030400311574339867,0.034521233290433884,0.009176201187074184,-0.02459820732474327,-0.03648391738533974,-0.04161756858229637,0.03147634118795395,0.002214055508375168,0.04494665935635567
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.1791408509016037,0.24784231185913086,0.09573886543512344,0.22348105907440186,0.21077655255794525,0.19465309381484985,0.14337216317653656,0.177998885512352,0.21441808342933655
of,0.33290785551071167,0.24724560976028442,1.0,0.168240487575531,0.23414276540279388,0.2391800880432129,0.25513339042663574,0.39081433415412903,0.5696388483047485,0.18706899881362915,0.265506386756897,0.1826142966747284
secondary,0.20388361811637878,0.08574172854423523,0.219074085354805,0.1273052990436554,0.6853594779968262,0.5113044381141663,0.3444019854068756,0.24611520767211914,0.2103116512298584,0.2717200517654419,0.4608161151409149,0.18118004500865936
enrollment,0.22654405236244202,0.33613771200180054,0.28188642859458923,0.2373405247926712,0.3002568185329437,0.5377652049064636,0.5965980887413025,0.1978006809949875,0.27994412183761597,0.3528019189834595,0.4924936592578888,0.1573069840669632
and,0.31309178471565247,0.24926191568374634,0.5116966962814331,0.19257806241512299,0.2539214491844177,0.2752758264541626,0.28111961483955383,0.48576638102531433,0.4954058527946472,0.2557651102542877,0.29319998621940613,0.20544172823429108
about,0.47976887226104736,0.1676761358976364,0.40939709544181824,0.07369519770145416,0.20436546206474304,0.23017577826976776,0.2952730655670166,0.36165615916252136,0.39797019958496094,0.15895627439022064,0.21555131673812866,0.302409827709198
80,0.04945533350110054,0.18138648569583893,-0.048517487943172455,-0.13636082410812378,0.013928399421274662,-0.053145088255405426,-0.02746623568236828,0.16937381029129028,-0.03062376379966736,-0.08719523251056671,-0.05558502674102783,0.04445207491517067
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.1791408509016037,0.24784231185913086,0.09573886543512344,0.22348105907440186,0.21077655255794525,0.19465309381484985,0.14337216317653656,0.177998885512352,0.21441808342933655
of,0.33290785551071167,0.24724560976028442,1.0,0.168240487575531,0.23414276540279388,0.2391800880432129,0.25513339042663574,0.39081433415412903,0.5696388483047485,0.18706899881362915,0.265506386756897,0.1826142966747284
tertiary,0.2784169018268585,0.21478186547756195,0.21779176592826843,0.10156504064798355,0.5094771981239319,0.24931220710277557,0.22418212890625,0.26061296463012695,0.22423051297664642,0.20003458857536316,0.2754591703414917,0.2581363916397095
enrollment,0.22654405236244202,0.33613771200180054,0.28188642859458923,0.2373405247926712,0.3002568185329437,0.5377652049064636,0.5965980887413025,0.1978006809949875,0.27994412183761597,0.3528019189834595,0.4924936592578888,0.1573069840669632
.,0.3567904531955719,0.28866735100746155,0.5352458953857422,0.17585140466690063,0.22422198951244354,0.24214158952236176,0.2607303857803345,0.3452940285205841,0.5591574311256409,0.2534593939781189,0.2752705216407776,0.4130953550338745
