,what,church,in,virginia,is,maintained,by,huguenots,as,a,historic,shrine,?
the,0.42745697498321533,0.23846197128295898,0.6662389636039734,0.21601803600788116,0.5823672413825989,0.2751169800758362,0.4408751428127289,0.30745792388916016,0.48381632566452026,0.5829201340675354,0.2829611599445343,0.2431814819574356,0.22068053483963013
huguenot,0.1912020891904831,0.3685069978237152,0.26198551058769226,0.18723717331886292,0.12706810235977173,0.17333997786045074,0.1813904494047165,0.9459913372993469,0.15821954607963562,0.22502337396144867,0.2136296182870865,0.23327325284481049,0.1359742432832718
society,0.23231269419193268,0.234016552567482,0.21229879558086395,0.1502336859703064,0.15995073318481445,0.2223641276359558,0.14365209639072418,0.19993522763252258,0.18661245703697205,0.22652459144592285,0.26787513494491577,0.10872796922922134,0.1373005360364914
of,0.33290785551071167,0.3079429268836975,0.5696388483047485,0.2102794647216797,0.4854315221309662,0.2985607385635376,0.3646814823150635,0.27577435970306396,0.3886612355709076,0.5052502155303955,0.2833002209663391,0.21497584879398346,0.1826142966747284
america,0.2517423629760742,0.12548880279064178,0.3098583221435547,0.26152607798576355,0.1998184472322464,0.12416217476129532,0.20156630873680115,0.18316443264484406,0.22265762090682983,0.22012436389923096,0.20875589549541473,0.06941887736320496,0.19333907961845398
maintains,0.17929726839065552,0.15690618753433228,0.21605880558490753,0.110420823097229,0.2847173810005188,0.8006473779678345,0.22719667851924896,0.13279668986797333,0.2607370615005493,0.23382247984409332,0.3027515411376953,0.13143202662467957,0.13273680210113525
manakin,0.24009215831756592,0.16865770518779755,0.2890387773513794,0.22757403552532196,0.2599940896034241,0.18588502705097198,0.20258137583732605,0.23502345383167267,0.26515957713127136,0.258821040391922,0.18373383581638336,0.3217906951904297,0.20132902264595032
episcopal,0.2335733026266098,0.6002358794212341,0.2737633287906647,0.29952555894851685,0.16667838394641876,0.14619171619415283,0.15300418436527252,0.42186239361763,0.23828159272670746,0.2234257608652115,0.3073575496673584,0.22598175704479218,0.22619661688804626
church,0.1944202184677124,0.9999999403953552,0.2493300437927246,0.1860286444425583,0.203276589512825,0.13511453568935394,0.135782390832901,0.3784845769405365,0.211966410279274,0.19588641822338104,0.2767401933670044,0.31571537256240845,0.18081501126289368
in,0.30808621644973755,0.2493300437927246,1.0,0.2449580281972885,0.5394441485404968,0.21686826646327972,0.370934396982193,0.25916293263435364,0.3887844979763031,0.539380669593811,0.3082408010959625,0.20346897840499878,0.20430970191955566
virginia,0.19189345836639404,0.1860286444425583,0.2449580281972885,1.0000001192092896,0.15641528367996216,0.1446971744298935,0.15520401298999786,0.19933947920799255,0.18148259818553925,0.20148134231567383,0.2509138882160187,0.045029401779174805,0.18036006391048431
as,0.31749409437179565,0.211966410279274,0.3887844979763031,0.18148259818553925,0.43216490745544434,0.27216050028800964,0.3815547823905945,0.14947842061519623,1.0,0.39550232887268066,0.24026529490947723,0.15877456963062286,0.27043893933296204
an,0.2821882665157318,0.09629998356103897,0.2605783939361572,0.15984635055065155,0.4654068350791931,0.155190572142601,0.2719563841819763,0.1543605476617813,0.37218472361564636,0.44552403688430786,0.1585840880870819,0.12102824449539185,0.19793890416622162
historic,0.18988226354122162,0.2767401933670044,0.3082408010959625,0.2509138882160187,0.19778819382190704,0.2833760678768158,0.130463644862175,0.2182004153728485,0.24026529490947723,0.23105008900165558,0.9999999403953552,0.28698205947875977,0.09992891550064087
shrine,0.1696721911430359,0.31571537256240845,0.20346897840499878,0.045029401779174805,0.17407146096229553,0.2222670614719391,0.18507294356822968,0.2368607223033905,0.15877456963062286,0.1518636792898178,0.28698205947875977,1.0,0.12673185765743256
with,0.2464839518070221,0.17961077392101288,0.4080928862094879,0.10838595032691956,0.3250955045223236,0.2690315842628479,0.39731505513191223,0.20256154239177704,0.40387406945228577,0.3783375024795532,0.15758202970027924,0.17147596180438995,0.2433311939239502
occasional,0.20631100237369537,0.0986972376704216,0.1767815798521042,0.06649518758058548,0.21386314928531647,0.13859716057777405,0.17250876128673553,0.1204816997051239,0.3290759027004242,0.25114908814430237,0.13911136984825134,0.06137405335903168,0.15913105010986328
services,0.16048473119735718,0.24413137137889862,0.22287973761558533,0.17128624022006989,0.2128378003835678,0.2991415858268738,0.2132156491279602,0.18690045177936554,0.2673030495643616,0.24030502140522003,0.21426273882389069,0.12378052622079849,0.1328447163105011
.,0.3567904531955719,0.28898224234580994,0.5591574311256409,0.2474265843629837,0.4569662809371948,0.29010337591171265,0.3936232924461365,0.2170230895280838,0.515582263469696,0.50484299659729,0.2134850174188614,0.17529705166816711,0.4130953550338745
