,what,is,a,main,tributary,to,the,rhine,that,goes,through,northeastern,france,and,part,of,belgium,?
most,0.3219912350177765,0.41165053844451904,0.3508910834789276,0.288818359375,0.10578333586454391,0.321603000164032,0.47635307908058167,0.11507835239171982,0.4497850239276886,0.18041378259658813,0.22759674489498138,0.25673678517341614,0.19987869262695312,0.4309377074241638,0.35998284816741943,0.4178851246833801,0.1800682097673416,0.2107497900724411
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.3177044689655304,0.22086340188980103,0.41548454761505127,0.733189046382904,0.2548927664756775,0.41498205065727234,0.2831191420555115,0.3647414743900299,0.3235054314136505,0.3265724182128906,0.5116966962814331,0.452393114566803,1.0,0.2526414394378662,0.1826142966747284
luxembourg,0.14068859815597534,0.1998324692249298,0.24686527252197266,0.1645524501800537,0.29622888565063477,0.16306385397911072,0.2548355758190155,0.46009543538093567,0.14288592338562012,0.17720821499824524,0.18215927481651306,0.2573910653591156,0.5165292024612427,0.24045270681381226,0.20522558689117432,0.3009050190448761,0.6253402233123779,0.08591736853122711
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.29831406474113464,0.14704793691635132,0.48971283435821533,0.5171257257461548,0.22029656171798706,0.4731321930885315,0.31812402606010437,0.3666759729385376,0.23318152129650116,0.2925812005996704,1.0,0.35301485657691956,0.5116966962814331,0.2641420364379883,0.20544172823429108
a,0.3320399522781372,0.658733606338501,1.0,0.27217230200767517,0.16059716045856476,0.45503583550453186,0.5829201340675354,0.1823403388261795,0.47537946701049805,0.3087483048439026,0.3399752974510193,0.24970446527004242,0.24802380800247192,0.3739250600337982,0.3994528353214264,0.5052502155303955,0.17649415135383606,0.23916715383529663
very,0.37053924798965454,0.3671363294124603,0.45312565565109253,0.204240083694458,0.1323433220386505,0.3902553617954254,0.34171217679977417,0.1368808150291443,0.47700634598731995,0.24091967940330505,0.2546386420726776,0.19403697550296783,0.14657479524612427,0.4546867609024048,0.28112098574638367,0.34437474608421326,0.14676043391227722,0.20864155888557434
small,0.2504110634326935,0.32085540890693665,0.41262131929397583,0.2879595458507538,0.2034418135881424,0.3054737150669098,0.39655908942222595,0.17500995099544525,0.351526141166687,0.21130788326263428,0.23910097777843475,0.25375205278396606,0.16646362841129303,0.35207539796829224,0.3144674599170685,0.353353351354599,0.1341528743505478,0.13914890587329865
part,0.3476244807243347,0.4582172930240631,0.3994528353214264,0.32072335481643677,0.27995190024375916,0.2875264883041382,0.527681291103363,0.23044916987419128,0.37747326493263245,0.2590242624282837,0.3582339882850647,0.40857455134391785,0.26355621218681335,0.35301485657691956,1.0,0.452393114566803,0.19470447301864624,0.08557961881160736
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.3177044689655304,0.22086340188980103,0.41548454761505127,0.733189046382904,0.2548927664756775,0.41498205065727234,0.2831191420555115,0.3647414743900299,0.3235054314136505,0.3265724182128906,0.5116966962814331,0.452393114566803,1.0,0.2526414394378662,0.1826142966747284
belgium,0.14580245316028595,0.162721648812294,0.17649415135383606,0.1425439417362213,0.1837538629770279,0.18273715674877167,0.24047598242759705,0.37613749504089355,0.1712908148765564,0.10327769815921783,0.1628168821334839,0.22907085716724396,0.5209161639213562,0.2641420364379883,0.19470447301864624,0.2526414394378662,1.0,0.1067093089222908
also,0.42747777700424194,0.5012649297714233,0.5149940252304077,0.3484555184841156,0.09650018066167831,0.5348826050758362,0.6021018624305725,0.1230347603559494,0.6005857586860657,0.22936232388019562,0.30170774459838867,0.23981095850467682,0.24383088946342468,0.5755972862243652,0.3594053089618683,0.4924938678741455,0.19538742303848267,0.21848613023757935
drain,0.21668347716331482,0.23514574766159058,0.2187112420797348,0.25783026218414307,0.5192990303039551,0.26587653160095215,0.31268492341041565,0.2921534478664398,0.22421510517597198,0.3315015435218811,0.3662153482437134,0.28060802817344666,0.16353347897529602,0.2455822229385376,0.27876999974250793,0.24482177197933197,0.16410745680332184,0.18119575083255768
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.26116618514060974,0.0924835056066513,1.0,0.535392165184021,0.1736302673816681,0.5436353087425232,0.33629855513572693,0.4062686562538147,0.16936659812927246,0.2670897841453552,0.48971283435821533,0.2875264883041382,0.41548454761505127,0.18273715674877167,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.38631999492645264,0.2506791055202484,0.535392165184021,1.0,0.30735138058662415,0.5473989248275757,0.3992326557636261,0.44071322679519653,0.36635610461235046,0.35517507791519165,0.5171257257461548,0.527681291103363,0.733189046382904,0.24047598242759705,0.22068053483963013
rhine,0.16475653648376465,0.15617261826992035,0.1823403388261795,0.23040270805358887,0.38415995240211487,0.1736302673816681,0.30735138058662415,1.0,0.16362759470939636,0.1845177263021469,0.23343999683856964,0.27824512124061584,0.3459889590740204,0.22029656171798706,0.23044916987419128,0.2548927664756775,0.37613749504089355,0.13754533231258392
via,0.16736915707588196,0.18325740098953247,0.15732350945472717,0.15022705495357513,0.1375676989555359,0.27847176790237427,0.23979412019252777,0.10537445545196533,0.24751818180084229,0.22785575687885284,0.397591233253479,0.1440829634666443,0.11091210693120956,0.20018906891345978,0.18457861244678497,0.1293322592973709,0.15901367366313934,0.19443516433238983
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.38631999492645264,0.2506791055202484,0.535392165184021,1.0,0.30735138058662415,0.5473989248275757,0.3992326557636261,0.44071322679519653,0.36635610461235046,0.35517507791519165,0.5171257257461548,0.527681291103363,0.733189046382904,0.24047598242759705,0.22068053483963013
moselle,0.21351899206638336,0.24190545082092285,0.2205803245306015,0.2621283531188965,0.5116374492645264,0.19878040254116058,0.3138047158718109,0.5697820782661438,0.21891190111637115,0.12225687503814697,0.24775955080986023,0.4229711592197418,0.4338318407535553,0.24887068569660187,0.333664208650589,0.2758548855781555,0.36505383253097534,0.14201313257217407
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.31122034788131714,0.11783399432897568,0.4645031690597534,0.5934505462646484,0.2089352011680603,0.4460422694683075,0.26389724016189575,0.3174465596675873,0.243283212184906,0.33719199895858765,0.588965117931366,0.32817673683166504,0.5352458953857422,0.23652605712413788,0.4130953550338745
,what,is,a,main,tributary,to,the,rhine,that,goes,through,northeastern,france,and,part,of,belgium,?
northeastern,0.22409997880458832,0.30016475915908813,0.24970446527004242,0.18310154974460602,0.4185813367366791,0.16936659812927246,0.36635610461235046,0.27824512124061584,0.2048487663269043,0.2089974731206894,0.2110164612531662,1.0,0.219869002699852,0.23318152129650116,0.40857455134391785,0.3235054314136505,0.22907085716724396,0.1524854451417923
france,0.17793065309524536,0.22835302352905273,0.24802380800247192,0.12414506822824478,0.23945316672325134,0.2670897841453552,0.35517507791519165,0.3459889590740204,0.21517932415008545,0.15049254894256592,0.17511409521102905,0.219869002699852,1.0000001192092896,0.2925812005996704,0.26355621218681335,0.3265724182128906,0.5209161639213562,0.15069349110126495
drains,0.17553755640983582,0.29210755228996277,0.2025490403175354,0.2440049797296524,0.6089416146278381,0.22733145952224731,0.32886797189712524,0.32214993238449097,0.18611739575862885,0.33663272857666016,0.3748689591884613,0.40230873227119446,0.21801084280014038,0.27949419617652893,0.30000555515289307,0.2871805429458618,0.18816858530044556,0.14644339680671692
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.26116618514060974,0.0924835056066513,1.0,0.535392165184021,0.1736302673816681,0.5436353087425232,0.33629855513572693,0.4062686562538147,0.16936659812927246,0.2670897841453552,0.48971283435821533,0.2875264883041382,0.41548454761505127,0.18273715674877167,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.38631999492645264,0.2506791055202484,0.535392165184021,1.0,0.30735138058662415,0.5473989248275757,0.3992326557636261,0.44071322679519653,0.36635610461235046,0.35517507791519165,0.5171257257461548,0.527681291103363,0.733189046382904,0.24047598242759705,0.22068053483963013
rhine,0.16475653648376465,0.15617261826992035,0.1823403388261795,0.23040270805358887,0.38415995240211487,0.1736302673816681,0.30735138058662415,1.0,0.16362759470939636,0.1845177263021469,0.23343999683856964,0.27824512124061584,0.3459889590740204,0.22029656171798706,0.23044916987419128,0.2548927664756775,0.37613749504089355,0.13754533231258392
via,0.16736915707588196,0.18325740098953247,0.15732350945472717,0.15022705495357513,0.1375676989555359,0.27847176790237427,0.23979412019252777,0.10537445545196533,0.24751818180084229,0.22785575687885284,0.397591233253479,0.1440829634666443,0.11091210693120956,0.20018906891345978,0.18457861244678497,0.1293322592973709,0.15901367366313934,0.19443516433238983
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.38631999492645264,0.2506791055202484,0.535392165184021,1.0,0.30735138058662415,0.5473989248275757,0.3992326557636261,0.44071322679519653,0.36635610461235046,0.35517507791519165,0.5171257257461548,0.527681291103363,0.733189046382904,0.24047598242759705,0.22068053483963013
moselle,0.21351899206638336,0.24190545082092285,0.2205803245306015,0.2621283531188965,0.5116374492645264,0.19878040254116058,0.3138047158718109,0.5697820782661438,0.21891190111637115,0.12225687503814697,0.24775955080986023,0.4229711592197418,0.4338318407535553,0.24887068569660187,0.333664208650589,0.2758548855781555,0.36505383253097534,0.14201313257217407
;,0.10986888408660889,0.05324986204504967,-0.02122584730386734,0.09533005207777023,0.030628658831119537,0.0979827418923378,0.09152708947658539,0.029798196628689766,0.0633435994386673,0.04936438798904419,0.12812209129333496,0.10855991393327713,0.11501353234052658,0.08403264731168747,0.17379768192768097,0.054534342139959335,0.04809584096074104,0.10349778085947037
smaller,0.23730900883674622,0.22372925281524658,0.26141878962516785,0.24984043836593628,0.1661144644021988,0.2597835958003998,0.3588939607143402,0.17028021812438965,0.31790265440940857,0.17837734520435333,0.22370807826519012,0.2695331275463104,0.14968082308769226,0.3409501612186432,0.29776033759117126,0.30439993739128113,0.172765851020813,0.17881669104099274
rivers,0.14092835783958435,0.23340918123722076,0.1459617167711258,0.2693060338497162,0.6099005341529846,0.16915081441402435,0.25597620010375977,0.24970026314258575,0.20313316583633423,0.222136989235878,0.30028167366981506,0.4181279242038727,0.22077178955078125,0.2823050618171692,0.22899597883224487,0.2839193344116211,0.18186281621456146,0.15866327285766602
drain,0.21668347716331482,0.23514574766159058,0.2187112420797348,0.25783026218414307,0.5192990303039551,0.26587653160095215,0.31268492341041565,0.2921534478664398,0.22421510517597198,0.3315015435218811,0.3662153482437134,0.28060802817344666,0.16353347897529602,0.2455822229385376,0.27876999974250793,0.24482177197933197,0.16410745680332184,0.18119575083255768
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.38631999492645264,0.2506791055202484,0.535392165184021,1.0,0.30735138058662415,0.5473989248275757,0.3992326557636261,0.44071322679519653,0.36635610461235046,0.35517507791519165,0.5171257257461548,0.527681291103363,0.733189046382904,0.24047598242759705,0.22068053483963013
vosges,0.207711324095726,0.38251540064811707,0.3241885006427765,0.2569311857223511,0.4342186152935028,0.28821972012519836,0.42886078357696533,0.4967588782310486,0.22159366309642792,0.2673836052417755,0.2555299699306488,0.4310251474380493,0.5901120901107788,0.34324580430984497,0.37474825978279114,0.3489317297935486,0.4176243543624878,0.1469881236553192
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.29831406474113464,0.14704793691635132,0.48971283435821533,0.5171257257461548,0.22029656171798706,0.4731321930885315,0.31812402606010437,0.3666759729385376,0.23318152129650116,0.2925812005996704,1.0,0.35301485657691956,0.5116966962814331,0.2641420364379883,0.20544172823429108
jura,0.16868552565574646,0.273843914270401,0.18244078755378723,0.18037135899066925,0.36824291944503784,0.168690487742424,0.31554344296455383,0.3691020905971527,0.1373540461063385,0.14461278915405273,0.19463004171848297,0.35519298911094666,0.37795889377593994,0.2110205590724945,0.3392769992351532,0.2978088855743408,0.3151461184024811,0.1613326072692871
mountains,0.1498076319694519,0.2538272738456726,0.1995611935853958,0.21124957501888275,0.3882645070552826,0.2097938507795334,0.27269288897514343,0.22178804874420166,0.15560296177864075,0.2757891118526459,0.273818701505661,0.4917389452457428,0.22929027676582336,0.2570574879646301,0.2609129548072815,0.22132478654384613,0.16184045374393463,0.08633821457624435
uplands,0.13882945477962494,0.28834933042526245,0.2614900469779968,0.2221033126115799,0.3917958438396454,0.20029155910015106,0.2866135835647583,0.38948699831962585,0.2117731273174286,0.1715448796749115,0.20103006064891815,0.4155612289905548,0.2490193396806717,0.304554283618927,0.3188423812389374,0.28304770588874817,0.284946471452713,0.08307668566703796
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.31122034788131714,0.11783399432897568,0.4645031690597534,0.5934505462646484,0.2089352011680603,0.4460422694683075,0.26389724016189575,0.3174465596675873,0.243283212184906,0.33719199895858765,0.588965117931366,0.32817673683166504,0.5352458953857422,0.23652605712413788,0.4130953550338745
,what,is,a,main,tributary,to,the,rhine,that,goes,through,northeastern,france,and,part,of,belgium,?
it,0.45803478360176086,0.6328473687171936,0.5452592968940735,0.2827725112438202,0.21914006769657135,0.513711154460907,0.6251175999641418,0.17693428695201874,0.5921133160591125,0.29536545276641846,0.3374522924423218,0.3433274030685425,0.2813328504562378,0.40957894921302795,0.4648587107658386,0.38761502504348755,0.19969630241394043,0.25732165575027466
is,0.28837618231773376,1.0,0.658733606338501,0.3009335994720459,0.21056076884269714,0.42745086550712585,0.5823672413825989,0.15617261826992035,0.3995479643344879,0.3994747996330261,0.27805060148239136,0.30016475915908813,0.22835302352905273,0.3859752118587494,0.4582172930240631,0.4854315221309662,0.162721648812294,0.22961433231830597
here,0.5220553874969482,0.3368209898471832,0.3427039682865143,0.301326721906662,0.18516530096530914,0.4292696416378021,0.37885698676109314,0.20670028030872345,0.48036354780197144,0.2511843740940094,0.28917762637138367,0.17916885018348694,0.18086139857769012,0.333641916513443,0.2264871448278427,0.29118096828460693,0.17219461500644684,0.5686008334159851
that,0.6297725439071655,0.3995479643344879,0.47537946701049805,0.3140498101711273,0.14646613597869873,0.5436353087425232,0.5473989248275757,0.16362759470939636,1.0,0.27568262815475464,0.3152649402618408,0.2048487663269043,0.21517932415008545,0.4731321930885315,0.37747326493263245,0.41498205065727234,0.1712908148765564,0.32716336846351624
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.38631999492645264,0.2506791055202484,0.535392165184021,1.0,0.30735138058662415,0.5473989248275757,0.3992326557636261,0.44071322679519653,0.36635610461235046,0.35517507791519165,0.5171257257461548,0.527681291103363,0.733189046382904,0.24047598242759705,0.22068053483963013
rhine,0.16475653648376465,0.15617261826992035,0.1823403388261795,0.23040270805358887,0.38415995240211487,0.1736302673816681,0.30735138058662415,1.0,0.16362759470939636,0.1845177263021469,0.23343999683856964,0.27824512124061584,0.3459889590740204,0.22029656171798706,0.23044916987419128,0.2548927664756775,0.37613749504089355,0.13754533231258392
encounters,0.17956624925136566,0.2323472648859024,0.26366889476776123,0.1349962204694748,0.08251813799142838,0.31278693675994873,0.2514905333518982,0.12986300885677338,0.28124740719795227,0.27818918228149414,0.24635088443756104,0.14812277257442474,0.14579425752162933,0.3093870282173157,0.19460166990756989,0.19994959235191345,0.13343535363674164,0.12401029467582703
some,0.4491020441055298,0.3038453459739685,0.34539633989334106,0.2586594521999359,0.06867067515850067,0.4636894166469574,0.4566698372364044,0.1162128895521164,0.6049469113349915,0.21338695287704468,0.2702731192111969,0.16816911101341248,0.22965848445892334,0.5337774157524109,0.29379963874816895,0.4300730526447296,0.17251135408878326,0.2562315762042999
more,0.3484537899494171,0.2946030795574188,0.3452818691730499,0.16663093864917755,0.058277152478694916,0.47084665298461914,0.39758381247520447,0.14227862656116486,0.4813884496688843,0.1659460961818695,0.2341902107000351,0.1545920968055725,0.18404212594032288,0.39880692958831787,0.2521849572658539,0.30478984117507935,0.10939569026231766,0.27894994616508484
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.3177044689655304,0.22086340188980103,0.41548454761505127,0.733189046382904,0.2548927664756775,0.41498205065727234,0.2831191420555115,0.3647414743900299,0.3235054314136505,0.3265724182128906,0.5116966962814331,0.452393114566803,1.0,0.2526414394378662,0.1826142966747284
its,0.30393704771995544,0.4447362422943115,0.4424409866333008,0.272861510515213,0.2291281521320343,0.3691340684890747,0.559237003326416,0.17144687473773956,0.416561484336853,0.2531237304210663,0.25456881523132324,0.337603360414505,0.21158620715141296,0.3841775357723236,0.3693010210990906,0.48690423369407654,0.16286176443099976,0.15103481709957123
