,southern,california,is,second,to,which,island,in,terms,of,famous,serf,breaks,?
some,0.20197974145412445,0.1997632533311844,0.3038453459739685,0.17522670328617096,0.4636894166469574,0.5407140851020813,0.20149929821491241,0.4010399878025055,0.2614116966724396,0.4300730526447296,0.32524365186691284,0.2768068313598633,0.22588640451431274,0.2562315762042999
of,0.31933003664016724,0.24929828941822052,0.4854315221309662,0.353416383266449,0.41548454761505127,0.5011631846427917,0.24887794256210327,0.5696388483047485,0.2767748534679413,1.0,0.3074295222759247,0.2102661430835724,0.15365973114967346,0.1826142966747284
the,0.3282862603664398,0.2750805914402008,0.5823672413825989,0.4620301127433777,0.535392165184021,0.6521818041801453,0.2837921977043152,0.6662389636039734,0.29706791043281555,0.733189046382904,0.28616565465927124,0.24690677225589752,0.27422723174095154,0.22068053483963013
world,0.1967684030532837,0.22895459830760956,0.24458536505699158,0.31760838627815247,0.26213452219963074,0.29213306307792664,0.23303045332431793,0.3038199245929718,0.21900507807731628,0.2828933000564575,0.3074515163898468,0.18795457482337952,0.1786213219165802,0.17579582333564758
's,0.02131068892776966,-0.0475497767329216,0.02396530658006668,-0.060212843120098114,0.03782717138528824,0.03856118768453598,-0.009167729876935482,-0.037580832839012146,0.05377542972564697,-0.03817026689648628,0.01744024269282818,0.03985464200377464,-0.0470183901488781,-0.023395681753754616
legendary,0.16126824915409088,0.1315639168024063,0.14967606961727142,0.1757204532623291,0.18442505598068237,0.21587654948234558,0.15675555169582367,0.14173319935798645,0.11574254930019379,0.24491089582443237,0.32482051849365234,0.10025283694267273,0.08780849725008011,0.13697022199630737
surf,0.18529345095157623,0.27100491523742676,0.17188939452171326,0.11280350387096405,0.18478165566921234,0.23037533462047577,0.2841232419013977,0.14410318434238434,0.08153063803911209,0.18758584558963776,0.2387610375881195,0.20592734217643738,0.1619940996170044,0.13234736025333405
spots,0.19345709681510925,0.1583225429058075,0.21238960325717926,0.15204088389873505,0.13685625791549683,0.273941308259964,0.10970184952020645,0.21852906048297882,0.09264439344406128,0.1591251790523529,0.2131050080060959,0.07102543115615845,0.21879734098911285,0.11847157776355743
are,0.18306338787078857,0.17678135633468628,0.5330929756164551,0.13331100344657898,0.3504326641559601,0.42922598123550415,0.18291404843330383,0.3841303884983063,0.28526657819747925,0.39081433415412903,0.20935581624507904,0.1480446308851242,0.18356899917125702,0.24591213464736938
in,0.3190481662750244,0.2772824168205261,0.5394441485404968,0.34510284662246704,0.45010748505592346,0.4840516746044159,0.24730545282363892,1.0,0.2410934716463089,0.5696388483047485,0.34673580527305603,0.18964964151382446,0.1855093091726303,0.20430970191955566
southern,1.0,0.2983402609825134,0.2419366091489792,0.1761758178472519,0.18284058570861816,0.2648681700229645,0.27357542514801025,0.3190481662750244,0.10165897011756897,0.31933003664016724,0.16474774479866028,0.13932277262210846,0.13175156712532043,0.11225555837154388
california,0.2983402609825134,1.0,0.20727038383483887,0.17182625830173492,0.20697450637817383,0.17128102481365204,0.21377387642860413,0.2772824168205261,0.11539845913648605,0.24929828941822052,0.17896324396133423,0.09854794293642044,0.11352109163999557,0.1409905105829239
as,0.17950406670570374,0.1933012157678604,0.43216490745544434,0.25569814443588257,0.42092081904411316,0.41006597876548767,0.22717182338237762,0.3887844979763031,0.3358725905418396,0.3886612355709076,0.21419654786586761,0.21083377301692963,0.19597844779491425,0.27043893933296204
well,0.16826173663139343,0.15319085121154785,0.33406564593315125,0.23536814749240875,0.3422003388404846,0.42522135376930237,0.15942272543907166,0.36612698435783386,0.2637437880039215,0.3343164324760437,0.4244558811187744,0.2510268986225128,0.10774876177310944,0.24815571308135986
",",0.2795628309249878,0.2704589068889618,0.4691906273365021,0.29927265644073486,0.44245919585227966,0.3658004403114319,0.2801448106765747,0.5201468467712402,0.26854002475738525,0.4946078956127167,0.2816491723060608,0.2497294694185257,0.2715611755847931,0.31091248989105225
including,0.24088382720947266,0.18516892194747925,0.25093933939933777,0.11637512594461441,0.24006329476833344,0.41826364398002625,0.24930620193481445,0.35857823491096497,0.17155590653419495,0.44195112586021423,0.3776775002479553,0.1269129067659378,0.16678617894649506,0.1633303165435791
trestles,0.11987762898206711,0.21538886427879333,0.26125162839889526,0.1978701949119568,0.25155892968177795,0.33712446689605713,0.21817125380039215,0.2565588653087616,0.206300288438797,0.33085599541664124,0.2360318899154663,0.189664825797081,0.15105631947517395,0.1337818205356598
",",0.2795628309249878,0.2704589068889618,0.4691906273365021,0.29927265644073486,0.44245919585227966,0.3658004403114319,0.2801448106765747,0.5201468467712402,0.26854002475738525,0.4946078956127167,0.2816491723060608,0.2497294694185257,0.2715611755847931,0.31091248989105225
rincon,0.24380996823310852,0.23254038393497467,0.21003606915473938,0.08707555383443832,0.11487751454114914,0.13477523624897003,0.27475547790527344,0.183242067694664,0.043611567467451096,0.19317133724689484,0.16438031196594238,0.13347448408603668,0.12319469451904297,0.1970127820968628
",",0.2795628309249878,0.2704589068889618,0.4691906273365021,0.29927265644073486,0.44245919585227966,0.3658004403114319,0.2801448106765747,0.5201468467712402,0.26854002475738525,0.4946078956127167,0.2816491723060608,0.2497294694185257,0.2715611755847931,0.31091248989105225
the,0.3282862603664398,0.2750805914402008,0.5823672413825989,0.4620301127433777,0.535392165184021,0.6521818041801453,0.2837921977043152,0.6662389636039734,0.29706791043281555,0.733189046382904,0.28616565465927124,0.24690677225589752,0.27422723174095154,0.22068053483963013
