,what,author,did,tesla,credit,for,his,recovery,?
he,0.3114890456199646,0.27487581968307495,0.3292143940925598,0.12373391538858414,0.16084790229797363,0.4540175199508667,0.7171558737754822,0.1953585147857666,0.2089974731206894
read,0.4041415750980377,0.29423707723617554,0.2702803909778595,0.18323293328285217,0.21033348143100739,0.26768913865089417,0.16718733310699463,0.19689029455184937,0.30917879939079285
many,0.36131182312965393,0.1311255544424057,0.375588983297348,0.15282970666885376,0.19764821231365204,0.40972793102264404,0.3188176155090332,0.22849570214748383,0.2124512493610382
books,0.2542080581188202,0.5327587723731995,0.20507213473320007,0.1716867834329605,0.22231607139110565,0.2456149458885193,0.23605668544769287,0.15084481239318848,0.1897611767053604
while,0.35511791706085205,0.07965365797281265,0.3330625295639038,0.15711884200572968,0.24599690735340118,0.4232339859008789,0.39785656332969666,0.22437912225723267,0.21076419949531555
in,0.30808621644973755,0.18350110948085785,0.2593238651752472,0.17097744345664978,0.07863761484622955,0.4322226941585541,0.3598145842552185,0.22794748842716217,0.20430970191955566
tomingaj,0.21871042251586914,0.2902851402759552,0.17888304591178894,0.2568499743938446,0.0954388752579689,0.1924639493227005,0.2878535985946655,0.10351980477571487,0.21797217428684235
",",0.3087472915649414,0.3292938470840454,0.3015086054801941,0.20599327981472015,0.2032226324081421,0.4464869201183319,0.3378419280052185,0.20187516510486603,0.31091248989105225
and,0.31309178471565247,0.290119469165802,0.34479495882987976,0.19560420513153076,0.22868889570236206,0.5064792633056641,0.4234102666378021,0.21304096281528473,0.20544172823429108
later,0.2517229914665222,0.2019587606191635,0.38386887311935425,0.1893843412399292,0.1796518862247467,0.3573088049888611,0.4538118839263916,0.24614164233207703,0.1417175978422165
said,0.3951668441295624,0.21458517014980316,0.5119821429252625,0.1453642100095749,0.2147194743156433,0.31942054629325867,0.34223124384880066,0.1423892229795456,0.28991883993148804
that,0.6297725439071655,0.19326357543468475,0.47518548369407654,0.22102725505828857,0.2476339191198349,0.4137635827064514,0.3173833191394806,0.26089438796043396,0.32716336846351624
mark,0.16941310465335846,0.22126734256744385,0.10116355866193771,0.19376379251480103,0.13822360336780548,0.19964812695980072,0.18292218446731567,0.15061315894126892,0.11634156107902527
twain,0.22511076927185059,0.3308181166648865,0.1379179060459137,0.18854016065597534,0.2288801223039627,0.24824081361293793,0.31528156995773315,0.21669252216815948,0.1620187759399414
's,0.02692362666130066,0.08716395497322083,0.05069678649306297,0.06449045985937119,0.09795784205198288,-0.07241261005401611,0.047556519508361816,0.00434925127774477,-0.023395681753754616
works,0.2418437898159027,0.3085835874080658,0.17949827015399933,0.20543460547924042,0.16869916021823883,0.34962278604507446,0.32648009061813354,0.18598802387714386,0.19597402215003967
had,0.23849567770957947,0.13582658767700195,0.540525496006012,0.12050733715295792,0.20473816990852356,0.3270139992237091,0.4401516616344452,0.2773829400539398,0.20728366076946259
helped,0.1926339715719223,0.15211929380893707,0.48476338386535645,0.09726529568433762,0.24105550348758698,0.26606255769729614,0.3259269595146179,0.21212099492549896,0.16572049260139465
him,0.34912991523742676,0.2045421302318573,0.4290095865726471,0.14682093262672424,0.27500680088996887,0.34431272745132446,0.6629161238670349,0.18598595261573792,0.23943768441677094
to,0.455847829580307,0.17901532351970673,0.4452643394470215,0.17548894882202148,0.20738251507282257,0.4451248347759247,0.3715193271636963,0.25767725706100464,0.29463258385658264
miraculously,0.32219231128692627,0.0793623998761177,0.23910339176654816,0.1692444235086441,0.10183189809322357,0.22121059894561768,0.3802086114883423,0.2320597767829895,0.19720904529094696
recover,0.21247920393943787,0.11091850697994232,0.2790934145450592,0.0747482031583786,0.25501883029937744,0.25090521574020386,0.3010108172893524,0.771683931350708,0.1497272402048111
from,0.2737620174884796,0.15552951395511627,0.20248863101005554,0.10324860364198685,0.1949848085641861,0.314039945602417,0.3195365369319916,0.22407148778438568,0.19969791173934937
his,0.26976513862609863,0.27145451307296753,0.3546801507472992,0.1580733060836792,0.2684380114078522,0.39312878251075745,0.9999998807907104,0.2885837256908417,0.18075084686279297
earlier,0.22624605894088745,0.1310141682624817,0.24518106877803802,0.1280188262462616,0.13207833468914032,0.20985780656337738,0.2069859355688095,0.23253978788852692,0.13306351006031036
illness,0.16011852025985718,0.2085103839635849,0.1755789816379547,0.07226704061031342,0.05324800685048103,0.18845072388648987,0.3013613224029541,0.2840200364589691,0.13208319246768951
.,0.3567904531955719,0.21841131150722504,0.35288307070732117,0.17949827015399933,0.2024930715560913,0.4726039469242096,0.3119256794452667,0.26325103640556335,0.4130953550338745
