,when,did,these,rebellions,take,place,?
a,0.44397395849227905,0.2552328109741211,0.24380075931549072,0.15940986573696136,0.2789212465286255,0.3079278767108917,0.23916715383529663
series,0.2194245308637619,0.15581852197647095,0.278357595205307,0.1802191436290741,0.21973812580108643,0.2569548487663269,0.1709602326154709
of,0.3757161796092987,0.2513895630836487,0.42684608697891235,0.28513193130493164,0.29282352328300476,0.2685627043247223,0.1826142966747284
three,0.2820437252521515,0.2043166607618332,0.462976336479187,0.12644055485725403,0.21985328197479248,0.22812983393669128,0.20928427577018738
small,0.3321642279624939,0.20443524420261383,0.4130457639694214,0.2168455868959427,0.2470369040966034,0.2337707281112671,0.13914890587329865
civil,0.14899945259094238,0.17288750410079956,0.17604097723960876,0.3817814290523529,0.1342654526233673,0.14840812981128693,0.1494513899087906
wars,0.1940510869026184,0.18421407043933868,0.24412336945533752,0.41187551617622375,0.18758879601955414,0.1511482149362564,0.1526605486869812
known,0.1836930811405182,0.25943970680236816,0.2789614498615265,0.18157006800174713,0.10899697244167328,0.1887165904045105,0.18314571678638458
as,0.4437963366508484,0.3596470057964325,0.3802948296070099,0.1825922727584839,0.26337623596191406,0.24125029146671295,0.27043893933296204
the,0.5091903209686279,0.34736719727516174,0.49086877703666687,0.31663885712623596,0.31620436906814575,0.4179787337779999,0.22068053483963013
huguenot,0.19392696022987366,0.22897696495056152,0.1781766563653946,0.3950639069080353,0.23381276428699493,0.2299642562866211,0.1359742432832718
rebellions,0.26228293776512146,0.2276928871870041,0.28994762897491455,0.9999999403953552,0.1728847324848175,0.16659580171108246,0.08852019160985947
broke,0.3239263594150543,0.29830706119537354,0.2361825853586197,0.33017733693122864,0.1993170827627182,0.17198723554611206,0.11610469967126846
out,0.45263928174972534,0.28413498401641846,0.35160931944847107,0.1944073736667633,0.2960454225540161,0.29128244519233704,0.22020699083805084
",",0.36674630641937256,0.3015086054801941,0.37613096833229065,0.20135878026485443,0.2881867289543152,0.34068408608436584,0.31091248989105225
mainly,0.32886239886283875,0.17338213324546814,0.4054867625236511,0.3100239932537079,0.1440289467573166,0.16687195003032684,0.07608037441968918
in,0.4431333839893341,0.2593238651752472,0.3791837692260742,0.30565711855888367,0.21975718438625336,0.38128477334976196,0.20430970191955566
southwestern,0.24931108951568604,0.1513083428144455,0.18692295253276825,0.19137509167194366,0.16527573764324188,0.17673079669475555,0.173263818025589
france,0.24438227713108063,0.2138325721025467,0.20739100873470306,0.23930634558200836,0.13818983733654022,0.23754477500915527,0.15069349110126495
",",0.36674630641937256,0.3015086054801941,0.37613096833229065,0.20135878026485443,0.2881867289543152,0.34068408608436584,0.31091248989105225
between,0.38258615136146545,0.16542956233024597,0.3469904065132141,0.25352269411087036,0.21430909633636475,0.3099084198474884,0.12887074053287506
1621,0.12990331649780273,0.07640862464904785,0.015825791284441948,0.0339060053229332,0.11071737110614777,0.12688015401363373,0.21250313520431519
and,0.4716290831565857,0.34479495882987976,0.5314885973930359,0.24847343564033508,0.296702116727829,0.2813849449157715,0.20544172823429108
1629.,0.01036402489989996,-0.016386352479457855,-0.0004541906528174877,-0.17941053211688995,0.03597889840602875,0.05521712079644203,0.06233206391334534
revolted,0.3009760081768036,0.2705872058868408,0.221225306391716,0.5921906232833862,0.21859709918498993,0.17052607238292694,0.17981886863708496
against,0.32684949040412903,0.22514554858207703,0.25329798460006714,0.36349812150001526,0.24572813510894775,0.20561166107654572,0.18095137178897858
royal,0.19010110199451447,0.1850982904434204,0.16737371683120728,0.18616245687007904,0.10787045210599899,0.1569054275751114,0.11453001946210861
authority,0.1910407692193985,0.23189641535282135,0.17397822439670563,0.2163851112127304,0.1729377806186676,0.19799178838729858,0.18404170870780945
.,0.475719153881073,0.35288307070732117,0.3840779960155487,0.2134692519903183,0.3045158088207245,0.2844318151473999,0.4130953550338745
