,according,to,luther,what,justifies,us,?
but,0.2617877423763275,0.5542377829551697,0.20694120228290558,0.5029441118240356,0.2960803210735321,0.23295211791992188,0.27921953797340393
when,0.1697726845741272,0.5423505902290344,0.14516782760620117,0.4700249433517456,0.1279233694076538,0.2138180434703827,0.22841128706932068
works,0.12889519333839417,0.22564561665058136,0.08583797514438629,0.2418437898159027,0.18310168385505676,0.1026729941368103,0.19597402215003967
are,0.22847512364387512,0.3504326641559601,0.13997888565063477,0.29724663496017456,0.17085005342960358,0.20678593218326569,0.24591213464736938
so,0.2216961532831192,0.5091881155967712,0.16361072659492493,0.539469838142395,0.2836083769798279,0.274598091840744,0.43163934350013733
completely,0.19531123340129852,0.3738563656806946,0.13222812116146088,0.3990919888019562,0.2554739713668823,0.1374354213476181,0.17155995965003967
cut,0.1510351151227951,0.27572008967399597,0.131076380610466,0.20727719366550446,0.06578338891267776,0.20326444506645203,0.1403924524784088
away,0.15482422709465027,0.36056286096572876,0.12137916684150696,0.2797873020172119,0.07593880593776703,0.16736482083797455,0.15156377851963043
–,0.130038321018219,0.19410304725170135,0.21198253333568573,0.13008765876293182,0.2395247370004654,0.19345909357070923,0.2714554965496063
and,0.30645591020584106,0.48971283435821533,0.20796556770801544,0.31309178471565247,0.20008042454719543,0.25715014338493347,0.20544172823429108
that,0.29146862030029297,0.5436353087425232,0.21746599674224854,0.6297725439071655,0.38303494453430176,0.282404363155365,0.32716336846351624
must,0.22674839198589325,0.43356871604919434,0.12097238749265671,0.30362528562545776,0.30316147208213806,0.20261166989803314,0.23707495629787445
mean,0.25484877824783325,0.2274881899356842,0.09950505197048187,0.35852181911468506,0.317075252532959,0.1691342443227768,0.36234524846076965
that,0.29146862030029297,0.5436353087425232,0.21746599674224854,0.6297725439071655,0.38303494453430176,0.282404363155365,0.32716336846351624
faith,0.23026596009731293,0.2426898032426834,0.2839079797267914,0.3120079040527344,0.44718459248542786,0.2026067078113556,0.2833177447319031
alone,0.25952914357185364,0.33432039618492126,0.13457900285720825,0.3431425094604492,0.26462727785110474,0.24040770530700684,0.25589054822921753
justifies,0.29149964451789856,0.1762092411518097,0.19273261725902557,0.36256155371665955,0.9999998807907104,0.19512704014778137,0.3807014226913452
–,0.130038321018219,0.19410304725170135,0.21198253333568573,0.13008765876293182,0.2395247370004654,0.19345909357070923,0.2714554965496063
whoever,0.16147513687610626,0.33103740215301514,0.20842891931533813,0.4076091945171356,0.27258649468421936,0.22653403878211975,0.3204191327095032
would,0.23660632967948914,0.5965728163719177,0.14161886274814606,0.45766422152519226,0.3109036386013031,0.30914580821990967,0.37178951501846313
speak,0.2056797742843628,0.2687135338783264,0.1493251472711563,0.3106061816215515,0.20050862431526184,0.14379334449768066,0.2619509994983673
plainly,0.2282474935054779,0.28081968426704407,0.09083523601293564,0.4177180528640747,0.39103013277053833,0.19218488037586212,0.3271839916706085
and,0.30645591020584106,0.48971283435821533,0.20796556770801544,0.31309178471565247,0.20008042454719543,0.25715014338493347,0.20544172823429108
clearly,0.2617630660533905,0.3923592269420624,0.16541065275669098,0.5452611446380615,0.4109744727611542,0.29196932911872864,0.40760257840156555
about,0.31907105445861816,0.391953706741333,0.203048437833786,0.47976887226104736,0.285935640335083,0.2063043713569641,0.302409827709198
this,0.2687089741230011,0.5759071707725525,0.17328955233097076,0.5489566326141357,0.380918025970459,0.28853827714920044,0.3155723512172699
cutting,0.08042062073945999,0.20910726487636566,0.13733208179473877,0.2535122334957123,0.14673461019992828,0.20028653740882874,0.07885761559009552
away,0.15482422709465027,0.36056286096572876,0.12137916684150696,0.2797873020172119,0.07593880593776703,0.16736482083797455,0.15156377851963043
of,0.3307822346687317,0.41548454761505127,0.1719115972518921,0.33290785551071167,0.2571941912174225,0.23568789660930634,0.1826142966747284
works,0.12889519333839417,0.22564561665058136,0.08583797514438629,0.2418437898159027,0.18310168385505676,0.1026729941368103,0.19597402215003967
will,0.1628442406654358,0.5091033577919006,0.12248248606920242,0.3510494530200958,0.2631225287914276,0.26612862944602966,0.35046905279159546
have,0.23988237977027893,0.4544740617275238,0.12011514604091644,0.39808809757232666,0.23503321409225464,0.2249869704246521,0.32991164922714233
to,0.28520727157592773,1.0,0.18029534816741943,0.455847829580307,0.1762092411518097,0.2928973436355591,0.29463258385658264
say,0.4232216477394104,0.38071900606155396,0.1719883233308792,0.5386801958084106,0.38554155826568604,0.2734934985637665,0.4357808530330658
",",0.3107093870639801,0.44245919585227966,0.23255878686904907,0.3087472915649414,0.26949602365493774,0.3120202422142029,0.31091248989105225
'faith,0.22603347897529602,0.15724314749240875,0.29222896695137024,0.22135810554027557,0.3378784656524658,0.16665901243686676,0.21715900301933289
alone,0.25952914357185364,0.33432039618492126,0.13457900285720825,0.3431425094604492,0.26462727785110474,0.24040770530700684,0.25589054822921753
justifies,0.29149964451789856,0.1762092411518097,0.19273261725902557,0.36256155371665955,0.9999998807907104,0.19512704014778137,0.3807014226913452
us,0.2053021490573883,0.2928973436355591,0.16079697012901306,0.32081687450408936,0.19512704014778137,1.0000001192092896,0.2742428481578827
",",0.3107093870639801,0.44245919585227966,0.23255878686904907,0.3087472915649414,0.26949602365493774,0.3120202422142029,0.31091248989105225
and,0.30645591020584106,0.48971283435821533,0.20796556770801544,0.31309178471565247,0.20008042454719543,0.25715014338493347,0.20544172823429108
not,0.20130372047424316,0.5149973034858704,0.21636232733726501,0.5449194312095642,0.3125387728214264,0.2292662113904953,0.41942933201789856
works,0.12889519333839417,0.22564561665058136,0.08583797514438629,0.2418437898159027,0.18310168385505676,0.1026729941368103,0.19597402215003967
',0.1903531402349472,0.34544456005096436,0.142246812582016,0.3245812654495239,0.2536812126636505,0.17951367795467377,0.330942302942276
.,0.29052162170410156,0.4645031690597534,0.24907569587230682,0.3567904531955719,0.21791930496692657,0.3162994682788849,0.4130953550338745
'',0.06436512619256973,-0.009905828163027763,-0.04572787508368492,0.08143015950918198,0.03451022133231163,-0.05206549912691116,0.018684765323996544
,according,to,luther,what,justifies,us,?
for,0.1956551969051361,0.4451248347759247,0.12958186864852905,0.3017193675041199,0.32341447472572327,0.26768606901168823,0.264628142118454
in,0.29259276390075684,0.45010748505592346,0.20523880422115326,0.30808621644973755,0.1956987977027893,0.19746538996696472,0.20430970191955566
that,0.29146862030029297,0.5436353087425232,0.21746599674224854,0.6297725439071655,0.38303494453430176,0.282404363155365,0.32716336846351624
very,0.22608397901058197,0.3902553617954254,0.1131831482052803,0.37053924798965454,0.22361744940280914,0.18643070757389069,0.20864155888557434
passage,0.22579652070999146,0.3151622712612152,0.19547998905181885,0.24366621673107147,0.18805654346942902,0.1437254250049591,0.11149881780147552
he,0.1964288353919983,0.385390967130661,0.2454872578382492,0.3114890456199646,0.19079889357089996,0.21122033894062042,0.2089974731206894
is,0.2838992476463318,0.42745086550712585,0.08282390236854553,0.28837618231773376,0.2643924355506897,0.1808239072561264,0.22961433231830597
dealing,0.23222611844539642,0.3146139085292816,0.12133079767227173,0.3540358245372772,0.344390869140625,0.227044016122818,0.27334651350975037
with,0.25230053067207336,0.4239959120750427,0.14705438911914825,0.2464839518070221,0.14654962718486786,0.1991443932056427,0.2433311939239502
the,0.3202974498271942,0.535392165184021,0.1759674996137619,0.42745697498321533,0.21405437588691711,0.25727739930152893,0.22068053483963013
main,0.12122757732868195,0.26116618514060974,0.14779585599899292,0.2344268560409546,0.15267273783683777,0.08379268646240234,0.1665669083595276
point,0.1666642278432846,0.3403111398220062,0.0982852354645729,0.3286605179309845,0.22465485334396362,0.22754666209220886,0.19189560413360596
of,0.3307822346687317,0.41548454761505127,0.1719115972518921,0.33290785551071167,0.2571941912174225,0.23568789660930634,0.1826142966747284
christian,0.20219768583774567,0.19438040256500244,0.36969617009162903,0.17849333584308624,0.24719488620758057,0.16782456636428833,0.1508396863937378
doctrine,0.2712027132511139,0.18971149623394012,0.34285056591033936,0.3112909197807312,0.3923585116863251,0.24517418444156647,0.21789313852787018
",",0.3107093870639801,0.44245919585227966,0.23255878686904907,0.3087472915649414,0.26949602365493774,0.3120202422142029,0.31091248989105225
namely,0.2384340614080429,0.2601296901702881,0.12908446788787842,0.25631916522979736,0.13960252702236176,0.13246305286884308,0.18782232701778412
",",0.3107093870639801,0.44245919585227966,0.23255878686904907,0.3087472915649414,0.26949602365493774,0.3120202422142029,0.31091248989105225
that,0.29146862030029297,0.5436353087425232,0.21746599674224854,0.6297725439071655,0.38303494453430176,0.282404363155365,0.32716336846351624
we,0.21003206074237823,0.4005183279514313,0.16611410677433014,0.5622460842132568,0.38274872303009033,0.35949620604515076,0.535264790058136
are,0.22847512364387512,0.3504326641559601,0.13997888565063477,0.29724663496017456,0.17085005342960358,0.20678593218326569,0.24591213464736938
justified,0.25555840134620667,0.18677540123462677,0.20075643062591553,0.3712652921676636,0.8336515426635742,0.16967174410820007,0.38761505484580994
by,0.2975466847419739,0.33534231781959534,0.15382802486419678,0.2455483376979828,0.17817163467407227,0.1641579419374466,0.17966607213020325
faith,0.23026596009731293,0.2426898032426834,0.2839079797267914,0.3120079040527344,0.44718459248542786,0.2026067078113556,0.2833177447319031
in,0.29259276390075684,0.45010748505592346,0.20523880422115326,0.30808621644973755,0.1956987977027893,0.19746538996696472,0.20430970191955566
christ,0.17563296854496002,0.22245259582996368,0.2758595049381256,0.2615339457988739,0.2786392867565155,0.15524637699127197,0.13772203028202057
without,0.1504954695701599,0.37970873713493347,0.14397957921028137,0.3181614279747009,0.3145710825920105,0.17573873698711395,0.2928665280342102
any,0.16256706416606903,0.46410247683525085,0.17783543467521667,0.43670421838760376,0.34763824939727783,0.2470182180404663,0.4113408327102661
works,0.12889519333839417,0.22564561665058136,0.08583797514438629,0.2418437898159027,0.18310168385505676,0.1026729941368103,0.19597402215003967
of,0.3307822346687317,0.41548454761505127,0.1719115972518921,0.33290785551071167,0.2571941912174225,0.23568789660930634,0.1826142966747284
the,0.3202974498271942,0.535392165184021,0.1759674996137619,0.42745697498321533,0.21405437588691711,0.25727739930152893,0.22068053483963013
law,0.26669177412986755,0.259207159280777,0.21635621786117554,0.2145031988620758,0.2153797298669815,0.14792528748512268,0.1528988480567932
.,0.29052162170410156,0.4645031690597534,0.24907569587230682,0.3567904531955719,0.21791930496692657,0.3162994682788849,0.4130953550338745
