,what,are,associated,with,normal,forces,?
this,0.5489566326141357,0.35762670636177063,0.27648818492889404,0.36358317732810974,0.38958871364593506,0.24922366440296173,0.3155723512172699
formalism,0.29607903957366943,0.15886928141117096,0.22376291453838348,0.20864972472190857,0.2455105036497116,0.21516893804073334,0.18209508061408997
includes,0.17138352990150452,0.4409101605415344,0.21101275086402893,0.2859180271625519,0.2069614678621292,0.08040619641542435,0.14011523127555847
pressure,0.2625555694103241,0.19834040105342865,0.23731161653995514,0.23947151005268097,0.2938547432422638,0.27012762427330017,0.142023503780365
terms,0.23885610699653625,0.28526657819747925,0.2046201378107071,0.2213757187128067,0.21636393666267395,0.19904246926307678,0.23466452956199646
associated,0.15836219489574432,0.28055059909820557,0.9999999403953552,0.3939831554889679,0.22784756124019623,0.16610772907733917,0.1453326791524887
with,0.2464839518070221,0.38996943831443787,0.3939831554889679,0.9999999403953552,0.3020731210708618,0.18998397886753082,0.2433311939239502
forces,0.2112482488155365,0.22039441764354706,0.16610772907733917,0.18998397886753082,0.14693020284175873,1.0,0.16984491050243378
that,0.6297725439071655,0.45265161991119385,0.2675568461418152,0.4154358208179474,0.3682374656200409,0.24199660122394562,0.32716336846351624
act,0.2622668445110321,0.22266654670238495,0.19315513968467712,0.18591532111167908,0.13746590912342072,0.24012219905853271,0.1482519507408142
normal,0.32813265919685364,0.3182310163974762,0.22784756124019623,0.3020731210708618,0.9999999403953552,0.14693020284175873,0.19617988169193268
to,0.455847829580307,0.3504326641559601,0.2648659348487854,0.4239959120750427,0.32997602224349976,0.2581802308559418,0.29463258385658264
the,0.42745697498321533,0.40399202704429626,0.2742886245250702,0.4223487675189972,0.25256022810935974,0.3134811818599701,0.22068053483963013
cross-sectional,0.26170453429222107,0.31716620922088623,0.20979535579681396,0.2365422546863556,0.34733301401138306,0.20313940942287445,0.20900274813175201
area,0.21965408325195312,0.25780194997787476,0.2113826870918274,0.2303420901298523,0.1378878802061081,0.2040027678012848,0.12640461325645447
(,0.2411840260028839,0.23263892531394958,0.22233878076076508,0.29503780603408813,0.20925313234329224,0.19082732498645782,0.40561532974243164
the,0.42745697498321533,0.40399202704429626,0.2742886245250702,0.4223487675189972,0.25256022810935974,0.3134811818599701,0.22068053483963013
matrix,0.2444038838148117,0.18198314309120178,0.11961119621992111,0.17963138222694397,0.33491265773773193,0.15099652111530304,0.14848898351192474
diagonals,0.21781028807163239,0.31667542457580566,0.19011196494102478,0.30146464705467224,0.2966926693916321,0.24688325822353363,0.11622293293476105
of,0.33290785551071167,0.39081433415412903,0.3077163100242615,0.41827285289764404,0.2300747036933899,0.3090144991874695,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,0.2742886245250702,0.4223487675189972,0.25256022810935974,0.3134811818599701,0.22068053483963013
tensor,0.25098997354507446,0.1780601590871811,0.21456138789653778,0.16648733615875244,0.25340670347213745,0.28532809019088745,0.16432704031467438
),0.26259949803352356,0.2373749315738678,0.22068600356578827,0.3069596290588379,0.2275071144104004,0.20263166725635529,0.42300865054130554
as,0.31749409437179565,0.3826591968536377,0.2813912034034729,0.40387406945228577,0.27432510256767273,0.1724308878183365,0.27043893933296204
well,0.4154493808746338,0.44987359642982483,0.3066258430480957,0.37264955043792725,0.2831941545009613,0.12775348126888275,0.24815571308135986
as,0.31749409437179565,0.3826591968536377,0.2813912034034729,0.40387406945228577,0.27432510256767273,0.1724308878183365,0.27043893933296204
shear,0.23033903539180756,0.18127083778381348,0.21594715118408203,0.21515397727489471,0.26307815313339233,0.3009120225906372,0.1509556621313095
terms,0.23885610699653625,0.28526657819747925,0.2046201378107071,0.2213757187128067,0.21636393666267395,0.19904246926307678,0.23466452956199646
associated,0.15836219489574432,0.28055059909820557,0.9999999403953552,0.3939831554889679,0.22784756124019623,0.16610772907733917,0.1453326791524887
with,0.2464839518070221,0.38996943831443787,0.3939831554889679,0.9999999403953552,0.3020731210708618,0.18998397886753082,0.2433311939239502
forces,0.2112482488155365,0.22039441764354706,0.16610772907733917,0.18998397886753082,0.14693020284175873,1.0,0.16984491050243378
that,0.6297725439071655,0.45265161991119385,0.2675568461418152,0.4154358208179474,0.3682374656200409,0.24199660122394562,0.32716336846351624
act,0.2622668445110321,0.22266654670238495,0.19315513968467712,0.18591532111167908,0.13746590912342072,0.24012219905853271,0.1482519507408142
parallel,0.23414644598960876,0.23537153005599976,0.21642129123210907,0.22142978012561798,0.23159171640872955,0.2536846697330475,0.13566309213638306
to,0.455847829580307,0.3504326641559601,0.2648659348487854,0.4239959120750427,0.32997602224349976,0.2581802308559418,0.29463258385658264
the,0.42745697498321533,0.40399202704429626,0.2742886245250702,0.4223487675189972,0.25256022810935974,0.3134811818599701,0.22068053483963013
cross-sectional,0.26170453429222107,0.31716620922088623,0.20979535579681396,0.2365422546863556,0.34733301401138306,0.20313940942287445,0.20900274813175201
area,0.21965408325195312,0.25780194997787476,0.2113826870918274,0.2303420901298523,0.1378878802061081,0.2040027678012848,0.12640461325645447
(,0.2411840260028839,0.23263892531394958,0.22233878076076508,0.29503780603408813,0.20925313234329224,0.19082732498645782,0.40561532974243164
the,0.42745697498321533,0.40399202704429626,0.2742886245250702,0.4223487675189972,0.25256022810935974,0.3134811818599701,0.22068053483963013
off-diagonal,0.18675993382930756,0.25187551975250244,0.16321751475334167,0.2846086621284485,0.2869974970817566,0.24841123819351196,0.11482054740190506
elements,0.2152351289987564,0.2717064321041107,0.2093225121498108,0.20816650986671448,0.2775016129016876,0.2213306725025177,0.15222592651844025
),0.26259949803352356,0.2373749315738678,0.22068600356578827,0.3069596290588379,0.2275071144104004,0.20263166725635529,0.42300865054130554
.,0.3567904531955719,0.3452940285205841,0.2184346318244934,0.4446153938770294,0.2961207330226898,0.21802116930484772,0.4130953550338745
