,during,withdrawal,from,fort,william,henry,",",what,did,some,indian,allies,of,french,do,?
when,0.46721696853637695,0.25339803099632263,0.405669629573822,0.17408059537410736,0.22232958674430847,0.28485748171806335,0.36674630641937256,0.4700249433517456,0.3228907287120819,0.386913925409317,0.13138654828071594,0.22440385818481445,0.3757161796092987,0.18820616602897644,0.28572237491607666,0.22841128706932068
the,0.4838213622570038,0.3067931830883026,0.40150508284568787,0.2420126497745514,0.21537061035633087,0.2542637586593628,0.4933079481124878,0.42745697498321533,0.34736719727516174,0.4566698372364044,0.23407642543315887,0.2923043370246887,0.733189046382904,0.2555147111415863,0.30239659547805786,0.22068053483963013
withdrawal,0.2551308572292328,0.9999999403953552,0.21952497959136963,0.18890860676765442,0.11722549051046371,0.11842967569828033,0.1805243343114853,0.23945844173431396,0.23112821578979492,0.231085404753685,0.12472406029701233,0.2784656286239624,0.23345902562141418,0.16043582558631897,0.18878045678138733,0.11406612396240234
began,0.44479745626449585,0.1633274406194687,0.2095840871334076,0.23165860772132874,0.21459217369556427,0.20952139794826508,0.2705576717853546,0.1665823757648468,0.4415510594844818,0.24636216461658478,0.13705670833587646,0.2448936402797699,0.2330763041973114,0.17735633254051208,0.18116621673107147,0.1370266228914261
",",0.3225448727607727,0.1805243343114853,0.39760664105415344,0.2651418149471283,0.23339112102985382,0.25662001967430115,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.42400437593460083,0.2407594621181488,0.25814759731292725,0.4946078956127167,0.28806620836257935,0.3283645510673523,0.31091248989105225
some,0.2788774073123932,0.231085404753685,0.35210713744163513,0.10882031917572021,0.16287684440612793,0.11434873938560486,0.42400437593460083,0.4491020441055298,0.42553430795669556,0.9999999403953552,0.148685485124588,0.21726839244365692,0.4300730526447296,0.20150943100452423,0.4725562036037445,0.2562315762042999
of,0.3869180977344513,0.23345902562141418,0.4249346852302551,0.18979716300964355,0.20272590219974518,0.2390729784965515,0.4946078956127167,0.33290785551071167,0.2513895630836487,0.4300730526447296,0.24303589761257172,0.21651434898376465,1.0,0.19450366497039795,0.26150479912757874,0.1826142966747284
montcalm,0.197372168302536,0.21381239593029022,0.207119882106781,0.3510432839393616,0.22745169699192047,0.24699236452579498,0.3917418122291565,0.21009081602096558,0.1483006626367569,0.17509618401527405,0.3187161982059479,0.24973222613334656,0.30493322014808655,0.4985984265804291,0.13466326892375946,0.23564797639846802
's,0.011294117197394371,-0.07375296205282211,-0.01936490088701248,-0.0009166967938654125,0.00675395829603076,-0.032912835478782654,-0.0016132977325469255,0.02692362666130066,0.05069678649306297,0.056411296129226685,0.13045348227024078,0.1298370063304901,-0.03817026689648628,0.0634014755487442,-0.01994597539305687,-0.023395681753754616
indian,0.1575150340795517,0.12472406029701233,0.17991270124912262,0.2575569748878479,0.15964315831661224,0.17189852893352509,0.2407594621181488,0.18037962913513184,0.13855396211147308,0.148685485124588,1.0000001192092896,0.14516758918762207,0.24303589761257172,0.32775163650512695,0.13464076817035675,0.09909533709287643
allies,0.31110915541648865,0.2784656286239624,0.1812838613986969,0.2641107439994812,0.18829345703125,0.2057599276304245,0.25814759731292725,0.1844111829996109,0.26205670833587646,0.21726839244365692,0.14516758918762207,0.9999998807907104,0.21651434898376465,0.21312808990478516,0.14581958949565887,0.16798950731754303
",",0.3225448727607727,0.1805243343114853,0.39760664105415344,0.2651418149471283,0.23339112102985382,0.25662001967430115,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.42400437593460083,0.2407594621181488,0.25814759731292725,0.4946078956127167,0.28806620836257935,0.3283645510673523,0.31091248989105225
angered,0.25257670879364014,0.29249197244644165,0.208975151181221,0.22142906486988068,0.16949352622032166,0.21063335239887238,0.20968788862228394,0.18488575518131256,0.3052286207675934,0.23935602605342865,0.1534239649772644,0.3817066252231598,0.3052067756652832,0.17094868421554565,0.21250204741954803,0.13735955953598022
at,0.372769296169281,0.19203709065914154,0.3447161316871643,0.3015354871749878,0.16626758873462677,0.2414405643939972,0.38314947485923767,0.2838611304759979,0.28390252590179443,0.25582021474838257,0.14948777854442596,0.17267490923404694,0.42558613419532776,0.17825756967067719,0.1511090099811554,0.21978627145290375
