,what,shape,are,granal,thylakoids,?
granal,0.15025797486305237,0.20380933582782745,0.15239673852920532,1.0000001192092896,0.2560059130191803,0.11100257933139801
thylakoids,0.18655724823474884,0.28782591223716736,0.4048384726047516,0.2560059130191803,1.0,0.17522360384464264
are,0.29724663496017456,0.25119420886039734,1.0,0.15239673852920532,0.4048384726047516,0.24591213464736938
pancake-shaped,0.24511772394180298,0.49084416031837463,0.30554184317588806,0.2878970503807068,0.3383476734161377,0.10008230805397034
circular,0.20507359504699707,0.4715260863304138,0.2744913399219513,0.26820456981658936,0.25467631220817566,0.11291391402482986
disks,0.2517886459827423,0.3214050233364105,0.28662458062171936,0.2506963312625885,0.2995154559612274,0.17979572713375092
about,0.47976887226104736,0.2329535186290741,0.36165615916252136,0.15616224706172943,0.1628861427307129,0.302409827709198
300–600,0.06912345439195633,0.06645406782627106,0.021092968061566353,0.19522202014923096,0.06046758219599724,0.13551399111747742
nanometers,0.2759547531604767,0.39026740193367004,0.34647881984710693,0.2646590769290924,0.453384667634964,0.18336744606494904
in,0.30808621644973755,0.193584606051445,0.3841303884983063,0.22007456421852112,0.19204016029834747,0.20430970191955566
diameter,0.18005183339118958,0.3877798914909363,0.22767435014247894,0.1895141899585724,0.327688068151474,0.16941580176353455
.,0.3567904531955719,0.267643541097641,0.3452940285205841,0.21629782021045685,0.20680563151836395,0.4130953550338745
