,the,uniflow,engine,is,an,attempt,to,fix,an,issue,that,arises,in,what,cycle,?
uniflow,0.2797664701938629,1.0000001192092896,0.2759857177734375,0.2494729608297348,0.1919105350971222,0.17986181378364563,0.24718615412712097,0.27222317457199097,0.1919105350971222,0.2415246218442917,0.30609628558158875,0.28676122426986694,0.27810683846473694,0.3236497938632965,0.13198453187942505,0.3152059018611908
engines,0.2245008647441864,0.26983964443206787,0.8767010569572449,0.1648903638124466,0.1675238460302353,0.1415211409330368,0.24536406993865967,0.23065152764320374,0.1675238460302353,0.12096155434846878,0.26305148005485535,0.16987444460391998,0.18084456026554108,0.1634974628686905,0.22197091579437256,0.18940703570842743
attempt,0.2614527940750122,0.17986181378364563,0.14065566658973694,0.15496763586997986,0.20525622367858887,1.0,0.4458620846271515,0.26857492327690125,0.20525622367858887,0.2850852608680725,0.26043540239334106,0.2369488626718521,0.1812446564435959,0.2411041408777237,0.07599899172782898,0.16559520363807678
to,0.535392165184021,0.24718615412712097,0.20794793963432312,0.42745086550712585,0.3138085603713989,0.4458620846271515,1.0,0.36796489357948303,0.3138085603713989,0.25523412227630615,0.5436353087425232,0.28880929946899414,0.45010748505592346,0.455847829580307,0.17373278737068176,0.29463258385658264
remedy,0.2060876041650772,0.22675319015979767,0.0861099436879158,0.23254694044589996,0.15389426052570343,0.22617052495479584,0.28719449043273926,0.31758734583854675,0.15389426052570343,0.2788723409175873,0.29139307141304016,0.26786157488822937,0.17819476127624512,0.2918687164783478,0.09044717997312546,0.28438740968704224
the,1.0,0.2797664701938629,0.21651263535022736,0.5823672413825989,0.4207492768764496,0.2614527940750122,0.535392165184021,0.24162639677524567,0.4207492768764496,0.22164808213710785,0.5473989248275757,0.3100298345088959,0.6662389636039734,0.42745697498321533,0.2701641917228699,0.22068053483963013
difficulties,0.3089388310909271,0.2000218629837036,0.19968202710151672,0.21773123741149902,0.17921891808509827,0.33685222268104553,0.35752931237220764,0.2849941849708557,0.17921891808509827,0.27703842520713806,0.33950167894363403,0.34807509183883667,0.23958618938922882,0.3034270107746124,0.19088926911354065,0.16303583979606628
arising,0.30971670150756836,0.2289305180311203,0.15669435262680054,0.2170674055814743,0.2527087926864624,0.23215538263320923,0.27610599994659424,0.22240018844604492,0.2527087926864624,0.191743403673172,0.33229491114616394,0.6737301349639893,0.26313790678977966,0.31933221220970154,0.1810467690229416,0.14599399268627167
from,0.40150508284568787,0.21042397618293762,0.20623253285884857,0.27355384826660156,0.20876385271549225,0.17891797423362732,0.4069952368736267,0.1625654250383377,0.20876385271549225,0.15444804728031158,0.3477667272090912,0.1519756317138672,0.4274188280105591,0.2737620174884796,0.14248938858509064,0.19969791173934937
the,1.0,0.2797664701938629,0.21651263535022736,0.5823672413825989,0.4207492768764496,0.2614527940750122,0.535392165184021,0.24162639677524567,0.4207492768764496,0.22164808213710785,0.5473989248275757,0.3100298345088959,0.6662389636039734,0.42745697498321533,0.2701641917228699,0.22068053483963013
usual,0.3319869339466095,0.18527092039585114,0.1543683409690857,0.3031772971153259,0.26100870966911316,0.1889568418264389,0.2885439693927765,0.25974395871162415,0.26100870966911316,0.14845779538154602,0.3843860328197479,0.273282527923584,0.2860795259475708,0.2923804521560669,0.16768395900726318,0.19873492419719696
counterflow,0.3405281901359558,0.4979146122932434,0.24035900831222534,0.25090473890304565,0.29809072613716125,0.22865305840969086,0.28415563702583313,0.22831586003303528,0.29809072613716125,0.27263113856315613,0.3420945405960083,0.28704553842544556,0.25098708271980286,0.2561124563217163,0.2846245765686035,0.20235323905944824
cycle,0.2701641917228699,0.13198453187942505,0.21644321084022522,0.20626789331436157,0.18539637327194214,0.07599899172782898,0.17373278737068176,0.17524947226047516,0.18539637327194214,0.11492439359426498,0.23440147936344147,0.21860390901565552,0.20483464002609253,0.17920038104057312,1.0000001192092896,0.07156776636838913
where,0.5003893971443176,0.2808036208152771,0.1442544013261795,0.3586711287498474,0.24824833869934082,0.19367851316928864,0.47735077142715454,0.237688347697258,0.24824833869934082,0.1677926778793335,0.4876193106174469,0.24815748631954193,0.5344807505607605,0.4457937180995941,0.16088391840457916,0.24793872237205505
",",0.4933079481124878,0.3092358708381653,0.19789794087409973,0.4691906273365021,0.3581022024154663,0.19646479189395905,0.44245919585227966,0.259169340133667,0.3581022024154663,0.22797159850597382,0.4137537479400635,0.2251598984003067,0.5201468467712402,0.3087472915649414,0.16122886538505554,0.31091248989105225
during,0.4838213622570038,0.22071747481822968,0.15739808976650238,0.2240111529827118,0.21076080203056335,0.26221150159835815,0.2828781306743622,0.14522196352481842,0.21076080203056335,0.14873634278774261,0.31487685441970825,0.14647775888442993,0.4627237319946289,0.24137552082538605,0.2853600084781647,0.1325719803571701
each,0.470844566822052,0.2582988739013672,0.13885796070098877,0.2954041659832001,0.20307137072086334,0.11207279562950134,0.3941934108734131,0.18007907271385193,0.20307137072086334,0.17896680533885956,0.46111494302749634,0.2873486578464508,0.30816060304641724,0.3353266417980194,0.24899673461914062,0.21173812448978424
stroke,0.18689148128032684,0.19292546808719635,0.3742160201072693,0.17115728557109833,0.20290516316890717,0.15994380414485931,0.16745387017726898,0.19778147339820862,0.20290516316890717,0.11585606634616852,0.156460240483284,0.11011304706335068,0.21251417696475983,0.14717313647270203,0.16730406880378723,0.12954586744308472
",",0.4933079481124878,0.3092358708381653,0.19789794087409973,0.4691906273365021,0.3581022024154663,0.19646479189395905,0.44245919585227966,0.259169340133667,0.3581022024154663,0.22797159850597382,0.4137537479400635,0.2251598984003067,0.5201468467712402,0.3087472915649414,0.16122886538505554,0.31091248989105225
the,1.0,0.2797664701938629,0.21651263535022736,0.5823672413825989,0.4207492768764496,0.2614527940750122,0.535392165184021,0.24162639677524567,0.4207492768764496,0.22164808213710785,0.5473989248275757,0.3100298345088959,0.6662389636039734,0.42745697498321533,0.2701641917228699,0.22068053483963013
