,what,is,the,seating,arrangement,of,the,debating,chamber,?
the,0.42745697498321533,0.5823672413825989,1.0,0.31310132145881653,0.290839284658432,0.733189046382904,1.0,0.36207282543182373,0.2594704031944275,0.22068053483963013
debating,0.3670699894428253,0.23703689873218536,0.36207282543182373,0.3857526183128357,0.21352796256542206,0.32650312781333923,0.36207282543182373,1.0000001192092896,0.17590181529521942,0.25251495838165283
chamber,0.1224752739071846,0.18098223209381104,0.2594704031944275,0.2732187807559967,0.24265465140342712,0.24295011162757874,0.2594704031944275,0.17590181529521942,1.0,0.04307165369391441
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.250595360994339,0.2767132818698883,1.0,0.733189046382904,0.32650312781333923,0.24295011162757874,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.31310132145881653,0.290839284658432,0.733189046382904,1.0,0.36207282543182373,0.2594704031944275,0.22068053483963013
scottish,0.13777151703834534,0.16398480534553528,0.21724988520145416,0.22053609788417816,0.11322282999753952,0.1698460429906845,0.21724988520145416,0.2291518598794937,0.07167870551347733,0.06442669779062271
parliament,0.21650300920009613,0.19676777720451355,0.26521381735801697,0.32118114829063416,0.1400603950023651,0.2885259687900543,0.26521381735801697,0.34986957907676697,0.3028145730495453,0.1586504578590393
has,0.20338068902492523,0.5668748617172241,0.4177538752555847,0.25725358724594116,0.23399320244789124,0.3909035325050354,0.4177538752555847,0.26819610595703125,0.17131128907203674,0.15994466841220856
seating,0.14989539980888367,0.2334877848625183,0.31310132145881653,1.0000001192092896,0.3341730833053589,0.250595360994339,0.31310132145881653,0.3857526183128357,0.2732187807559967,0.15010488033294678
arranged,0.1523403525352478,0.1437956988811493,0.26620063185691833,0.22168879210948944,0.6275907158851624,0.33214297890663147,0.26620063185691833,0.19446763396263123,0.2542550265789032,0.08499907702207565
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.26598647236824036,0.20867182314395905,0.5696388483047485,0.6662389636039734,0.30045655369758606,0.18419700860977173,0.20430970191955566
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.28847742080688477,0.279064804315567,0.5052502155303955,0.5829201340675354,0.30534985661506653,0.2632589042186737,0.23916715383529663
hemicycle,0.22136853635311127,0.2707037329673767,0.24734671413898468,0.30159103870391846,0.2877045273780823,0.2525574266910553,0.24734671413898468,0.15820783376693726,0.14019881188869476,0.15399114787578583
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23477737605571747,0.21289794147014618,0.4946078956127167,0.4933079481124878,0.2937410771846771,0.211589053273201,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.3435834050178528,0.38490524888038635,0.5011631846427917,0.6521818041801453,0.3441082835197449,0.26306310296058655,0.25814583897590637
reflects,0.2569086253643036,0.2728630006313324,0.31027597188949585,0.20001232624053955,0.18846426904201508,0.29528287053108215,0.31027597188949585,0.26217740774154663,0.04405319318175316,0.13998140394687653
the,0.42745697498321533,0.5823672413825989,1.0,0.31310132145881653,0.290839284658432,0.733189046382904,1.0,0.36207282543182373,0.2594704031944275,0.22068053483963013
desire,0.30466824769973755,0.16483400762081146,0.21467123925685883,0.111949123442173,0.21554291248321533,0.15082654356956482,0.21467123925685883,0.23741424083709717,0.04136627912521362,0.2773160934448242
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.2198963463306427,0.24179738759994507,0.41548454761505127,0.535392165184021,0.3043137490749359,0.1609310358762741,0.29463258385658264
encourage,0.32112085819244385,0.1942775994539261,0.25321751832962036,0.11332547664642334,0.22209231555461884,0.2560228705406189,0.25321751832962036,0.3387649357318878,0.11675715446472168,0.3081754148006439
consensus,0.40389591455459595,0.21528127789497375,0.2295674830675125,0.2570400536060333,0.15329496562480927,0.14788506925106049,0.2295674830675125,0.3642028570175171,0.1570330113172531,0.3630031645298004
amongst,0.20627230405807495,0.21106897294521332,0.30752041935920715,0.1459527611732483,0.13874387741088867,0.29788947105407715,0.30752041935920715,0.3561585545539856,0.08283919095993042,0.16806721687316895
elected,0.16005432605743408,0.1221529170870781,0.23167964816093445,0.2497318983078003,0.07600817829370499,0.2767166793346405,0.23167964816093445,0.2982925772666931,0.13549230992794037,0.1966295689344406
members,0.16873176395893097,0.1897467076778412,0.3321719169616699,0.2328275442123413,0.22977106273174286,0.28120753169059753,0.3321719169616699,0.29302701354026794,0.24257364869117737,0.10212311148643494
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2901645004749298,0.21111422777175903,0.5352458953857422,0.5934505462646484,0.33765700459480286,0.1907585710287094,0.4130953550338745
