,how,long,did,the,fighting,last,in,seven,years,war,?
these,0.41104358434677124,0.2911933362483978,0.38755595684051514,0.49086877703666687,0.27498218417167664,0.23928019404411316,0.3791837692260742,0.27323460578918457,0.2443821281194687,0.26477760076522827,0.2571668326854706
dates,0.19936852157115936,0.18821606040000916,0.20309700071811676,0.3088380992412567,0.09351854026317596,0.3301553726196289,0.2340383380651474,0.1509804129600525,0.30876749753952026,0.16464492678642273,0.2331625074148178
do,0.40287578105926514,0.25471416115760803,0.5246143937110901,0.30239659547805786,0.17501837015151978,0.1877782642841339,0.23402775824069977,0.12688829004764557,0.180253803730011,0.10460998117923737,0.4093979299068451
not,0.4869767427444458,0.2856379747390747,0.6481515765190125,0.4310511648654938,0.24548260867595673,0.24076122045516968,0.3403114080429077,0.1816113144159317,0.2464347630739212,0.22388246655464172,0.41942933201789856
correspond,0.26079583168029785,0.21401464939117432,0.16152246296405792,0.3562204837799072,0.027925513684749603,0.2034423053264618,0.264174222946167,0.22116190195083618,0.18841175734996796,0.12740598618984222,0.1509012132883072
with,0.3525622487068176,0.289187490940094,0.25472134351730347,0.4223487675189972,0.27335020899772644,0.1975114792585373,0.4080928862094879,0.19141453504562378,0.21224987506866455,0.20580904185771942,0.2433311939239502
the,0.33890387415885925,0.3075225353240967,0.34736719727516174,1.0,0.29008734226226807,0.3698786795139313,0.6662389636039734,0.28151169419288635,0.2912273406982422,0.366199791431427,0.22068053483963013
fighting,0.19064022600650787,0.1957852840423584,0.27823641896247864,0.29008734226226807,1.0,0.219468891620636,0.26774391531944275,0.14553073048591614,0.2410319298505783,0.46150052547454834,0.15496447682380676
on,0.32655060291290283,0.3373977243900299,0.2670976221561432,0.5107308030128479,0.2281719148159027,0.2517152428627014,0.46853652596473694,0.31168052554130554,0.2152649462223053,0.23017507791519165,0.2714994251728058
mainland,0.1310771405696869,0.2624198794364929,0.182726189494133,0.3077244460582733,0.1813473254442215,0.17588526010513306,0.21539314091205597,0.15317979454994202,0.2172446846961975,0.24416445195674896,0.1326279491186142
north,0.12114071100950241,0.20966807007789612,0.16732536256313324,0.36298373341560364,0.2719215154647827,0.1556471288204193,0.39050599932670593,0.17746955156326294,0.26820671558380127,0.2980347275733948,0.11829731613397598
america,0.19301444292068481,0.16824056208133698,0.2212076634168625,0.37090015411376953,0.18435712158679962,0.16159003973007202,0.3098583221435547,0.169637992978096,0.2335117906332016,0.23212303221225739,0.19333907961845398
",",0.22659391164779663,0.3431144952774048,0.3015086054801941,0.4933079481124878,0.27570468187332153,0.29026782512664795,0.5201468467712402,0.32867714762687683,0.2589467465877533,0.2671184241771698,0.31091248989105225
