,what,did,thoreau,claim,about,the,majority,?
the,0.42745697498321533,0.34736719727516174,0.30504027009010315,0.25873351097106934,0.37995871901512146,1.0,0.28757327795028687,0.22068053483963013
majority,0.25967487692832947,0.19529776275157928,0.21419690549373627,0.26154428720474243,0.23736166954040527,0.28757327795028687,0.9999998807907104,0.220119908452034
may,0.25739946961402893,0.3038632869720459,0.19417525827884674,0.20185990631580353,0.2019033581018448,0.2694292366504669,0.1943773478269577,0.2768254578113556
be,0.3929833769798279,0.22657383978366852,0.24511386454105377,0.2544366419315338,0.26362910866737366,0.4248143136501312,0.26356902718544006,0.3324260413646698
powerful,0.20215895771980286,0.2593378722667694,0.18808485567569733,0.20137371122837067,0.16189394891262054,0.3115491271018982,0.19943076372146606,0.12160622328519821
but,0.5029441118240356,0.49033689498901367,0.2742561101913452,0.3453397750854492,0.4257524609565735,0.4859698414802551,0.3069172203540802,0.27921953797340393
it,0.45803478360176086,0.2993364930152893,0.32486701011657715,0.2609662115573883,0.4291239380836487,0.6251175999641418,0.24516208469867706,0.25732165575027466
is,0.28837618231773376,0.19247472286224365,0.23455512523651123,0.15920500457286835,0.3532065451145172,0.5823672413825989,0.19749082624912262,0.22961433231830597
not,0.5449194312095642,0.6481515765190125,0.29043129086494446,0.3852725028991699,0.36646416783332825,0.4310511648654938,0.29603248834609985,0.41942933201789856
necessarily,0.4277169704437256,0.34897181391716003,0.22004850208759308,0.3505336344242096,0.24451535940170288,0.23690861463546753,0.2740069329738617,0.32468926906585693
right,0.38502591848373413,0.26817142963409424,0.2091318666934967,0.16611886024475098,0.19798415899276733,0.33901116251945496,0.2664855718612671,0.27135515213012695
.,0.3567904531955719,0.35288307070732117,0.2866504490375519,0.24773532152175903,0.42038556933403015,0.5934505462646484,0.30306822061538696,0.4130953550338745
,what,did,thoreau,claim,about,the,majority,?
even,0.40872135758399963,0.45816805958747864,0.24721765518188477,0.39617109298706055,0.3887803256511688,0.37996912002563477,0.3234349489212036,0.30082517862319946
a,0.3320399522781372,0.2552328109741211,0.25918325781822205,0.19074557721614838,0.34171196818351746,0.5829201340675354,0.227370023727417,0.23916715383529663
good,0.3916934132575989,0.35611584782600403,0.2955152690410614,0.2093943953514099,0.2623174786567688,0.2735973596572876,0.21043871343135834,0.3187684714794159
form,0.15868011116981506,0.18086659908294678,0.2081945240497589,0.17394870519638062,0.13729865849018097,0.29286009073257446,0.23909513652324677,0.1463010311126709
of,0.33290785551071167,0.2513895630836487,0.27008235454559326,0.2833690047264099,0.40939709544181824,0.733189046382904,0.29706597328186035,0.1826142966747284
government,0.28074538707733154,0.2792121469974518,0.29847463965415955,0.306082546710968,0.2398819625377655,0.31798112392425537,0.2886284589767456,0.18851417303085327
is,0.28837618231773376,0.19247472286224365,0.23455512523651123,0.15920500457286835,0.3532065451145172,0.5823672413825989,0.19749082624912262,0.22961433231830597
“,-0.009074612520635128,-0.03815050050616264,-0.01266002468764782,-0.056551944464445114,0.0013473071157932281,-0.004561804234981537,-0.049905210733413696,-0.043535903096199036
liable,0.26827555894851685,0.2221025824546814,0.19558367133140564,0.4005095958709717,0.161720871925354,0.2040098011493683,0.24127140641212463,0.2388528287410736
to,0.455847829580307,0.4452643394470215,0.3212342858314514,0.324158638715744,0.391953706741333,0.535392165184021,0.26316750049591064,0.29463258385658264
be,0.3929833769798279,0.22657383978366852,0.24511386454105377,0.2544366419315338,0.26362910866737366,0.4248143136501312,0.26356902718544006,0.3324260413646698
abused,0.26775622367858887,0.29298779368400574,0.2141309678554535,0.2752898931503296,0.26159384846687317,0.12672726809978485,0.19707734882831573,0.23559819161891937
and,0.31309178471565247,0.34479495882987976,0.36109691858291626,0.22851447761058807,0.3875081241130829,0.5171257257461548,0.34497180581092834,0.20544172823429108
perverted,0.30653995275497437,0.22777147591114044,0.2409501075744629,0.2541969120502472,0.18759362399578094,0.25394973158836365,0.21962657570838928,0.18894191086292267
before,0.3801657259464264,0.33642593026161194,0.15575312077999115,0.19179950654506683,0.31852203607559204,0.45900648832321167,0.22234214842319489,0.2507109045982361
the,0.42745697498321533,0.34736719727516174,0.30504027009010315,0.25873351097106934,0.37995871901512146,1.0,0.28757327795028687,0.22068053483963013
people,0.32444337010383606,0.26765021681785583,0.2781321108341217,0.2420499622821808,0.394355833530426,0.36838498711586,0.2739066183567047,0.23739641904830933
can,0.34502777457237244,0.32383522391319275,0.21526074409484863,0.17684704065322876,0.27397462725639343,0.312528520822525,0.24783922731876373,0.3226337134838104
act,0.2622668445110321,0.15918971598148346,0.24804304540157318,0.1488111913204193,0.11857692152261734,0.28682878613471985,0.17173068225383759,0.1482519507408142
through,0.23167094588279724,0.14190755784511566,0.17214186489582062,0.13435108959674835,0.29083409905433655,0.44071322679519653,0.1734239161014557,0.16913433372974396
it.,0.10610904544591904,-0.0035595842637121677,-0.025344721972942352,0.08837882429361343,0.06869795173406601,0.21995218098163605,0.10172976553440094,0.16862548887729645
”,-0.08669018000364304,-0.009469958953559399,-0.08410758525133133,-0.011818080209195614,-0.08550021797418594,-0.13169695436954498,-0.0420435406267643,0.014230710454285145
moreover,0.34821099042892456,0.2410770058631897,0.2535323202610016,0.3426918387413025,0.28516265749931335,0.33288028836250305,0.2639724016189575,0.25369012355804443
",",0.3087472915649414,0.3015086054801941,0.3388298749923706,0.2664267122745514,0.3877100944519043,0.4933079481124878,0.30214112997055054,0.31091248989105225
even,0.40872135758399963,0.45816805958747864,0.24721765518188477,0.39617109298706055,0.3887803256511688,0.37996912002563477,0.3234349489212036,0.30082517862319946
if,0.5277165174484253,0.3197491765022278,0.16117951273918152,0.29770681262016296,0.30191555619239807,0.33724796772003174,0.22456485033035278,0.4441644251346588
a,0.3320399522781372,0.2552328109741211,0.25918325781822205,0.19074557721614838,0.34171196818351746,0.5829201340675354,0.227370023727417,0.23916715383529663
government,0.28074538707733154,0.2792121469974518,0.29847463965415955,0.306082546710968,0.2398819625377655,0.31798112392425537,0.2886284589767456,0.18851417303085327
did,0.4259131848812103,1.0,0.3151754140853882,0.30867162346839905,0.28723078966140747,0.34736719727516174,0.19529776275157928,0.3023456633090973
express,0.15058152377605438,0.11289246380329132,0.06632107496261597,0.16295769810676575,0.18648742139339447,0.19177916646003723,0.14372535049915314,0.13246142864227295
the,0.42745697498321533,0.34736719727516174,0.30504027009010315,0.25873351097106934,0.37995871901512146,1.0,0.28757327795028687,0.22068053483963013
voice,0.19483280181884766,0.1838737428188324,0.17004944384098053,0.050325676798820496,0.13503603637218475,0.19344258308410645,0.19054365158081055,0.17046543955802917
of,0.33290785551071167,0.2513895630836487,0.27008235454559326,0.2833690047264099,0.40939709544181824,0.733189046382904,0.29706597328186035,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.30504027009010315,0.25873351097106934,0.37995871901512146,1.0,0.28757327795028687,0.22068053483963013
people,0.32444337010383606,0.26765021681785583,0.2781321108341217,0.2420499622821808,0.394355833530426,0.36838498711586,0.2739066183567047,0.23739641904830933
",",0.3087472915649414,0.3015086054801941,0.3388298749923706,0.2664267122745514,0.3877100944519043,0.4933079481124878,0.30214112997055054,0.31091248989105225
this,0.5489566326141357,0.3609912693500519,0.3014548420906067,0.30759197473526,0.3886062204837799,0.6274310946464539,0.2578946650028229,0.3155723512172699
fact,0.4454877972602844,0.30747947096824646,0.2622029185295105,0.41027283668518066,0.3385351598262787,0.32878658175468445,0.32128801941871643,0.2798655927181244
would,0.45766422152519226,0.6268245577812195,0.2681340277194977,0.304919570684433,0.2849528193473816,0.4133751392364502,0.267183780670166,0.37178951501846313
not,0.5449194312095642,0.6481515765190125,0.29043129086494446,0.3852725028991699,0.36646416783332825,0.4310511648654938,0.29603248834609985,0.41942933201789856
compel,0.3063943088054657,0.309210866689682,0.17835727334022522,0.33340775966644287,0.1944851279258728,0.23554523289203644,0.24980850517749786,0.19059628248214722
the,0.42745697498321533,0.34736719727516174,0.30504027009010315,0.25873351097106934,0.37995871901512146,1.0,0.28757327795028687,0.22068053483963013
obedience,0.3226049840450287,0.2686721384525299,0.3428076505661011,0.32996827363967896,0.18608668446540833,0.258289635181427,0.24167202413082123,0.20169153809547424
of,0.33290785551071167,0.2513895630836487,0.27008235454559326,0.2833690047264099,0.40939709544181824,0.733189046382904,0.29706597328186035,0.1826142966747284
individuals,0.25709760189056396,0.18585044145584106,0.20488591492176056,0.28743690252304077,0.26687753200531006,0.3022412955760956,0.3061552345752716,0.20243582129478455
who,0.40942975878715515,0.34038686752319336,0.38208138942718506,0.26877546310424805,0.3477841317653656,0.3733934462070465,0.3048361837863922,0.26220351457595825
disagree,0.53138667345047,0.38006919622421265,0.2730162441730499,0.3270608186721802,0.3375888168811798,0.23200152814388275,0.29884710907936096,0.37936678528785706
with,0.2464839518070221,0.25472134351730347,0.23979006707668304,0.16929714381694794,0.3347385823726654,0.4223487675189972,0.25476717948913574,0.2433311939239502
what,0.9999998807907104,0.4259131848812103,0.3263375163078308,0.30214840173721313,0.47976887226104736,0.42745697498321533,0.25967487692832947,0.5051238536834717
is,0.28837618231773376,0.19247472286224365,0.23455512523651123,0.15920500457286835,0.3532065451145172,0.5823672413825989,0.19749082624912262,0.22961433231830597
being,0.3760843276977539,0.27905046939849854,0.16875210404396057,0.2723267674446106,0.276187002658844,0.419739305973053,0.25781264901161194,0.26743772625923157
said,0.3951668441295624,0.5119821429252625,0.3898829221725464,0.37391042709350586,0.3560279309749603,0.3024602234363556,0.22101524472236633,0.28991883993148804
.,0.3567904531955719,0.35288307070732117,0.2866504490375519,0.24773532152175903,0.42038556933403015,0.5934505462646484,0.30306822061538696,0.4130953550338745
