,what,is,harvard,'s,most,intense,rival,?
harvard,0.2177114188671112,0.15387701988220215,1.0,-0.06887804716825485,0.15653693675994873,0.16717299818992615,0.14876647293567657,0.11685016006231308
has,0.20338068902492523,0.5668748617172241,0.16033083200454712,-0.040683966130018234,0.3426419198513031,0.17491158843040466,0.16682392358779907,0.15994466841220856
an,0.2821882665157318,0.4654068350791931,0.1396438181400299,0.025255560874938965,0.2748267352581024,0.2110387682914734,0.05997709929943085,0.19793890416622162
intense,0.2151675522327423,0.20113009214401245,0.16717299818992615,-0.02778000198304653,0.27594345808029175,0.9999998807907104,0.18572843074798584,0.15166594088077545
athletic,0.1290024071931839,0.1772659868001938,0.21660740673542023,0.05539374798536301,0.1571883112192154,0.2190801501274109,0.20776237547397614,0.06249280273914337
rivalry,0.16695702075958252,0.1551303267478943,0.21891222894191742,0.006833324208855629,0.17441822588443756,0.32230475544929504,0.6626187562942505,0.09352650493383408
with,0.2464839518070221,0.3250955045223236,0.11114109307527542,-0.04624466598033905,0.336320698261261,0.26970431208610535,0.228570818901062,0.2433311939239502
yale,0.1766820251941681,0.0664043128490448,0.6204341053962708,-0.04306904599070549,0.12146323174238205,0.14708948135375977,0.17566105723381042,0.1444430649280548
university,0.20256435871124268,0.20346471667289734,0.6089406609535217,-0.007441582623869181,0.19178320467472076,0.14033645391464233,0.21237358450889587,0.11887256056070328
culminating,0.1666601598262787,0.11416684091091156,0.1668207198381424,-0.030818777158856392,0.23501896858215332,0.38459205627441406,0.20815347135066986,0.09890694916248322
in,0.30808621644973755,0.5394441485404968,0.26072487235069275,-0.037580832839012146,0.41416558623313904,0.2435518056154251,0.17891286313533783,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.24496200680732727,-0.01540423184633255,0.47635307908058167,0.217502623796463,0.2149961143732071,0.22068053483963013
game,0.2246788740158081,0.21222543716430664,0.15297338366508484,0.07448072731494904,0.22068741917610168,0.1667119413614273,0.22191135585308075,0.1829071193933487
",",0.3087472915649414,0.4691906273365021,0.2719281017780304,-0.0016132977325469255,0.3636029064655304,0.19736088812351227,0.16514593362808228,0.31091248989105225
although,0.24844598770141602,0.301360160112381,0.12122974544763565,0.06846998631954193,0.35402846336364746,0.3002742826938629,0.2135196030139923,0.15541206300258636
the,0.42745697498321533,0.5823672413825989,0.24496200680732727,-0.01540423184633255,0.47635307908058167,0.217502623796463,0.2149961143732071,0.22068053483963013
harvard–yale,0.2429487109184265,0.19666151702404022,0.9244901537895203,-0.061527520418167114,0.21411657333374023,0.2427663505077362,0.21705962717533112,0.16495394706726074
regatta,0.08858606964349747,0.18299971520900726,0.30695441365242004,0.061108652502298355,0.11688610166311264,0.11485616862773895,0.18331915140151978,0.12896305322647095
predates,0.2070307582616806,0.21387146413326263,0.08824100345373154,-0.026189984753727913,0.24275627732276917,0.1951255202293396,0.19635911285877228,0.26170721650123596
the,0.42745697498321533,0.5823672413825989,0.24496200680732727,-0.01540423184633255,0.47635307908058167,0.217502623796463,0.2149961143732071,0.22068053483963013
football,0.21136903762817383,0.21727435290813446,0.21268169581890106,-0.03938785195350647,0.17092210054397583,0.12993432581424713,0.19991739094257355,0.14957410097122192
game,0.2246788740158081,0.21222543716430664,0.15297338366508484,0.07448072731494904,0.22068741917610168,0.1667119413614273,0.22191135585308075,0.1829071193933487
.,0.3567904531955719,0.4569662809371948,0.254516065120697,-0.003708066651597619,0.35404038429260254,0.18117795884609222,0.14835117757320404,0.4130953550338745
