,what,was,named,``,the,tesla,'',in,his,honor,?
his,0.26976513862609863,0.4405253231525421,0.19388648867607117,0.008275155909359455,0.4394008219242096,0.1580733060836792,0.016508836299180984,0.3598145842552185,0.9999998807907104,0.2830316424369812,0.18075084686279297
work,0.3762225806713104,0.24745555222034454,0.10729050636291504,0.005462854169309139,0.2704800069332123,0.2545209228992462,-0.0059536839835345745,0.2753349542617798,0.36648666858673096,0.1972968876361847,0.2621155381202698
fell,0.1721644401550293,0.38681042194366455,0.19000402092933655,-0.007978789508342743,0.2598440647125244,0.10547134280204773,-0.051750022917985916,0.22975562512874603,0.3207376003265381,0.12818334996700287,0.13107693195343018
into,0.2180619090795517,0.2322220653295517,0.24655185639858246,0.02736244536936283,0.39493247866630554,0.13143925368785858,-0.043979667127132416,0.38021373748779297,0.22944098711013794,0.09299664199352264,0.15662476420402527
relative,0.24426062405109406,0.12899231910705566,0.14576369524002075,0.14130136370658875,0.24540278315544128,0.2113126963376999,0.06827659904956818,0.19146351516246796,0.2121017873287201,0.16655923426151276,0.1457768678665161
obscurity,0.2911953926086426,0.24726100265979767,0.09943593293428421,0.057462166994810104,0.24597306549549103,0.23458270728588104,0.033443909138441086,0.2201119214296341,0.29725468158721924,0.1602686494588852,0.23761048913002014
after,0.21973377466201782,0.49306565523147583,0.4528660774230957,0.040442656725645065,0.4565047025680542,0.0752151682972908,-0.08605624735355377,0.44050168991088867,0.41949746012687683,0.2892547845840454,0.16608688235282898
his,0.26976513862609863,0.4405253231525421,0.19388648867607117,0.008275155909359455,0.4394008219242096,0.1580733060836792,0.016508836299180984,0.3598145842552185,0.9999998807907104,0.2830316424369812,0.18075084686279297
death,0.2267695665359497,0.28516459465026855,0.1412091851234436,0.02746286429464817,0.21438048779964447,0.11229380965232849,-0.04736875370144844,0.18743370473384857,0.3678654432296753,0.21946179866790771,0.21149799227714539
",",0.3087472915649414,0.45456063747406006,0.2530003488063812,0.09681109338998795,0.4933079481124878,0.20599327981472015,-0.037358131259679794,0.5201468467712402,0.3378419280052185,0.24882826209068298,0.31091248989105225
but,0.5029441118240356,0.36023372411727905,0.1936342567205429,0.09151377528905869,0.4859698414802551,0.1549924612045288,0.03805634379386902,0.48674455285072327,0.38552024960517883,0.18052037060260773,0.27921953797340393
in,0.30808621644973755,0.45514053106307983,0.28130269050598145,0.04765888676047325,0.6662389636039734,0.17097744345664978,0.07432962208986282,1.0,0.3598145842552185,0.22434492409229279,0.20430970191955566
1960,-0.11768999695777893,0.02247970923781395,0.11286839097738266,-0.019283877685666084,0.038049813359975815,-0.015341438353061676,-0.04607989266514778,0.03880028799176216,-0.06351902335882187,0.13297820091247559,-0.02243652194738388
the,0.42745697498321533,0.48711544275283813,0.3521348536014557,0.029072100296616554,1.0,0.1324402391910553,0.041273195296525955,0.6662389636039734,0.4394008219242096,0.2633417248725891,0.22068053483963013
general,0.24928055703639984,0.2445744127035141,0.15080037713050842,0.09047812968492508,0.28634732961654663,0.17933808267116547,0.022419413551688194,0.259066641330719,0.21327239274978638,0.13432487845420837,0.1972234547138214
conference,0.15329721570014954,0.1537582278251648,0.16394585371017456,0.0006965092616155744,0.25393402576446533,0.14066976308822632,-0.10255923867225647,0.2199791669845581,0.1301712989807129,0.1735084354877472,0.11172781884670258
on,0.34226128458976746,0.3909217119216919,0.19771578907966614,-0.03274054825305939,0.5107308030128479,0.16159376502037048,0.04238596186041832,0.46853652596473694,0.32064297795295715,0.19717876613140106,0.2714994251728058
weights,0.1891348958015442,0.16518451273441315,0.12382945418357849,0.14671461284160614,0.2594113051891327,0.32992690801620483,-0.01794520393013954,0.1820462942123413,0.12460701912641525,0.12048117816448212,0.11669361591339111
and,0.31309178471565247,0.3740963041782379,0.23097854852676392,0.036644238978624344,0.5171257257461548,0.19560420513153076,0.021612688899040222,0.4954058527946472,0.4234102666378021,0.18950335681438446,0.20544172823429108
measures,0.24211709201335907,0.19307149946689606,0.14304621517658234,0.09351839870214462,0.263394296169281,0.2861619293689728,-0.006532575469464064,0.1663234680891037,0.16365422308444977,0.09848202764987946,0.18777857720851898
named,0.1525408923625946,0.37528327107429504,1.0,-0.019022341817617416,0.3521348536014557,0.1519215852022171,-0.021026458591222763,0.28130269050598145,0.19388648867607117,0.3982209861278534,0.1297498345375061
the,0.42745697498321533,0.48711544275283813,0.3521348536014557,0.029072100296616554,1.0,0.1324402391910553,0.041273195296525955,0.6662389636039734,0.4394008219242096,0.2633417248725891,0.22068053483963013
si,0.1344788819551468,0.12692368030548096,0.1480986624956131,0.11552223563194275,0.16289132833480835,0.3801915943622589,-0.05672602728009224,0.1545318216085434,0.11873354017734528,0.13493824005126953,0.1311444789171219
unit,0.175853431224823,0.16887609660625458,0.11344128102064133,0.11216787993907928,0.24230392277240753,0.35186880826950073,0.07787133008241653,0.21935637295246124,0.13410580158233643,0.1457083374261856,0.09069886058568954
of,0.33290785551071167,0.4069072902202606,0.2820465862751007,0.06780257821083069,0.733189046382904,0.18837453424930573,0.13035868108272552,0.5696388483047485,0.38364991545677185,0.27187082171440125,0.1826142966747284
magnetic,0.19557252526283264,0.11274728924036026,0.07371959090232849,-0.047996535897254944,0.18611927330493927,0.3901122510433197,0.0755697563290596,0.13499167561531067,0.15206140279769897,0.1450272649526596,0.10858146101236343
flux,0.19423030316829681,0.15937401354312897,0.09144987910985947,-0.006307187490165234,0.2282581329345703,0.3562067747116089,-0.004380227532237768,0.15118131041526794,0.16811305284500122,0.09520700573921204,0.13644970953464508
density,0.1728270947933197,0.14533059298992157,0.137501060962677,0.15432611107826233,0.2451544851064682,0.18355323374271393,-0.006723533850163221,0.24213694036006927,0.0603114552795887,0.10192832350730896,0.1457761973142624
the,0.42745697498321533,0.48711544275283813,0.3521348536014557,0.029072100296616554,1.0,0.1324402391910553,0.041273195296525955,0.6662389636039734,0.4394008219242096,0.2633417248725891,0.22068053483963013
tesla,0.23221199214458466,0.16455206274986267,0.1519215852022171,0.04274534806609154,0.1324402391910553,0.9999999403953552,0.048713020980358124,0.17097744345664978,0.1580733060836792,0.1510842889547348,0.10250775516033173
in,0.30808621644973755,0.45514053106307983,0.28130269050598145,0.04765888676047325,0.6662389636039734,0.17097744345664978,0.07432962208986282,1.0,0.3598145842552185,0.22434492409229279,0.20430970191955566
his,0.26976513862609863,0.4405253231525421,0.19388648867607117,0.008275155909359455,0.4394008219242096,0.1580733060836792,0.016508836299180984,0.3598145842552185,0.9999998807907104,0.2830316424369812,0.18075084686279297
honor,0.15029305219650269,0.2958109676837921,0.3982209861278534,-0.017658215016126633,0.2633417248725891,0.1510842889547348,-0.15658128261566162,0.22434492409229279,0.2830316424369812,1.0,0.1187526285648346
.,0.3567904531955719,0.40146201848983765,0.24760639667510986,0.05720457062125206,0.5934505462646484,0.17949827015399933,-0.07181349396705627,0.5591574311256409,0.3119256794452667,0.22814065217971802,0.4130953550338745
