,what,entities,are,included,in,the,federal,health,care,system,?
in,0.30808621644973755,0.23301775753498077,0.3841303884983063,0.32433560490608215,1.0,0.6662389636039734,0.22709031403064728,0.2500189542770386,0.14557574689388275,0.21978288888931274,0.20430970191955566
the,0.42745697498321533,0.2298012375831604,0.40399202704429626,0.3825419843196869,0.6662389636039734,1.0,0.27537089586257935,0.2340974360704422,0.1663842648267746,0.3233085572719574,0.22068053483963013
u.s.,0.11178889125585556,-0.051134951412677765,-0.06309524178504944,0.005001969635486603,-0.003064807504415512,0.06592652946710587,0.06523393094539642,-0.03642319515347481,0.0024497646372765303,-0.011408105492591858,0.07886100560426712
federal,0.2415231615304947,0.2193579077720642,0.16786867380142212,0.13047291338443756,0.22709031403064728,0.27537089586257935,1.0000001192092896,0.23561720550060272,0.17220577597618103,0.2007317841053009,0.1812247931957245
health,0.21460163593292236,0.2649529278278351,0.19031372666358948,0.17507213354110718,0.2500189542770386,0.2340974360704422,0.23561720550060272,1.0000001192092896,0.5299020409584045,0.22666271030902863,0.16094304621219635
care,0.2973911762237549,0.23721572756767273,0.2662802040576935,0.17628756165504456,0.14557574689388275,0.1663842648267746,0.17220577597618103,0.5299020409584045,1.0000001192092896,0.1863974779844284,0.24279968440532684
system,0.23557309806346893,0.23814024031162262,0.21917270123958588,0.12049348652362823,0.21978288888931274,0.3233085572719574,0.2007317841053009,0.22666271030902863,0.1863974779844284,1.0000001192092896,0.15556083619594574
(,0.2411840260028839,0.17417724430561066,0.23263892531394958,0.20944266021251678,0.3087427020072937,0.33289089798927307,0.2105168104171753,0.15521767735481262,0.20672287046909332,0.15626809000968933,0.40561532974243164
including,0.18328791856765747,0.22745004296302795,0.45025435090065,0.6058855652809143,0.35857823491096497,0.3738902807235718,0.1491270512342453,0.25139471888542175,0.19042833149433136,0.14377175271511078,0.1633303165435791
the,0.42745697498321533,0.2298012375831604,0.40399202704429626,0.3825419843196869,0.6662389636039734,1.0,0.27537089586257935,0.2340974360704422,0.1663842648267746,0.3233085572719574,0.22068053483963013
va,0.09763038158416748,0.1189189925789833,0.10924066603183746,0.15045826137065887,0.10074584931135178,0.10594375431537628,0.1557917594909668,0.14960873126983643,0.10501354187726974,0.08252764493227005,0.16557714343070984
",",0.3087472915649414,0.2422296404838562,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2547801733016968,0.2331448197364807,0.25498491525650024,0.18439900875091553,0.31091248989105225
the,0.42745697498321533,0.2298012375831604,0.40399202704429626,0.3825419843196869,0.6662389636039734,1.0,0.27537089586257935,0.2340974360704422,0.1663842648267746,0.3233085572719574,0.22068053483963013
indian,0.18037962913513184,0.07392622530460358,0.11139321327209473,0.2162102609872818,0.17715758085250854,0.23407642543315887,0.13784754276275635,0.12079336494207382,0.06484533846378326,0.08836256712675095,0.09909533709287643
health,0.21460163593292236,0.2649529278278351,0.19031372666358948,0.17507213354110718,0.2500189542770386,0.2340974360704422,0.23561720550060272,1.0000001192092896,0.5299020409584045,0.22666271030902863,0.16094304621219635
service,0.16857224702835083,0.20114734768867493,0.14771409332752228,0.17900964617729187,0.1740635335445404,0.22661015391349792,0.2700015902519226,0.31663504242897034,0.2567039430141449,0.2730730175971985,0.1676298975944519
",",0.3087472915649414,0.2422296404838562,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2547801733016968,0.2331448197364807,0.25498491525650024,0.18439900875091553,0.31091248989105225
and,0.31309178471565247,0.30422869324684143,0.48576638102531433,0.3643590211868286,0.4954058527946472,0.5171257257461548,0.23157308995723724,0.3215619623661041,0.32680341601371765,0.231138214468956,0.20544172823429108
nih,0.21828217804431915,0.34096962213516235,0.16962632536888123,0.11717734485864639,0.13412949442863464,0.1676533967256546,0.2543841302394867,0.4804610013961792,0.3240090608596802,0.28088632225990295,0.2712858319282532
),0.26259949803352356,0.18293222784996033,0.2373749315738678,0.20644870400428772,0.3326910734176636,0.3456730246543884,0.1827496737241745,0.14603538811206818,0.19264952838420868,0.15207810699939728,0.42300865054130554
ambulatory,0.25357306003570557,0.28356385231018066,0.2672264873981476,0.16683198511600494,0.2798520624637604,0.29588788747787476,0.2430855631828308,0.3423938751220703,0.32014933228492737,0.341690331697464,0.11000050604343414
