,what,paper,is,commonly,considered,the,bellwether,ushering,in,systematic,studies,computational,complexity,?
as,0.31749409437179565,0.229159414768219,0.43216490745544434,0.3544585108757019,0.4031961262226105,0.48381632566452026,0.3427630662918091,0.3071572184562683,0.3887844979763031,0.21888232231140137,0.22210973501205444,0.22144010663032532,0.22960948944091797,0.27043893933296204
fortnow,0.29597964882850647,0.25210773944854736,0.3003181219100952,0.14217546582221985,0.21000200510025024,0.3678761422634125,0.3846539855003357,0.3424409329891205,0.3726794421672821,0.11384512484073639,0.14555414021015167,0.20773163437843323,0.2152298390865326,0.3341735005378723
&,0.11141876131296158,0.06505513191223145,0.08384179323911667,0.04371367767453194,0.08815188705921173,0.14992168545722961,0.15786929428577423,0.2260008007287979,0.1358654648065567,0.10848058015108109,0.21265849471092224,0.1206808090209961,0.08332202583551407,0.12596383690834045
homer,0.2158709019422531,0.13733859360218048,0.2644217610359192,0.13664929568767548,0.13061457872390747,0.2741315960884094,0.3108437955379486,0.17630785703659058,0.27468985319137573,0.11059927195310593,0.06909842789173126,0.15274463593959808,0.15221256017684937,0.15117451548576355
(,0.2411840260028839,0.14301030337810516,0.35393038392066956,0.2443668395280838,0.22818490862846375,0.33289089798927307,0.31223857402801514,0.1538851112127304,0.3087427020072937,0.12950046360492706,0.1808423101902008,0.2595787048339844,0.19830146431922913,0.40561532974243164
2003,-0.17906495928764343,-0.14008958637714386,-0.11050751060247421,-0.06502015888690948,-0.05169631540775299,-0.14761915802955627,-0.1994386911392212,-0.09236805140972137,-0.1320333480834961,-0.13454799354076385,-0.13087934255599976,-0.16794432699680328,-0.13057999312877655,-0.17560148239135742
),0.26259949803352356,0.15218879282474518,0.37732169032096863,0.2611285150051117,0.2430245578289032,0.3456730246543884,0.325104296207428,0.16755396127700806,0.3326910734176636,0.12445070594549179,0.18528133630752563,0.2728332579135895,0.21122688055038452,0.42300865054130554
point,0.3286605179309845,0.10795976221561432,0.29601794481277466,0.06755214184522629,0.2542034685611725,0.3084787130355835,0.3033416271209717,0.2375684380531311,0.24451331794261932,0.13133768737316132,0.1573592573404312,0.24899214506149292,0.2815278172492981,0.19189560413360596
out,0.3633197546005249,0.28206560015678406,0.2817855477333069,0.13493579626083374,0.18987083435058594,0.39404502511024475,0.3054564595222473,0.27717044949531555,0.3576207756996155,0.26509836316108704,0.16734781861305237,0.2345632016658783,0.2140352427959442,0.22020699083805084
",",0.3087472915649414,0.2304661124944687,0.4691906273365021,0.27548834681510925,0.32932984828948975,0.4933079481124878,0.4435248374938965,0.32431772351264954,0.5201468467712402,0.23044052720069885,0.26373082399368286,0.28742313385009766,0.27822354435920715,0.31091248989105225
the,0.42745697498321533,0.2077420949935913,0.5823672413825989,0.2974449694156647,0.4028765559196472,1.0,0.3606342375278473,0.3175373375415802,0.6662389636039734,0.2602854073047638,0.22738903760910034,0.18477948009967804,0.21171598136425018,0.22068053483963013
beginning,0.3351518511772156,0.2065736949443817,0.2446223646402359,0.22330914437770844,0.225858673453331,0.49622642993927,0.28084123134613037,0.25709015130996704,0.3787442147731781,0.14536747336387634,0.1946362555027008,0.19693870842456818,0.22810561954975128,0.19413669407367706
of,0.33290785551071167,0.19050662219524384,0.4854315221309662,0.29300037026405334,0.4190242290496826,0.733189046382904,0.2617649435997009,0.33284175395965576,0.5696388483047485,0.2456565946340561,0.26975658535957336,0.2832651138305664,0.23338180780410767,0.1826142966747284
systematic,0.2752337157726288,0.1765221208333969,0.12260103970766068,0.16486208140850067,0.22675734758377075,0.2602854073047638,0.1850181668996811,0.2935531437397003,0.21045492589473724,1.0,0.36073219776153564,0.4438823163509369,0.3820922374725342,0.14940129220485687
studies,0.18772079050540924,0.23470798134803772,0.2583865225315094,0.24422794580459595,0.17964956164360046,0.22738903760910034,0.23450614511966705,0.20140032470226288,0.30442532896995544,0.36073219776153564,0.9999998807907104,0.3468747138977051,0.28764310479164124,0.1388726830482483
in,0.30808621644973755,0.18605142831802368,0.5394441485404968,0.2769457697868347,0.28591203689575195,0.6662389636039734,0.42562931776046753,0.2798691987991333,1.0,0.21045492589473724,0.30442532896995544,0.2346334308385849,0.20012179017066956,0.20430970191955566
computational,0.29464593529701233,0.22667337954044342,0.2470806986093521,0.27157485485076904,0.2763504981994629,0.18477948009967804,0.2031061351299286,0.3097175061702728,0.2346334308385849,0.4438823163509369,0.3468747138977051,1.0,0.6165810823440552,0.21617397665977478
complexity,0.33747240900993347,0.20868611335754395,0.2541271150112152,0.22764980792999268,0.23757484555244446,0.21171598136425018,0.18348614871501923,0.2728424370288849,0.20012179017066956,0.3820922374725342,0.28764310479164124,0.6165810823440552,1.0,0.23062916100025177
is,0.28837618231773376,0.20328976213932037,1.0,0.3994327187538147,0.4096149802207947,0.5823672413825989,0.3045203685760498,0.29383984208106995,0.5394441485404968,0.12260103970766068,0.2583865225315094,0.2470806986093521,0.2541271150112152,0.22961433231830597
attributed,0.22667492926120758,0.1807621717453003,0.15490207076072693,0.25655674934387207,0.4175768792629242,0.21220806241035461,0.16920854151248932,0.23197625577449799,0.1462014615535736,0.22605176270008087,0.14720860123634338,0.21958062052726746,0.27026042342185974,0.20030178129673004
to,0.455847829580307,0.22220565378665924,0.42745086550712585,0.2571072280406952,0.2954166829586029,0.535392165184021,0.3803510069847107,0.2776186764240265,0.45010748505592346,0.23022489249706268,0.27655282616615295,0.246933713555336,0.28336837887763977,0.29463258385658264
the,0.42745697498321533,0.2077420949935913,0.5823672413825989,0.2974449694156647,0.4028765559196472,1.0,0.3606342375278473,0.3175373375415802,0.6662389636039734,0.2602854073047638,0.22738903760910034,0.18477948009967804,0.21171598136425018,0.22068053483963013
seminal,0.14991943538188934,0.213541179895401,0.18134959042072296,0.16397865116596222,0.16552482545375824,0.24568264186382294,0.1765596568584442,0.1590820699930191,0.26436200737953186,0.259387731552124,0.33609357476234436,0.30826887488365173,0.2702244222164154,0.136183962225914
paper,0.21202662587165833,0.9999998807907104,0.20328976213932037,0.23120014369487762,0.13328322768211365,0.2077420949935913,0.20447176694869995,0.12881244719028473,0.18605142831802368,0.1765221208333969,0.23470798134803772,0.22667337954044342,0.20868611335754395,0.12693770229816437
``,0.008517155423760414,-0.00819169171154499,0.058766357600688934,0.12009099870920181,0.06466352939605713,0.029072100296616554,-0.07622499018907547,0.01113844197243452,0.04765888676047325,0.08508215844631195,0.04213228076696396,0.17512209713459015,0.13163237273693085,0.0685480609536171
on,0.34226128458976746,0.22461584210395813,0.3635730445384979,0.15252314507961273,0.24379022419452667,0.5107308030128479,0.33408623933792114,0.2559923827648163,0.46853652596473694,0.20694486796855927,0.19778205454349518,0.1577787548303604,0.22000707685947418,0.2714994251728058
the,0.42745697498321533,0.2077420949935913,0.5823672413825989,0.2974449694156647,0.4028765559196472,1.0,0.3606342375278473,0.3175373375415802,0.6662389636039734,0.2602854073047638,0.22738903760910034,0.18477948009967804,0.21171598136425018,0.22068053483963013
computational,0.29464593529701233,0.22667337954044342,0.2470806986093521,0.27157485485076904,0.2763504981994629,0.18477948009967804,0.2031061351299286,0.3097175061702728,0.2346334308385849,0.4438823163509369,0.3468747138977051,1.0,0.6165810823440552,0.21617397665977478
complexity,0.33747240900993347,0.20868611335754395,0.2541271150112152,0.22764980792999268,0.23757484555244446,0.21171598136425018,0.18348614871501923,0.2728424370288849,0.20012179017066956,0.3820922374725342,0.28764310479164124,0.6165810823440552,1.0,0.23062916100025177
of,0.33290785551071167,0.19050662219524384,0.4854315221309662,0.29300037026405334,0.4190242290496826,0.733189046382904,0.2617649435997009,0.33284175395965576,0.5696388483047485,0.2456565946340561,0.26975658535957336,0.2832651138305664,0.23338180780410767,0.1826142966747284
algorithms,0.25635042786598206,0.24400649964809418,0.24730736017227173,0.2931162416934967,0.1964809000492096,0.167828768491745,0.23084092140197754,0.24655403196811676,0.19189399480819702,0.34131577610969543,0.21945743262767792,0.6361116766929626,0.5325000286102295,0.186949223279953
'',0.08143015950918198,0.048351090401411057,0.0793738141655922,0.06412069499492645,0.15465481579303741,0.041273195296525955,0.00456870486959815,-0.047408223152160645,0.07432962208986282,0.05647696554660797,0.09126110374927521,0.0990661084651947,0.06968357414007187,0.018684765323996544
by,0.2455483376979828,0.20666080713272095,0.3899846076965332,0.22668445110321045,0.23957760632038116,0.4408751428127289,0.3158886432647705,0.3322564661502838,0.370934396982193,0.1684231460094452,0.17011062800884247,0.2209896296262741,0.17643122375011444,0.17966607213020325
juris,0.12497681379318237,0.06819930672645569,0.14981812238693237,0.1047520637512207,0.18131911754608154,0.18860603868961334,0.2350020408630371,0.1027114987373352,0.19349056482315063,0.22525733709335327,0.2806439995765686,0.23524533212184906,0.16661161184310913,0.16114385426044464
hartmanis,0.17896461486816406,0.14073564112186432,0.229824498295784,0.18060125410556793,0.23446638882160187,0.24942682683467865,0.26107197999954224,0.24474143981933594,0.2306250035762787,0.24858631193637848,0.28615236282348633,0.2779824137687683,0.23879489302635193,0.226792111992836
and,0.31309178471565247,0.21158236265182495,0.3859752118587494,0.2290310114622116,0.3359341621398926,0.5171257257461548,0.4304087162017822,0.39750102162361145,0.4954058527946472,0.22583867609500885,0.30504533648490906,0.28914058208465576,0.2520415782928467,0.20544172823429108
