,what,country,has,higher,scores,on,standardized,tests,than,the,u.s.,?
in,0.30808621644973755,0.3040012717247009,0.4173259735107422,0.23285751044750214,0.1744557023048401,0.46853652596473694,0.2488248646259308,0.20042650401592255,0.3270052373409271,0.6662389636039734,-0.003064807504415512,0.20430970191955566
japan,0.1865565925836563,0.25777024030685425,0.18011291325092316,0.16108481585979462,0.14583897590637207,0.22320449352264404,0.20516337454319,0.09145180135965347,0.1442444622516632,0.22735914587974548,-0.02882278710603714,0.1312343180179596
",",0.3087472915649414,0.27878350019454956,0.3734780251979828,0.251458078622818,0.2314745932817459,0.49057599902153015,0.2094779908657074,0.1946844905614853,0.3371901512145996,0.4933079481124878,0.030410487204790115,0.31091248989105225
for,0.3017193675041199,0.2644098401069641,0.450642853975296,0.2346303015947342,0.32975131273269653,0.36199691891670227,0.3441481590270996,0.22876225411891937,0.30793827772140503,0.4739971458911896,0.11615988612174988,0.264628142118454
example,0.3456268310546875,0.19043707847595215,0.28235751390457153,0.27579548954963684,0.2667809724807739,0.22160455584526062,0.339930921792984,0.24601110816001892,0.3422342538833618,0.3755223751068115,0.02297166734933853,0.30374911427497864
",",0.3087472915649414,0.27878350019454956,0.3734780251979828,0.251458078622818,0.2314745932817459,0.49057599902153015,0.2094779908657074,0.1946844905614853,0.3371901512145996,0.4933079481124878,0.030410487204790115,0.31091248989105225
although,0.24844598770141602,0.19152677059173584,0.29775476455688477,0.23214760422706604,0.1834581196308136,0.3547761142253876,0.21539855003356934,0.1703384816646576,0.36858466267585754,0.3265823423862457,-0.012361587956547737,0.15541206300258636
average,0.24068789184093475,0.15502749383449554,0.27553778886795044,0.3193044662475586,0.2859133183956146,0.2780454754829407,0.21209470927715302,0.26628372073173523,0.35461297631263733,0.27058175206184387,0.07241999357938766,0.21764592826366425
attainment,0.19037768244743347,0.14663708209991455,0.16465233266353607,0.24623730778694153,0.1668900102376938,0.15712593495845795,0.2648748755455017,0.17510724067687988,0.16400974988937378,0.2122640311717987,-0.0427805632352829,0.0981084555387497
on,0.34226128458976746,0.21584933996200562,0.34604379534721375,0.22620901465415955,0.23232407867908478,0.9999999403953552,0.15698152780532837,0.20090888440608978,0.2864885926246643,0.5107308030128479,0.0330372117459774,0.2714994251728058
standardized,0.22466516494750977,0.23333506286144257,0.15462704002857208,0.26672038435935974,0.26511234045028687,0.15698152780532837,1.0,0.3736675977706909,0.24872742593288422,0.2841286361217499,-0.041466306895017624,0.16858142614364624
tests,0.28057941794395447,0.14070890843868256,0.19871963560581207,0.2752877175807953,0.372161328792572,0.20090888440608978,0.3736675977706909,0.9999999403953552,0.21797199547290802,0.24070581793785095,-0.0003286663559265435,0.18650490045547485
may,0.25739946961402893,0.18514569103717804,0.2377731204032898,0.18423119187355042,0.21670091152191162,0.3428080081939697,0.14506003260612488,0.2191113531589508,0.3617818057537079,0.2694292366504669,-0.04055720567703247,0.2768254578113556
exceed,0.20080645382404327,0.10899097472429276,0.20187582075595856,0.3802165389060974,0.2514399588108063,0.17764082551002502,0.21669171750545502,0.1575678288936615,0.3657718002796173,0.23819206655025482,-0.015417546965181828,0.13049276173114777
those,0.44466671347618103,0.21360722184181213,0.23621691763401031,0.36304396390914917,0.2576195299625397,0.3098534643650055,0.3205467760562897,0.20439814031124115,0.42803171277046204,0.42861196398735046,0.03657445311546326,0.3328189253807068
in,0.30808621644973755,0.3040012717247009,0.4173259735107422,0.23285751044750214,0.1744557023048401,0.46853652596473694,0.2488248646259308,0.20042650401592255,0.3270052373409271,0.6662389636039734,-0.003064807504415512,0.20430970191955566
western,0.2454150915145874,0.18683478236198425,0.2023000717163086,0.1781039834022522,0.0888361781835556,0.21336692571640015,0.12046796828508377,0.07391893118619919,0.19643151760101318,0.37920868396759033,0.012541704811155796,0.17439141869544983
countries,0.22319257259368896,0.5439597368240356,0.26221421360969543,0.22563675045967102,0.2979016602039337,0.2938643991947174,0.3390590250492096,0.24857197701931,0.28124192357063293,0.33290645480155945,-0.023569520562887192,0.15128466486930847
",",0.3087472915649414,0.27878350019454956,0.3734780251979828,0.251458078622818,0.2314745932817459,0.49057599902153015,0.2094779908657074,0.1946844905614853,0.3371901512145996,0.4933079481124878,0.030410487204790115,0.31091248989105225
classroom,0.2124699205160141,0.12205691635608673,0.17418037354946136,0.2552996873855591,0.3051815330982208,0.24903182685375214,0.299331396818161,0.29779598116874695,0.20249928534030914,0.18035247921943665,-0.03810484707355499,0.23190370202064514
discipline,0.2522185742855072,0.26778045296669006,0.12605911493301392,0.1802271455526352,0.10464679449796677,0.12418979406356812,0.3033457100391388,0.21940116584300995,0.1620803326368332,0.1981438249349594,-0.02529972791671753,0.06836310029029846
and,0.31309178471565247,0.30884742736816406,0.43716782331466675,0.3147866129875183,0.28701987862586975,0.4077630043029785,0.2532564401626587,0.24490387737751007,0.39361441135406494,0.5171257257461548,0.011246231384575367,0.20544172823429108
behavior,0.3737046718597412,0.1167820617556572,0.17274105548858643,0.24828821420669556,0.20452924072742462,0.18496274948120117,0.23986808955669403,0.27959057688713074,0.18653449416160583,0.2124595195055008,-0.01771608181297779,0.20805177092552185
is,0.28837618231773376,0.24409033358097076,0.5668748617172241,0.24683357775211334,0.21619120240211487,0.3635730445384979,0.20888830721378326,0.19474288821220398,0.2839990258216858,0.5823672413825989,-0.05269147455692291,0.22961433231830597
highly,0.22724121809005737,0.10938099771738052,0.22858038544654846,0.2701253890991211,0.17415958642959595,0.18572857975959778,0.2664541006088257,0.2882612347602844,0.3035231828689575,0.2051282376050949,-0.059104036539793015,0.1542806625366211
problematic,0.45097509026527405,0.1610989272594452,0.28712889552116394,0.28232207894325256,0.2580791413784027,0.2572183907032013,0.3306264281272888,0.28487321734428406,0.3274739682674408,0.2829323709011078,-0.02194107696413994,0.3816973865032196
.,0.3567904531955719,0.26130348443984985,0.4105546176433563,0.2524722218513489,0.24967946112155914,0.49257001280784607,0.25831860303878784,0.2334611713886261,0.3594527542591095,0.5934505462646484,0.09558769315481186,0.4130953550338745
