,what,is,the,name,of,the,stadium,in,miami,that,was,considered,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.21145665645599365,0.6662389636039734,0.19180938601493835,0.5473989248275757,0.48711544275283813,0.4028765559196472,0.22068053483963013
league,0.16616638004779816,0.1591515690088272,0.2724147439002991,0.1580641269683838,0.23588460683822632,0.2724147439002991,0.3161369860172272,0.22963495552539825,0.21914012730121613,0.17157399654388428,0.21425791084766388,0.15721718966960907,0.15941482782363892
eventually,0.28470873832702637,0.18755480647087097,0.42022404074668884,0.16192349791526794,0.313495934009552,0.42022404074668884,0.11016884446144104,0.3575967252254486,0.2125120609998703,0.4355502426624298,0.35699570178985596,0.1731019914150238,0.13642115890979767
narrowed,0.25415581464767456,0.19825032353401184,0.3612460196018219,0.1297641545534134,0.2496551126241684,0.3612460196018219,0.16127634048461914,0.21199606359004974,0.08859174698591232,0.3416343927383423,0.19033023715019226,0.2658180594444275,0.1559450924396515
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.21145665645599365,0.6662389636039734,0.19180938601493835,0.5473989248275757,0.48711544275283813,0.4028765559196472,0.22068053483963013
bids,0.11914563924074173,0.16304871439933777,0.2717687487602234,0.06371021270751953,0.26786938309669495,0.2717687487602234,0.2175513356924057,0.23701345920562744,0.2861831784248352,0.218642920255661,0.18575212359428406,0.15748612582683563,0.13915638625621796
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.2075904905796051,0.45010748505592346,0.19240398705005646,0.5436353087425232,0.3636345863342285,0.2954166829586029,0.29463258385658264
three,0.24888746440410614,0.23072560131549835,0.43452659249305725,0.1462973952293396,0.3844621181488037,0.43452659249305725,0.10102047026157379,0.34828072786331177,0.21556203067302704,0.3407050371170044,0.2748996615409851,0.22601662576198578,0.20928427577018738
sites,0.23563508689403534,0.2070067971944809,0.2751152217388153,0.1365012526512146,0.24120540916919708,0.2751152217388153,0.2154092788696289,0.2618137300014496,0.08073759824037552,0.25931310653686523,0.16607749462127686,0.20586563646793365,0.20032718777656555
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,-0.0774015560746193,-0.08807745575904846,-0.03403344005346298,0.007205923553556204,0.020521078258752823,-0.030870305374264717,-0.12200210988521576,0.002802103292196989,0.0004551890306174755,-0.07156077772378922
new,0.2130378633737564,0.2208656519651413,0.3845241069793701,0.19623230397701263,0.343457967042923,0.3845241069793701,0.17546728253364563,0.3758552670478821,0.273945152759552,0.29177987575531006,0.2748313844203949,0.12316255271434784,0.14782847464084625
orleans,0.14538788795471191,0.1614922136068344,0.22309443354606628,0.14456430077552795,0.20952944457530975,0.22309443354606628,0.13913080096244812,0.20925204455852509,0.4642077684402466,0.22187167406082153,0.25941523909568787,0.14783698320388794,0.13097690045833588
',0.3245812654495239,0.5508411526679993,0.474788099527359,0.3737941086292267,0.39136970043182373,0.474788099527359,0.17962510883808136,0.4158826768398285,0.14294792711734772,0.3494868278503418,0.33675912022590637,0.2726886570453644,0.330942302942276
mercedes-benz,0.15212507545948029,0.12088383734226227,0.19218237698078156,0.25027787685394287,0.17663422226905823,0.19218237698078156,0.22348326444625854,0.2120264321565628,0.23995056748390198,0.2341226041316986,0.2598739266395569,0.13393113017082214,0.20224438607692719
superdome,0.13333910703659058,0.2004878968000412,0.24818874895572662,0.20495690405368805,0.19121742248535156,0.24818874895572662,0.4002038836479187,0.2625907063484192,0.4057529866695404,0.21080459654331207,0.27980396151542664,0.13850755989551544,0.10737294703722
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2056228220462799,0.5201468467712402,0.2643101215362549,0.4137537479400635,0.45456063747406006,0.32932984828948975,0.31091248989105225
miami,0.1000966876745224,0.15470117330551147,0.19180938601493835,0.12913408875465393,0.15650133788585663,0.19180938601493835,0.2434653639793396,0.17197883129119873,1.0000001192092896,0.18860521912574768,0.22150732576847076,0.10442089289426804,0.14054250717163086
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,0.06718146800994873,-0.037580832839012146,0.017450083047151566,0.04397977516055107,0.008974763564765453,0.03146931901574135,-0.023395681753754616
sun,0.207769975066185,0.19175934791564941,0.258540540933609,0.17632262408733368,0.22858914732933044,0.258540540933609,0.14790156483650208,0.16873624920845032,0.2602541148662567,0.2795715630054474,0.20506168901920319,0.14005103707313538,0.1497713327407837
life,0.24693015217781067,0.2110576033592224,0.23528170585632324,0.22854015231132507,0.2788603901863098,0.23528170585632324,0.10503630340099335,0.27054134011268616,0.1090955138206482,0.2885509729385376,0.22970539331436157,0.2612443268299103,0.21677987277507782
stadium,0.12456028908491135,0.18311816453933716,0.21145665645599365,0.1942804455757141,0.17126937210559845,0.21145665645599365,1.0,0.21361783146858215,0.2434653639793396,0.12195040285587311,0.20318599045276642,0.10063856095075607,0.07579939067363739
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2056228220462799,0.5201468467712402,0.2643101215362549,0.4137537479400635,0.45456063747406006,0.32932984828948975,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.11777293682098389,0.4954058527946472,0.21090377867221832,0.4731321930885315,0.3740963041782379,0.3359341621398926,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.21145665645599365,0.6662389636039734,0.19180938601493835,0.5473989248275757,0.48711544275283813,0.4028765559196472,0.22068053483963013
san,0.19375550746917725,0.1594623327255249,0.2858080565929413,0.14419548213481903,0.25237205624580383,0.2858080565929413,0.2035229355096817,0.2617562413215637,0.3835955858230591,0.19199305772781372,0.2675222158432007,0.16822238266468048,0.10952327400445938
francisco,0.17887917160987854,0.12765364348888397,0.25086042284965515,0.10963184386491776,0.19117538630962372,0.25086042284965515,0.21494066715240479,0.21278683841228485,0.36394280195236206,0.1985872983932495,0.24025709927082062,0.12724989652633667,0.1020219698548317
