,what,cable,company,removed,abc,stations,from,it,'s,systems,in,certain,markets,in,april,2000,?
on,0.34226128458976746,0.28757408261299133,0.23664942383766174,0.2793225049972534,0.2862928807735443,0.3269573450088501,0.36926645040512085,0.4529881477355957,0.0026888418942689896,0.22702845931053162,0.46853652596473694,0.22485196590423584,0.24747714400291443,0.46853652596473694,0.32559236884117126,0.0072531066834926605,0.2714994251728058
april,0.21502700448036194,0.16995744407176971,0.20497600734233856,0.2167993038892746,0.1727592945098877,0.16454960405826569,0.19089484214782715,0.2359078824520111,-0.05799118056893349,0.049440301954746246,0.2882915735244751,0.08772461861371994,0.12254703789949417,0.2882915735244751,0.9999999403953552,0.03196035698056221,0.25704094767570496
30,-0.04443084076046944,0.016650516539812088,0.03522590547800064,0.05312609300017357,0.08241145312786102,0.006327614653855562,0.0211875531822443,0.06709367036819458,-0.03394532576203346,-0.01951329968869686,-0.005278158001601696,-0.04975031316280365,0.057656340301036835,-0.005278158001601696,0.05590102821588516,0.01374062243849039,-0.08261742442846298
",",0.3087472915649414,0.19718225300312042,0.2697763442993164,0.28478309512138367,0.2097204476594925,0.26337406039237976,0.39760664105415344,0.48329564929008484,-0.0016132977325469255,0.22053997218608856,0.5201468467712402,0.28759655356407166,0.24350304901599884,0.5201468467712402,0.4403347671031952,-0.03465369716286659,0.31091248989105225
2000,-0.10562582314014435,0.032056111842393875,0.022294772788882256,0.0002210186212323606,0.0834399089217186,-0.15910384058952332,0.0688478946685791,-0.11222794651985168,-0.01496386993676424,-0.18497850000858307,-0.0435720756649971,-0.0717606395483017,-0.12514889240264893,-0.0435720756649971,0.03196035698056221,1.0,-0.0824366956949234
",",0.3087472915649414,0.19718225300312042,0.2697763442993164,0.28478309512138367,0.2097204476594925,0.26337406039237976,0.39760664105415344,0.48329564929008484,-0.0016132977325469255,0.22053997218608856,0.5201468467712402,0.28759655356407166,0.24350304901599884,0.5201468467712402,0.4403347671031952,-0.03465369716286659,0.31091248989105225
as,0.31749409437179565,0.1707940399646759,0.18860384821891785,0.2669902741909027,0.2286096066236496,0.23359498381614685,0.3251767158508301,0.4461488723754883,-0.05775856226682663,0.1958734095096588,0.3887844979763031,0.33222660422325134,0.24814029037952423,0.3887844979763031,0.24483075737953186,0.023329226300120354,0.27043893933296204
a,0.3320399522781372,0.20553959906101227,0.22037413716316223,0.2588162124156952,0.21331243216991425,0.199105903506279,0.322764128446579,0.5452592968940735,0.04866964742541313,0.23904047906398773,0.539380669593811,0.369277685880661,0.1907232105731964,0.539380669593811,0.23283809423446655,-0.03899485245347023,0.23916715383529663
result,0.19945499300956726,0.15929484367370605,0.10052897036075592,0.23871742188930511,0.14806517958641052,0.10213406383991241,0.2199978530406952,0.21765680611133575,0.06641998142004013,0.22546127438545227,0.25670310854911804,0.27443403005599976,0.16885797679424286,0.25670310854911804,0.13745422661304474,-0.14325714111328125,0.17218433320522308
of,0.33290785551071167,0.18660153448581696,0.20467796921730042,0.2804315388202667,0.14607268571853638,0.20414425432682037,0.4249346852302551,0.38761502504348755,-0.03817026689648628,0.277031809091568,0.5696388483047485,0.40204232931137085,0.17050357162952423,0.5696388483047485,0.18706536293029785,0.010344067588448524,0.1826142966747284
a,0.3320399522781372,0.20553959906101227,0.22037413716316223,0.2588162124156952,0.21331243216991425,0.199105903506279,0.322764128446579,0.5452592968940735,0.04866964742541313,0.23904047906398773,0.539380669593811,0.369277685880661,0.1907232105731964,0.539380669593811,0.23283809423446655,-0.03899485245347023,0.23916715383529663
carriage,0.11489621549844742,0.31495752930641174,0.2291538268327713,0.16505645215511322,0.19188234210014343,0.2607738673686981,0.10910842567682266,0.16955901682376862,-0.05248705670237541,0.18885625898838043,0.17569588124752045,0.20641537010669708,0.13756784796714783,0.17569588124752045,0.15136171877384186,-0.028743956238031387,0.08573433756828308
dispute,0.3763929307460785,0.12319959700107574,0.16198565065860748,0.22044886648654938,0.14638042449951172,0.1754872053861618,0.14888392388820648,0.24941959977149963,0.013950780034065247,0.1867881715297699,0.2249964326620102,0.23354077339172363,0.12936653196811676,0.2249964326620102,0.20902499556541443,-0.17307762801647186,0.24252742528915405
with,0.2464839518070221,0.20673611760139465,0.24132338166236877,0.24393028020858765,0.17432008683681488,0.1949257254600525,0.26272761821746826,0.3369046747684479,-0.04624466598033905,0.16664795577526093,0.4080928862094879,0.3306539058685303,0.16027575731277466,0.4080928862094879,0.2058245688676834,-0.09037184715270996,0.2433311939239502
abc,0.1317344456911087,0.3252342939376831,0.16210390627384186,0.12866130471229553,1.0000001192092896,0.23858611285686493,0.12159302085638046,0.17324577271938324,0.06670809537172318,0.16409486532211304,0.1697147786617279,0.13027134537696838,0.16946740448474884,0.1697147786617279,0.1727592945098877,0.0834399089217186,0.19065172970294952
",",0.3087472915649414,0.19718225300312042,0.2697763442993164,0.28478309512138367,0.2097204476594925,0.26337406039237976,0.39760664105415344,0.48329564929008484,-0.0016132977325469255,0.22053997218608856,0.5201468467712402,0.28759655356407166,0.24350304901599884,0.5201468467712402,0.4403347671031952,-0.03465369716286659,0.31091248989105225
time,0.36319252848625183,0.1874496340751648,0.18971289694309235,0.20683832466602325,0.17553414404392242,0.24070517718791962,0.2964353561401367,0.3375589847564697,0.01301188487559557,0.18540921807289124,0.3431483507156372,0.37341082096099854,0.15402832627296448,0.3431483507156372,0.27397891879081726,-0.08042243123054504,0.27391523122787476
warner,0.18542180955410004,0.31261777877807617,0.30600854754447937,0.13113141059875488,0.33640289306640625,0.16340482234954834,0.11472752690315247,0.2215791642665863,0.0814090296626091,0.16497009992599487,0.12745040655136108,0.1670963615179062,0.22193531692028046,0.12745040655136108,0.2053426206111908,0.16268789768218994,0.21637006103992462
cable,0.14582780003547668,1.0000001192092896,0.2738681733608246,0.17967167496681213,0.3252342939376831,0.3935324549674988,0.1349838823080063,0.23282299935817719,0.07009196281433105,0.31391435861587524,0.17584200203418732,0.1860584020614624,0.25586625933647156,0.17584200203418732,0.16995744407176971,0.032056111842393875,0.13993921875953674
removed,0.31197842955589294,0.17967167496681213,0.15183323621749878,1.0,0.12866130471229553,0.21465478837490082,0.3298441469669342,0.27316561341285706,-0.08618588000535965,0.15675640106201172,0.20650114119052887,0.29481008648872375,0.14452573657035828,0.20650114119052887,0.2167993038892746,0.0002210186212323606,0.2955436408519745
abc,0.1317344456911087,0.3252342939376831,0.16210390627384186,0.12866130471229553,1.0000001192092896,0.23858611285686493,0.12159302085638046,0.17324577271938324,0.06670809537172318,0.16409486532211304,0.1697147786617279,0.13027134537696838,0.16946740448474884,0.1697147786617279,0.1727592945098877,0.0834399089217186,0.19065172970294952
owned-and-operated,0.20694781839847565,0.33387109637260437,0.43875131011009216,0.267040878534317,0.31080347299575806,0.3868453800678253,0.21689075231552124,0.25169098377227783,0.05051472410559654,0.31132131814956665,0.27814793586730957,0.24310767650604248,0.3529793620109558,0.27814793586730957,0.2867223918437958,-0.15150563418865204,0.2376745194196701
stations,0.1621520221233368,0.3935324549674988,0.24801203608512878,0.21465478837490082,0.23858611285686493,1.0,0.2408953756093979,0.2756994366645813,0.029389679431915283,0.32308751344680786,0.25864288210868835,0.1622437983751297,0.37372493743896484,0.25864288210868835,0.16454960405826569,-0.15910384058952332,0.13192185759544373
from,0.2737620174884796,0.1349838823080063,0.1728876233100891,0.3298441469669342,0.12159302085638046,0.2408953756093979,1.0,0.325604110956192,-0.01936490088701248,0.14510750770568848,0.4274188280105591,0.27161097526550293,0.18889673054218292,0.4274188280105591,0.19089484214782715,0.0688478946685791,0.19969791173934937
the,0.42745697498321533,0.2599749267101288,0.26591673493385315,0.33493471145629883,0.2068762183189392,0.24762700498104095,0.40150508284568787,0.6251175999641418,-0.01540423184633255,0.28089964389801025,0.6662389636039734,0.392071396112442,0.23818166553974152,0.6662389636039734,0.23232673108577728,-0.015081177465617657,0.22068053483963013
cable,0.14582780003547668,1.0000001192092896,0.2738681733608246,0.17967167496681213,0.3252342939376831,0.3935324549674988,0.1349838823080063,0.23282299935817719,0.07009196281433105,0.31391435861587524,0.17584200203418732,0.1860584020614624,0.25586625933647156,0.17584200203418732,0.16995744407176971,0.032056111842393875,0.13993921875953674
provider,0.24875915050506592,0.4717330038547516,0.38424932956695557,0.24539299309253693,0.24401018023490906,0.4009820520877838,0.2194390743970871,0.2702435553073883,0.01301309559494257,0.4131079316139221,0.1902105063199997,0.32467615604400635,0.3426792323589325,0.1902105063199997,0.16577176749706268,-0.0774240791797638,0.2242300808429718
's,0.02692362666130066,0.07009196281433105,0.003266559913754463,-0.08618588000535965,0.06670809537172318,0.029389679431915283,-0.01936490088701248,0.06608816236257553,0.9999999403953552,0.06028321012854576,-0.037580832839012146,0.002122793812304735,0.12300296127796173,-0.037580832839012146,-0.05799118056893349,-0.01496386993676424,-0.023395681753754616
systems,0.1871482878923416,0.31391435861587524,0.2402237206697464,0.15675640106201172,0.16409486532211304,0.32308751344680786,0.14510750770568848,0.24967467784881592,0.06028321012854576,1.0,0.21664761006832123,0.3616802990436554,0.3202608525753021,0.21664761006832123,0.049440301954746246,-0.18497850000858307,0.1575973927974701
in,0.30808621644973755,0.17584200203418732,0.22141718864440918,0.20650114119052887,0.1697147786617279,0.25864288210868835,0.4274188280105591,0.5130809545516968,-0.037580832839012146,0.21664761006832123,1.0,0.2942397892475128,0.2811138927936554,1.0,0.2882915735244751,-0.0435720756649971,0.20430970191955566
four,0.18057085573673248,0.16791029274463654,0.12452320754528046,0.13865193724632263,0.11602456867694855,0.20319925248622894,0.25403454899787903,0.2597942650318146,0.030550921335816383,0.16470754146575928,0.3085027039051056,0.2876366376876831,0.06780338287353516,0.3085027039051056,0.15527896583080292,0.03063654899597168,0.14532537758350372
markets,0.12341798096895218,0.25586625933647156,0.42034193873405457,0.14452573657035828,0.16946740448474884,0.37372493743896484,0.18889673054218292,0.26906734704971313,0.12300296127796173,0.3202608525753021,0.2811138927936554,0.24815364181995392,1.0000001192092896,0.2811138927936554,0.12254703789949417,-0.12514889240264893,0.11209505051374435
