,what,french,animation,studio,did,abc,purchase,in,1993,?
that,0.6297725439071655,0.17619380354881287,0.24365754425525665,0.1915295422077179,0.47518548369407654,0.17440107464790344,0.2909925580024719,0.435920387506485,0.04311354458332062,0.32716336846351624
same,0.3764382302761078,0.20517116785049438,0.17809580266475677,0.1250513643026352,0.3097444474697113,0.21684971451759338,0.22433054447174072,0.3692481815814972,-0.09109176695346832,0.22649677097797394
year,0.15184831619262695,0.14190015196800232,0.14395640790462494,0.15987993776798248,0.21422851085662842,0.2373921275138855,0.20518018305301666,0.3359307050704956,-0.01461737509816885,0.18315006792545319
",",0.3087472915649414,0.28806620836257935,0.18403597176074982,0.24372334778308868,0.3015086054801941,0.2097204476594925,0.220005065202713,0.5201468467712402,0.07087638974189758,0.31091248989105225
capital,0.17967931926250458,0.20172984898090363,0.1704878807067871,0.18368680775165558,0.08427972346544266,0.2084534764289856,0.1728711724281311,0.3233928978443146,0.02879064530134201,0.0907452180981636
cities/abc,0.17345023155212402,0.1694786697626114,0.1449330747127533,0.17966046929359436,0.11703836172819138,0.37177377939224243,0.1931767761707306,0.3274103105068207,-0.03075595758855343,0.2519042491912842
purchased,0.1431688368320465,0.13512751460075378,0.16994716227054596,0.1901247203350067,0.19566655158996582,0.22144027054309845,0.8427236080169678,0.18043512105941772,-0.022938275709748268,0.04121813923120499
the,0.42745697498321533,0.2555147111415863,0.21901705861091614,0.24831420183181763,0.34736719727516174,0.2068762183189392,0.242343470454216,0.6662389636039734,-0.03424737602472305,0.22068053483963013
french,0.17393042147159576,1.0000001192092896,0.17030096054077148,0.18297123908996582,0.1584041714668274,0.054965220391750336,0.08805440366268158,0.22093388438224792,0.10082433372735977,0.1386883556842804
animation,0.22164176404476166,0.17030096054077148,0.9999999403953552,0.4053713083267212,0.13783329725265503,0.2492457777261734,0.11494533717632294,0.1837698221206665,-0.11313467472791672,0.16489346325397491
studio,0.16034115850925446,0.18297123908996582,0.4053713083267212,1.0,0.19244928658008575,0.29244330525398254,0.13749319314956665,0.22340084612369537,-0.05189139023423195,0.1974150836467743
dic,0.19679060578346252,0.10819044709205627,0.2602989673614502,0.23682358860969543,0.12902560830116272,0.3106156885623932,0.22049465775489807,0.17486144602298737,-0.031189246103167534,0.1722872406244278
entertainment,0.21648827195167542,0.10346729308366776,0.3602311909198761,0.32138901948928833,0.1571095585823059,0.28069135546684265,0.23638397455215454,0.20493005216121674,-0.04363308846950531,0.11855241656303406
;,0.10986888408660889,0.0036389094311743975,0.01759594865143299,0.06631458550691605,0.10727239400148392,-0.0012340332614257932,0.07530339062213898,0.092739537358284,-0.01018005982041359,0.10349778085947037
it,0.45803478360176086,0.18351560831069946,0.24092254042625427,0.25088074803352356,0.2993364930152893,0.17324577271938324,0.2581215500831604,0.5130809545516968,0.008765079081058502,0.25732165575027466
also,0.42747777700424194,0.24775905907154083,0.1800532191991806,0.2273448407649994,0.39334940910339355,0.2030053734779358,0.25785940885543823,0.5073733329772949,-0.0019089224515482783,0.21848613023757935
signed,0.16368238627910614,0.1409071534872055,0.06937996298074722,0.2935132384300232,0.23087851703166962,0.16353438794612885,0.31190618872642517,0.21830837428569794,0.09742007404565811,0.14003296196460724
an,0.2821882665157318,0.17262065410614014,0.19141925871372223,0.19990694522857666,0.22598257660865784,0.16561369597911835,0.2121904343366623,0.2605783939361572,0.026071511209011078,0.19793890416622162
agreement,0.2851087749004364,0.14243154227733612,0.134942427277565,0.1423088014125824,0.2812501788139343,0.16430042684078217,0.38572970032691956,0.20350398123264313,0.2031843215227127,0.15830197930335999
with,0.2464839518070221,0.1637353003025055,0.1427425891160965,0.2151370346546173,0.25472134351730347,0.17432008683681488,0.20768877863883972,0.4080928862094879,-0.039849236607551575,0.2433311939239502
time,0.36319252848625183,0.1929292231798172,0.21005065739154816,0.19399602711200714,0.3567926585674286,0.17553414404392242,0.2273470163345337,0.3431483507156372,0.06346742808818817,0.27391523122787476
warner,0.18542180955410004,0.15852822363376617,0.3534994423389435,0.38133931159973145,0.18217530846595764,0.33640289306640625,0.27428945899009705,0.12745040655136108,-0.04198632016777992,0.21637006103992462
cable,0.14582780003547668,0.12778827548027039,0.2922804057598114,0.2140907347202301,0.11801295727491379,0.3252342939376831,0.24165773391723633,0.17584200203418732,-0.035116277635097504,0.13993921875953674
to,0.455847829580307,0.1713797152042389,0.20589326322078705,0.2479427009820938,0.4452643394470215,0.1762417107820511,0.2556370198726654,0.45010748505592346,0.07477064430713654,0.29463258385658264
carry,0.22239743173122406,0.10830725729465485,0.027095042169094086,0.11058744788169861,0.17168502509593964,0.14462321996688843,0.22402219474315643,0.19860897958278656,-0.07139243185520172,0.17171701788902283
its,0.30393704771995544,0.17982690036296844,0.22545340657234192,0.1522647589445114,0.19922670722007751,0.19045390188694,0.2338007539510727,0.3793783485889435,-0.10439387708902359,0.15103481709957123
owned-and-operated,0.20694781839847565,0.20375631749629974,0.24884939193725586,0.2331801950931549,0.23825591802597046,0.31080347299575806,0.4051038324832916,0.27814793586730957,-0.005153333302587271,0.2376745194196701
television,0.19838058948516846,0.1631881445646286,0.4070020020008087,0.31822624802589417,0.17055591940879822,0.46871840953826904,0.1497635841369629,0.2689782977104187,-0.011580127291381359,0.16825827956199646
stations,0.1621520221233368,0.10543664544820786,0.14877983927726746,0.1922813057899475,0.16568200290203094,0.23858611285686493,0.2239372879266739,0.25864288210868835,-0.07835704833269119,0.13192185759544373
on,0.34226128458976746,0.1382952481508255,0.1902080774307251,0.2619023621082306,0.2670976221561432,0.2862928807735443,0.22003348171710968,0.46853652596473694,0.01112773921340704,0.2714994251728058
the,0.42745697498321533,0.2555147111415863,0.21901705861091614,0.24831420183181763,0.34736719727516174,0.2068762183189392,0.242343470454216,0.6662389636039734,-0.03424737602472305,0.22068053483963013
provider,0.24875915050506592,0.14385153353214264,0.24915793538093567,0.19581232964992523,0.2115647941827774,0.24401018023490906,0.3751561641693115,0.1902105063199997,0.007891854271292686,0.2242300808429718
's,0.02692362666130066,0.0634014755487442,0.09574256837368011,0.0689588412642479,0.05069678649306297,0.06670809537172318,0.08398998528718948,-0.037580832839012146,-0.013939977623522282,-0.023395681753754616
systems,0.1871482878923416,0.06060589477419853,0.20997056365013123,0.13680335879325867,0.19584694504737854,0.16409486532211304,0.15523867309093475,0.21664761006832123,-0.06913245469331741,0.1575973927974701
in,0.30808621644973755,0.22093388438224792,0.1837698221206665,0.22340084612369537,0.2593238651752472,0.1697147786617279,0.18969708681106567,1.0,-0.049935609102249146,0.20430970191955566
abc,0.1317344456911087,0.054965220391750336,0.2492457777261734,0.29244330525398254,0.13353709876537323,1.0000001192092896,0.2114780843257904,0.1697147786617279,-0.04699879512190819,0.19065172970294952
o,0.1489914506673813,0.10086376965045929,0.12991082668304443,0.18735554814338684,0.08166574686765671,0.22499863803386688,0.058502551168203354,0.17052006721496582,-0.09368064999580383,0.23868927359580994
