,why,did,the,exiled,polish,government,in,london,order,the,underground,home,army,to,seize,control,of,warsaw,prior,to,the,arrival,of,the,red,army,?
knowing,0.4657838046550751,0.37559080123901367,0.30492687225341797,0.21227043867111206,0.0595477931201458,0.1622985154390335,0.19123521447181702,0.1395091861486435,0.20504330098628998,0.30492687225341797,0.16703718900680542,0.13712656497955322,0.1661582589149475,0.3660433888435364,0.22177338600158691,0.2875802516937256,0.2829365134239197,0.10666794329881668,0.20243659615516663,0.3660433888435364,0.30492687225341797,0.2675997316837311,0.2829365134239197,0.30492687225341797,0.11015210300683975,0.1661582589149475,0.3560667932033539
that,0.5601457357406616,0.47518548369407654,0.5473989248275757,0.19894163310527802,0.1818617880344391,0.29558056592941284,0.435920387506485,0.18045948445796967,0.2761181890964508,0.5473989248275757,0.25217482447624207,0.20047733187675476,0.19859851896762848,0.5436353087425232,0.1759982705116272,0.2951871454715729,0.41498205065727234,0.20720037817955017,0.23541377484798431,0.5436353087425232,0.5473989248275757,0.2666039764881134,0.41498205065727234,0.5473989248275757,0.21787717938423157,0.19859851896762848,0.32716336846351624
stalin,0.21704944968223572,0.2704411745071411,0.2578454315662384,0.37273889780044556,0.3187427520751953,0.36180344223976135,0.19074957072734833,0.2238830327987671,0.20847822725772858,0.2578454315662384,0.20853085815906525,0.11676860600709915,0.30455517768859863,0.22262732684612274,0.18532080948352814,0.17430730164051056,0.18113671243190765,0.43079674243927,0.21700899302959442,0.22262732684612274,0.2578454315662384,0.13372720777988434,0.18113671243190765,0.2578454315662384,0.17572332918643951,0.30455517768859863,0.16725970804691315
was,0.23341619968414307,0.41399896144866943,0.48711544275283813,0.3247058391571045,0.2319551259279251,0.2995857298374176,0.45514053106307983,0.3026486933231354,0.16897162795066833,0.48711544275283813,0.1876053512096405,0.25139835476875305,0.30177709460258484,0.3636345863342285,0.13730652630329132,0.19347785413265228,0.4069072902202606,0.2614976763725281,0.29096508026123047,0.3636345863342285,0.48711544275283813,0.27318477630615234,0.4069072902202606,0.48711544275283813,0.1680612564086914,0.30177709460258484,0.18412111699581146
hostile,0.22424475848674774,0.17339487373828888,0.26774856448173523,0.28256168961524963,0.11413329839706421,0.19495008885860443,0.20523297786712646,0.10977929085493088,0.1489715874195099,0.26774856448173523,0.15691815316677094,0.10091151297092438,0.3368464410305023,0.2607683837413788,0.31549200415611267,0.25682637095451355,0.2005755454301834,0.12246765196323395,0.20232726633548737,0.2607683837413788,0.26774856448173523,0.31047454476356506,0.2005755454301834,0.26774856448173523,0.12693636119365692,0.3368464410305023,0.13611407577991486
to,0.4100138247013092,0.4452643394470215,0.535392165184021,0.23453715443611145,0.1475636065006256,0.28343796730041504,0.45010748505592346,0.2021344155073166,0.35544881224632263,0.535392165184021,0.20585036277770996,0.31056779623031616,0.22938482463359833,1.0,0.2586917579174042,0.28164729475975037,0.41548454761505127,0.1953994333744049,0.264421671628952,1.0,0.535392165184021,0.2928422689437866,0.41548454761505127,0.535392165184021,0.19477520883083344,0.22938482463359833,0.29463258385658264
the,0.30742117762565613,0.34736719727516174,1.0,0.24273626506328583,0.17708231508731842,0.31798112392425537,0.6662389636039734,0.27034124732017517,0.3284194767475128,1.0,0.24716822803020477,0.28978195786476135,0.31011611223220825,0.535392165184021,0.23163673281669617,0.32841500639915466,0.733189046382904,0.23137180507183075,0.33782097697257996,0.535392165184021,1.0,0.3051127791404724,0.733189046382904,1.0,0.2817947566509247,0.31011611223220825,0.22068053483963013
idea,0.4722796082496643,0.3689729869365692,0.2839161455631256,0.13499592244625092,0.10716577619314194,0.22493968904018402,0.20288406312465668,0.21033360064029694,0.1865379959344864,0.2839161455631256,0.15056660771369934,0.13779272139072418,0.17050136625766754,0.3542773127555847,0.08512680977582932,0.20475853979587555,0.2342950403690338,0.08615753054618835,0.20397405326366425,0.3542773127555847,0.2839161455631256,0.16925615072250366,0.2342950403690338,0.2839161455631256,0.12349651753902435,0.17050136625766754,0.2952161729335785
of,0.28464117646217346,0.2513895630836487,0.733189046382904,0.27923813462257385,0.16866981983184814,0.3475167155265808,0.5696388483047485,0.2159106284379959,0.31287699937820435,0.733189046382904,0.22807668149471283,0.24402645230293274,0.2669098675251007,0.41548454761505127,0.2697499096393585,0.2817542552947998,1.0,0.19253842532634735,0.3183474540710449,0.41548454761505127,0.733189046382904,0.2117728888988495,1.0,0.733189046382904,0.22367064654827118,0.2669098675251007,0.1826142966747284
an,0.22638356685638428,0.22598257660865784,0.4207492768764496,0.08877084404230118,0.1275445520877838,0.15164874494075775,0.2605783939361572,0.1393115222454071,0.14927062392234802,0.4207492768764496,0.14217916131019592,0.09444248676300049,0.10463648289442062,0.3138085603713989,0.15750791132450104,0.15528884530067444,0.32280945777893066,0.15493714809417725,0.1465315967798233,0.3138085603713989,0.4207492768764496,0.10408125072717667,0.32280945777893066,0.4207492768764496,0.124779611825943,0.10463648289442062,0.19793890416622162
independent,0.21221652626991272,0.22794869542121887,0.2927691638469696,0.22930258512496948,0.20656181871891022,0.30264878273010254,0.2794609069824219,0.21807454526424408,0.07202888280153275,0.2927691638469696,0.21226462721824646,0.1445612609386444,0.22773171961307526,0.20949965715408325,0.15502242743968964,0.31553101539611816,0.30508819222450256,0.2050396203994751,0.17410723865032196,0.20949965715408325,0.2927691638469696,0.1871398389339447,0.30508819222450256,0.2927691638469696,0.10112906247377396,0.22773171961307526,0.11902587860822678
poland,0.11503135412931442,0.1852528303861618,0.24871079623699188,0.2535981833934784,0.6610397100448608,0.2082546055316925,0.2887791395187378,0.1848185509443283,0.19820109009742737,0.24871079623699188,0.2020389586687088,0.14057356119155884,0.17974568903446198,0.18661348521709442,0.1489090621471405,0.13932016491889954,0.26632049679756165,0.6352760195732117,0.08764996379613876,0.18661348521709442,0.24871079623699188,0.18655253946781158,0.26632049679756165,0.24871079623699188,0.15661388635635376,0.17974568903446198,0.14259830117225647
",",0.2827242314815521,0.3015086054801941,0.4933079481124878,0.2667633891105652,0.2655222415924072,0.27344048023223877,0.5201468467712402,0.2571207880973816,0.22478096187114716,0.4933079481124878,0.18781989812850952,0.2790627181529999,0.230897456407547,0.44245919585227966,0.23081187903881073,0.20811550319194794,0.4946078956127167,0.25300899147987366,0.27105793356895447,0.44245919585227966,0.4933079481124878,0.20957639813423157,0.4946078956127167,0.4933079481124878,0.25953415036201477,0.230897456407547,0.31091248989105225
the,0.30742117762565613,0.34736719727516174,1.0,0.24273626506328583,0.17708231508731842,0.31798112392425537,0.6662389636039734,0.27034124732017517,0.3284194767475128,1.0,0.24716822803020477,0.28978195786476135,0.31011611223220825,0.535392165184021,0.23163673281669617,0.32841500639915466,0.733189046382904,0.23137180507183075,0.33782097697257996,0.535392165184021,1.0,0.3051127791404724,0.733189046382904,1.0,0.2817947566509247,0.31011611223220825,0.22068053483963013
polish,0.06388939917087555,0.20273157954216003,0.17708231508731842,0.22303496301174164,1.0,0.16365791857242584,0.1896398365497589,0.19297553598880768,0.1516462117433548,0.17708231508731842,0.176413893699646,0.10256216675043106,0.20762719213962555,0.1475636065006256,0.16275058686733246,0.1243937686085701,0.16866981983184814,0.6311136484146118,0.07862222194671631,0.1475636065006256,0.17708231508731842,0.15170659124851227,0.16866981983184814,0.17708231508731842,0.1597844660282135,0.20762719213962555,0.14012759923934937
government-in-exile,0.20593376457691193,0.2753054201602936,0.3155895173549652,0.5533438920974731,0.2446603775024414,0.899666965007782,0.28808706998825073,0.2651367485523224,0.24689601361751556,0.3155895173549652,0.20756536722183228,0.17257043719291687,0.37306979298591614,0.3102587163448334,0.3454636037349701,0.34421226382255554,0.3624764382839203,0.2385600507259369,0.24744266271591187,0.3102587163448334,0.3155895173549652,0.22156567871570587,0.3624764382839203,0.3155895173549652,0.15673546493053436,0.37306979298591614,0.24189619719982147
in,0.23227278888225555,0.2593238651752472,0.6662389636039734,0.19807857275009155,0.1896398365497589,0.3066793978214264,1.0,0.2785358726978302,0.24184700846672058,0.6662389636039734,0.22231480479240417,0.30467477440834045,0.25258398056030273,0.45010748505592346,0.22511418163776398,0.24831421673297882,0.5696388483047485,0.22642600536346436,0.24521231651306152,0.45010748505592346,0.6662389636039734,0.2351498007774353,0.5696388483047485,0.6662389636039734,0.18753071129322052,0.25258398056030273,0.20430970191955566
london,0.13506028056144714,0.25170615315437317,0.27034124732017517,0.18611299991607666,0.19297553598880768,0.2507460117340088,0.2785358726978302,1.0,0.13572458922863007,0.27034124732017517,0.4397936761379242,0.19139401614665985,0.2149844914674759,0.2021344155073166,0.15745045244693756,0.15434230864048004,0.2159106284379959,0.31876373291015625,0.1409301608800888,0.2021344155073166,0.27034124732017517,0.28350526094436646,0.2159106284379959,0.27034124732017517,0.10488519817590714,0.2149844914674759,0.11278104782104492
gave,0.25058045983314514,0.4154756963253021,0.32555076479911804,0.2676528990268707,0.14910073578357697,0.21925665438175201,0.24152803421020508,0.199239581823349,0.18672290444374084,0.32555076479911804,0.0875091478228569,0.12142008543014526,0.2104833573102951,0.27167177200317383,0.2599125802516937,0.2483709752559662,0.3650403320789337,0.10647881776094437,0.18898668885231018,0.27167177200317383,0.32555076479911804,0.1459929198026657,0.3650403320789337,0.32555076479911804,0.1167566254734993,0.2104833573102951,0.1910865753889084
orders,0.13671162724494934,0.2706792652606964,0.26927345991134644,0.255881667137146,0.14776460826396942,0.2591840624809265,0.20494955778121948,0.16653650999069214,0.6980564594268799,0.26927345991134644,0.08390583842992783,0.1013825461268425,0.29111871123313904,0.27432385087013245,0.31110405921936035,0.25383689999580383,0.2505633234977722,0.17188188433647156,0.19954553246498108,0.27432385087013245,0.26927345991134644,0.24591539800167084,0.2505633234977722,0.26927345991134644,0.10423266887664795,0.29111871123313904,0.18005457520484924
to,0.4100138247013092,0.4452643394470215,0.535392165184021,0.23453715443611145,0.1475636065006256,0.28343796730041504,0.45010748505592346,0.2021344155073166,0.35544881224632263,0.535392165184021,0.20585036277770996,0.31056779623031616,0.22938482463359833,1.0,0.2586917579174042,0.28164729475975037,0.41548454761505127,0.1953994333744049,0.264421671628952,1.0,0.535392165184021,0.2928422689437866,0.41548454761505127,0.535392165184021,0.19477520883083344,0.22938482463359833,0.29463258385658264
the,0.30742117762565613,0.34736719727516174,1.0,0.24273626506328583,0.17708231508731842,0.31798112392425537,0.6662389636039734,0.27034124732017517,0.3284194767475128,1.0,0.24716822803020477,0.28978195786476135,0.31011611223220825,0.535392165184021,0.23163673281669617,0.32841500639915466,0.733189046382904,0.23137180507183075,0.33782097697257996,0.535392165184021,1.0,0.3051127791404724,0.733189046382904,1.0,0.2817947566509247,0.31011611223220825,0.22068053483963013
underground,0.22256165742874146,0.13514548540115356,0.24716822803020477,0.17634348571300507,0.176413893699646,0.17724213004112244,0.22231480479240417,0.4397936761379242,0.14604032039642334,0.24716822803020477,1.0,0.11653447151184082,0.1695510596036911,0.20585036277770996,0.13775132596492767,0.15999741852283478,0.22807668149471283,0.22394652664661407,0.06105213984847069,0.20585036277770996,0.24716822803020477,0.22792406380176544,0.22807668149471283,0.24716822803020477,0.12353871762752533,0.1695510596036911,0.1097135841846466
home,0.16511771082878113,0.17098017036914825,0.28978195786476135,0.2186594307422638,0.10256216675043106,0.16888482868671417,0.30467477440834045,0.19139401614665985,0.06914965808391571,0.28978195786476135,0.11653447151184082,1.0,0.18851500749588013,0.31056779623031616,0.1497068703174591,0.15011072158813477,0.24402645230293274,0.198114275932312,0.25380629301071167,0.31056779623031616,0.28978195786476135,0.24781040847301483,0.24402645230293274,0.28978195786476135,0.12363862991333008,0.18851500749588013,0.0757145956158638
army,0.15773792564868927,0.21148359775543213,0.31011611223220825,0.2977603077888489,0.20762719213962555,0.4041633605957031,0.25258398056030273,0.2149844914674759,0.1918969452381134,0.31011611223220825,0.1695510596036911,0.18851500749588013,1.0000001192092896,0.22938482463359833,0.30431994795799255,0.2803134620189667,0.2669098675251007,0.2348434329032898,0.19793927669525146,0.22938482463359833,0.31011611223220825,0.2514849603176117,0.2669098675251007,0.31011611223220825,0.1750069409608841,1.0000001192092896,0.180583193898201
(,0.23387731611728668,0.18979617953300476,0.33289089798927307,0.15903617441654205,0.19593769311904907,0.14655277132987976,0.3087427020072937,0.14926765859127045,0.1917618215084076,0.33289089798927307,0.1277567744255066,0.1432328224182129,0.15211588144302368,0.30882009863853455,0.14769044518470764,0.18417280912399292,0.35032153129577637,0.1835584193468094,0.2112622708082199,0.30882009863853455,0.33289089798927307,0.09513332694768906,0.35032153129577637,0.33289089798927307,0.26219114661216736,0.15211588144302368,0.40561532974243164
ak,0.19603665173053741,0.10770395398139954,0.1417618989944458,0.04348421096801758,0.2626937925815582,0.0949215292930603,0.17290571331977844,0.11522653698921204,0.06569401919841766,0.1417618989944458,0.011670625768601894,0.15004947781562805,0.1621815413236618,0.16201353073120117,0.15049093961715698,0.1286650002002716,0.10141601413488388,0.25477078557014465,0.06525751948356628,0.16201353073120117,0.1417618989944458,0.06151439622044563,0.10141601413488388,0.1417618989944458,0.135812446475029,0.1621815413236618,0.1817391812801361
),0.25356316566467285,0.18584993481636047,0.3456730246543884,0.17025743424892426,0.2044559121131897,0.15263929963111877,0.3326910734176636,0.1605358123779297,0.2052282840013504,0.3456730246543884,0.16838613152503967,0.14981858432292938,0.17016024887561798,0.31236231327056885,0.15421530604362488,0.19527244567871094,0.3680361211299896,0.19817118346691132,0.20447492599487305,0.31236231327056885,0.3456730246543884,0.09132054448127747,0.3680361211299896,0.3456730246543884,0.26121532917022705,0.17016024887561798,0.42300865054130554
to,0.4100138247013092,0.4452643394470215,0.535392165184021,0.23453715443611145,0.1475636065006256,0.28343796730041504,0.45010748505592346,0.2021344155073166,0.35544881224632263,0.535392165184021,0.20585036277770996,0.31056779623031616,0.22938482463359833,1.0,0.2586917579174042,0.28164729475975037,0.41548454761505127,0.1953994333744049,0.264421671628952,1.0,0.535392165184021,0.2928422689437866,0.41548454761505127,0.535392165184021,0.19477520883083344,0.22938482463359833,0.29463258385658264
