,how,many,rival,princes,were,involved,in,assassinating,gegeen,?
gegeen,0.2473866045475006,0.27644065022468567,0.1754647195339203,0.25194820761680603,0.3050399124622345,0.2050742655992508,0.28920337557792664,0.23016710579395294,1.0000001192092896,0.28029119968414307
was,0.16678167879581451,0.260356068611145,0.2730695903301239,0.16042394936084747,0.590133786201477,0.2577875554561615,0.45514053106307983,0.21452616155147552,0.2969592809677124,0.18412111699581146
assassinated,0.060304976999759674,0.1479264199733734,0.2388514280319214,0.26639068126678467,0.1899343878030777,0.25483283400535583,0.12839335203170776,0.9055063724517822,0.2436518520116806,0.1823584884405136
in,0.2601168751716614,0.41474202275276184,0.17891286313533783,0.1692461520433426,0.3815755248069763,0.2988407015800476,1.0,0.138563334941864,0.28920337557792664,0.20430970191955566
a,0.29312583804130554,0.2872205972671509,0.17400264739990234,0.12151805311441422,0.17203083634376526,0.2598431408405304,0.539380669593811,0.18867655098438263,0.2865634560585022,0.23916715383529663
coup,0.1522212028503418,0.1485443413257599,0.27912402153015137,0.2264995127916336,0.1846303939819336,0.2055419683456421,0.19842416048049927,0.4573664367198944,0.20403999090194702,0.1414787918329239
involving,0.20357953011989594,0.2604101300239563,0.18778833746910095,0.0844806581735611,0.27079081535339355,0.6198986172676086,0.3576067388057709,0.28015387058258057,0.1981368213891983,0.19034086167812347
five,0.20553050935268402,0.41084155440330505,0.14078451693058014,0.22008803486824036,0.37460240721702576,0.19685758650302887,0.3634254038333893,0.16853146255016327,0.28857681155204773,0.18342848122119904
princes,0.1424785554409027,0.2102082073688507,0.18861092627048492,1.0000001192092896,0.22037480771541595,0.09127393364906311,0.1692461520433426,0.25338470935821533,0.25194820761680603,0.10049814730882645
from,0.22939439117908478,0.33099696040153503,0.15283001959323883,0.16220255196094513,0.29991888999938965,0.1712687909603119,0.4274188280105591,0.13744884729385376,0.23901788890361786,0.19969791173934937
a,0.29312583804130554,0.2872205972671509,0.17400264739990234,0.12151805311441422,0.17203083634376526,0.2598431408405304,0.539380669593811,0.18867655098438263,0.2865634560585022,0.23916715383529663
rival,0.07722209393978119,0.15809953212738037,1.0,0.18861092627048492,0.2256588190793991,0.21874627470970154,0.17891286313533783,0.2625371217727661,0.1754647195339203,0.08066411316394806
faction,0.1294177621603012,0.2032933086156845,0.36763033270835876,0.17636190354824066,0.17365846037864685,0.38597866892814636,0.2360931783914566,0.34158438444137573,0.21841241419315338,0.15302874147891998
",",0.22659391164779663,0.40610817074775696,0.16514593362808228,0.22831332683563232,0.36755475401878357,0.3099522888660431,0.5201468467712402,0.22903670370578766,0.31814858317375183,0.31091248989105225
perhaps,0.39279240369796753,0.3372552990913391,0.12181920558214188,0.16149300336837769,0.22748801112174988,0.22851213812828064,0.2746174931526184,0.18979257345199585,0.24704116582870483,0.4211712181568146
steppe,0.15282250940799713,0.22492875158786774,0.13300283253192902,0.1683664172887802,0.18418769538402557,0.12639936804771423,0.18594466149806976,0.1866149604320526,0.27635568380355835,0.08960098773241043
elite,0.07515942305326462,0.13127365708351135,0.22830218076705933,0.23761236667633057,0.2653488516807556,0.14657820761203766,0.21455620229244232,0.16217036545276642,0.2757714092731476,0.0737992525100708
opposed,0.3634900152683258,0.2935362756252289,0.2179858237504959,0.1936040073633194,0.3341662585735321,0.41640669107437134,0.21999825537204742,0.2978464961051941,0.1969824731349945,0.23428945243358612
to,0.44169697165489197,0.40243685245513916,0.20049551129341125,0.23058465123176575,0.31913647055625916,0.24297703802585602,0.45010748505592346,0.2383909523487091,0.26907095313072205,0.29463258385658264
confucian,0.23723699152469635,0.23911814391613007,0.22569262981414795,0.2280910611152649,0.17619988322257996,0.19380666315555573,0.16217857599258423,0.25856393575668335,0.29235684871673584,0.19014938175678253
reforms,0.14902064204216003,0.234582781791687,0.1776735782623291,0.2618480622768402,0.26058444380760193,0.20890747010707855,0.21114581823349,0.29161447286605835,0.24304288625717163,0.09706777334213257
.,0.3287222981452942,0.3974229395389557,0.14835117757320404,0.21096853911876678,0.3378238379955292,0.25169795751571655,0.5591574311256409,0.2554970979690552,0.33113908767700195,0.4130953550338745
