,to,what,network,did,sabrina,the,teenage,witch,move,in,2000,?
2000,-0.05413077399134636,-0.10562582314014435,-0.010939844883978367,0.028451859951019287,0.11507569253444672,-0.015081177465617657,0.12137293815612793,0.05939736217260361,-0.15485315024852753,-0.0435720756649971,1.0,-0.0824366956949234
saw,0.2710057497024536,0.24788837134838104,0.11983077973127365,0.4446955919265747,0.14739300310611725,0.318278044462204,0.13086220622062683,0.14368750154972076,0.22791478037834167,0.24892163276672363,-0.03367283195257187,0.14690998196601868
the,0.535392165184021,0.42745697498321533,0.27187061309814453,0.34736719727516174,0.19646796584129333,1.0,0.2080013006925583,0.1809207648038864,0.29817628860473633,0.6662389636039734,-0.015081177465617657,0.22068053483963013
end,0.3229445815086365,0.29234179854393005,0.12521885335445404,0.18808481097221375,0.13310463726520538,0.39658910036087036,0.17685618996620178,0.19067302346229553,0.1964385062456131,0.28539085388183594,-0.0945628434419632,0.12543344497680664
of,0.41548454761505127,0.33290785551071167,0.21800683438777924,0.2513895630836487,0.16471263766288757,0.733189046382904,0.1730947345495224,0.11170749366283417,0.19058799743652344,0.5696388483047485,0.010344067588448524,0.1826142966747284
``,0.06720756739377975,0.008517155423760414,-0.02085288055241108,-0.029888948425650597,-0.07722751796245575,0.029072100296616554,-0.07622116804122925,-0.04111751541495323,0.027090899646282196,0.04765888676047325,-0.14137421548366547,0.0685480609536171
tgif,0.21771599352359772,0.283943235874176,0.2553120255470276,0.1461617797613144,0.20115457475185394,0.28913572430610657,0.19478268921375275,0.11174584180116653,0.25035813450813293,0.2538115680217743,-0.15180851519107819,0.3252810835838318
'',-0.009905828163027763,0.08143015950918198,0.022929158061742783,0.01978493109345436,-0.013256270438432693,0.041273195296525955,-0.003635590663179755,0.08444112539291382,-0.06323255598545074,0.07432962208986282,0.06590849906206131,0.018684765323996544
",",0.44245919585227966,0.3087472915649414,0.1932937651872635,0.3015086054801941,0.3177681267261505,0.4933079481124878,0.1923602968454361,0.1951259821653366,0.25767531991004944,0.5201468467712402,-0.03465369716286659,0.31091248989105225
which,0.5345056653022766,0.5261979103088379,0.27261900901794434,0.2750149369239807,0.12935607135295868,0.6521818041801453,0.1811484694480896,0.14654073119163513,0.2914038598537445,0.4840516746044159,-0.12876750528812408,0.25814583897590637
was,0.3636345863342285,0.22111038863658905,0.1994880586862564,0.41399896144866943,0.23242180049419403,0.48711544275283813,0.23444542288780212,0.1812441200017929,0.1574081927537918,0.45514053106307983,0.06843073666095734,0.18412111699581146
struggling,0.35651350021362305,0.2988741993904114,0.19960223138332367,0.25536519289016724,0.2463369369506836,0.26166340708732605,0.25858643651008606,0.11808575689792633,0.2631353735923767,0.2452503740787506,-0.07722660154104233,0.18256856501102448
to,1.0,0.455847829580307,0.25940340757369995,0.4452643394470215,0.12248773872852325,0.535392165184021,0.21666087210178375,0.2198176085948944,0.37858664989471436,0.45010748505592346,-0.05413077399134636,0.29463258385658264
find,0.42702093720436096,0.3539876639842987,0.17016646265983582,0.2662524878978729,0.11280927807092667,0.2696352005004883,0.2175103724002838,0.21481826901435852,0.3124966025352478,0.2040027230978012,-0.09171687811613083,0.30313602089881897
new,0.33159172534942627,0.2130378633737564,0.18174515664577484,0.227974995970726,0.14930464327335358,0.3845241069793701,0.14056052267551422,0.1297481656074524,0.16426461935043335,0.3758552670478821,0.058862295001745224,0.14782847464084625
hits,0.1845501810312271,0.22194896638393402,0.13812746107578278,0.19305354356765747,0.14848646521568298,0.2569194734096527,0.1780637800693512,0.10372354835271835,0.2620152533054352,0.18111614882946014,-0.11434925347566605,0.18031644821166992
(,0.30882009863853455,0.2411840260028839,0.20757101476192474,0.18979617953300476,0.260358989238739,0.33289089798927307,0.11522212624549866,0.07874944806098938,0.1582125574350357,0.3087427020072937,-0.01192599069327116,0.40561532974243164
with,0.4239959120750427,0.2464839518070221,0.2153671681880951,0.25472134351730347,0.2044857144355774,0.4223487675189972,0.21391284465789795,0.14270123839378357,0.20194293558597565,0.4080928862094879,-0.09037184715270996,0.2433311939239502
boy,0.1953747272491455,0.2377057820558548,0.17473548650741577,0.21114294230937958,0.17098282277584076,0.21782036125659943,0.44901043176651,0.222525954246521,0.13298603892326355,0.1783042699098587,0.09894929081201553,0.1530727595090866
meets,0.2447846382856369,0.20915564894676208,0.1474875956773758,0.16848677396774292,0.23101873695850372,0.28454074263572693,0.23997579514980316,0.25121694803237915,0.1543964445590973,0.17903493344783783,0.034081727266311646,0.16143257915973663
world,0.26213452219963074,0.21669597923755646,0.15614745020866394,0.1944720596075058,0.19417442381381989,0.33604270219802856,0.20281413197517395,0.15012279152870178,0.15443255007266998,0.3038199245929718,-0.16550295054912567,0.17579582333564758
and,0.48971283435821533,0.31309178471565247,0.27591994404792786,0.34479495882987976,0.29842451214790344,0.5171257257461548,0.20996850728988647,0.15920087695121765,0.2671177089214325,0.4954058527946472,-0.004737076815217733,0.20544172823429108
sabrina,0.12248773872852325,0.14317470788955688,0.23515455424785614,0.13209648430347443,1.0,0.19646796584129333,0.42681971192359924,0.34339597821235657,0.1516541987657547,0.2052907645702362,0.11507569253444672,0.15246722102165222
