,according,to,oxfam,",",the,85,richest,people,have,wealth,equal,to,how,many,average,people,?
a,0.239227756857872,0.45503583550453186,0.26425090432167053,0.427140474319458,0.5829201340675354,-0.011908868327736855,0.19698546826839447,0.3483705520629883,0.338716596364975,0.20101723074913025,0.22565314173698425,0.45503583550453186,0.29312583804130554,0.2872205972671509,0.23812800645828247,0.3483705520629883,0.23916715383529663
january,0.14812184870243073,0.20270398259162903,0.1725798398256302,0.4213674068450928,0.2467057853937149,0.0814346969127655,0.18470238149166107,0.2261478751897812,0.15265308320522308,0.09754694998264313,0.06202567368745804,0.20270398259162903,0.11096196621656418,0.11292167752981186,0.16250571608543396,0.2261478751897812,0.28608936071395874
2014,0.05092800036072731,0.016496146097779274,-0.010828926227986813,0.19350162148475647,0.059490643441677094,0.09955468773841858,0.09188402444124222,0.01076966617256403,-0.018927626311779022,0.034933775663375854,-0.00883830152451992,0.016496146097779274,0.06244484707713127,-0.02496628649532795,0.041645295917987823,0.01076966617256403,0.058127544820308685
report,0.3265698254108429,0.2559358477592468,0.27925601601600647,0.250803142786026,0.2556745111942291,0.060110874474048615,0.18847770988941193,0.22842375934123993,0.2797522246837616,0.17565028369426727,0.14908462762832642,0.2559358477592468,0.2084086388349533,0.17323614656925201,0.20708073675632477,0.22842375934123993,0.3138936758041382
by,0.2975466847419739,0.33534231781959534,0.2317522168159485,0.3680937886238098,0.4408751428127289,0.08115484565496445,0.18735913932323456,0.20350977778434753,0.3359639644622803,0.1584445983171463,0.1471099853515625,0.33534231781959534,0.34370526671409607,0.3409687578678131,0.15240925550460815,0.20350977778434753,0.17966607213020325
oxfam,0.1973348706960678,0.27467039227485657,1.0,0.2046637237071991,0.2714040279388428,-0.0025829016231000423,0.29310429096221924,0.21007446944713593,0.21498869359493256,0.27700603008270264,0.16735494136810303,0.27467039227485657,0.24343852698802948,0.29807594418525696,0.11088749766349792,0.21007446944713593,0.19253410398960114
claims,0.28700509667396545,0.27401837706565857,0.28080302476882935,0.24985520541667938,0.24698559939861298,-0.047076672315597534,0.21079309284687042,0.19269390404224396,0.2515251934528351,0.23014017939567566,0.14762645959854126,0.27401837706565857,0.15778739750385284,0.1896159052848816,0.0751982182264328,0.19269390404224396,0.18741291761398315
that,0.29146862030029297,0.5436353087425232,0.2705768644809723,0.4137537479400635,0.5473989248275757,0.06371890008449554,0.19265452027320862,0.3621441423892975,0.6182622313499451,0.256238728761673,0.32840782403945923,0.5436353087425232,0.557814359664917,0.5391656160354614,0.2513456642627716,0.3621441423892975,0.32716336846351624
the,0.3202974498271942,0.535392165184021,0.2714040279388428,0.4933079481124878,1.0,0.0036199199967086315,0.27766263484954834,0.36838498711586,0.40389683842658997,0.24999672174453735,0.21154357492923737,0.535392165184021,0.33890387415885925,0.4335206151008606,0.27058175206184387,0.36838498711586,0.22068053483963013
85,0.016675181686878204,0.06427568197250366,-0.0025829016231000423,0.08846454322338104,0.0036199199967086315,1.0000001192092896,0.0790039598941803,-0.09366471320390701,-0.007768310606479645,0.11813367903232574,0.09847962856292725,0.06427568197250366,0.0785369947552681,-0.00744324317201972,0.04147082194685936,-0.09366471320390701,0.09080518037080765
