,what,has,had,a,negative,impact,on,the,labor,markets,in,the,us,?
sociologist,0.18964916467666626,0.10146039724349976,0.16812211275100708,0.18334417045116425,0.1618957668542862,0.1166868582367897,0.16059866547584534,0.14262931048870087,0.2374967485666275,0.14852699637413025,0.19697228074073792,0.14262931048870087,0.04395551234483719,0.19079925119876862
jake,0.10013604164123535,0.16017261147499084,0.1593058705329895,0.19892047345638275,0.1087803766131401,0.17887701094150543,0.159537672996521,0.12908777594566345,0.18112368881702423,0.05591621622443199,0.1564447581768036,0.12908777594566345,0.2179107964038849,0.11309002339839935
rosenfield,0.17624549567699432,0.15829835832118988,0.20978668332099915,0.23328417539596558,0.12330165505409241,0.11815309524536133,0.26611825823783875,0.23885850608348846,0.17212311923503876,0.20474573969841003,0.28140541911125183,0.23885850608348846,0.22514210641384125,0.16987739503383636
of,0.33290785551071167,0.3909035325050354,0.37755560874938965,0.5052502155303955,0.17049510776996613,0.21139270067214966,0.3966929316520691,0.733189046382904,0.23769748210906982,0.17050357162952423,0.5696388483047485,0.733189046382904,0.23568789660930634,0.1826142966747284
the,0.42745697498321533,0.4177538752555847,0.3875846862792969,0.5829201340675354,0.1981879472732544,0.22336715459823608,0.5107308030128479,1.0,0.21506793797016144,0.23818166553974152,0.6662389636039734,1.0,0.25727739930152893,0.22068053483963013
university,0.20256435871124268,0.21257302165031433,0.19278541207313538,0.20256656408309937,0.09128900617361069,0.13329920172691345,0.18291500210762024,0.263973206281662,0.15020404756069183,0.11808540672063828,0.3201795518398285,0.263973206281662,0.16072718799114227,0.11887256056070328
of,0.33290785551071167,0.3909035325050354,0.37755560874938965,0.5052502155303955,0.17049510776996613,0.21139270067214966,0.3966929316520691,0.733189046382904,0.23769748210906982,0.17050357162952423,0.5696388483047485,0.733189046382904,0.23568789660930634,0.1826142966747284
washington,0.1399664729833603,0.15656651556491852,0.20545783638954163,0.17264322936534882,0.12173321098089218,0.16614244878292084,0.24410521984100342,0.24987076222896576,0.17746247351169586,0.1509716659784317,0.24838601052761078,0.24987076222896576,0.2568507790565491,0.157786026597023
asserts,0.2919406294822693,0.25206369161605835,0.09921156615018845,0.26332420110702515,0.23254522681236267,0.1757698953151703,0.21575570106506348,0.26400792598724365,0.0636410340666771,0.18274924159049988,0.2145354300737381,0.26400792598724365,0.18984265625476837,0.2607457637786865
that,0.6297725439071655,0.41272613406181335,0.4407361149787903,0.47537946701049805,0.31471964716911316,0.3073127269744873,0.42569106817245483,0.5473989248275757,0.2010195255279541,0.2364654839038849,0.435920387506485,0.5473989248275757,0.282404363155365,0.32716336846351624
the,0.42745697498321533,0.4177538752555847,0.3875846862792969,0.5829201340675354,0.1981879472732544,0.22336715459823608,0.5107308030128479,1.0,0.21506793797016144,0.23818166553974152,0.6662389636039734,1.0,0.25727739930152893,0.22068053483963013
decline,0.2257683128118515,0.2097615897655487,0.2770897150039673,0.1839693933725357,0.18735724687576294,0.32638826966285706,0.17766164243221283,0.2774365544319153,0.150962695479393,0.2705029845237732,0.2551143169403076,0.2774365544319153,0.1382918655872345,0.131937175989151
of,0.33290785551071167,0.3909035325050354,0.37755560874938965,0.5052502155303955,0.17049510776996613,0.21139270067214966,0.3966929316520691,0.733189046382904,0.23769748210906982,0.17050357162952423,0.5696388483047485,0.733189046382904,0.23568789660930634,0.1826142966747284
organized,0.19144229590892792,0.104322649538517,0.23125435411930084,0.27240991592407227,0.11481454223394394,0.1496793031692505,0.2290174514055252,0.28001853823661804,0.23234403133392334,0.21545003354549408,0.3264932334423065,0.28001853823661804,0.16471590101718903,0.10524328798055649
labor,0.1943984031677246,0.07829708606004715,0.19909201562404633,0.17354394495487213,0.18224917352199554,0.2033383548259735,0.17969153821468353,0.21506793797016144,0.9999999403953552,0.2840057611465454,0.1950610727071762,0.21506793797016144,0.2111590951681137,0.19386747479438782
in,0.30808621644973755,0.4173259735107422,0.385026752948761,0.539380669593811,0.17476117610931396,0.18933768570423126,0.46853652596473694,0.6662389636039734,0.1950610727071762,0.2811138927936554,1.0,0.6662389636039734,0.19746538996696472,0.20430970191955566
the,0.42745697498321533,0.4177538752555847,0.3875846862792969,0.5829201340675354,0.1981879472732544,0.22336715459823608,0.5107308030128479,1.0,0.21506793797016144,0.23818166553974152,0.6662389636039734,1.0,0.25727739930152893,0.22068053483963013
united,0.20036718249320984,0.17934498190879822,0.1966206431388855,0.2732578217983246,0.1493879109621048,0.2372106909751892,0.2703288793563843,0.34367692470550537,0.26788535714149475,0.2074420005083084,0.3938477039337158,0.34367692470550537,0.4374046325683594,0.17266890406608582
states,0.21526020765304565,0.1958659142255783,0.19475843012332916,0.24708621203899384,0.15169280767440796,0.21401570737361908,0.2692825198173523,0.3463578522205353,0.27212852239608765,0.22538770735263824,0.3977442979812622,0.3463578522205353,0.4605454206466675,0.16272737085819244
has,0.20338068902492523,1.0,0.5787927508354187,0.4670248031616211,0.19049720466136932,0.20220687985420227,0.34604379534721375,0.4177538752555847,0.07829708606004715,0.16566886007785797,0.4173259735107422,0.4177538752555847,0.16496556997299194,0.15994466841220856
played,0.14831039309501648,0.28873568773269653,0.2842930257320404,0.2472371906042099,0.04909112676978111,0.10251487046480179,0.19030924141407013,0.2603478729724884,0.11441043764352798,0.1475277990102768,0.27605336904525757,0.2603478729724884,0.1291903406381607,0.14096300303936005
a,0.3320399522781372,0.4670248031616211,0.34897568821907043,1.0,0.22058971226215363,0.24985632300376892,0.3848365545272827,0.5829201340675354,0.17354394495487213,0.1907232105731964,0.539380669593811,0.5829201340675354,0.1862444281578064,0.23916715383529663
more,0.3484537899494171,0.3442428410053253,0.35322055220603943,0.3452818691730499,0.24461065232753754,0.26412034034729004,0.37351730465888977,0.39758381247520447,0.20751836895942688,0.24378594756126404,0.32563260197639465,0.39758381247520447,0.2442309558391571,0.27894994616508484
significant,0.24268144369125366,0.30761855840682983,0.25557491183280945,0.2793380320072174,0.2927950918674469,0.3407161235809326,0.25197988748550415,0.35524800419807434,0.16373291611671448,0.21367688477039337,0.3551969528198242,0.35524800419807434,0.18304209411144257,0.18679562211036682
role,0.22614215314388275,0.17958451807498932,0.185559943318367,0.22880133986473083,0.1800348460674286,0.21174010634422302,0.16022825241088867,0.26607486605644226,0.11341957002878189,0.17330288887023926,0.243671715259552,0.26607486605644226,0.08625541627407074,0.18676944077014923
in,0.30808621644973755,0.4173259735107422,0.385026752948761,0.539380669593811,0.17476117610931396,0.18933768570423126,0.46853652596473694,0.6662389636039734,0.1950610727071762,0.2811138927936554,1.0,0.6662389636039734,0.19746538996696472,0.20430970191955566
expanding,0.34628334641456604,0.32467445731163025,0.2826206088066101,0.2764478623867035,0.17480385303497314,0.27635324001312256,0.24212369322776794,0.3361387550830841,0.11228697746992111,0.2533940076828003,0.2770040035247803,0.3361387550830841,0.1831958144903183,0.23633244633674622
the,0.42745697498321533,0.4177538752555847,0.3875846862792969,0.5829201340675354,0.1981879472732544,0.22336715459823608,0.5107308030128479,1.0,0.21506793797016144,0.23818166553974152,0.6662389636039734,1.0,0.25727739930152893,0.22068053483963013
income,0.21837803721427917,0.20378613471984863,0.21663664281368256,0.2084353119134903,0.2059604525566101,0.25017058849334717,0.12938405573368073,0.23699946701526642,0.28508612513542175,0.29480406641960144,0.1795814335346222,0.23699946701526642,0.208731010556221,0.14935168623924255
gap,0.17691411077976227,0.1519012600183487,0.20540878176689148,0.22175835072994232,0.1264386773109436,0.23430411517620087,0.12189792096614838,0.27986636757850647,0.06279081851243973,0.1928243786096573,0.1954546719789505,0.27986636757850647,0.16522429883480072,0.09251954406499863
than,0.29388150572776794,0.32792407274246216,0.3192967474460602,0.3126874566078186,0.23899897933006287,0.2485632598400116,0.2864885926246643,0.3227543234825134,0.18187271058559418,0.21568982303142548,0.3270052373409271,0.3227543234825134,0.22856514155864716,0.24917294085025787
technological,0.22749881446361542,0.19947804510593414,0.15573938190937042,0.2389223277568817,0.17233696579933167,0.27744826674461365,0.20753009617328644,0.27225103974342346,0.22417253255844116,0.3644896149635315,0.26757490634918213,0.27225103974342346,0.2159881293773651,0.1312418282032013
changes,0.2740466892719269,0.2700992822647095,0.19273187220096588,0.26482418179512024,0.22128413617610931,0.25249046087265015,0.30173325538635254,0.3427845537662506,0.15748266875743866,0.1747131049633026,0.226434126496315,0.3427845537662506,0.16480346024036407,0.21264225244522095
and,0.31309178471565247,0.43716782331466675,0.3872550129890442,0.3739250600337982,0.19922970235347748,0.19650109112262726,0.4077630043029785,0.5171257257461548,0.22200584411621094,0.2580149173736572,0.4954058527946472,0.5171257257461548,0.25715014338493347,0.20544172823429108
globalization,0.23963014781475067,0.21307532489299774,0.15877246856689453,0.22028660774230957,0.2867982089519501,0.3579912781715393,0.19945162534713745,0.2319410741329193,0.32413071393966675,0.41763660311698914,0.17584733664989471,0.2319410741329193,0.24361315369606018,0.2572137415409088
",",0.3087472915649414,0.3734780251979828,0.35487717390060425,0.427140474319458,0.18075795471668243,0.2012101411819458,0.49057599902153015,0.4933079481124878,0.2110631912946701,0.24350304901599884,0.5201468467712402,0.4933079481124878,0.3120202422142029,0.31091248989105225
which,0.5261979103088379,0.4350704550743103,0.3188965916633606,0.56894451379776,0.2724097967147827,0.29357287287712097,0.4245251417160034,0.6521818041801453,0.2094700187444687,0.24139980971813202,0.4840516746044159,0.6521818041801453,0.24368898570537567,0.25814583897590637
were,0.22298263013362885,0.2784052789211273,0.6150832772254944,0.17203083634376526,0.14079375565052032,0.1984681934118271,0.2774328887462616,0.3906462490558624,0.21539801359176636,0.22451873123645782,0.3815755248069763,0.3906462490558624,0.16323788464069366,0.17890112102031708
also,0.42747777700424194,0.505894660949707,0.4027194678783417,0.5149940252304077,0.21834395825862885,0.24129410088062286,0.3762153089046478,0.6021018624305725,0.18452893197536469,0.27158498764038086,0.5073733329772949,0.6021018624305725,0.20712785422801971,0.21848613023757935
experienced,0.37686559557914734,0.2546442449092865,0.3561423122882843,0.2929893136024475,0.25102499127388,0.30940258502960205,0.2682274878025055,0.26857760548591614,0.19528982043266296,0.16819226741790771,0.25524765253067017,0.26857760548591614,0.21906930208206177,0.23420310020446777
by,0.2455483376979828,0.3254803419113159,0.37294110655784607,0.32094135880470276,0.19438643753528595,0.17438781261444092,0.33887791633605957,0.4408751428127289,0.18895922601222992,0.1262868195772171,0.370934396982193,0.4408751428127289,0.1641579419374466,0.17966607213020325
other,0.341873437166214,0.3162766396999359,0.30737367272377014,0.2806335389614105,0.2659565806388855,0.23121368885040283,0.3410046398639679,0.44152235984802246,0.16463498771190643,0.2675739526748657,0.39989137649536133,0.44152235984802246,0.2157169133424759,0.24682199954986572
industrialized,0.1756548136472702,0.24386869370937347,0.2684157192707062,0.25638556480407715,0.1860470473766327,0.25253525376319885,0.19438432157039642,0.30628761649131775,0.26636186242103577,0.4246617555618286,0.33441880345344543,0.30628761649131775,0.15756337344646454,0.07084181904792786
nations,0.19211222231388092,0.1980651617050171,0.21610978245735168,0.1973731815814972,0.06814680248498917,0.20059828460216522,0.2307199388742447,0.3506215214729309,0.26833251118659973,0.2838498055934906,0.259304404258728,0.3506215214729309,0.20724640786647797,0.20999202132225037
that,0.6297725439071655,0.41272613406181335,0.4407361149787903,0.47537946701049805,0.31471964716911316,0.3073127269744873,0.42569106817245483,0.5473989248275757,0.2010195255279541,0.2364654839038849,0.435920387506485,0.5473989248275757,0.282404363155365,0.32716336846351624
did,0.4259131848812103,0.2124989777803421,0.540525496006012,0.2552328109741211,0.19824689626693726,0.2040126919746399,0.2670976221561432,0.34736719727516174,0.15270835161209106,0.16989949345588684,0.2593238651752472,0.34736719727516174,0.23250600695610046,0.3023456633090973
n't,-0.07036374509334564,-0.0160528514534235,-0.058023352175951004,0.013574101030826569,-0.0007496537873521447,-0.021880365908145905,0.023764533922076225,-0.11449059844017029,-0.01216045394539833,-0.06940005719661713,-0.0012929976219311357,-0.11449059844017029,-0.03617217764258385,0.07068326324224472
experience,0.3894727826118469,0.21613524854183197,0.28248870372772217,0.2513456344604492,0.24966514110565186,0.3019387125968933,0.26401418447494507,0.21682339906692505,0.17440669238567352,0.1906934231519699,0.19806437194347382,0.21682339906692505,0.24361594021320343,0.25203612446784973
