,what,is,kenya,'s,hdi,?
although,0.24844598770141602,0.301360160112381,0.11766556650400162,0.06846998631954193,0.075412318110466,0.15541206300258636
kenya,0.18398970365524292,0.17591087520122528,1.0,-0.02908705547451973,0.17894549667835236,0.17197901010513306
is,0.28837618231773376,1.0,0.17591087520122528,0.02396530658006668,0.1657731533050537,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,0.21657514572143555,-0.01540423184633255,0.1322721242904663,0.22068053483963013
biggest,0.1501782387495041,0.3216690123081207,0.14455613493919373,0.04258571192622185,0.17013049125671387,0.11438456177711487
and,0.31309178471565247,0.3859752118587494,0.20742860436439514,0.06895173341035843,0.18150435388088226,0.20544172823429108
most,0.3219912350177765,0.41165053844451904,0.13890406489372253,0.024445664137601852,0.21552729606628418,0.2107497900724411
advanced,0.1988004893064499,0.14119109511375427,0.17294400930404663,0.00425723334774375,0.16828162968158722,0.1806638389825821
economy,0.21764783561229706,0.2698528468608856,0.20317700505256653,0.05879175290465355,0.37598031759262085,0.11486924439668655
in,0.30808621644973755,0.5394441485404968,0.23621977865695953,-0.037580832839012146,0.1262965351343155,0.20430970191955566
east,0.19840149581432343,0.2596127688884735,0.2637212574481964,0.05105345696210861,0.13410677015781403,0.10070597380399704
and,0.31309178471565247,0.3859752118587494,0.20742860436439514,0.06895173341035843,0.18150435388088226,0.20544172823429108
central,0.17723965644836426,0.273421049118042,0.14939020574092865,-0.03171226754784584,0.1499721109867096,0.14787602424621582
africa,0.19696469604969025,0.18992355465888977,0.4904056489467621,0.0768766924738884,0.20143698155879974,0.12926554679870605
",",0.3087472915649414,0.4691906273365021,0.23432263731956482,-0.0016132977325469255,0.16195309162139893,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.20742860436439514,0.06895173341035843,0.18150435388088226,0.20544172823429108
has,0.20338068902492523,0.5668748617172241,0.18851779401302338,-0.040683966130018234,0.19869402050971985,0.15994466841220856
an,0.2821882665157318,0.4654068350791931,0.1525012105703354,0.025255560874938965,0.13132956624031067,0.19793890416622162
affluent,0.262390673160553,0.27484479546546936,0.19542841613292694,-0.01573607325553894,0.17775961756706238,0.20516721904277802
urban,0.11040108650922775,0.21051234006881714,0.11017724871635437,0.04065892472863197,0.3027558922767639,0.13119809329509735
minority,0.18657594919204712,0.18031680583953857,0.24083943665027618,0.02185133472084999,0.20245803892612457,0.22200141847133636
",",0.3087472915649414,0.4691906273365021,0.23432263731956482,-0.0016132977325469255,0.16195309162139893,0.31091248989105225
it,0.45803478360176086,0.6328473687171936,0.11538690328598022,0.06608816236257553,0.14225897192955017,0.25732165575027466
has,0.20338068902492523,0.5668748617172241,0.18851779401302338,-0.040683966130018234,0.19869402050971985,0.15994466841220856
a,0.3320399522781372,0.658733606338501,0.1701713502407074,0.04866964742541313,0.10195395350456238,0.23916715383529663
human,0.24243313074111938,0.22481991350650787,0.1396457850933075,0.03975607082247734,0.21187272667884827,0.19748784601688385
development,0.19014155864715576,0.2293442040681839,0.16040349006652832,0.004789014346897602,0.30534061789512634,0.1211358830332756
index,0.21440383791923523,0.20617040991783142,0.014956728555262089,-0.04121491685509682,0.3356047570705414,0.2477751076221466
(,0.2411840260028839,0.35393038392066956,0.10727446526288986,0.0012731997994706035,0.2618206739425659,0.40561532974243164
hdi,0.14369426667690277,0.1657731533050537,0.17894549667835236,0.08168277889490128,0.9999999403953552,0.19189578294754028
),0.26259949803352356,0.37732169032096863,0.12372948974370956,0.021107977256178856,0.27297666668891907,0.42300865054130554
of,0.33290785551071167,0.4854315221309662,0.22226637601852417,-0.03817026689648628,0.13349516689777374,0.1826142966747284
0.519,0.16867327690124512,0.023227669298648834,-0.06859815120697021,-0.0985378548502922,0.053148869425058365,0.13122263550758362
",",0.3087472915649414,0.4691906273365021,0.23432263731956482,-0.0016132977325469255,0.16195309162139893,0.31091248989105225
ranked,0.15636610984802246,0.180992990732193,0.08816644549369812,0.0652458518743515,0.2837442457675934,0.12953443825244904
145,-0.013015344738960266,0.02812410518527031,-0.03805568441748619,0.02277206815779209,0.09491577744483948,-0.0949564129114151
out,0.3633197546005249,0.2817855477333069,0.10362929105758667,0.0021837172098457813,0.0751136839389801,0.22020699083805084
of,0.33290785551071167,0.4854315221309662,0.22226637601852417,-0.03817026689648628,0.13349516689777374,0.1826142966747284
186,0.1126410961151123,0.0851324200630188,0.036697592586278915,-0.011393694207072258,0.10469506680965424,0.0848541185259819
in,0.30808621644973755,0.5394441485404968,0.23621977865695953,-0.037580832839012146,0.1262965351343155,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.21657514572143555,-0.01540423184633255,0.1322721242904663,0.22068053483963013
world,0.21669597923755646,0.24458536505699158,0.19910317659378052,0.11877062171697617,0.12058211117982864,0.17579582333564758
.,0.3567904531955719,0.4569662809371948,0.24234211444854736,-0.003708066651597619,0.19142036139965057,0.4130953550338745
