,when,was,bskyb,'s,digital,service,launched,?
bskyb,0.14459176361560822,0.21192802488803864,1.0000001192092896,0.046084970235824585,0.2244831621646881,0.1887708604335785,0.13235531747341156,0.2979319989681244
's,-0.03368149697780609,0.008974763564765453,0.046084970235824585,0.9999999403953552,0.14468993246555328,0.017307469621300697,-0.01740374229848385,-0.023395681753754616
digital,0.11012646555900574,0.14947694540023804,0.2244831621646881,0.14468993246555328,1.0000001192092896,0.2400941252708435,0.2442242056131363,0.12982943654060364
service,0.23540960252285004,0.22689001262187958,0.1887708604335785,0.017307469621300697,0.2400941252708435,0.9999998807907104,0.29664507508277893,0.1676298975944519
was,0.37326499819755554,1.0000001192092896,0.21192802488803864,0.008974763564765453,0.14947694540023804,0.22689001262187958,0.28489428758621216,0.18412111699581146
officially,0.3171864151954651,0.4353274703025818,0.22602339088916779,-0.010966640897095203,0.10635960102081299,0.24186423420906067,0.2689586579799652,0.15603435039520264
launched,0.20492124557495117,0.28489428758621216,0.13235531747341156,-0.01740374229848385,0.2442242056131363,0.29664507508277893,1.0,0.1803835779428482
on,0.37706470489501953,0.3909217119216919,0.13935911655426025,0.0026888418942689896,0.2216719537973404,0.21384719014167786,0.3055371642112732,0.2714994251728058
1,-0.2683585286140442,-0.2275921255350113,-0.15952734649181366,0.003928052727133036,-0.16289103031158447,-0.12019693851470947,-0.10580318421125412,-0.249979168176651
october,0.273419588804245,0.4627581834793091,0.25201866030693054,-0.06886140257120132,0.09464576095342636,0.17860540747642517,0.20314474403858185,0.29706719517707825
1998,-0.02254817821085453,0.04920116811990738,-0.009054526686668396,-0.03841366618871689,-0.03832988068461418,0.054127831012010574,0.07228998094797134,0.11714459210634232
under,0.3172987401485443,0.2672741413116455,0.14209198951721191,-0.03376881033182144,0.11962705850601196,0.1333308219909668,0.1922302097082138,0.18233340978622437
the,0.5091903209686279,0.48711544275283813,0.20915858447551727,-0.01540423184633255,0.18361380696296692,0.22661015391349792,0.2547066807746887,0.22068053483963013
name,0.24618172645568848,0.2646567225456238,0.2800062596797943,0.08507627248764038,0.07755120098590851,0.16454491019248962,0.14127685129642487,0.15381577610969543
sky,0.22495415806770325,0.181777685880661,0.2902737259864807,0.054967135190963745,0.24256861209869385,0.09141623228788376,0.2275601327419281,0.11270341277122498
digital,0.11012646555900574,0.14947694540023804,0.2244831621646881,0.14468993246555328,1.0000001192092896,0.2400941252708435,0.2442242056131363,0.12982943654060364
",",0.36674630641937256,0.45456063747406006,0.2852807641029358,-0.0016132977325469255,0.17865565419197083,0.2389259785413742,0.222664475440979,0.31091248989105225
although,0.3650384247303009,0.3711436688899994,0.13820099830627441,0.06846998631954193,0.16362999379634857,0.1530681848526001,0.13487355411052704,0.15541206300258636
small-scale,0.2916907072067261,0.23529604077339172,0.34871959686279297,0.05164681375026703,0.21672844886779785,0.20128224790096283,0.202946275472641,0.24689990282058716
tests,0.24988065659999847,0.14645828306674957,0.15777315199375153,0.009089943021535873,0.12766355276107788,0.16647043824195862,0.23527897894382477,0.18650490045547485
were,0.29649975895881653,0.590133786201477,0.13574530184268951,0.007088581565767527,0.1534881591796875,0.15802285075187683,0.19473113119602203,0.17890112102031708
carried,0.2538551390171051,0.2901332974433899,0.07912509143352509,-0.015492361038923264,0.09272952377796173,0.21375110745429993,0.35375750064849854,0.1305524855852127
out,0.45263928174972534,0.28168347477912903,0.10432776808738708,0.0021837172098457813,0.08289622515439987,0.11581319570541382,0.1644309163093567,0.22020699083805084
before,0.5650408267974854,0.38607707619667053,0.17232394218444824,-0.01158253662288189,0.15456891059875488,0.21132202446460724,0.1788211464881897,0.2507109045982361
then,0.6026323437690735,0.27044644951820374,0.16937506198883057,0.010921895503997803,0.14893829822540283,0.1748211532831192,0.20383025705814362,0.2884598970413208
.,0.475719153881073,0.40146201848983765,0.2844841778278351,-0.003708066651597619,0.1748691350221634,0.2115515172481537,0.21241185069084167,0.4130953550338745
