,what,network,approached,walt,disney,about,producing,color,broadcasts,of,his,anthology,series,?
walt,0.1869807094335556,0.25070327520370483,0.14767253398895264,0.9999999403953552,0.8116229772567749,0.15458449721336365,0.2097536027431488,0.10542687773704529,0.27541860938072205,0.21986570954322815,0.2717784345149994,0.35435083508491516,0.27691206336021423,0.18540392816066742
disney,0.19632026553153992,0.28231924772262573,0.10971800237894058,0.8116229772567749,1.0,0.17903445661067963,0.21043214201927185,0.12711575627326965,0.2827221751213074,0.19926400482654572,0.25793975591659546,0.29018303751945496,0.3113691210746765,0.22150784730911255
was,0.22111038863658905,0.1994880586862564,0.2790989577770233,0.28954240679740906,0.22590678930282593,0.2577359974384308,0.18193523585796356,0.15961390733718872,0.2203526496887207,0.4069072902202606,0.4405253231525421,0.27746060490608215,0.2261398285627365,0.18412111699581146
approached,0.27042022347450256,0.0851784348487854,1.0000001192092896,0.14767253398895264,0.10971800237894058,0.2989373803138733,0.18237550556659698,0.12157725542783737,0.10855051130056381,0.21413658559322357,0.24393941462039948,0.17350514233112335,0.12337643653154373,0.1428859978914261
by,0.2455483376979828,0.214903324842453,0.2452898472547531,0.2725091576576233,0.20869913697242737,0.30091190338134766,0.23361361026763916,0.1992429792881012,0.1967182606458664,0.3646814823150635,0.3107621967792511,0.2193632870912552,0.267352432012558,0.17966607213020325
nbc,0.1638578325510025,0.4656192362308502,0.1153225377202034,0.4019544720649719,0.4057736098766327,0.13603484630584717,0.16308031976222992,0.17240485548973083,0.5642530918121338,0.12012486904859543,0.19068649411201477,0.23156876862049103,0.4281459450721741,0.1680917739868164
to,0.455847829580307,0.25940340757369995,0.3242489993572235,0.24481339752674103,0.23984374105930328,0.391953706741333,0.19771678745746613,0.2497486025094986,0.2217693328857422,0.41548454761505127,0.3715193271636963,0.16299360990524292,0.19879554212093353,0.29463258385658264
produce,0.1685742735862732,0.1738414615392685,0.17257638275623322,0.28286340832710266,0.22838257253170013,0.19470475614070892,0.7094037532806396,0.21833482384681702,0.16830675303936005,0.19541172683238983,0.12907864153385162,0.14558540284633636,0.16570691764354706,0.19229066371917725
color,0.2746529281139374,0.167613685131073,0.12157725542783737,0.10542687773704529,0.12711575627326965,0.1730925589799881,0.20463675260543823,1.0,0.17300757765769958,0.1876296103000641,0.12265743315219879,0.19985900819301605,0.21274156868457794,0.21299609541893005
broadcasts,0.17804105579853058,0.5427343845367432,0.10855051130056381,0.27541860938072205,0.2827221751213074,0.23202572762966156,0.17752572894096375,0.17300757765769958,1.0000001192092896,0.2108854353427887,0.1993914544582367,0.21907185018062592,0.37038159370422363,0.1364026516675949
of,0.33290785551071167,0.21800683438777924,0.21413658559322357,0.21986570954322815,0.19926400482654572,0.40939709544181824,0.22011449933052063,0.1876296103000641,0.2108854353427887,1.0,0.38364991545677185,0.2662479877471924,0.22268271446228027,0.1826142966747284
his,0.26976513862609863,0.13198250532150269,0.24393941462039948,0.2717784345149994,0.25793975591659546,0.24169853329658508,0.24044479429721832,0.12265743315219879,0.1993914544582367,0.38364991545677185,0.9999998807907104,0.24928922951221466,0.23445890843868256,0.18075084686279297
anthology,0.19700226187705994,0.13667987287044525,0.17350514233112335,0.35435083508491516,0.29018303751945496,0.2506338059902191,0.14952532947063446,0.19985900819301605,0.21907185018062592,0.2662479877471924,0.24928922951221466,0.9999998807907104,0.3031176030635834,0.18870647251605988
series,0.17328087985515594,0.38316288590431213,0.12337643653154373,0.27691206336021423,0.3113691210746765,0.19678106904029846,0.185525581240654,0.21274156868457794,0.37038159370422363,0.22268271446228027,0.23445890843868256,0.3031176030635834,1.0000001192092896,0.1709602326154709
(,0.2411840260028839,0.20757101476192474,0.10961318761110306,0.13113468885421753,0.13315561413764954,0.27495184540748596,0.09330081194639206,0.2203475683927536,0.25388914346694946,0.35032153129577637,0.16098198294639587,0.23423270881175995,0.21145714819431305,0.40561532974243164
which,0.5261979103088379,0.27261900901794434,0.2301563173532486,0.23183803260326385,0.22318677604198456,0.4059852957725525,0.4155447483062744,0.26011791825294495,0.27346399426460266,0.5011631846427917,0.32283493876457214,0.26039329171180725,0.2484029233455658,0.25814583897590637
