,when,was,there,an,attempt,to,reform,the,law,of,the,eu,?
following,0.3263498842716217,0.16493390500545502,0.2354886531829834,0.28730031847953796,0.2797063887119293,0.31711265444755554,0.18532082438468933,0.39779382944107056,0.1610426902770996,0.3576679527759552,0.39779382944107056,0.09032740443944931,0.1555173695087433
the,0.5091903209686279,0.48711544275283813,0.47025805711746216,0.4207492768764496,0.2614527940750122,0.535392165184021,0.28116169571876526,1.0,0.24548950791358948,0.733189046382904,1.0,0.14126400649547577,0.22068053483963013
nice,0.24594508111476898,0.18531116843223572,0.2866188585758209,0.2100137621164322,0.1311911642551422,0.29025769233703613,0.12837062776088715,0.24021440744400024,0.12840677797794342,0.2583445906639099,0.24021440744400024,0.15829429030418396,0.26011520624160767
treaty,0.15431849658489227,0.2409621626138687,0.1640441119670868,0.16682939231395721,0.15732385218143463,0.1986158937215805,0.22010453045368195,0.2690109610557556,0.3302869200706482,0.2602092921733856,0.2690109610557556,0.23946674168109894,0.1174844279885292
",",0.36674630641937256,0.45456063747406006,0.4587128460407257,0.3581022024154663,0.19646479189395905,0.44245919585227966,0.17745937407016754,0.4933079481124878,0.24953721463680267,0.4946078956127167,0.4933079481124878,0.1565755307674408,0.31091248989105225
there,0.34822648763656616,0.24909798800945282,1.0,0.22476400434970856,0.20536471903324127,0.40669289231300354,0.15223075449466705,0.47025805711746216,0.15803654491901398,0.44397735595703125,0.47025805711746216,0.0963774099946022,0.29405656456947327
was,0.37326499819755554,1.0000001192092896,0.24909798800945282,0.3694365322589874,0.2327374517917633,0.3636345863342285,0.2882646918296814,0.48711544275283813,0.21553055942058563,0.4069072902202606,0.48711544275283813,0.08040577173233032,0.18412111699581146
an,0.33026179671287537,0.3694365322589874,0.22476400434970856,1.0,0.20525622367858887,0.3138085603713989,0.20876818895339966,0.4207492768764496,0.17270056903362274,0.32280945777893066,0.4207492768764496,0.10770508646965027,0.19793890416622162
attempt,0.2626323103904724,0.2327374517917633,0.20536471903324127,0.20525622367858887,1.0,0.4458620846271515,0.2749776244163513,0.2614527940750122,0.16471253335475922,0.21525268256664276,0.2614527940750122,0.13289102911949158,0.16559520363807678
to,0.5423505902290344,0.3636345863342285,0.40669289231300354,0.3138085603713989,0.4458620846271515,1.0,0.30886903405189514,0.535392165184021,0.259207159280777,0.41548454761505127,0.535392165184021,0.1539587825536728,0.29463258385658264
reform,0.23173771798610687,0.2882646918296814,0.15223075449466705,0.20876818895339966,0.2749776244163513,0.30886903405189514,1.0000001192092896,0.28116169571876526,0.3631409704685211,0.28063878417015076,0.28116169571876526,0.146201491355896,0.14216484129428864
the,0.5091903209686279,0.48711544275283813,0.47025805711746216,0.4207492768764496,0.2614527940750122,0.535392165184021,0.28116169571876526,1.0,0.24548950791358948,0.733189046382904,1.0,0.14126400649547577,0.22068053483963013
constitutional,0.1960805505514145,0.2571640908718109,0.22851985692977905,0.21693658828735352,0.2345026433467865,0.2574991285800934,0.43531522154808044,0.2926941215991974,0.5433541536331177,0.3563419580459595,0.2926941215991974,0.2730419635772705,0.2199033498764038
law,0.2062477022409439,0.21553055942058563,0.15803654491901398,0.17270056903362274,0.16471253335475922,0.259207159280777,0.3631409704685211,0.24548950791358948,1.0000001192092896,0.2816956341266632,0.24548950791358948,0.20359504222869873,0.1528988480567932
of,0.3757161796092987,0.4069072902202606,0.44397735595703125,0.32280945777893066,0.21525268256664276,0.41548454761505127,0.28063878417015076,0.733189046382904,0.2816956341266632,1.0,0.733189046382904,0.1579294353723526,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,0.47025805711746216,0.4207492768764496,0.2614527940750122,0.535392165184021,0.28116169571876526,1.0,0.24548950791358948,0.733189046382904,1.0,0.14126400649547577,0.22068053483963013
european,0.1717725396156311,0.22463937103748322,0.18805880844593048,0.15618090331554413,0.16183705627918243,0.21011990308761597,0.13404084742069244,0.3423081040382385,0.17164482176303864,0.2507138252258301,0.3423081040382385,0.46552222967147827,0.14560863375663757
union,0.1950688660144806,0.23276571929454803,0.18366625905036926,0.15291360020637512,0.2117011994123459,0.16926777362823486,0.23981435596942902,0.24421639740467072,0.19371826946735382,0.2642118036746979,0.24421639740467072,0.3292396068572998,0.07797172665596008
and,0.4716290831565857,0.3740963041782379,0.4242868423461914,0.2838519215583801,0.22292351722717285,0.48971283435821533,0.29105228185653687,0.5171257257461548,0.254730761051178,0.5116966962814331,0.5171257257461548,0.16977795958518982,0.20544172823429108
make,0.4273611307144165,0.20205417275428772,0.38302484154701233,0.17815372347831726,0.2151714712381363,0.497876912355423,0.23751312494277954,0.3146495521068573,0.18935526907444,0.2912110388278961,0.3146495521068573,0.15295514464378357,0.28314751386642456
it,0.4775012135505676,0.4577186405658722,0.4020688533782959,0.39472338557243347,0.22944627702236176,0.513711154460907,0.2090119868516922,0.6251175999641418,0.18657292425632477,0.38761502504348755,0.6251175999641418,0.11940911412239075,0.25732165575027466
more,0.359977662563324,0.21525104343891144,0.4164280891418457,0.316240519285202,0.19103950262069702,0.47084665298461914,0.24415001273155212,0.39758381247520447,0.1485741138458252,0.30478984117507935,0.39758381247520447,0.13553786277770996,0.27894994616508484
transparent,0.26562240719795227,0.07287517935037613,0.229197159409523,0.18789801001548767,0.13586053252220154,0.2035915106534958,0.13811351358890533,0.23603859543800354,0.11857105046510696,0.2503390610218048,0.23603859543800354,0.2164185643196106,0.2256769835948944
;,0.022927695885300636,0.0754367932677269,0.04754718393087387,-0.0424368716776371,0.0008223180193454027,0.0979827418923378,-0.03324891999363899,0.09152708947658539,0.044933367520570755,0.054534342139959335,0.09152708947658539,0.05976579710841179,0.10349778085947037
this,0.4959332048892975,0.3638818562030792,0.47775381803512573,0.41881775856018066,0.2665531039237976,0.5759071707725525,0.28253474831581116,0.6274310946464539,0.1943822205066681,0.45148900151252747,0.6274310946464539,0.20222337543964386,0.3155723512172699
would,0.4219970703125,0.41663143038749695,0.33190950751304626,0.2650099992752075,0.3321290910243988,0.5965728163719177,0.27639833092689514,0.4133751392364502,0.20746640861034393,0.3353942930698395,0.4133751392364502,0.168105810880661,0.37178951501846313
have,0.40555819869041443,0.2863433063030243,0.5194604992866516,0.22897054255008698,0.19656716287136078,0.4544740617275238,0.18881796300411224,0.40389683842658997,0.18623127043247223,0.3802283704280853,0.40389683842658997,0.1317766159772873,0.32991164922714233
also,0.5475645065307617,0.4032125174999237,0.44705238938331604,0.36835694313049316,0.21620149910449982,0.5348826050758362,0.2597060799598694,0.6021018624305725,0.26510846614837646,0.4924938678741455,0.6021018624305725,0.11792366206645966,0.21848613023757935
produced,0.194610595703125,0.28463777899742126,0.21064646542072296,0.16673175990581512,0.019455019384622574,0.16305041313171387,0.060626521706581116,0.22045251727104187,0.1164158284664154,0.18961067497730255,0.22045251727104187,0.025933656841516495,0.1623450517654419
a,0.44397395849227905,0.4508470594882965,0.4214206337928772,0.44552403688430786,0.2390216588973999,0.45503583550453186,0.2380085587501526,0.5829201340675354,0.2212858349084854,0.5052502155303955,0.5829201340675354,0.13932566344738007,0.23916715383529663
single,0.22309941053390503,0.22785933315753937,0.2179180532693863,0.20847202837467194,0.13348251581192017,0.2593121826648712,0.09851720929145813,0.29338565468788147,0.11329535394906998,0.22455744445323944,0.29338565468788147,0.18781553208827972,0.2151121199131012
constitutional,0.1960805505514145,0.2571640908718109,0.22851985692977905,0.21693658828735352,0.2345026433467865,0.2574991285800934,0.43531522154808044,0.2926941215991974,0.5433541536331177,0.3563419580459595,0.2926941215991974,0.2730419635772705,0.2199033498764038
document,0.23073017597198486,0.1502385288476944,0.17549389600753784,0.18423506617546082,0.19754190742969513,0.24204573035240173,0.1771778017282486,0.2833879888057709,0.23425142467021942,0.2297721952199936,0.2833879888057709,0.1799754798412323,0.23232926428318024
.,0.475719153881073,0.40146201848983765,0.43897318840026855,0.3581749200820923,0.23608817160129547,0.4645031690597534,0.26137542724609375,0.5934505462646484,0.24482665956020355,0.5352458953857422,0.5934505462646484,0.1552242487668991,0.4130953550338745
,when,was,there,an,attempt,to,reform,the,law,of,the,eu,?
however,0.5574322938919067,0.37327632308006287,0.4319024085998535,0.2464427500963211,0.36039265990257263,0.5474119186401367,0.2963607609272003,0.49814513325691223,0.28070923686027527,0.3800618350505829,0.49814513325691223,0.1882089227437973,0.2152075469493866
