,what,is,the,name,of,a,time,lord,that,doctor,who,has,fought,?
occasionally,0.24931581318378448,0.28574612736701965,0.2797514796257019,0.1597246378660202,0.1766550987958908,0.2756299674510956,0.2825397253036499,0.11537797749042511,0.33616209030151367,0.13155129551887512,0.3339993357658386,0.2783651351928711,0.14273972809314728,0.13541953265666962
serials,0.18016576766967773,0.17761175334453583,0.23020225763320923,0.1473069041967392,0.17553187906742096,0.21007418632507324,0.27723366022109985,0.12546874582767487,0.22464706003665924,0.2940441071987152,0.22176605463027954,0.19415059685707092,0.13104194402694702,0.14029279351234436
were,0.22298263013362885,0.29386836290359497,0.3906462490558624,0.1580192744731903,0.34038281440734863,0.17203083634376526,0.3104150593280792,0.1310918927192688,0.35517072677612305,0.11412792652845383,0.3188014328479767,0.2784052789211273,0.3529883623123169,0.17890112102031708
loosely,0.2501777112483978,0.28806912899017334,0.2676507532596588,0.19459597766399384,0.16577690839767456,0.27068454027175903,0.14886140823364258,0.15704478323459625,0.29422298073768616,0.11776209622621536,0.15037435293197632,0.1510043889284134,0.10638866573572159,0.10644032806158066
connected,0.21880124509334564,0.2791581451892853,0.31369513273239136,0.14529800415039062,0.2951911687850952,0.24938417971134186,0.15903685986995697,0.12551921606063843,0.29687508940696716,0.16814197599887848,0.16466940939426422,0.23421478271484375,0.17824707925319672,0.11086785048246384
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.25480157136917114,0.3646814823150635,0.32094135880470276,0.26502725481987,0.1634988635778427,0.37496164441108704,0.13681447505950928,0.39727845788002014,0.3254803419113159,0.1979389786720276,0.17966607213020325
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,1.0,0.3292340338230133,0.13542361557483673,0.47537946701049805,0.22883038222789764,0.36608949303627014,0.4670248031616211,0.15341457724571228,0.23916715383529663
storyline,0.24177175760269165,0.18244117498397827,0.24359028041362762,0.1432899385690689,0.1990533322095871,0.20448842644691467,0.24364444613456726,0.12435664981603622,0.3105703890323639,0.17171546816825867,0.20605318248271942,0.19804513454437256,0.21261908113956451,0.13838547468185425
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.427140474319458,0.3029961884021759,0.23110952973365784,0.4137537479400635,0.20407600700855255,0.3365725874900818,0.3734780251979828,0.2973159849643707,0.31091248989105225
such,0.23989605903625488,0.23545363545417786,0.3575236201286316,0.14280109107494354,0.3209529519081116,0.2706976532936096,0.24758757650852203,0.12445145100355148,0.4479874074459076,0.1368570774793625,0.2594927251338959,0.26101309061050415,0.15253128111362457,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.39550232887268066,0.3239102065563202,0.18802540004253387,0.4735107421875,0.17422905564308167,0.3923053741455078,0.351646363735199,0.22143861651420593,0.27043893933296204
season,0.12117787450551987,0.1786249428987503,0.2507155239582062,0.18235637247562408,0.1598338931798935,0.1855505406856537,0.26950058341026306,0.09790864586830139,0.21767571568489075,0.16388003528118134,0.13809308409690857,0.19025994837284088,0.1214979812502861,0.16793298721313477
8,-0.005443718284368515,-0.08846429735422134,0.0063715726137161255,0.04161586984992027,0.03280399739742279,-0.06709446758031845,-0.06078142672777176,-0.01325964741408825,0.02423100359737873,0.03489280492067337,0.001927281147800386,-0.10587384551763535,-0.0059634121134877205,-0.04056251794099808
being,0.3760843276977539,0.4445112943649292,0.419739305973053,0.17858129739761353,0.34885138273239136,0.3727131485939026,0.3508506119251251,0.22342464327812195,0.46201252937316895,0.16446267068386078,0.44037187099456787,0.41100069880485535,0.1852295845746994,0.26743772625923157
devoted,0.18600232899188995,0.12048563361167908,0.19689401984214783,0.12645822763442993,0.2848767340183258,0.20091499388217926,0.2505386471748352,0.16570784151554108,0.24535690248012543,0.13003921508789062,0.25698116421699524,0.14905935525894165,0.2132844477891922,0.15015941858291626
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.45503583550453186,0.3679993152618408,0.23884858191013336,0.5436353087425232,0.22950075566768646,0.42656609416007996,0.3619994819164276,0.20381352305412292,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,0.5829201340675354,0.43061500787734985,0.2489406019449234,0.5473989248275757,0.2820442318916321,0.3733934462070465,0.4177538752555847,0.30367159843444824,0.22068053483963013
doctor,0.20870667695999146,0.19875872135162354,0.2820442318916321,0.19494794309139252,0.16895952820777893,0.22883038222789764,0.22827142477035522,0.18648956716060638,0.2390732765197754,0.9999999403953552,0.3504868149757385,0.1778179407119751,0.14270563423633575,0.1462511420249939
battling,0.17203356325626373,0.14638757705688477,0.26203057169914246,0.04395575821399689,0.22585700452327728,0.21889281272888184,0.2457665205001831,0.12903524935245514,0.25543859601020813,0.16783484816551208,0.26484501361846924,0.20717853307724,0.4960821270942688,0.149070605635643
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,1.0,0.3292340338230133,0.13542361557483673,0.47537946701049805,0.22883038222789764,0.36608949303627014,0.4670248031616211,0.15341457724571228,0.23916715383529663
rogue,0.23840279877185822,0.1677258163690567,0.23790869116783142,0.13102857768535614,0.2212061882019043,0.2728905975818634,0.19920556247234344,0.1381666213274002,0.19410721957683563,0.21265453100204468,0.27372437715530396,0.18268024921417236,0.19118526577949524,0.1467922180891037
time,0.36319252848625183,0.25187405943870544,0.43061500787734985,0.24374312162399292,0.35127586126327515,0.3292340338230133,0.9999998807907104,0.23587727546691895,0.388528436422348,0.22827142477035522,0.36634087562561035,0.25164222717285156,0.27071890234947205,0.27391523122787476
lord,0.15077504515647888,0.14423592388629913,0.2489406019449234,0.218703955411911,0.20127125084400177,0.13542361557483673,0.23587727546691895,1.0000001192092896,0.16890279948711395,0.18648956716060638,0.25294241309165955,0.12162984907627106,0.1729636788368225,0.09544310718774796
called,0.3235960602760315,0.430266410112381,0.489897221326828,0.30947911739349365,0.4222904443740845,0.4868806302547455,0.26010140776634216,0.14242129027843475,0.41604554653167725,0.23381920158863068,0.3151143789291382,0.30485156178474426,0.24616006016731262,0.18963319063186646
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,0.5829201340675354,0.43061500787734985,0.2489406019449234,0.5473989248275757,0.2820442318916321,0.3733934462070465,0.4177538752555847,0.30367159843444824,0.22068053483963013
master,0.16430073976516724,0.16117574274539948,0.19769129157066345,0.0915624126791954,0.17072871327400208,0.2078990340232849,0.1853819340467453,0.2418607622385025,0.20576514303684235,0.2937511205673218,0.3010654151439667,0.1408517211675644,0.15249258279800415,0.11915034055709839
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.427140474319458,0.3029961884021759,0.23110952973365784,0.4137537479400635,0.20407600700855255,0.3365725874900818,0.3734780251979828,0.2973159849643707,0.31091248989105225
season,0.12117787450551987,0.1786249428987503,0.2507155239582062,0.18235637247562408,0.1598338931798935,0.1855505406856537,0.26950058341026306,0.09790864586830139,0.21767571568489075,0.16388003528118134,0.13809308409690857,0.19025994837284088,0.1214979812502861,0.16793298721313477
16,-0.009719534777104855,-0.032198164612054825,0.0058518932200968266,-0.03913988545536995,0.005479797255247831,0.09943632781505585,0.12400653213262558,-0.01676766946911812,-0.011943371966481209,0.08900805562734604,0.08880186825990677,-0.0527547262609005,0.059124886989593506,0.08446579426527023
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,0.04866964742541313,0.01301188487559557,-0.00021723240206483752,0.04397977516055107,0.031664930284023285,0.05599616840481758,-0.040683966130018234,-0.0052594575099647045,-0.023395681753754616
quest,0.25975751876831055,0.21807114779949188,0.24956130981445312,0.09063303470611572,0.19301605224609375,0.20250360667705536,0.1660877913236618,0.29257503151893616,0.24883437156677246,0.17163985967636108,0.28145426511764526,0.07851570099592209,0.2229427695274353,0.1989581137895584
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.44038116931915283,0.3992156386375427,0.2191227525472641,0.4137635827064514,0.1556548923254013,0.37110671401023865,0.450642853975296,0.17169354856014252,0.264628142118454
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,0.5829201340675354,0.43061500787734985,0.2489406019449234,0.5473989248275757,0.2820442318916321,0.3733934462070465,0.4177538752555847,0.30367159843444824,0.22068053483963013
key,0.2270265817642212,0.23925143480300903,0.2260027974843979,0.172464057803154,0.24036972224712372,0.23475825786590576,0.2257283627986908,0.09569995105266571,0.2223537415266037,0.13849486410617828,0.10147488117218018,0.12911315262317657,0.08253815025091171,0.18782930076122284
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.45503583550453186,0.3679993152618408,0.23884858191013336,0.5436353087425232,0.22950075566768646,0.42656609416007996,0.3619994819164276,0.20381352305412292,0.29463258385658264
time,0.36319252848625183,0.25187405943870544,0.43061500787734985,0.24374312162399292,0.35127586126327515,0.3292340338230133,0.9999998807907104,0.23587727546691895,0.388528436422348,0.22827142477035522,0.36634087562561035,0.25164222717285156,0.27071890234947205,0.27391523122787476
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.427140474319458,0.3029961884021759,0.23110952973365784,0.4137537479400635,0.20407600700855255,0.3365725874900818,0.3734780251979828,0.2973159849643707,0.31091248989105225
season,0.12117787450551987,0.1786249428987503,0.2507155239582062,0.18235637247562408,0.1598338931798935,0.1855505406856537,0.26950058341026306,0.09790864586830139,0.21767571568489075,0.16388003528118134,0.13809308409690857,0.19025994837284088,0.1214979812502861,0.16793298721313477
18,-0.09284763038158417,-0.09313851594924927,-0.07796193659305573,-0.09275980293750763,-0.09725122153759003,-0.08585336059331894,-0.09260133653879166,-0.06200311332941055,-0.12899349629878998,-0.04074550420045853,0.013901916332542896,-0.07919837534427643,-0.04976833239197731,-0.04919438064098358
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,0.04866964742541313,0.01301188487559557,-0.00021723240206483752,0.04397977516055107,0.031664930284023285,0.05599616840481758,-0.040683966130018234,-0.0052594575099647045,-0.023395681753754616
journey,0.1740729808807373,0.18803170323371887,0.24944555759429932,0.14575211703777313,0.19444577395915985,0.1638973504304886,0.31508925557136536,0.269674688577652,0.20152127742767334,0.2682817578315735,0.2024807333946228,0.08565396815538406,0.20018981397151947,0.06391996890306473
through,0.23167094588279724,0.27805060148239136,0.44071322679519653,0.13352233171463013,0.3647414743900299,0.3399752974510193,0.23388558626174927,0.14948372542858124,0.3152649402618408,0.17974799871444702,0.17793183028697968,0.3215855658054352,0.18197134137153625,0.16913433372974396
e-space,0.24625007808208466,0.14819982647895813,0.15999600291252136,0.15728144347667694,0.12399474531412125,0.18029364943504333,0.2682456970214844,0.1668274849653244,0.2337193638086319,0.1311032921075821,0.11768491566181183,0.10022273659706116,0.06258374452590942,0.32208043336868286
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.3739250600337982,0.3025408685207367,0.22902889549732208,0.4731321930885315,0.21673844754695892,0.41279885172843933,0.43716782331466675,0.26526638865470886,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,0.5829201340675354,0.43061500787734985,0.2489406019449234,0.5473989248275757,0.2820442318916321,0.3733934462070465,0.4177538752555847,0.30367159843444824,0.22068053483963013
theme,0.24160240590572357,0.20746418833732605,0.2470158040523529,0.20669923722743988,0.17537155747413635,0.2278088480234146,0.23328810930252075,0.13065050542354584,0.22944191098213196,0.17665699124336243,0.1836521327495575,0.17953336238861084,0.15725015103816986,0.21507632732391357
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.5052502155303955,0.35127586126327515,0.20127125084400177,0.41498205065727234,0.16895952820777893,0.2827862501144409,0.3909035325050354,0.26073968410491943,0.1826142966747284
entropy,0.3315114378929138,0.26017484068870544,0.26641684770584106,0.12365273386240005,0.2729112505912781,0.2883361876010895,0.2629276216030121,0.11349011957645416,0.33521080017089844,0.21465490758419037,0.15304452180862427,0.14692561328411102,0.06619095057249069,0.2763933837413788
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.427140474319458,0.3029961884021759,0.23110952973365784,0.4137537479400635,0.20407600700855255,0.3365725874900818,0.3734780251979828,0.2973159849643707,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.3739250600337982,0.3025408685207367,0.22902889549732208,0.4731321930885315,0.21673844754695892,0.41279885172843933,0.43716782331466675,0.26526638865470886,0.20544172823429108
season,0.12117787450551987,0.1786249428987503,0.2507155239582062,0.18235637247562408,0.1598338931798935,0.1855505406856537,0.26950058341026306,0.09790864586830139,0.21767571568489075,0.16388003528118134,0.13809308409690857,0.19025994837284088,0.1214979812502861,0.16793298721313477
20,-0.036424171179533005,-0.04254214093089104,-0.06418957561254501,0.033065054565668106,-0.0318976491689682,-0.014937898144125938,-0.011112496256828308,-0.02469130977988243,-0.040625885128974915,-0.007134283892810345,0.01726163923740387,0.016648491844534874,-0.09137654304504395,0.11360422521829605
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,0.04866964742541313,0.01301188487559557,-0.00021723240206483752,0.04397977516055107,0.031664930284023285,0.05599616840481758,-0.040683966130018234,-0.0052594575099647045,-0.023395681753754616
black,0.12054000794887543,0.20887219905853271,0.28466513752937317,0.12729579210281372,0.23966942727565765,0.23173153400421143,0.14803852140903473,0.11890201270580292,0.22347763180732727,0.15399852395057678,0.22539480030536652,0.21553783118724823,0.1641194224357605,0.15159966051578522
guardian,0.2007904350757599,0.14242762327194214,0.21873877942562103,0.18242807686328888,0.15172292292118073,0.16303427517414093,0.1673879474401474,0.252453476190567,0.26532265543937683,0.2102089375257492,0.3051488995552063,0.12894336879253387,0.12553738057613373,0.13714484870433807
trilogy,0.1892494410276413,0.16017240285873413,0.23913927376270294,0.1510845273733139,0.18566758930683136,0.1228819265961647,0.19500549137592316,0.34803280234336853,0.18834775686264038,0.172410249710083,0.14945288002490997,0.09231314063072205,0.22339658439159393,0.12822312116622925
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.50484299659729,0.371569961309433,0.14438843727111816,0.4460422694683075,0.22361043095588684,0.3541337847709656,0.4105546176433563,0.22964482009410858,0.4130953550338745
