,what,foot,was,injured,on,manning,that,sidelined,him,in,week,10,?
in,0.30808621644973755,0.22067615389823914,0.45514053106307983,0.24870866537094116,0.46853652596473694,0.22345924377441406,0.435920387506485,0.24377106130123138,0.2284061461687088,1.0,0.2674444317817688,0.22690178453922272,0.20430970191955566
week,0.2483774870634079,0.15645945072174072,0.24251437187194824,0.2862960994243622,0.3680826723575592,0.305490642786026,0.29284077882766724,0.3837377429008484,0.2952474057674408,0.2674444317817688,0.9999998807907104,-0.09537673741579056,0.25105318427085876
10,0.11840458959341049,0.0994289442896843,0.16597506403923035,-0.014863605611026287,0.12170017510652542,0.05901407450437546,0.15201891958713531,0.00249053118750453,0.08615421503782272,0.22690178453922272,-0.09537673741579056,1.0,0.022911956533789635
",",0.3087472915649414,0.2455778568983078,0.45456063747406006,0.20513707399368286,0.49057599902153015,0.30921146273612976,0.4137537479400635,0.27116984128952026,0.31121695041656494,0.5201468467712402,0.3187089264392853,0.1734008640050888,0.31091248989105225
manning,0.20007498562335968,0.2780553102493286,0.2607507109642029,0.2578929662704468,0.25339728593826294,0.9999998807907104,0.17001231014728546,0.32144221663475037,0.3016982972621918,0.22345924377441406,0.305490642786026,0.05901407450437546,0.15856626629829407
suffered,0.13741295039653778,0.187391459941864,0.3911045491695404,0.4281172752380371,0.25954681634902954,0.18022605776786804,0.22544844448566437,0.2845349907875061,0.2614034414291382,0.277639776468277,0.22554506361484528,0.07829087227582932,0.08963493257761002
a,0.3320399522781372,0.25657302141189575,0.4508470594882965,0.2173323780298233,0.3848365545272827,0.2509649395942688,0.47537946701049805,0.22473616898059845,0.32137390971183777,0.539380669593811,0.20796456933021545,0.12933704257011414,0.23916715383529663
partial,0.24140220880508423,0.14944960176944733,0.12527133524417877,0.13703188300132751,0.23070809245109558,0.058985985815525055,0.31207776069641113,0.17377391457557678,0.07156286388635635,0.23465001583099365,0.12954144179821014,-0.030095351859927177,0.16151700913906097
tear,0.2369452714920044,0.28533101081848145,0.13288947939872742,0.3113870918750763,0.19887422025203705,0.2261950969696045,0.28640928864479065,0.19778761267662048,0.31480807065963745,0.22357843816280365,0.17135874927043915,0.07576485723257065,0.16272446513175964
of,0.33290785551071167,0.21640002727508545,0.4069072902202606,0.19345925748348236,0.3966929316520691,0.20024974644184113,0.41498205065727234,0.1625191569328308,0.2764812409877777,0.5696388483047485,0.17998629808425903,0.2777891755104065,0.1826142966747284
the,0.42745697498321533,0.2820718288421631,0.48711544275283813,0.22383859753608704,0.5107308030128479,0.27058160305023193,0.5473989248275757,0.2866639792919159,0.39213326573371887,0.6662389636039734,0.28402599692344666,0.2880653440952301,0.22068053483963013
plantar,0.15160836279392242,0.18032202124595642,0.26657116413116455,0.19043667614459991,0.20099489390850067,0.1979699432849884,0.14622707664966583,0.1350734829902649,0.20067144930362701,0.21501214802265167,0.1163548156619072,0.12018387019634247,0.12419132888317108
fasciitis,0.2227976769208908,0.158950075507164,0.21122834086418152,0.22026079893112183,0.18448598682880402,0.15173548460006714,0.28614985942840576,0.32051587104797363,0.24068832397460938,0.18562792241573334,0.18303073942661285,-0.03984871879220009,0.23458775877952576
in,0.30808621644973755,0.22067615389823914,0.45514053106307983,0.24870866537094116,0.46853652596473694,0.22345924377441406,0.435920387506485,0.24377106130123138,0.2284061461687088,1.0,0.2674444317817688,0.22690178453922272,0.20430970191955566
his,0.26976513862609863,0.1985764056444168,0.4405253231525421,0.2609750032424927,0.32064297795295715,0.33460527658462524,0.3173833191394806,0.25588756799697876,0.6629161238670349,0.3598145842552185,0.22571393847465515,0.11422043293714523,0.18075084686279297
left,0.2442072629928589,0.2375030517578125,0.21956826746463776,0.28075140714645386,0.30747801065444946,0.14772450923919678,0.2512504756450653,0.22314082086086273,0.21821659803390503,0.21139952540397644,0.1483224779367447,0.06207846850156784,0.13251960277557373
foot,0.1961006075143814,1.0,0.20141293108463287,0.22384583950042725,0.23999375104904175,0.2780553102493286,0.22090652585029602,0.21577073633670807,0.21643806993961334,0.22067615389823914,0.15645945072174072,0.0994289442896843,0.13330338895320892
.,0.3567904531955719,0.23097270727157593,0.40146201848983765,0.2339104264974594,0.49257001280784607,0.2937074899673462,0.4460422694683075,0.2736920416355133,0.30228540301322937,0.5591574311256409,0.2804736793041229,0.15478138625621796,0.4130953550338745
