,what,was,carried,on,extended,lunar,missions,?
on,0.34226128458976746,0.3909217119216919,0.26714009046554565,0.9999999403953552,0.3204180896282196,0.22814977169036865,0.2538504898548126,0.2714994251728058
the,0.42745697498321533,0.48711544275283813,0.31854987144470215,0.5107308030128479,0.3160722553730011,0.23309995234012604,0.26288601756095886,0.22068053483963013
extended,0.20863614976406097,0.23736250400543213,0.2624005973339081,0.3204180896282196,1.0,0.22355113923549652,0.20534881949424744,0.17568568885326385
lunar,0.18274477124214172,0.17547959089279175,0.22439205646514893,0.22814977169036865,0.22355113923549652,1.0000001192092896,0.3653785288333893,0.1628302037715912
missions,0.21898438036441803,0.1960911750793457,0.30947738885879517,0.2538504898548126,0.20534881949424744,0.3653785288333893,1.0,0.21422071754932404
",",0.3087472915649414,0.45456063747406006,0.2494087517261505,0.49057599902153015,0.23414303362369537,0.19076566398143768,0.2626538574695587,0.31091248989105225
an,0.2821882665157318,0.3694365322589874,0.1617613583803177,0.3192969560623169,0.1627131849527359,0.15266893804073334,0.13683319091796875,0.19793890416622162
orbital,0.2394261658191681,0.137677863240242,0.17279811203479767,0.17191986739635468,0.24181868135929108,0.4410213530063629,0.27817216515541077,0.22483505308628082
scientific,0.18922170996665955,0.17888261377811432,0.25506651401519775,0.21381816267967224,0.1837819218635559,0.30417925119400024,0.24689210951328278,0.16215236485004425
instrument,0.26433292031288147,0.20680175721645355,0.1469721496105194,0.14150772988796234,0.19065245985984802,0.209128275513649,0.1918429136276245,0.14794185757637024
package,0.18274888396263123,0.2084856778383255,0.18621143698692322,0.21181778609752655,0.2608494758605957,0.22361673414707184,0.18557871878147125,0.17711099982261658
was,0.22111038863658905,1.0000001192092896,0.2901332974433899,0.3909217119216919,0.23736250400543213,0.17547959089279175,0.1960911750793457,0.18412111699581146
carried,0.17649970948696136,0.2901332974433899,0.9999999403953552,0.26714009046554565,0.2624005973339081,0.22439205646514893,0.30947738885879517,0.1305524855852127
.,0.3567904531955719,0.40146201848983765,0.24091391265392303,0.49257001280784607,0.23685072362422943,0.16741344332695007,0.2895781993865967,0.4130953550338745
,what,was,carried,on,extended,lunar,missions,?
the,0.42745697498321533,0.48711544275283813,0.31854987144470215,0.5107308030128479,0.3160722553730011,0.23309995234012604,0.26288601756095886,0.22068053483963013
initial,0.2771121859550476,0.21523623168468475,0.19009461998939514,0.25930091738700867,0.32850420475006104,0.21350394189357758,0.20577892661094666,0.16868601739406586
lunar,0.18274477124214172,0.17547959089279175,0.22439205646514893,0.22814977169036865,0.22355113923549652,1.0000001192092896,0.3653785288333893,0.1628302037715912
flight,0.17794598639011383,0.19139665365219116,0.19887711107730865,0.23161520063877106,0.12211161106824875,0.2749018967151642,0.28773778676986694,0.20568472146987915
version,0.20755547285079956,0.297456830739975,0.07452810555696487,0.25959500670433044,0.24360235035419464,0.1658930629491806,0.19155319035053253,0.2573966085910797
weighed,0.22953751683235168,0.2923138439655304,0.36737072467803955,0.23948541283607483,0.18621352314949036,0.21511749923229218,0.09663789719343185,0.1759321093559265
approximately,0.21610312163829803,0.20827944576740265,0.19791682064533234,0.20797507464885712,0.25417062640190125,0.2752823233604431,0.22100122272968292,0.10237617790699005
"51,300",0.027121679857373238,0.2287769615650177,0.04475615173578262,0.05581958219408989,0.032989270985126495,0.044914282858371735,0.0702824667096138,0.047983914613723755
pounds,0.16925819218158722,0.22008460760116577,0.21096083521842957,0.14947298169136047,0.1580968201160431,0.17443959414958954,0.16934075951576233,0.1807934194803238
(,0.2411840260028839,0.2980341613292694,0.15161031484603882,0.28656116127967834,0.2243831753730774,0.16887804865837097,0.16699284315109253,0.40561532974243164
"23,300",-0.14911220967769623,0.16445796191692352,-0.0843738317489624,0.016964545473456383,-0.05126653611660004,-0.06313992291688919,-0.03744139149785042,-0.05706096440553665
kg,0.08752016723155975,0.22378763556480408,0.2071327269077301,0.09222084283828735,0.06015137955546379,0.18632826209068298,0.13688340783119202,0.14374905824661255
),0.26259949803352356,0.3267642855644226,0.15070919692516327,0.29937487840652466,0.2578025162220001,0.1858174055814743,0.19086003303527832,0.42300865054130554
fully,0.3561125099658966,0.22765973210334778,0.22641345858573914,0.23460730910301208,0.26354992389678955,0.15968264639377594,0.18308819830417633,0.2089291661977768
fueled,0.14996778964996338,0.276437908411026,0.290121853351593,0.18915951251983643,0.16561773419380188,0.22784686088562012,0.23725929856300354,0.11968302726745605
",",0.3087472915649414,0.45456063747406006,0.2494087517261505,0.49057599902153015,0.23414303362369537,0.19076566398143768,0.2626538574695587,0.31091248989105225
while,0.35511791706085205,0.3253832161426544,0.2893610894680023,0.44084006547927856,0.22270841896533966,0.16351968050003052,0.2627766728401184,0.21076419949531555
a,0.3320399522781372,0.4508470594882965,0.21944114565849304,0.3848365545272827,0.24976085126399994,0.19755837321281433,0.2459585964679718,0.23916715383529663
later,0.2517229914665222,0.5684447288513184,0.2365003228187561,0.30872204899787903,0.31309306621551514,0.21294906735420227,0.19208846986293793,0.1417175978422165
version,0.20755547285079956,0.297456830739975,0.07452810555696487,0.25959500670433044,0.24360235035419464,0.1658930629491806,0.19155319035053253,0.2573966085910797
designed,0.15902110934257507,0.28384989500045776,0.23648743331432343,0.2350989580154419,0.2217966467142105,0.17751821875572205,0.2318512499332428,0.11213942617177963
to,0.455847829580307,0.3636345863342285,0.21867457032203674,0.41031414270401,0.28740090131759644,0.15437743067741394,0.29123765230178833,0.29463258385658264
carry,0.22239743173122406,0.1526157259941101,0.6771092414855957,0.22389066219329834,0.21638792753219604,0.1841992735862732,0.28122517466545105,0.17171701788902283
a,0.3320399522781372,0.4508470594882965,0.21944114565849304,0.3848365545272827,0.24976085126399994,0.19755837321281433,0.2459585964679718,0.23916715383529663
lunar,0.18274477124214172,0.17547959089279175,0.22439205646514893,0.22814977169036865,0.22355113923549652,1.0000001192092896,0.3653785288333893,0.1628302037715912
orbit,0.19471463561058044,0.1862146407365799,0.20531481504440308,0.1829480081796646,0.23492686450481415,0.5343210697174072,0.34307122230529785,0.16621392965316772
scientific,0.18922170996665955,0.17888261377811432,0.25506651401519775,0.21381816267967224,0.1837819218635559,0.30417925119400024,0.24689210951328278,0.16215236485004425
instrument,0.26433292031288147,0.20680175721645355,0.1469721496105194,0.14150772988796234,0.19065245985984802,0.209128275513649,0.1918429136276245,0.14794185757637024
package,0.18274888396263123,0.2084856778383255,0.18621143698692322,0.21181778609752655,0.2608494758605957,0.22361673414707184,0.18557871878147125,0.17711099982261658
weighed,0.22953751683235168,0.2923138439655304,0.36737072467803955,0.23948541283607483,0.18621352314949036,0.21511749923229218,0.09663789719343185,0.1759321093559265
just,0.5854880809783936,0.29934245347976685,0.1721443086862564,0.39734378457069397,0.2641800045967102,0.1411266326904297,0.20411014556884766,0.4144178032875061
over,0.28007611632347107,0.24486446380615234,0.25539201498031616,0.39810362458229065,0.260050892829895,0.16367751359939575,0.258951336145401,0.25742942094802856
"54,000",0.010050236247479916,0.0940169021487236,0.21544483304023743,0.053905077278614044,0.06306562572717667,0.27795687317848206,0.2973763048648834,0.02574736438691616
pounds,0.16925819218158722,0.22008460760116577,0.21096083521842957,0.14947298169136047,0.1580968201160431,0.17443959414958954,0.16934075951576233,0.1807934194803238
(,0.2411840260028839,0.2980341613292694,0.15161031484603882,0.28656116127967834,0.2243831753730774,0.16887804865837097,0.16699284315109253,0.40561532974243164
"24,000",-0.021565863862633705,0.10582583397626877,-0.0060193040408194065,0.044435400515794754,0.01859743706882,-0.07616128027439117,-0.04490819573402405,-0.003125570947304368
