,what,did,john,dobson,describe,newcastle,as,?
broadcaster,0.13187484443187714,0.14513398706912994,0.25741684436798096,0.376118928194046,0.14533822238445282,0.2265714854001999,0.22381876409053802,0.13187550008296967
and,0.31309178471565247,0.34479495882987976,0.21634717285633087,0.3190915584564209,0.24788004159927368,0.20204751193523407,0.49487000703811646,0.20544172823429108
writer,0.16903695464134216,0.15883904695510864,0.2252660095691681,0.29606327414512634,0.12401090562343597,0.12520119547843933,0.1680026799440384,0.1860569268465042
stuart,0.1897827833890915,0.14906005561351776,0.4331594407558441,0.3315400183200836,0.054287221282720566,0.32242098450660706,0.19390860199928284,0.10747454315423965
maconie,0.17904067039489746,0.17668516933918,0.23790442943572998,0.2741161286830902,0.14092500507831573,0.25422075390815735,0.2101113647222519,0.06403406709432602
described,0.22590412199497223,0.23657096922397614,0.16019119322299957,0.19759957492351532,0.653712809085846,0.12710797786712646,0.3644653260707855,0.1374269425868988
newcastle,0.16276082396507263,0.18762841820716858,0.2701735198497772,0.23266412317752838,0.1074676513671875,1.0000001192092896,0.21526619791984558,0.0902252271771431
as,0.31749409437179565,0.3596470057964325,0.1664888858795166,0.24467617273330688,0.32652774453163147,0.21526619791984558,1.0,0.27043893933296204
england,0.21399550139904022,0.22023706138134003,0.27655816078186035,0.20316481590270996,0.1690608412027359,0.4422447383403778,0.20793095231056213,0.13436897099018097
's,0.02692362666130066,0.05069678649306297,-0.1023898646235466,0.056604206562042236,0.06470830738544464,-0.017262522131204605,-0.05775856226682663,-0.023395681753754616
best-looking,0.3572845160961151,0.32263579964637756,0.24142633378505707,0.2666372060775757,0.27986085414886475,0.2739028036594391,0.3597273528575897,0.282106876373291
city,0.17493832111358643,0.12266099452972412,0.1452411711215973,0.15447762608528137,0.09587062150239944,0.32860881090164185,0.21195319294929504,0.13423943519592285
and,0.31309178471565247,0.34479495882987976,0.21634717285633087,0.3190915584564209,0.24788004159927368,0.20204751193523407,0.49487000703811646,0.20544172823429108
the,0.42745697498321533,0.34736719727516174,0.2230520099401474,0.21260543167591095,0.26495152711868286,0.2253497689962387,0.48381632566452026,0.22068053483963013
late,0.1576872020959854,0.27609187364578247,0.2049608677625656,0.2664257287979126,0.18072839081287384,0.1492987424135208,0.2612197697162628,0.11339222639799118
german-born,0.2481076419353485,0.2559765875339508,0.17552360892295837,0.2053101807832718,0.22197099030017853,0.31380555033683777,0.19981838762760162,0.210899218916893
british,0.19255435466766357,0.2039594054222107,0.2667495906352997,0.26354309916496277,0.23027673363685608,0.2082098126411438,0.23103800415992737,0.09711728990077972
scholar,0.18881338834762573,0.178256094455719,0.19564518332481384,0.27916795015335083,0.17704349756240845,0.09880711138248444,0.21052266657352448,0.1606755405664444
of,0.33290785551071167,0.2513895630836487,0.2407056987285614,0.1444210708141327,0.2764313519001007,0.18781472742557526,0.3886612355709076,0.1826142966747284
architecture,0.23286667466163635,0.15944568812847137,0.1579301953315735,0.15397068858146667,0.208923801779747,0.13435900211334229,0.18870608508586884,0.14343059062957764
",",0.3087472915649414,0.3015086054801941,0.23961079120635986,0.34656068682670593,0.18910212814807892,0.251589834690094,0.48816442489624023,0.31091248989105225
nikolaus,0.17223574221134186,0.16836214065551758,0.2539098858833313,0.19014659523963928,0.18287895619869232,0.16480182111263275,0.13431711494922638,0.12306723743677139
pevsner,0.19973064959049225,0.20772495865821838,0.3070407509803772,0.44608956575393677,0.1474820077419281,0.21646152436733246,0.25393232703208923,0.2196682095527649
",",0.3087472915649414,0.3015086054801941,0.23961079120635986,0.34656068682670593,0.18910212814807892,0.251589834690094,0.48816442489624023,0.31091248989105225
describes,0.28796884417533875,0.20462128520011902,0.1681019812822342,0.13176608085632324,0.7830265760421753,0.09873999655246735,0.32411181926727295,0.13134142756462097
grey,0.13404807448387146,0.15456295013427734,0.15938837826251984,0.22907397150993347,0.05542651191353798,0.197810560464859,0.2298097163438797,0.1291438490152359
street,0.14271703362464905,0.13786788284778595,0.22039809823036194,0.12199067324399948,0.09463343024253845,0.18945761024951935,0.23426887392997742,0.07315441966056824
as,0.31749409437179565,0.3596470057964325,0.1664888858795166,0.24467617273330688,0.32652774453163147,0.21526619791984558,1.0,0.27043893933296204
one,0.376489520072937,0.27659472823143005,0.16914118826389313,0.1010909229516983,0.2652041018009186,0.20140469074249268,0.3954789340496063,0.2673267424106598
of,0.33290785551071167,0.2513895630836487,0.2407056987285614,0.1444210708141327,0.2764313519001007,0.18781472742557526,0.3886612355709076,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.2230520099401474,0.21260543167591095,0.26495152711868286,0.2253497689962387,0.48381632566452026,0.22068053483963013
finest,0.22646312415599823,0.18820245563983917,0.20583654940128326,0.15697963535785675,0.18617850542068481,0.19288818538188934,0.2842128872871399,0.1559486985206604
streets,0.11891741305589676,0.1582472026348114,0.1632625311613083,0.0821700170636177,0.08356241136789322,0.16753821074962616,0.191095232963562,0.0894271582365036
in,0.30808621644973755,0.2593238651752472,0.22177861630916595,0.20443831384181976,0.2910135090351105,0.19270820915699005,0.3887844979763031,0.20430970191955566
england,0.21399550139904022,0.22023706138134003,0.27655816078186035,0.20316481590270996,0.1690608412027359,0.4422447383403778,0.20793095231056213,0.13436897099018097
.,0.3567904531955719,0.35288307070732117,0.26428887248039246,0.29536572098731995,0.17917026579380035,0.2714749276638031,0.515582263469696,0.4130953550338745
