,who,was,margaret,'s,husband,?
one,0.40083858370780945,0.3752199709415436,0.18361519277095795,0.06913424283266068,0.19175773859024048,0.2673267424106598
of,0.2827862501144409,0.4069072902202606,0.23430486023426056,-0.03817026689648628,0.20487503707408905,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.2006026655435562,-0.01540423184633255,0.21884585916996002,0.22068053483963013
claimants,0.3662828803062439,0.21609260141849518,0.2724190354347229,-0.04086063429713249,0.30056414008140564,0.21451130509376526
of,0.2827862501144409,0.4069072902202606,0.23430486023426056,-0.03817026689648628,0.20487503707408905,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.2006026655435562,-0.01540423184633255,0.21884585916996002,0.22068053483963013
english,0.33983519673347473,0.23000946640968323,0.2145424783229828,0.04063878208398819,0.1756879687309265,0.23251567780971527
throne,0.24592310190200806,0.25343436002731323,0.26788005232810974,-0.0466860756278038,0.3551979660987854,0.17206846177577972
opposing,0.30764588713645935,0.19197437167167664,0.1950617879629135,0.0009290455491282046,0.14638864994049072,0.23064684867858887
william,0.32068803906440735,0.28444796800613403,0.40571412444114685,0.00675395829603076,0.23763519525527954,0.14462219178676605
the,0.3733934462070465,0.48711544275283813,0.2006026655435562,-0.01540423184633255,0.21884585916996002,0.22068053483963013
conqueror,0.2574475109577179,0.2757565677165985,0.2040625959634781,-0.07044915109872818,0.22824899852275848,0.16424570977687836
",",0.3365725874900818,0.45456063747406006,0.2575826942920685,-0.0016132977325469255,0.312380313873291,0.31091248989105225
edgar,0.18291336297988892,0.24357405304908752,0.3696565330028534,0.011881363578140736,0.2215753048658371,0.16689051687717438
atheling,0.2806413769721985,0.23365922272205353,0.3738480508327484,-0.07706931978464127,0.35051971673965454,0.1809864491224289
",",0.3365725874900818,0.45456063747406006,0.2575826942920685,-0.0016132977325469255,0.312380313873291,0.31091248989105225
eventually,0.3540181517601013,0.35699570178985596,0.1394808292388916,-0.021462872624397278,0.293958455324173,0.13642115890979767
fled,0.32700315117836,0.30835461616516113,0.20221823453903198,0.024207159876823425,0.302408903837204,0.13968057930469513
to,0.42656609416007996,0.3636345863342285,0.19161929190158844,0.03782717138528824,0.2388411909341812,0.29463258385658264
scotland,0.16836953163146973,0.17744721472263336,0.3167702257633209,0.03316264972090721,0.18168069422245026,0.09160218387842178
.,0.3541337847709656,0.40146201848983765,0.25492289662361145,-0.003708066651597619,0.23176738619804382,0.4130953550338745
