,where,was,an,elected,assembly,to,be,set,up,",",under,the,terms,of,the,scotland,act,of,1978,?
under,0.35552138090133667,0.2672741413116455,0.16416478157043457,0.1498282104730606,0.10651016980409622,0.27177539467811584,0.23514987528324127,0.1245715394616127,0.19996878504753113,0.24875585734844208,0.9999999403953552,0.3348022699356079,0.29897159337997437,0.32766106724739075,0.3348022699356079,0.16565941274166107,0.20642785727977753,0.32766106724739075,0.03675001859664917,0.18233340978622437
the,0.5003893971443176,0.48711544275283813,0.4207492768764496,0.23167964816093445,0.2524827718734741,0.535392165184021,0.4248143136501312,0.2927955985069275,0.38423117995262146,0.4933079481124878,0.3348022699356079,1.0,0.29706791043281555,0.733189046382904,1.0,0.23846951127052307,0.28682878613471985,0.733189046382904,0.1314823180437088,0.22068053483963013
terms,0.2043696790933609,0.22082383930683136,0.18021589517593384,0.2619895040988922,0.20057307183742523,0.356818288564682,0.34031033515930176,0.15451379120349884,0.10237029194831848,0.26854002475738525,0.29897159337997437,0.29706791043281555,1.0,0.2767748534679413,0.29706791043281555,0.12372681498527527,0.2307264655828476,0.2767748534679413,0.07217970490455627,0.23466452956199646
of,0.38066378235816956,0.4069072902202606,0.32280945777893066,0.2767166793346405,0.2946469783782959,0.41548454761505127,0.33904364705085754,0.20671486854553223,0.32945773005485535,0.4946078956127167,0.32766106724739075,0.733189046382904,0.2767748534679413,1.0,0.733189046382904,0.2208399921655655,0.2802577316761017,1.0,0.13908278942108154,0.1826142966747284
the,0.5003893971443176,0.48711544275283813,0.4207492768764496,0.23167964816093445,0.2524827718734741,0.535392165184021,0.4248143136501312,0.2927955985069275,0.38423117995262146,0.4933079481124878,0.3348022699356079,1.0,0.29706791043281555,0.733189046382904,1.0,0.23846951127052307,0.28682878613471985,0.733189046382904,0.1314823180437088,0.22068053483963013
scotland,0.2062309980392456,0.17744721472263336,0.1234734058380127,0.16932645440101624,0.129026859998703,0.19875919818878174,0.19496235251426697,0.14786630868911743,0.14345809817314148,0.21124857664108276,0.16565941274166107,0.23846951127052307,0.12372681498527527,0.2208399921655655,0.23846951127052307,1.0,0.2434776872396469,0.2208399921655655,-0.0016401357715949416,0.09160218387842178
act,0.13504351675510406,0.1887621134519577,0.20058928430080414,0.15076935291290283,0.2563663125038147,0.24833928048610687,0.29223379492759705,0.20888905227184296,0.18676148355007172,0.1787904053926468,0.20642785727977753,0.28682878613471985,0.2307264655828476,0.2802577316761017,0.28682878613471985,0.2434776872396469,1.0,0.2802577316761017,-0.013034193776547909,0.1482519507408142
1978,0.024828588590025902,0.08774974942207336,0.02320731244981289,0.033314548432826996,0.03778371214866638,0.08089005202054977,0.054690562188625336,0.012411573901772499,0.023289868608117104,0.12287666648626328,0.03675001859664917,0.1314823180437088,0.07217970490455627,0.13908278942108154,0.1314823180437088,-0.0016401357715949416,-0.013034193776547909,0.13908278942108154,1.0,0.06364871561527252
",",0.3149496018886566,0.45456063747406006,0.3581022024154663,0.2476319521665573,0.21222424507141113,0.44245919585227966,0.39254459738731384,0.24912182986736298,0.34193792939186096,1.0000001192092896,0.24875585734844208,0.4933079481124878,0.26854002475738525,0.4946078956127167,0.4933079481124878,0.21124857664108276,0.1787904053926468,0.4946078956127167,0.12287666648626328,0.31091248989105225
an,0.24824833869934082,0.3694365322589874,1.0,0.14119486510753632,0.13443148136138916,0.3138085603713989,0.33041056990623474,0.19075638055801392,0.2649265229701996,0.3581022024154663,0.16416478157043457,0.4207492768764496,0.18021589517593384,0.32280945777893066,0.4207492768764496,0.1234734058380127,0.20058928430080414,0.32280945777893066,0.02320731244981289,0.19793890416622162
