,when,is,the,earliest,britain,had,an,imperialist,policy,?
britain,0.21153636276721954,0.1415579617023468,0.29784059524536133,0.202316552400589,1.0000001192092896,0.29607513546943665,0.15375836193561554,0.24723902344703674,0.21537993848323822,0.1268460750579834
's,-0.03368149697780609,0.02396530658006668,-0.01540423184633255,0.05525859445333481,0.04469253867864609,-0.004401352722197771,0.025255560874938965,0.007872968912124634,-0.07627277821302414,-0.023395681753754616
imperialist,0.18002305924892426,0.09729533642530441,0.2451922595500946,0.16369803249835968,0.24723902344703674,0.21745455265045166,0.14795157313346863,1.0,0.29262658953666687,0.11505735665559769
ambitions,0.17141970992088318,0.13539640605449677,0.20827046036720276,0.15600714087486267,0.250156044960022,0.3351100981235504,0.1536705642938614,0.27649086713790894,0.2897472381591797,0.15768194198608398
can,0.39191514253616333,0.44256699085235596,0.312528520822525,0.1863265484571457,0.17672592401504517,0.31523576378822327,0.23671309649944305,0.07139602303504944,0.2153383046388626,0.3226337134838104
be,0.4451393485069275,0.4819129705429077,0.4248143136501312,0.22464895248413086,0.2473866045475006,0.35315439105033875,0.33041056990623474,0.13418951630592346,0.26498162746429443,0.3324260413646698
seen,0.26541221141815186,0.2670730948448181,0.3442007005214691,0.2161976397037506,0.18563169240951538,0.3012228012084961,0.21776726841926575,0.11004388332366943,0.15895706415176392,0.2567344307899475
as,0.4437963366508484,0.43216490745544434,0.48381632566452026,0.25896963477134705,0.27051201462745667,0.3393979072570801,0.37218472361564636,0.2216871678829193,0.2869105041027069,0.27043893933296204
early,0.32107013463974,0.18880519270896912,0.34442198276519775,0.6055391430854797,0.3027513325214386,0.38330185413360596,0.21947315335273743,0.21362414956092834,0.10061527043581009,0.15272949635982513
as,0.4437963366508484,0.43216490745544434,0.48381632566452026,0.25896963477134705,0.27051201462745667,0.3393979072570801,0.37218472361564636,0.2216871678829193,0.2869105041027069,0.27043893933296204
the,0.5091903209686279,0.5823672413825989,1.0,0.32825469970703125,0.29784059524536133,0.3875846862792969,0.4207492768764496,0.2451922595500946,0.2358427494764328,0.22068053483963013
sixteenth,0.25582239031791687,0.23071829974651337,0.34871456027030945,0.20687492191791534,0.23440343141555786,0.19747458398342133,0.18814760446548462,0.1762605905532837,0.1334870606660843,0.12440915405750275
century,0.22992412745952606,0.20648397505283356,0.3617299497127533,0.4099726378917694,0.2561532258987427,0.28676724433898926,0.185816690325737,0.2568609118461609,0.17394305765628815,0.1026201918721199
.,0.475719153881073,0.4569662809371948,0.5934505462646484,0.21521835029125214,0.25750598311424255,0.37348684668540955,0.3581749200820923,0.23582686483860016,0.25152966380119324,0.4130953550338745
