,how,did,genghis,khan,observed,the,surrender,terms,after,samarkand,fell,?
after,0.23871733248233795,0.30330467224121094,0.24102559685707092,0.1264270693063736,0.15474484860897064,0.4565047025680542,0.3047172725200653,0.15116918087005615,1.0,0.2715873718261719,0.3766758143901825,0.16608688235282898
the,0.33890387415885925,0.34736719727516174,0.3448939025402069,0.21067845821380615,0.26280322670936584,1.0,0.27931663393974304,0.29706791043281555,0.4565047025680542,0.3053828775882721,0.2598440647125244,0.22068053483963013
fortress,0.09108439087867737,0.15018750727176666,0.39575469493865967,0.21753162145614624,0.08092790096998215,0.2492496520280838,0.40943124890327454,0.05166419968008995,0.2422795444726944,0.3483133614063263,0.25341904163360596,0.11211185157299042
fell,0.16039395332336426,0.3227677345275879,0.2781490981578827,0.1570749580860138,0.18348804116249084,0.2598440647125244,0.3349720537662506,0.14429670572280884,0.3766758143901825,0.29679712653160095,1.0,0.13107693195343018
",",0.22659391164779663,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.24158574640750885,0.4933079481124878,0.27091357111930847,0.26854002475738525,0.38860568404197693,0.23494493961334229,0.27573052048683167,0.31091248989105225
genghis,0.15753298997879028,0.18339850008487701,1.0,0.5896923542022705,0.09779876470565796,0.3448939025402069,0.3102329671382904,0.11362554877996445,0.24102559685707092,0.5715417265892029,0.2781490981578827,0.18813461065292358
supposedly,0.30635762214660645,0.2931118905544281,0.28853264451026917,0.16752220690250397,0.09116967767477036,0.3071683347225189,0.21509429812431335,0.15690581500530243,0.3366013169288635,0.1876043677330017,0.1998816579580307,0.2077445387840271
reneged,0.11654544621706009,0.26318562030792236,0.3642468750476837,0.20350219309329987,0.15940673649311066,0.2916105091571808,0.4200989305973053,0.19029714167118073,0.34100833535194397,0.28562653064727783,0.35021448135375977,0.13594797253608704
on,0.32655060291290283,0.2670976221561432,0.17695671319961548,0.13222354650497437,0.2414359599351883,0.5107308030128479,0.20825940370559692,0.1906774938106537,0.39330315589904785,0.14208564162254333,0.2488616406917572,0.2714994251728058
his,0.24614305794239044,0.3546801507472992,0.3744826912879944,0.26570460200309753,0.13347531855106354,0.4394008219242096,0.27552497386932373,0.18000736832618713,0.41949746012687683,0.2903616726398468,0.3207376003265381,0.18075084686279297
surrender,0.07884012907743454,0.23438182473182678,0.3102329671382904,0.17896446585655212,0.11160863935947418,0.27931663393974304,0.9999999403953552,0.20953208208084106,0.3047172725200653,0.22691568732261658,0.3349720537662506,0.0896526649594307
terms,0.2502101957798004,0.19385001063346863,0.11362554877996445,0.13089726865291595,0.23429597914218903,0.29706791043281555,0.20953208208084106,1.0,0.15116918087005615,0.1046195849776268,0.14429670572280884,0.23466452956199646
and,0.33647966384887695,0.34479495882987976,0.26551535725593567,0.22885166108608246,0.19534416496753693,0.5171257257461548,0.21680258214473724,0.26477551460266113,0.3765919506549835,0.2754867374897003,0.29412880539894104,0.20544172823429108
executed,0.15494507551193237,0.17208366096019745,0.24469338357448578,0.10112476348876953,0.26357927918434143,0.16640569269657135,0.3544972240924835,0.1249004378914833,0.2505966126918793,0.16138119995594025,0.23187825083732605,0.14393280446529388
every,0.31805798411369324,0.21975891292095184,0.15493112802505493,0.14498509466648102,0.2564556896686554,0.4023689329624176,0.11978769302368164,0.19767673313617706,0.2450585514307022,0.1856136918067932,0.1963893622159958,0.24066033959388733
soldier,0.15562501549720764,0.1467839628458023,0.25109004974365234,0.16308236122131348,0.1519133299589157,0.2112133949995041,0.3207092881202698,0.08565784245729446,0.17849496006965637,0.16281412541866302,0.19159099459648132,0.1948787271976471
that,0.557814359664917,0.47518548369407654,0.21352417767047882,0.14077997207641602,0.3131817877292633,0.5473989248275757,0.19103610515594482,0.29983192682266235,0.373811811208725,0.19788403809070587,0.21921955049037933,0.32716336846351624
had,0.2549138069152832,0.540525496006012,0.2616504430770874,0.1740240752696991,0.24057282507419586,0.3875846862792969,0.2587832510471344,0.17058052122592926,0.4133172631263733,0.21886299550533295,0.4013884663581848,0.20728366076946259
taken,0.22504179179668427,0.2038538008928299,0.16701428592205048,0.08974990993738174,0.2844484746456146,0.3309854567050934,0.21819907426834106,0.09046189486980438,0.3229759931564331,0.17737819254398346,0.33126822113990784,0.17662954330444336
arms,0.1623915582895279,0.1531936526298523,0.17677509784698486,0.14934712648391724,0.11535564064979553,0.2508765757083893,0.2520735561847687,0.17260782420635223,0.1715163290500641,0.19459085166454315,0.16821813583374023,0.1243237629532814
against,0.22421614825725555,0.22514554858207703,0.2344937026500702,0.10938236117362976,0.15453839302062988,0.3090755045413971,0.32672256231307983,0.11389955133199692,0.31196507811546326,0.12780211865901947,0.20951837301254272,0.18095137178897858
him,0.3545486629009247,0.4290095865726471,0.32669100165367126,0.23670253157615662,0.07804276794195175,0.39213326573371887,0.31879955530166626,0.18408796191215515,0.41209572553634644,0.24291810393333435,0.3481278419494629,0.23943768441677094
at,0.2154216170310974,0.28390252590179443,0.17962470650672913,0.15931449830532074,0.2068919539451599,0.457212895154953,0.16837479174137115,0.12392114847898483,0.3622083067893982,0.20545688271522522,0.2240552008152008,0.21978627145290375
samarkand,0.15812426805496216,0.15214397013187408,0.5715417265892029,0.4810072183609009,0.11961686611175537,0.3053828775882721,0.22691568732261658,0.1046195849776268,0.2715873718261719,1.0000001192092896,0.29679712653160095,0.14516572654247284
.,0.3287222981452942,0.35288307070732117,0.25373268127441406,0.19819748401641846,0.21245750784873962,0.5934505462646484,0.2190479040145874,0.24108539521694183,0.35870397090911865,0.24099032580852509,0.20426522195339203,0.4130953550338745
