,when,was,the,prime,number,theorem,proven,?
the,0.5091903209686279,0.48711544275283813,1.0,0.19960100948810577,0.35145696997642517,0.18430666625499725,0.19108618795871735,0.22068053483963013
first,0.4282494783401489,0.5022147297859192,0.49448907375335693,0.21695679426193237,0.28294017910957336,0.22535119950771332,0.1881432682275772,0.18701928853988647
result,0.32054403424263,0.18558235466480255,0.27778977155685425,0.16897667944431305,0.2618390619754791,0.17544567584991455,0.24614262580871582,0.17218433320522308
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.18097394704818726,0.3024539053440094,0.12508544325828552,0.13981205224990845,0.20430970191955566
that,0.5860282182693481,0.33670201897621155,0.5473989248275757,0.18163643777370453,0.32951247692108154,0.28924983739852905,0.41694560647010803,0.32716336846351624
direction,0.21485374867916107,0.1429082751274109,0.28851455450057983,0.16224642097949982,0.17497305572032928,0.2522142231464386,0.12132648378610611,0.10739318281412125
is,0.3471449911594391,0.5810302495956421,0.5823672413825989,0.16680827736854553,0.22390379011631012,0.23679251968860626,0.22738951444625854,0.22961433231830597
the,0.5091903209686279,0.48711544275283813,1.0,0.19960100948810577,0.35145696997642517,0.18430666625499725,0.19108618795871735,0.22068053483963013
prime,0.1445009857416153,0.21048103272914886,0.19960100948810577,1.0,0.2556258738040924,0.3795034885406494,0.211175337433815,0.11276303976774216
number,0.2767394483089447,0.1855042725801468,0.35145696997642517,0.2556258738040924,1.0,0.2737624943256378,0.22299419343471527,0.19256845116615295
theorem,0.16797056794166565,0.15394875407218933,0.18430666625499725,0.3795034885406494,0.2737624943256378,1.0,0.441742479801178,0.18729111552238464
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.2565026581287384,0.2535701394081116,0.16003508865833282,0.21999844908714294,0.31091248989105225
proven,0.23588497936725616,0.18779028952121735,0.19108618795871735,0.211175337433815,0.22299419343471527,0.441742479801178,1.0,0.23916150629520416
at,0.38876327872276306,0.36707764863967896,0.457212895154953,0.15248191356658936,0.20500339567661285,0.09990637004375458,0.13631857931613922,0.21978627145290375
the,0.5091903209686279,0.48711544275283813,1.0,0.19960100948810577,0.35145696997642517,0.18430666625499725,0.19108618795871735,0.22068053483963013
end,0.3228412866592407,0.19220198690891266,0.39658910036087036,0.13932059705257416,0.2894848585128784,0.13428349792957306,0.13571926951408386,0.12543344497680664
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.23935265839099884,0.2778518795967102,0.18068012595176697,0.20935744047164917,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.19960100948810577,0.35145696997642517,0.18430666625499725,0.19108618795871735,0.22068053483963013
19th,0.20566971600055695,0.24231374263763428,0.24964287877082825,0.20703431963920593,0.1856638640165329,0.272405207157135,0.1166839525103569,0.004712673369795084
century,0.22992412745952606,0.3521432876586914,0.3617299497127533,0.21726654469966888,0.20585349202156067,0.22408947348594666,0.20120099186897278,0.1026201918721199
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.2565026581287384,0.2535701394081116,0.16003508865833282,0.21999844908714294,0.31091248989105225
which,0.572554349899292,0.2830964922904968,0.6521818041801453,0.1615363508462906,0.3661547005176544,0.2076059877872467,0.2582547068595886,0.25814583897590637
says,0.3369019627571106,0.25071612000465393,0.29071056842803955,0.1503191888332367,0.16200275719165802,0.30154505372047424,0.33996713161468506,0.2869862914085388
that,0.5860282182693481,0.33670201897621155,0.5473989248275757,0.18163643777370453,0.32951247692108154,0.28924983739852905,0.41694560647010803,0.32716336846351624
the,0.5091903209686279,0.48711544275283813,1.0,0.19960100948810577,0.35145696997642517,0.18430666625499725,0.19108618795871735,0.22068053483963013
probability,0.2709904611110687,0.16334694623947144,0.23101688921451569,0.22426357865333557,0.3473722040653229,0.504727840423584,0.3710605502128601,0.22305074334144592
that,0.5860282182693481,0.33670201897621155,0.5473989248275757,0.18163643777370453,0.32951247692108154,0.28924983739852905,0.41694560647010803,0.32716336846351624
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.17998681962490082,0.2992287278175354,0.2234962433576584,0.22892846167087555,0.23916715383529663
given,0.3406018912792206,0.26878538727760315,0.37508252263069153,0.14018583297729492,0.24448595941066742,0.196718230843544,0.31399139761924744,0.2570464313030243
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.2565026581287384,0.2535701394081116,0.16003508865833282,0.21999844908714294,0.31091248989105225
randomly,0.3594018518924713,0.12794430553913116,0.24611975252628326,0.21025195717811584,0.39614883065223694,0.2531132102012634,0.24730518460273743,0.2523704767227173
chosen,0.20339706540107727,0.258492648601532,0.32853078842163086,0.21051296591758728,0.19941750168800354,0.21722610294818878,0.19730187952518463,0.18667186796665192
number,0.2767394483089447,0.1855042725801468,0.35145696997642517,0.2556258738040924,1.0,0.2737624943256378,0.22299419343471527,0.19256845116615295
n,0.1968323290348053,0.12331662327051163,0.18813885748386383,0.22825956344604492,0.2545117735862732,0.23515747487545013,0.13053978979587555,0.19161871075630188
is,0.3471449911594391,0.5810302495956421,0.5823672413825989,0.16680827736854553,0.22390379011631012,0.23679251968860626,0.22738951444625854,0.22961433231830597
prime,0.1445009857416153,0.21048103272914886,0.19960100948810577,1.0,0.2556258738040924,0.3795034885406494,0.211175337433815,0.11276303976774216
is,0.3471449911594391,0.5810302495956421,0.5823672413825989,0.16680827736854553,0.22390379011631012,0.23679251968860626,0.22738951444625854,0.22961433231830597
inversely,0.2870146632194519,0.15984345972537994,0.2996712028980255,0.18112574517726898,0.3447193503379822,0.39709678292274475,0.34120723605155945,0.08351708203554153
proportional,0.25160688161849976,0.20042987167835236,0.31065797805786133,0.22055818140506744,0.40808066725730896,0.3245837688446045,0.287992388010025,0.150908961892128
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.2015804797410965,0.2706126868724823,0.14878395199775696,0.26366204023361206,0.29463258385658264
its,0.34032323956489563,0.3518870174884796,0.559237003326416,0.1312374770641327,0.24055860936641693,0.12635840475559235,0.15309210121631622,0.15103481709957123
number,0.2767394483089447,0.1855042725801468,0.35145696997642517,0.2556258738040924,1.0,0.2737624943256378,0.22299419343471527,0.19256845116615295
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.23935265839099884,0.2778518795967102,0.18068012595176697,0.20935744047164917,0.1826142966747284
digits,0.1886579543352127,0.10885363072156906,0.25475579500198364,0.2232404202222824,0.4649045765399933,0.32574209570884705,0.21191026270389557,0.1597343236207962
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.2565026581287384,0.2535701394081116,0.16003508865833282,0.21999844908714294,0.31091248989105225
or,0.417120099067688,0.2330796718597412,0.4174870550632477,0.12635108828544617,0.28384777903556824,0.11228547245264053,0.3021185100078583,0.32389625906944275
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.2015804797410965,0.2706126868724823,0.14878395199775696,0.26366204023361206,0.29463258385658264
the,0.5091903209686279,0.48711544275283813,1.0,0.19960100948810577,0.35145696997642517,0.18430666625499725,0.19108618795871735,0.22068053483963013
logarithm,0.20424258708953857,0.10919596999883652,0.16378773748874664,0.2591390311717987,0.3929193615913391,0.485704630613327,0.2925282418727875,0.2840292751789093
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.23935265839099884,0.2778518795967102,0.18068012595176697,0.20935744047164917,0.1826142966747284
n,0.1968323290348053,0.12331662327051163,0.18813885748386383,0.22825956344604492,0.2545117735862732,0.23515747487545013,0.13053978979587555,0.19161871075630188
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.17658381164073944,0.3256329298019409,0.19165870547294617,0.25880759954452515,0.4130953550338745
