,who,did,a,pressurized,oxygen,cabin,fire,kill,?
the,0.3733934462070465,0.34736719727516174,0.5829201340675354,0.3325182795524597,0.20428593456745148,0.23489025235176086,0.2911929488182068,0.1907513439655304,0.22068053483963013
fire,0.1752164363861084,0.19300588965415955,0.2617572844028473,0.274247944355011,0.2802748680114746,0.22614069283008575,0.9999999403953552,0.2639846205711365,0.14396874606609344
that,0.45444270968437195,0.47518548369407654,0.47537946701049805,0.3703053593635559,0.2717767655849457,0.2141328901052475,0.22560954093933105,0.28167223930358887,0.32716336846351624
killed,0.3541788160800934,0.24296797811985016,0.2230118364095688,0.2525368630886078,0.10416927933692932,0.2257874757051468,0.29567381739616394,0.6108298897743225,0.17928971350193024
the,0.3733934462070465,0.34736719727516174,0.5829201340675354,0.3325182795524597,0.20428593456745148,0.23489025235176086,0.2911929488182068,0.1907513439655304,0.22068053483963013
apollo,0.19149452447891235,0.1976410299539566,0.19996169209480286,0.26001420617103577,0.21209172904491425,0.363837867975235,0.24718856811523438,0.15957164764404297,0.191528782248497
1,-0.35742413997650146,-0.2815930247306824,-0.20817746222019196,-0.04972362145781517,-0.10033886879682541,-0.15557871758937836,-0.04729834198951721,-0.16607451438903809,-0.249979168176651
crew,0.28323259949684143,0.16688382625579834,0.15305642783641815,0.2849608361721039,0.19165752828121185,0.3638637661933899,0.32482561469078064,0.19626103341579437,0.16586194932460785
in,0.2792111933231354,0.2593238651752472,0.539380669593811,0.2306635081768036,0.1672476977109909,0.19721314311027527,0.2514701783657074,0.1590711623430252,0.20430970191955566
a,0.36608949303627014,0.2552328109741211,1.0,0.297363817691803,0.21662019193172455,0.2335718870162964,0.2617572844028473,0.25388583540916443,0.23916715383529663
launch,0.09666242450475693,0.19841566681861877,0.19873975217342377,0.3217355012893677,0.186820387840271,0.22448396682739258,0.19331559538841248,0.18730668723583221,0.22009649872779846
pad,0.14023457467556,0.05562160164117813,0.248500257730484,0.305305540561676,0.22191818058490753,0.20157857239246368,0.13053235411643982,0.1377546489238739,0.20716224610805511
test,0.14540761709213257,0.1707909107208252,0.2521366477012634,0.2522905170917511,0.18279343843460083,0.12819355726242065,0.10254383832216263,0.1643666923046112,0.19832737743854523
spread,0.16366858780384064,0.1917719841003418,0.17979469895362854,0.3063947260379791,0.20364288985729218,0.1311483085155487,0.21915985643863678,0.1787133663892746,0.16482828557491302
so,0.39952170848846436,0.43696269392967224,0.41474464535713196,0.3337727189064026,0.3034515082836151,0.187928706407547,0.20619472861289978,0.28093335032463074,0.43163934350013733
rapidly,0.10261338949203491,0.11906260251998901,0.22376412153244019,0.3985668122768402,0.23475238680839539,0.10701838880777359,0.1767161786556244,0.15211693942546844,0.11245343834161758
because,0.4398062229156494,0.45674043893814087,0.42230045795440674,0.33577993512153625,0.28859952092170715,0.24203841388225555,0.18150149285793304,0.2845524251461029,0.2528740465641022
the,0.3733934462070465,0.34736719727516174,0.5829201340675354,0.3325182795524597,0.20428593456745148,0.23489025235176086,0.2911929488182068,0.1907513439655304,0.22068053483963013
capsule,0.13307377696037292,0.08857060223817825,0.29288169741630554,0.37844616174697876,0.2975654602050781,0.20827122032642365,0.22554327547550201,0.14291635155677795,0.1896391361951828
was,0.3318818509578705,0.41399896144866943,0.4508470594882965,0.2514490783214569,0.16070082783699036,0.20808860659599304,0.24801933765411377,0.1795797049999237,0.18412111699581146
pressurized,0.18002788722515106,0.24386848509311676,0.297363817691803,1.0000001192092896,0.4495845139026642,0.27914705872535706,0.274247944355011,0.26585325598716736,0.11134854704141617
with,0.3282766342163086,0.25472134351730347,0.3783375024795532,0.30587613582611084,0.200663760304451,0.1892247200012207,0.2051490843296051,0.19444867968559265,0.2433311939239502
pure,0.16422827541828156,0.19665062427520752,0.2732713520526886,0.297916054725647,0.3194023668766022,0.09418333321809769,0.06846518814563751,0.1949463039636612,0.06826777756214142
o,0.13239824771881104,0.08166574686765671,0.18840523064136505,0.13129667937755585,0.2476140707731247,0.1427946239709854,0.20473778247833252,0.1208919808268547,0.23868927359580994
2,-0.0748172402381897,-0.044790901243686676,-0.05323360115289688,0.029568972066044807,0.04063820466399193,0.024239780381321907,0.059585604816675186,0.01585642248392105,0.001977203879505396
but,0.4487357437610626,0.49033689498901367,0.44750767946243286,0.3174539804458618,0.262522429227829,0.23911793529987335,0.20752230286598206,0.2505883276462555,0.27921953797340393
at,0.22096660733222961,0.28390252590179443,0.3095070421695709,0.2240782231092453,0.1428557187318802,0.14533723890781403,0.18688800930976868,0.13511191308498383,0.21978627145290375
slightly,0.13121305406093597,0.1909397393465042,0.29485416412353516,0.30630430579185486,0.18072201311588287,0.21228094398975372,0.136432483792305,0.052373822778463364,0.15424269437789917
more,0.31567877531051636,0.2803135812282562,0.3452818691730499,0.2903604209423065,0.265546053647995,0.1848144829273224,0.16506873071193695,0.181722491979599,0.27894994616508484
than,0.24983921647071838,0.24820660054683685,0.3126874566078186,0.2513590455055237,0.25305241346359253,0.20003709197044373,0.14079388976097107,0.15726973116397858,0.24917294085025787
atmospheric,0.10670146346092224,0.1384841650724411,0.17021165788173676,0.4894759953022003,0.4502122104167938,0.15634559094905853,0.16795650124549866,0.06294461339712143,0.11404281854629517
pressure,0.14312592148780823,0.18982082605361938,0.23459996283054352,0.7437890768051147,0.35798126459121704,0.21540102362632751,0.16840921342372894,0.18578490614891052,0.142023503780365
",",0.3365725874900818,0.3015086054801941,0.427140474319458,0.2539159059524536,0.21812842786312103,0.18909597396850586,0.24915234744548798,0.30406463146209717,0.31091248989105225
instead,0.2789587676525116,0.34208473563194275,0.3737732470035553,0.2572777569293976,0.24622170627117157,0.15502989292144775,0.15723438560962677,0.2537996172904968,0.2942638397216797
of,0.2827862501144409,0.2513895630836487,0.5052502155303955,0.2730380594730377,0.16848602890968323,0.2067061811685562,0.20259131491184235,0.19896888732910156,0.1826142966747284
the,0.3733934462070465,0.34736719727516174,0.5829201340675354,0.3325182795524597,0.20428593456745148,0.23489025235176086,0.2911929488182068,0.1907513439655304,0.22068053483963013
1⁄3,-0.022730782628059387,-0.05809296667575836,-0.014507350511848927,-0.07708819955587387,0.012075262144207954,-0.13122354447841644,-0.10687331110239029,-0.02945650927722454,0.06023422256112099
normal,0.19427625834941864,0.2654018700122833,0.3121098279953003,0.3277231752872467,0.28902506828308105,0.24540244042873383,0.1165974959731102,0.14720432460308075,0.19617988169193268
pressure,0.14312592148780823,0.18982082605361938,0.23459996283054352,0.7437890768051147,0.35798126459121704,0.21540102362632751,0.16840921342372894,0.18578490614891052,0.142023503780365
that,0.45444270968437195,0.47518548369407654,0.47537946701049805,0.3703053593635559,0.2717767655849457,0.2141328901052475,0.22560954093933105,0.28167223930358887,0.32716336846351624
would,0.3632977604866028,0.6268245577812195,0.398599237203598,0.27994364500045776,0.206369087100029,0.18434461951255798,0.19330880045890808,0.22262386977672577,0.37178951501846313
be,0.3371641933917999,0.22657383978366852,0.39883795380592346,0.32083213329315186,0.28851351141929626,0.15025466680526733,0.17843341827392578,0.23327410221099854,0.3324260413646698
used,0.20756356418132782,0.30443844199180603,0.3864384889602661,0.4125666916370392,0.21276918053627014,0.14968693256378174,0.17371316254138947,0.25659212470054626,0.22430120408535004
in,0.2792111933231354,0.2593238651752472,0.539380669593811,0.2306635081768036,0.1672476977109909,0.19721314311027527,0.2514701783657074,0.1590711623430252,0.20430970191955566
a,0.36608949303627014,0.2552328109741211,1.0,0.297363817691803,0.21662019193172455,0.2335718870162964,0.2617572844028473,0.25388583540916443,0.23916715383529663
mission,0.23207825422286987,0.1377914398908615,0.2477724254131317,0.17542745172977448,0.12214278429746628,0.25644630193710327,0.22038410604000092,0.13601139187812805,0.19506393373012543
.,0.3541337847709656,0.35288307070732117,0.50484299659729,0.26237714290618896,0.2554275095462799,0.20977994799613953,0.2511917054653168,0.29428622126579285,0.4130953550338745
