,which,other,ancient,organism,formed,basic,immune,mechanisms,?
other,0.50507652759552,0.9999999403953552,0.24561117589473724,0.23167747259140015,0.20881874859333038,0.3658887445926666,0.23635786771774292,0.2561417818069458,0.24682199954986572
basic,0.39763036370277405,0.3658887445926666,0.22399169206619263,0.2771587669849396,0.1612185686826706,1.0000001192092896,0.1765540987253189,0.33424440026283264,0.26534420251846313
immune,0.3153325319290161,0.23635786771774292,0.16240404546260834,0.46061697602272034,0.07415474951267242,0.1765540987253189,1.0,0.45769235491752625,0.16080476343631744
mechanisms,0.3358001112937927,0.2561417818069458,0.21602053940296173,0.5490603446960449,0.09633565694093704,0.33424440026283264,0.45769235491752625,1.0000001192092896,0.20209980010986328
evolved,0.35380810499191284,0.27402666211128235,0.30066177248954773,0.410501092672348,0.2679622173309326,0.20375338196754456,0.30302733182907104,0.3832155466079712,0.1599971204996109
in,0.4840516746044159,0.39989137649536133,0.27350422739982605,0.20910242199897766,0.27325257658958435,0.2729884386062622,0.14682820439338684,0.20443810522556305,0.20430970191955566
ancient,0.29943716526031494,0.24561117589473724,1.0,0.17877906560897827,0.16199445724487305,0.22399169206619263,0.16240404546260834,0.21602053940296173,0.12938068807125092
eukaryotes,0.32087716460227966,0.2490995079278946,0.18927772343158722,0.6565404534339905,0.19967439770698547,0.26434025168418884,0.39998072385787964,0.5224165916442871,0.1912411004304886
and,0.506277859210968,0.5504306554794312,0.2774560749530792,0.20019865036010742,0.27619341015815735,0.3108116090297699,0.14400269091129303,0.18555718660354614,0.20544172823429108
remain,0.27613773941993713,0.30298370122909546,0.14198455214500427,0.22887766361236572,0.1753336489200592,0.18688473105430603,0.2287452220916748,0.14049451053142548,0.1868363618850708
in,0.4840516746044159,0.39989137649536133,0.27350422739982605,0.20910242199897766,0.27325257658958435,0.2729884386062622,0.14682820439338684,0.20443810522556305,0.20430970191955566
their,0.4582767188549042,0.456295371055603,0.2358427345752716,0.24249769747257233,0.24537567794322968,0.25211238861083984,0.27346232533454895,0.29389771819114685,0.1898253709077835
modern,0.3329094350337982,0.2693008780479431,0.5239231586456299,0.160568505525589,0.14701609313488007,0.33093497157096863,0.08704802393913269,0.22637902200222015,0.12475407868623734
descendants,0.1771552413702011,0.23583006858825684,0.2599949836730957,0.18267707526683807,0.17417149245738983,0.10208752751350403,0.16140152513980865,0.20404702425003052,0.10391592979431152
",",0.3658004403114319,0.4446498453617096,0.2677067816257477,0.15651610493659973,0.2636634409427643,0.2850632071495056,0.15102852880954742,0.1645701378583908,0.31091248989105225
such,0.406057745218277,0.6041211485862732,0.2521021068096161,0.23943567276000977,0.12844695150852203,0.3151266276836395,0.25108346343040466,0.29699984192848206,0.17851735651493073
as,0.41006597876548767,0.42805421352386475,0.2047322392463684,0.2224765121936798,0.21414828300476074,0.2511442303657532,0.17487213015556335,0.2306535542011261,0.27043893933296204
plants,0.3458610773086548,0.3151935040950775,0.23762787878513336,0.4979407787322998,0.1437670737504959,0.20146949589252472,0.26676440238952637,0.38109612464904785,0.1473488062620163
and,0.506277859210968,0.5504306554794312,0.2774560749530792,0.20019865036010742,0.27619341015815735,0.3108116090297699,0.14400269091129303,0.18555718660354614,0.20544172823429108
invertebrates,0.3753422200679779,0.3083416819572449,0.2532632350921631,0.4996351897716522,0.1344534158706665,0.2518482804298401,0.38577887415885925,0.4965128004550934,0.20238085091114044
.,0.45942068099975586,0.41511186957359314,0.25280675292015076,0.24682649970054626,0.2737641930580139,0.2838435769081116,0.18267881870269775,0.2271011471748352,0.4130953550338745
,which,other,ancient,organism,formed,basic,immune,mechanisms,?
even,0.4903149902820587,0.4545271396636963,0.20157936215400696,0.2712545096874237,0.1574329435825348,0.2708408236503601,0.3015825152397156,0.21699009835720062,0.30082517862319946
simple,0.40099966526031494,0.3506549298763275,0.17030949890613556,0.32617542147636414,0.13578073680400848,0.5284267663955688,0.19230106472969055,0.27169716358184814,0.4614735543727875
unicellular,0.37767502665519714,0.35120654106140137,0.1803743988275528,0.6403892040252686,0.18394498527050018,0.28974345326423645,0.4257271885871887,0.5298017263412476,0.19283105432987213
organisms,0.3490593135356903,0.2785937488079071,0.190420463681221,0.8696659207344055,0.20810623466968536,0.25336283445358276,0.3922001123428345,0.671261727809906,0.22621455788612366
such,0.406057745218277,0.6041211485862732,0.2521021068096161,0.23943567276000977,0.12844695150852203,0.3151266276836395,0.25108346343040466,0.29699984192848206,0.17851735651493073
as,0.41006597876548767,0.42805421352386475,0.2047322392463684,0.2224765121936798,0.21414828300476074,0.2511442303657532,0.17487213015556335,0.2306535542011261,0.27043893933296204
bacteria,0.30531173944473267,0.22841648757457733,0.16904720664024353,0.5993368029594421,0.13646039366722107,0.20018459856510162,0.41212543845176697,0.4097839891910553,0.18786604702472687
possess,0.35181617736816406,0.3133496344089508,0.2665257453918457,0.39407989382743835,0.10469384491443634,0.22732454538345337,0.32285916805267334,0.33123767375946045,0.1285712569952011
a,0.56894451379776,0.2806335389614105,0.2069382220506668,0.24148842692375183,0.21948496997356415,0.2517271041870117,0.20466765761375427,0.19530636072158813,0.23916715383529663
rudimentary,0.3706335723400116,0.23567591607570648,0.2945011854171753,0.290367066860199,0.23956048488616943,0.32318440079689026,0.15518836677074432,0.3172914385795593,0.18648070096969604
immune,0.3153325319290161,0.23635786771774292,0.16240404546260834,0.46061697602272034,0.07415474951267242,0.1765540987253189,1.0,0.45769235491752625,0.16080476343631744
system,0.37390631437301636,0.20899327099323273,0.20504215359687805,0.2959426939487457,0.24266883730888367,0.2842368185520172,0.3962631821632385,0.2901284098625183,0.15556083619594574
",",0.3658004403114319,0.4446498453617096,0.2677067816257477,0.15651610493659973,0.2636634409427643,0.2850632071495056,0.15102852880954742,0.1645701378583908,0.31091248989105225
in,0.4840516746044159,0.39989137649536133,0.27350422739982605,0.20910242199897766,0.27325257658958435,0.2729884386062622,0.14682820439338684,0.20443810522556305,0.20430970191955566
the,0.6521818041801453,0.44152235984802246,0.28808021545410156,0.23149779438972473,0.28813210129737854,0.27259987592697144,0.21364226937294006,0.2385137975215912,0.22068053483963013
form,0.4024239182472229,0.2616437077522278,0.19360822439193726,0.31754252314567566,0.45461541414260864,0.28477513790130615,0.18999020755290985,0.22609877586364746,0.1463010311126709
of,0.5011631846427917,0.38583824038505554,0.3361112177371979,0.23540134727954865,0.2871689796447754,0.2817785441875458,0.16620753705501556,0.22534649074077606,0.1826142966747284
enzymes,0.3759857416152954,0.21517042815685272,0.14710551500320435,0.5352509021759033,0.14551225304603577,0.28276315331459045,0.4561769664287567,0.5144109725952148,0.19847454130649567
that,0.6894589066505432,0.5570666193962097,0.2845331132411957,0.30370086431503296,0.2487153261899948,0.38648462295532227,0.30237793922424316,0.2760249972343445,0.32716336846351624
protect,0.285661906003952,0.29961317777633667,0.17791762948036194,0.19459961354732513,0.1582450270652771,0.17519405484199524,0.261508584022522,0.20839332044124603,0.20180222392082214
against,0.27554041147232056,0.2755064070224762,0.15442927181720734,0.15629395842552185,0.22146174311637878,0.1114937886595726,0.26737844944000244,0.11669077724218369,0.18095137178897858
bacteriophage,0.3033912777900696,0.20541417598724365,0.1455385535955429,0.6278525590896606,0.15855944156646729,0.19129829108715057,0.4850960969924927,0.5119433403015137,0.15503612160682678
infections,0.29134732484817505,0.3119790852069855,0.16889148950576782,0.41969573497772217,0.10404299944639206,0.16555939614772797,0.5503223538398743,0.3463033437728882,0.19163957238197327
.,0.45942068099975586,0.41511186957359314,0.25280675292015076,0.24682649970054626,0.2737641930580139,0.2838435769081116,0.18267881870269775,0.2271011471748352,0.4130953550338745
