,what,is,involved,in,a,review,of,prescribed,medications,?
the,0.42745697498321533,0.5823672413825989,0.2872544527053833,0.6662389636039734,0.5829201340675354,0.245576411485672,0.733189046382904,0.1769828051328659,0.23477277159690857,0.22068053483963013
review,0.27832862734794617,0.18014690279960632,0.25744155049324036,0.1851312667131424,0.2132924199104309,1.0000001192092896,0.18473945558071136,0.19669000804424286,0.20787285268306732,0.27187594771385193
process,0.3466717302799225,0.21762968599796295,0.40773823857307434,0.19851736724376678,0.2601566016674042,0.3018415868282318,0.23962904512882233,0.25758811831474304,0.2990318536758423,0.2460896074771881
often,0.3849453330039978,0.3856629431247711,0.21527579426765442,0.3380797803401947,0.3930865228176117,0.12316267937421799,0.3351972997188568,0.363134503364563,0.38862502574920654,0.23748154938220978
involves,0.2138185203075409,0.33874383568763733,0.6246857047080994,0.2665846645832062,0.35207560658454895,0.17479921877384186,0.32495999336242676,0.3413289487361908,0.3649115562438965,0.14038428664207458
an,0.2821882665157318,0.4654068350791931,0.26176002621650696,0.2605783939361572,0.44552403688430786,0.22083190083503723,0.32280945777893066,0.16097189486026764,0.19421516358852386,0.19793890416622162
evaluation,0.2566048800945282,0.21702177822589874,0.2736945152282715,0.21822984516620636,0.23692037165164948,0.3070228099822998,0.23022852838039398,0.33037054538726807,0.36919671297073364,0.23344650864601135
of,0.33290785551071167,0.4854315221309662,0.30147984623908997,0.5696388483047485,0.5052502155303955,0.18473945558071136,1.0,0.19140151143074036,0.25834259390830994,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.2872544527053833,0.6662389636039734,0.5829201340675354,0.245576411485672,0.733189046382904,0.1769828051328659,0.23477277159690857,0.22068053483963013
appropriateness,0.33165183663368225,0.22715041041374207,0.21819494664669037,0.13066284358501434,0.20017139613628387,0.28501105308532715,0.22961382567882538,0.291100412607193,0.35276421904563904,0.2753678560256958
of,0.33290785551071167,0.4854315221309662,0.30147984623908997,0.5696388483047485,0.5052502155303955,0.18473945558071136,1.0,0.19140151143074036,0.25834259390830994,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.2872544527053833,0.6662389636039734,0.5829201340675354,0.245576411485672,0.733189046382904,0.1769828051328659,0.23477277159690857,0.22068053483963013
drug,0.21731828153133392,0.1868302971124649,0.22868792712688446,0.24474680423736572,0.22027458250522614,0.1676136702299118,0.19976560771465302,0.5203359723091125,0.56787109375,0.12584024667739868
therapy,0.23743373155593872,0.19175049662590027,0.22145794332027435,0.21068020164966583,0.24302813410758972,0.19813457131385803,0.19317765533924103,0.49268579483032227,0.597821831703186,0.18962311744689941
(,0.2411840260028839,0.35393038392066956,0.2043660283088684,0.3087427020072937,0.3206180930137634,0.22515948116779327,0.35032153129577637,0.09446489065885544,0.15278491377830505,0.40561532974243164
e.g.,0.04733210429549217,0.11002284288406372,0.026121504604816437,-0.06976211816072464,0.00869368202984333,-0.006451462395489216,-0.0030048114713281393,-0.07061681896448135,-0.11681485921144485,0.018727071583271027
",",0.3087472915649414,0.4691906273365021,0.3099522888660431,0.5201468467712402,0.427140474319458,0.32966679334640503,0.4946078956127167,0.17581915855407715,0.2232554405927658,0.31091248989105225
drug,0.21731828153133392,0.1868302971124649,0.22868792712688446,0.24474680423736572,0.22027458250522614,0.1676136702299118,0.19976560771465302,0.5203359723091125,0.56787109375,0.12584024667739868
choice,0.29363784193992615,0.2168283462524414,0.20715151727199554,0.18258674442768097,0.2913992404937744,0.22830291092395782,0.23419108986854553,0.19817191362380981,0.2742569148540497,0.28709158301353455
",",0.3087472915649414,0.4691906273365021,0.3099522888660431,0.5201468467712402,0.427140474319458,0.32966679334640503,0.4946078956127167,0.17581915855407715,0.2232554405927658,0.31091248989105225
dose,0.2034512311220169,0.249944269657135,0.10841306298971176,0.19871871173381805,0.2778432369232178,0.09950528293848038,0.18959163129329681,0.5378232598304749,0.5886343121528625,0.18869492411613464
",",0.3087472915649414,0.4691906273365021,0.3099522888660431,0.5201468467712402,0.427140474319458,0.32966679334640503,0.4946078956127167,0.17581915855407715,0.2232554405927658,0.31091248989105225
route,0.23103561997413635,0.2375296801328659,0.16416007280349731,0.19557222723960876,0.18244044482707977,0.12598635256290436,0.1700238138437271,0.1145521029829979,0.2199707329273224,0.10957027226686478
",",0.3087472915649414,0.4691906273365021,0.3099522888660431,0.5201468467712402,0.427140474319458,0.32966679334640503,0.4946078956127167,0.17581915855407715,0.2232554405927658,0.31091248989105225
frequency,0.2807137370109558,0.2154439091682434,0.20260407030582428,0.17656390368938446,0.26973575353622437,0.1498129814863205,0.1939978003501892,0.26810407638549805,0.3175419569015503,0.17067383229732513
