,who,was,the,tangut,general,who,fought,genghis,khan,at,deshun,?
at,0.22096660733222961,0.36707764863967896,0.457212895154953,0.2531452775001526,0.2006627768278122,0.22096660733222961,0.21189770102500916,0.17962470650672913,0.15931449830532074,1.0,0.29806840419769287,0.21978627145290375
deshun,0.29406803846359253,0.31991955637931824,0.3439965546131134,0.3906937539577484,0.20821039378643036,0.29406803846359253,0.278421550989151,0.5445758700370789,0.4734211564064026,0.29806840419769287,1.0000001192092896,0.18899410963058472
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.3729153573513031,0.3022127151489258,0.3365725874900818,0.2973159849643707,0.2891939878463745,0.19700400531291962,0.38314947485923767,0.3535917103290558,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,1.0,0.300812304019928,0.28634732961654663,0.3733934462070465,0.30367159843444824,0.3448939025402069,0.21067845821380615,0.457212895154953,0.3439965546131134,0.22068053483963013
tangut,0.16115117073059082,0.1868833750486374,0.300812304019928,1.0,0.12997256219387054,0.16115117073059082,0.15005554258823395,0.3830920457839966,0.2926086187362671,0.2531452775001526,0.3906937539577484,0.157356396317482
general,0.2461782991886139,0.2445744127035141,0.28634732961654663,0.12997256219387054,1.0000001192092896,0.2461782991886139,0.20509347319602966,0.22514775395393372,0.2096615880727768,0.2006627768278122,0.20821039378643036,0.1972234547138214
ma,0.09895562380552292,0.14225035905838013,0.13932198286056519,0.26141485571861267,0.16804470121860504,0.09895562380552292,0.14497077465057373,0.24218116700649261,0.22056761384010315,0.23180705308914185,0.29075655341148376,0.21477393805980682
jianlong,0.324402391910553,0.29704102873802185,0.31930795311927795,0.36932066082954407,0.24806374311447144,0.324402391910553,0.22127021849155426,0.4985419809818268,0.39626652002334595,0.23047584295272827,0.5310731530189514,0.2896181643009186
put,0.25223246216773987,0.24684612452983856,0.34150463342666626,0.1404237449169159,0.1757214069366455,0.25223246216773987,0.19756673276424408,0.11414321511983871,0.10970267653465271,0.27680331468582153,0.1556738317012787,0.2993032932281494
up,0.26056501269340515,0.24070115387439728,0.38423117995262146,0.2038830816745758,0.14383499324321747,0.26056501269340515,0.1909361630678177,0.14124886691570282,0.10817289352416992,0.26974549889564514,0.1550242006778717,0.1819818764925003
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.3336856961250305,0.2157215178012848,0.36608949303627014,0.15341457724571228,0.194350928068161,0.1743650734424591,0.3095070421695709,0.3147365152835846,0.23916715383529663
fierce,0.23450501263141632,0.22850632667541504,0.25403037667274475,0.22102589905261993,0.12206147611141205,0.23450501263141632,0.3530360162258148,0.3492355942726135,0.16885900497436523,0.10441568493843079,0.2973136901855469,0.12974673509597778
resistance,0.1945410668849945,0.224801167845726,0.2521642744541168,0.19153450429439545,0.21124736964702606,0.1945410668849945,0.34230300784111023,0.23383910953998566,0.15918733179569244,0.10154176503419876,0.18287722766399384,0.026361597701907158
for,0.37110671401023865,0.3863949179649353,0.4739971458911896,0.20080333948135376,0.23497237265110016,0.37110671401023865,0.17169354856014252,0.14123353362083435,0.13388998806476593,0.34237727522850037,0.17449632287025452,0.264628142118454
several,0.30628830194473267,0.25396689772605896,0.40559855103492737,0.220182865858078,0.2017451822757721,0.30628830194473267,0.24278973042964935,0.19734874367713928,0.13520370423793793,0.24749618768692017,0.1673712581396103,0.15595775842666626
days,0.2709154784679413,0.2985812723636627,0.2574930489063263,0.16414262354373932,0.08848285675048828,0.2709154784679413,0.2054671347141266,0.2024293839931488,0.14168766140937805,0.2978195548057556,0.2688973844051361,0.2198754847049713
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.35823047161102295,0.25860127806663513,0.41279885172843933,0.26526638865470886,0.26551535725593567,0.22885166108608246,0.3571503460407257,0.2743334472179413,0.20544172823429108
personally,0.4223313629627228,0.30358633399009705,0.30086660385131836,0.13641075789928436,0.30023667216300964,0.4223313629627228,0.21631190180778503,0.224245086312294,0.1858978122472763,0.2835957705974579,0.2148204743862152,0.3750605881214142
led,0.2450801581144333,0.34443995356559753,0.3267505168914795,0.11693170666694641,0.3108576536178589,0.2450801581144333,0.3787304162979126,0.24070851504802704,0.1513843536376953,0.21907441318035126,0.19684848189353943,0.09273858368396759
charges,0.18198806047439575,0.2061757743358612,0.1916651725769043,0.1112847700715065,0.2049681842327118,0.18198806047439575,0.19010962545871735,0.12939471006393433,0.11897539347410202,0.15351007878780365,0.15980327129364014,0.12376176565885544
against,0.2942115366458893,0.22972732782363892,0.3090755045413971,0.13117213547229767,0.18349610269069672,0.2942115366458893,0.47990286350250244,0.2344937026500702,0.10938236117362976,0.183924600481987,0.18819591403007507,0.18095137178897858
the,0.3733934462070465,0.48711544275283813,1.0,0.300812304019928,0.28634732961654663,0.3733934462070465,0.30367159843444824,0.3448939025402069,0.21067845821380615,0.457212895154953,0.3439965546131134,0.22068053483963013
invaders,0.2926528751850128,0.25140392780303955,0.3860124945640564,0.22958633303642273,0.17340731620788574,0.2926528751850128,0.42470574378967285,0.4129455089569092,0.20134422183036804,0.19256485998630524,0.20438902080059052,0.18769101798534393
outside,0.2768247425556183,0.21273015439510345,0.3879719078540802,0.17926494777202606,0.15732340514659882,0.2768247425556183,0.12285595387220383,0.11390944570302963,0.11244559288024902,0.29160594940185547,0.2313653528690338,0.14839068055152893
the,0.3733934462070465,0.48711544275283813,1.0,0.300812304019928,0.28634732961654663,0.3733934462070465,0.30367159843444824,0.3448939025402069,0.21067845821380615,0.457212895154953,0.3439965546131134,0.22068053483963013
city,0.21073515713214874,0.3188765048980713,0.35769423842430115,0.22519320249557495,0.14514240622520447,0.21073515713214874,0.25580650568008423,0.30777209997177124,0.19724291563034058,0.2310783565044403,0.3775889277458191,0.13423943519592285
gate,0.11513275653123856,0.2281380146741867,0.23649795353412628,0.1969791054725647,0.08371695876121521,0.11513275653123856,0.18775570392608643,0.252433717250824,0.20069952309131622,0.19346238672733307,0.3265283405780792,0.071437306702137
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.3289887309074402,0.2929490804672241,0.3541337847709656,0.22964482009410858,0.25373268127441406,0.19819748401641846,0.4549728035926819,0.32315704226493835,0.4130953550338745
