,what,was,tesla,afraid,someone,was,trying,to,do,with,his,invention,?
during,0.24137552082538605,0.4470829963684082,0.08954931050539017,0.14906428754329681,0.11510573327541351,0.4470829963684082,0.22856180369853973,0.2828781306743622,0.1831897497177124,0.28545209765434265,0.36789870262145996,0.23695342242717743,0.1325719803571701
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,0.20827294886112213,0.2575405538082123,0.48711544275283813,0.2930695712566376,0.535392165184021,0.30239659547805786,0.4223487675189972,0.4394008219242096,0.22278180718421936,0.22068053483963013
period,0.24507179856300354,0.2820133864879608,0.09859111160039902,0.08345001935958862,0.1885233074426651,0.2820133864879608,0.09865011274814606,0.24346192181110382,0.12856103479862213,0.20673511922359467,0.21878813207149506,0.17219038307666779,0.18706195056438446
in,0.30808621644973755,0.45514053106307983,0.17097744345664978,0.21618527173995972,0.18814018368721008,0.45514053106307983,0.24387381970882416,0.45010748505592346,0.23402775824069977,0.4080928862094879,0.3598145842552185,0.21856682002544403,0.20430970191955566
which,0.5261979103088379,0.2830964922904968,0.2203940600156784,0.21608512103557587,0.3639863431453705,0.2830964922904968,0.27075085043907166,0.5345056653022766,0.31153854727745056,0.46403205394744873,0.32283493876457214,0.30235785245895386,0.25814583897590637
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,0.20827294886112213,0.2575405538082123,0.48711544275283813,0.2930695712566376,0.535392165184021,0.30239659547805786,0.4223487675189972,0.4394008219242096,0.22278180718421936,0.22068053483963013
negotiations,0.12244246155023575,0.24871394038200378,0.07893556356430054,0.18856003880500793,0.09179165959358215,0.24871394038200378,0.3093125522136688,0.2914547026157379,0.1278432011604309,0.25227272510528564,0.28614071011543274,0.1893557757139206,0.12190581113100052
were,0.22298263013362885,0.590133786201477,0.1222306564450264,0.2538954019546509,0.1484280675649643,0.590133786201477,0.1787530928850174,0.31913647055625916,0.23274902999401093,0.3179011940956116,0.3142043352127075,0.18454810976982117,0.17890112102031708
being,0.3760843276977539,0.5201660394668579,0.13586261868476868,0.2642058730125427,0.3563985228538513,0.5201660394668579,0.354470431804657,0.4514104127883911,0.2324799746274948,0.36860430240631104,0.34421810507774353,0.20463871955871582,0.26743772625923157
conducted,0.13546347618103027,0.28831079602241516,0.1753806620836258,0.16615019738674164,0.10026046633720398,0.28831079602241516,0.18834714591503143,0.2032870501279831,0.17677640914916992,0.2037583589553833,0.2909303307533264,0.19078029692173004,0.1105341762304306
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,0.293405681848526,0.23755213618278503,0.45456063747406006,0.24321463704109192,0.44245919585227966,0.3283645510673523,0.4120737314224243,0.3378419280052185,0.20097169280052185,0.31091248989105225
tesla,0.23221199214458466,0.16455206274986267,0.9999999403953552,0.0703803300857544,0.17846885323524475,0.16455206274986267,0.08374421298503876,0.17548894882202148,0.13880622386932373,0.16424812376499176,0.1580733060836792,0.31912633776664734,0.10250775516033173
said,0.3951668441295624,0.43711766600608826,0.1453642100095749,0.465447336435318,0.3094611167907715,0.43711766600608826,0.36719977855682373,0.34274402260780334,0.28904473781585693,0.28060880303382874,0.34223124384880066,0.1999838650226593,0.28991883993148804
that,0.6297725439071655,0.33670201897621155,0.22102725505828857,0.4023357927799225,0.47597742080688477,0.33670201897621155,0.4147728383541107,0.5436353087425232,0.44533252716064453,0.4154358208179474,0.3173833191394806,0.3328019678592682,0.32716336846351624
efforts,0.20077113807201385,0.2586594820022583,0.14544059336185455,0.31273359060287476,0.1722150593996048,0.2586594820022583,0.47902408242225647,0.36228540539741516,0.22325758635997772,0.2433222532272339,0.3737589716911316,0.2544843256473541,0.16157089173793793
had,0.23849567770957947,0.5927209258079529,0.12050733715295792,0.26794999837875366,0.22574689984321594,0.5927209258079529,0.29351404309272766,0.37984350323677063,0.24590566754341125,0.4739086329936981,0.4401516616344452,0.20912013947963715,0.20728366076946259
been,0.2567804455757141,0.518218457698822,0.049614984542131424,0.1705656498670578,0.29527536034584045,0.518218457698822,0.24324403703212738,0.34945759177207947,0.25179004669189453,0.2804456949234009,0.2785126268863678,0.21997801959514618,0.24354910850524902
made,0.23419176042079926,0.3433256447315216,0.1893712431192398,0.22179961204528809,0.20619229972362518,0.3433256447315216,0.21064189076423645,0.3377571105957031,0.32309988141059875,0.3459964990615845,0.29201897978782654,0.24094097316265106,0.17218779027462006
to,0.455847829580307,0.3636345863342285,0.17548894882202148,0.3083421587944031,0.38986673951148987,0.3636345863342285,0.5021223425865173,1.0,0.38876664638519287,0.4239959120750427,0.3715193271636963,0.20048189163208008,0.29463258385658264
steal,0.24208064377307892,0.09788957238197327,0.10557656735181808,0.30580341815948486,0.32862165570259094,0.09788957238197327,0.4273991286754608,0.3607284426689148,0.283069908618927,0.2299186885356903,0.250955730676651,0.17445507645606995,0.22566065192222595
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,0.20827294886112213,0.2575405538082123,0.48711544275283813,0.2930695712566376,0.535392165184021,0.30239659547805786,0.4223487675189972,0.4394008219242096,0.22278180718421936,0.22068053483963013
invention,0.2399451732635498,0.248048335313797,0.31912633776664734,0.19089610874652863,0.19816064834594727,0.248048335313797,0.18388164043426514,0.20048189163208008,0.20781974494457245,0.1882280558347702,0.2445983588695526,1.0000001192092896,0.15906493365764618
.,0.3567904531955719,0.40146201848983765,0.17949827015399933,0.2993970215320587,0.24185851216316223,0.40146201848983765,0.3029857277870178,0.4645031690597534,0.3613996207714081,0.4446153938770294,0.3119256794452667,0.21128083765506744,0.4130953550338745
