,in,1990,",",what,was,the,longest,running,primetime,entertainment,program,in,abc,'s,history,?
now,0.3619694113731384,-0.05295543372631073,0.43216821551322937,0.4903225302696228,0.35876134037971497,0.38266420364379883,0.1726199984550476,0.2252267748117447,0.20486697554588318,0.18652865290641785,0.17045944929122925,0.3619694113731384,0.16726352274417877,-0.05292840301990509,0.2635866105556488,0.29641881585121155
at,0.4374977946281433,0.006490836851298809,0.38314947485923767,0.2838611304759979,0.36707764863967896,0.457212895154953,0.1961495280265808,0.22305940091609955,0.27870145440101624,0.1262742578983307,0.20947590470314026,0.4374977946281433,0.12953892350196838,-0.08481216430664062,0.25440460443496704,0.21978627145290375
a,0.539380669593811,-0.036849427968263626,0.427140474319458,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.2599286735057831,0.30176547169685364,0.2278537154197693,0.1972632259130478,0.2779408395290375,0.539380669593811,0.21331243216991425,0.04866964742541313,0.2123815417289734,0.23916715383529663
strong,0.21198557317256927,-0.11367294192314148,0.3008308410644531,0.19839218258857727,0.21312883496284485,0.22482411563396454,0.17631526291370392,0.16875766217708588,0.10287712514400482,0.11532577872276306,0.09220883250236511,0.21198557317256927,0.12823276221752167,0.08512471616268158,0.15345881879329681,0.11990999430418015
second,0.34510284662246704,-0.08569970726966858,0.29927265644073486,0.19948028028011322,0.3858029544353485,0.4620301127433777,0.3812416195869446,0.20027519762516022,0.24734385311603546,0.17606598138809204,0.15876750648021698,0.34510284662246704,0.18225866556167603,-0.060212843120098114,0.2684382200241089,0.17239587008953094
place,0.38128477334976196,-0.05673301964998245,0.34068408608436584,0.2689766585826874,0.26867109537124634,0.4179787337779999,0.15727320313453674,0.20001773536205292,0.24046429991722107,0.1939484179019928,0.20515231788158417,0.38128477334976196,0.13112665712833405,-0.03236493840813637,0.22323447465896606,0.2455766350030899
",",0.5201468467712402,0.0030314233154058456,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21878951787948608,0.24165967106819153,0.27819275856018066,0.21458542346954346,0.17760658264160156,0.5201468467712402,0.2097204476594925,-0.0016132977325469255,0.2728564441204071,0.31091248989105225
the,0.6662389636039734,-0.0810435339808464,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.36807993054389954,0.28883472084999084,0.304171085357666,0.19077853858470917,0.22986935079097748,0.6662389636039734,0.2068762183189392,-0.01540423184633255,0.33215048909187317,0.22068053483963013
network,0.19496823847293854,-0.12460415065288544,0.1932937651872635,0.16917307674884796,0.1994880586862564,0.27187061309814453,0.21502944827079773,0.3003406822681427,0.3721437454223633,0.22755120694637299,0.4167900085449219,0.19496823847293854,0.4295894205570221,0.07819218933582306,0.15908129513263702,0.17853789031505585
entered,0.31345370411872864,-0.014764527790248394,0.22674760222434998,0.14647741615772247,0.3258320689201355,0.3258282542228699,0.15129855275154114,0.1029154434800148,0.14898939430713654,0.20027565956115723,0.18235428631305695,0.31345370411872864,0.1558128148317337,0.035296715795993805,0.18701907992362976,0.10335487127304077
the,0.6662389636039734,-0.0810435339808464,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.36807993054389954,0.28883472084999084,0.304171085357666,0.19077853858470917,0.22986935079097748,0.6662389636039734,0.2068762183189392,-0.01540423184633255,0.33215048909187317,0.22068053483963013
1990s,-0.1172933429479599,0.5499734878540039,0.026489561423659325,0.05660831928253174,0.023869428783655167,-0.09473290294408798,-0.13169805705547333,-0.029750369489192963,-0.03482289984822273,0.009052800014615059,0.09732913970947266,-0.1172933429479599,-0.05717398226261139,0.02525479905307293,0.0364639014005661,0.11282819509506226
with,0.4080928862094879,-0.06947378814220428,0.4120737314224243,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.20359644293785095,0.21426565945148468,0.207266703248024,0.22968845069408417,0.14732027053833008,0.4080928862094879,0.17432008683681488,-0.04624466598033905,0.1947222352027893,0.2433311939239502
additional,0.21390613913536072,-0.2649790048599243,0.30316734313964844,0.20172064006328583,0.10680072009563446,0.2539002597332001,0.09813228994607925,0.15308603644371033,0.24115602672100067,0.20517201721668243,0.2034832388162613,0.21390613913536072,0.1623675376176834,-0.0743386447429657,0.09160982817411423,0.24309562146663666
family-friendly,0.22382019460201263,0.11825193464756012,0.29817891120910645,0.2962312698364258,0.23802411556243896,0.26305487751960754,0.15709073841571808,0.17280972003936768,0.1884223371744156,0.18833830952644348,0.22652462124824524,0.22382019460201263,0.2086191624403,0.01632833294570446,0.20121072232723236,0.3086082339286804
hits,0.18111614882946014,-0.05719197914004326,0.27032235264778137,0.22194896638393402,0.1653698831796646,0.2569194734096527,0.18386238813400269,0.21105410158634186,0.2321297824382782,0.11202775686979294,0.05557744577527046,0.18111614882946014,0.1388423591852188,-0.013539817184209824,0.17359384894371033,0.18031644821166992
including,0.35857823491096497,-0.1415262669324875,0.4127510190010071,0.18328791856765747,0.21884717047214508,0.3738902807235718,0.17484724521636963,0.16778312623500824,0.2897782325744629,0.218231201171875,0.1550622433423996,0.35857823491096497,0.1471431404352188,0.0074059427715837955,0.21170158684253693,0.1633303165435791
america,0.3098583221435547,-0.034539055079221725,0.253568559885025,0.2517423629760742,0.2850865423679352,0.37090015411376953,0.16930876672267914,0.13334645330905914,0.2481357753276825,0.23986990749835968,0.17477057874202728,0.3098583221435547,0.24776576459407806,0.04083184897899628,0.20697583258152008,0.19333907961845398
's,-0.037580832839012146,0.06237616762518883,-0.0016132977325469255,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.0136581901460886,-0.07519974559545517,0.05581599101424217,0.07850625365972519,0.0445902980864048,-0.037580832839012146,0.06670809537172318,0.9999999403953552,-0.0466335192322731,-0.023395681753754616
funniest,0.3131905198097229,0.007924490608274937,0.26260924339294434,0.3022727072238922,0.25434428453445435,0.3289544880390167,0.3649844229221344,0.2812618315219879,0.49544671177864075,0.32576969265937805,0.23918816447257996,0.3131905198097229,0.31244879961013794,0.07577764242887497,0.27373024821281433,0.2281583547592163
home,0.30467477440834045,-0.024798570200800896,0.2790627181529999,0.1608789712190628,0.25139835476875305,0.28978195786476135,0.13600729405879974,0.20261836051940918,0.21179795265197754,0.1973695605993271,0.12797911465168,0.30467477440834045,0.21116513013839722,0.07170099765062332,0.20009014010429382,0.0757145956158638
videos,0.16160647571086884,-0.04573635011911392,0.18390639126300812,0.18419082462787628,0.14154772460460663,0.1845635622739792,0.1090153306722641,0.19208131730556488,0.3628023564815521,0.33086928725242615,0.26830005645751953,0.16160647571086884,0.2926858365535736,0.10803671181201935,0.2506577968597412,0.23127327859401703
(,0.3087427020072937,-0.0825701504945755,0.6363511681556702,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.16613268852233887,0.19851703941822052,0.2516568601131439,0.1935274302959442,0.11923244595527649,0.3087427020072937,0.183883935213089,0.0012731997994706035,0.21296025812625885,0.40561532974243164
which,0.4840516746044159,-0.2580156922340393,0.3658004403114319,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.2766876220703125,0.30427414178848267,0.2996532618999481,0.24625138938426971,0.3116832673549652,0.4840516746044159,0.1991286277770996,0.03856118768453598,0.2426081746816635,0.25814583897590637
has,0.4173259735107422,-0.1569167673587799,0.3734780251979828,0.20338068902492523,0.40313825011253357,0.4177538752555847,0.22101934254169464,0.24151650071144104,0.2708819806575775,0.134025439620018,0.17371469736099243,0.4173259735107422,0.23067910969257355,-0.040683966130018234,0.23279742896556854,0.15994466841220856
gone,0.15523068606853485,-0.05002033710479736,0.2606525719165802,0.34073033928871155,0.2578422427177429,0.295327752828598,0.17147690057754517,0.1805611252784729,0.19229848682880402,0.1537085920572281,0.15160146355628967,0.15523068606853485,0.12083196640014648,0.04633834585547447,0.18475420773029327,0.2220623642206192
on,0.46853652596473694,-0.0531277060508728,0.49057599902153015,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.24148814380168915,0.2928021550178528,0.3496440649032593,0.19212140142917633,0.23327119648456573,0.46853652596473694,0.2862928807735443,0.0026888418942689896,0.2302350103855133,0.2714994251728058
to,0.45010748505592346,-0.06767388433218002,0.44245919585227966,0.455847829580307,0.3636345863342285,0.535392165184021,0.18168066442012787,0.23381315171718597,0.22560857236385345,0.19109371304512024,0.23681028187274933,0.45010748505592346,0.1762417107820511,0.03782717138528824,0.24226762354373932,0.29463258385658264
become,0.23238378763198853,-0.00154205528087914,0.29676204919815063,0.27134042978286743,0.3147440552711487,0.31731709837913513,0.1654508113861084,0.19754444062709808,0.10226514935493469,0.09171608835458755,0.1442236751317978,0.23238378763198853,0.06849972158670425,-0.06629510223865509,0.2088044434785843,0.19511328637599945
the,0.6662389636039734,-0.0810435339808464,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.36807993054389954,0.28883472084999084,0.304171085357666,0.19077853858470917,0.22986935079097748,0.6662389636039734,0.2068762183189392,-0.01540423184633255,0.33215048909187317,0.22068053483963013
longest-running,0.3834376931190491,-0.15990881621837616,0.3407622277736664,0.25799840688705444,0.3048349618911743,0.44636663794517517,0.7870076298713684,0.7285907864570618,0.4059588313102722,0.18760621547698975,0.22795385122299194,0.3834376931190491,0.2706085741519928,-0.010064980946481228,0.29400140047073364,0.22539764642715454
prime,0.18097394704818726,0.030234238132834435,0.2565026581287384,0.15586113929748535,0.21048103272914886,0.19960100948810577,0.21687352657318115,0.13961568474769592,0.41073447465896606,0.13463690876960754,0.12939992547035217,0.18097394704818726,0.16913822293281555,-0.0056337774731218815,0.1332855522632599,0.11276303976774216
time,0.3431483507156372,-0.02543274685740471,0.3029961884021759,0.36319252848625183,0.3641340136528015,0.43061500787734985,0.3111763894557953,0.27690696716308594,0.32803741097450256,0.199620321393013,0.2290326952934265,0.3431483507156372,0.17553414404392242,0.01301188487559557,0.36719411611557007,0.27391523122787476
entertainment,0.20493005216121674,-0.08523216843605042,0.21458542346954346,0.21648827195167542,0.21684704720973969,0.19077853858470917,0.15956442058086395,0.11127250641584396,0.35911425948143005,1.0,0.24792075157165527,0.20493005216121674,0.28069135546684265,0.07850625365972519,0.11617587506771088,0.11855241656303406
program,0.1994907110929489,-0.001435865298844874,0.17760658264160156,0.25047802925109863,0.1849333792924881,0.22986935079097748,0.09945917129516602,0.32144293189048767,0.418275386095047,0.24792075157165527,1.0,0.1994907110929489,0.28949791193008423,0.0445902980864048,0.19003461301326752,0.1440187245607376
in,1.0,-0.012069408781826496,0.5201468467712402,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.3027363419532776,0.2874506413936615,0.27168214321136475,0.20493005216121674,0.1994907110929489,1.0,0.1697147786617279,-0.037580832839012146,0.29215577244758606,0.20430970191955566
the,0.6662389636039734,-0.0810435339808464,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.36807993054389954,0.28883472084999084,0.304171085357666,0.19077853858470917,0.22986935079097748,0.6662389636039734,0.2068762183189392,-0.01540423184633255,0.33215048909187317,0.22068053483963013
network,0.19496823847293854,-0.12460415065288544,0.1932937651872635,0.16917307674884796,0.1994880586862564,0.27187061309814453,0.21502944827079773,0.3003406822681427,0.3721437454223633,0.22755120694637299,0.4167900085449219,0.19496823847293854,0.4295894205570221,0.07819218933582306,0.15908129513263702,0.17853789031505585
