,in,the,1965-66,season,",",what,place,did,abc,find,it,'s,self,among,the,other,networks,in,ratings,?
abc,0.1697147786617279,0.2068762183189392,0.06719380617141724,0.29887476563453674,0.2097204476594925,0.1317344456911087,0.13112665712833405,0.13353709876537323,1.0000001192092896,0.09613241255283356,0.17324577271938324,0.06670809537172318,0.09701135009527206,0.06692434847354889,0.2068762183189392,0.10159935057163239,0.350273072719574,0.1697147786617279,0.2876999080181122,0.19065172970294952
",",0.5201468467712402,0.4933079481124878,0.09804045408964157,0.2232367992401123,1.0000001192092896,0.3087472915649414,0.34068408608436584,0.3015086054801941,0.2097204476594925,0.27622509002685547,0.48329564929008484,-0.0016132977325469255,0.15860484540462494,0.2640531659126282,0.4933079481124878,0.4446498453617096,0.20105446875095367,0.5201468467712402,0.21650241315364838,0.31091248989105225
meanwhile,0.18316087126731873,0.2615615129470825,0.061022061854600906,0.21130575239658356,0.224358931183815,0.24885934591293335,0.14063464105129242,0.26109495759010315,0.12156545370817184,0.40242570638656616,0.20677807927131653,-0.019627604633569717,0.12787507474422455,0.23219133913516998,0.2615615129470825,0.19881485402584076,0.14608842134475708,0.18316087126731873,0.15076850354671478,0.16201108694076538
",",0.5201468467712402,0.4933079481124878,0.09804045408964157,0.2232367992401123,1.0000001192092896,0.3087472915649414,0.34068408608436584,0.3015086054801941,0.2097204476594925,0.27622509002685547,0.48329564929008484,-0.0016132977325469255,0.15860484540462494,0.2640531659126282,0.4933079481124878,0.4446498453617096,0.20105446875095367,0.5201468467712402,0.21650241315364838,0.31091248989105225
remained,0.30947351455688477,0.3492392301559448,0.07022655755281448,0.20678389072418213,0.23734888434410095,0.1733817607164383,0.1527433842420578,0.371289998292923,0.15125760436058044,0.136499285697937,0.21020890772342682,0.03340933844447136,0.11766863614320755,0.2363848090171814,0.3492392301559448,0.16570548713207245,0.089011549949646,0.30947351455688477,0.18286795914173126,0.08263323456048965
in,1.0,0.6662389636039734,-0.0020275218412280083,0.2184021919965744,0.5201468467712402,0.30808621644973755,0.38128477334976196,0.2593238651752472,0.1697147786617279,0.2040027230978012,0.5130809545516968,-0.037580832839012146,0.19085843861103058,0.3211768567562103,0.6662389636039734,0.39989137649536133,0.17525765299797058,1.0,0.17289267480373383,0.20430970191955566
third,0.3309578001499176,0.4229298532009125,0.055668920278549194,0.24875082075595856,0.283071368932724,0.2033906877040863,0.30248400568962097,0.19128914177417755,0.09984055906534195,0.1822929084300995,0.27641743421554565,-0.00712791969999671,0.13214418292045593,0.18578819930553436,0.4229298532009125,0.200852170586586,0.07558779418468475,0.3309578001499176,0.1541464626789093,0.15394791960716248
place,0.38128477334976196,0.4179787337779999,0.09790978580713272,0.2505936920642853,0.34068408608436584,0.2689766585826874,1.0,0.24020224809646606,0.13112665712833405,0.24017560482025146,0.3763352930545807,-0.03236493840813637,0.05418355390429497,0.19326645135879517,0.4179787337779999,0.28073838353157043,0.16295035183429718,0.38128477334976196,0.18893598020076752,0.2455766350030899
and,0.4954058527946472,0.5171257257461548,-0.028011243790388107,0.2369309365749359,0.6633074283599854,0.31309178471565247,0.2813849449157715,0.34479495882987976,0.16453155875205994,0.3228435218334198,0.40957894921302795,0.06895173341035843,0.18197248876094818,0.39211368560791016,0.5171257257461548,0.5504306554794312,0.27532249689102173,0.4954058527946472,0.24109064042568207,0.20544172823429108
still,0.3424699008464813,0.40142056345939636,0.07338906824588776,0.17876337468624115,0.35217106342315674,0.4548931419849396,0.26689836382865906,0.38309040665626526,0.09773536026477814,0.3178171217441559,0.4413336217403412,0.033143531531095505,0.17419131100177765,0.3481288254261017,0.40142056345939636,0.3742256164550781,0.18378429114818573,0.3424699008464813,0.20810174942016602,0.3039587736129761
needed,0.21117523312568665,0.3064746856689453,0.09556590765714645,0.13200713694095612,0.29017356038093567,0.3631289601325989,0.2736660838127136,0.40049824118614197,0.132498100399971,0.36162906885147095,0.28543469309806824,0.00025875959545373917,0.20831234753131866,0.1499122679233551,0.3064746856689453,0.367343544960022,0.21690720319747925,0.21117523312568665,0.23018866777420044,0.2863257825374603
money,0.2393328845500946,0.2699695825576782,-0.04380007088184357,0.1413121372461319,0.24156853556632996,0.2704482674598694,0.18320703506469727,0.3498571217060089,0.14886708557605743,0.2923865020275116,0.23443938791751862,0.11903500556945801,0.138579323887825,0.21015846729278564,0.2699695825576782,0.26920926570892334,0.16445299983024597,0.2393328845500946,0.21347936987876892,0.2069680541753769
to,0.45010748505592346,0.535392165184021,0.11049950867891312,0.22382742166519165,0.44245919585227966,0.455847829580307,0.3346366882324219,0.4452643394470215,0.1762417107820511,0.42702093720436096,0.513711154460907,0.03782717138528824,0.19787096977233887,0.26594701409339905,0.535392165184021,0.4193183183670044,0.23877078294754028,0.45010748505592346,0.23899689316749573,0.29463258385658264
grow,0.2526702880859375,0.2652076482772827,-0.015218900516629219,0.19701802730560303,0.2585790455341339,0.23171839118003845,0.15636023879051208,0.18742844462394714,0.1124480813741684,0.28388887643814087,0.2934291362762451,0.00018041566363535821,0.12487036734819412,0.20693820714950562,0.2652076482772827,0.28786689043045044,0.1865130215883255,0.2526702880859375,0.11154644191265106,0.12417493760585785
itself,0.28042417764663696,0.45971640944480896,-0.052364759147167206,0.0950370728969574,0.2783147692680359,0.3625122308731079,0.2794260084629059,0.21505345404148102,0.1984531283378601,0.20480936765670776,0.5190377831459045,-0.024358876049518585,0.356274276971817,0.1409284770488739,0.45971640944480896,0.2987099885940552,0.27558034658432007,0.28042417764663696,0.19643589854240417,0.17933900654315948
into,0.38021373748779297,0.39493247866630554,0.06387806683778763,0.1597791612148285,0.2826121151447296,0.2180619090795517,0.27362510561943054,0.14888085424900055,0.10410027205944061,0.1941087245941162,0.33015328645706177,0.00961404386907816,0.13933326303958893,0.23548991978168488,0.39493247866630554,0.25933539867401123,0.163968026638031,0.38021373748779297,0.1341889351606369,0.15662476420402527
a,0.539380669593811,0.5829201340675354,0.008188825100660324,0.1855505406856537,0.427140474319458,0.3320399522781372,0.3079278767108917,0.2552328109741211,0.21331243216991425,0.2540014088153839,0.5452592968940735,0.04866964742541313,0.15396670997142792,0.1789381206035614,0.5829201340675354,0.2806335389614105,0.16109517216682434,0.539380669593811,0.1921599805355072,0.23916715383529663
major,0.3249945342540741,0.31775903701782227,0.04828769713640213,0.18678982555866241,0.29355156421661377,0.21026742458343506,0.15742388367652893,0.20997437834739685,0.1743539571762085,0.11714322119951248,0.22329258918762207,-0.010959804058074951,0.07390571385622025,0.23667089641094208,0.31775903701782227,0.3157308101654053,0.24476246535778046,0.3249945342540741,0.17611458897590637,0.19788557291030884
competitor,0.19158650934696198,0.23919449746608734,0.10505858808755875,0.2671874165534973,0.24894049763679504,0.14049206674098969,0.17691312730312347,0.18305523693561554,0.14130257070064545,0.13539861142635345,0.24805337190628052,0.07061149179935455,0.07518237829208374,0.21195247769355774,0.23919449746608734,0.23846521973609924,0.2832340598106384,0.19158650934696198,0.24802975356578827,0.11364347487688065
.,0.5591574311256409,0.5934505462646484,0.1115979328751564,0.24674734473228455,0.6812511086463928,0.3567904531955719,0.2844318151473999,0.35288307070732117,0.2567209303379059,0.3133861720561981,0.5593622326850891,-0.003708066651597619,0.2049645185470581,0.22495509684085846,0.5934505462646484,0.41511186957359314,0.24027101695537567,0.5591574311256409,0.2822798490524292,0.4130953550338745
