,since,he,did,n't,believe,that,salvation,was,acquired,through,good,deeds,",",how,was,it,achieved,?
luther,0.11990752816200256,0.2454872578382492,0.23667675256729126,0.04510631039738655,0.21247079968452454,0.21746599674224854,0.24563154578208923,0.19185513257980347,0.09793173521757126,0.14776484668254852,0.1385812908411026,0.24961240589618683,0.23255878686904907,0.13354721665382385,0.19185513257980347,0.15365919470787048,0.09323478490114212,0.1732746809720993
taught,0.15121319890022278,0.41113075613975525,0.3282313942909241,0.12326810508966446,0.27632656693458557,0.22723259031772614,0.25848594307899475,0.27820736169815063,0.1387535184621811,0.16042537987232208,0.3209773302078247,0.2526850700378418,0.2902868986129761,0.2870776951313019,0.27820736169815063,0.1685551255941391,0.1948200762271881,0.18297621607780457
that,0.3873181641101837,0.36068853735923767,0.47518548369407654,-0.130638986825943,0.533393383026123,1.0,0.28357625007629395,0.33670201897621155,0.1898336112499237,0.3152649402618408,0.44230329990386963,0.2672698497772217,0.4137537479400635,0.557814359664917,0.33670201897621155,0.5921133160591125,0.2204235941171646,0.32716336846351624
salvation,0.10929502546787262,0.2785907983779907,0.15371133387088776,0.037715718150138855,0.3579884469509125,0.28357625007629395,1.0,0.17791269719600677,0.08956558257341385,0.1653054803609848,0.2618679106235504,0.32468169927597046,0.23196962475776672,0.22351785004138947,0.17791269719600677,0.22648508846759796,0.18687325716018677,0.2133665680885315
and,0.3515571057796478,0.45427167415618896,0.34479495882987976,-0.0602874718606472,0.29652947187423706,0.4731321930885315,0.22255335748195648,0.3740963041782379,0.19944815337657928,0.3666759729385376,0.3426591157913208,0.2777223587036133,0.6633074283599854,0.33647966384887695,0.3740963041782379,0.40957894921302795,0.21286144852638245,0.20544172823429108
subsequently,0.2214863896369934,0.29871436953544617,0.24780967831611633,0.0782356858253479,0.1370178908109665,0.20371638238430023,0.08240058273077011,0.3486802279949188,0.16724736988544464,0.21562792360782623,0.037171006202697754,0.12374862283468246,0.1637192815542221,0.19233055412769318,0.3486802279949188,0.18967632949352264,0.14930979907512665,0.005594457965344191
eternal,0.09336188435554504,0.19333603978157043,0.13750813901424408,0.008970470167696476,0.31340911984443665,0.2722966969013214,0.41988638043403625,0.18774698674678802,0.09195484966039658,0.1503971368074417,0.28878334164619446,0.28969982266426086,0.241245836019516,0.13537462055683136,0.18774698674678802,0.11712133884429932,0.21560652554035187,0.21455733478069305
life,0.19007231295108795,0.2685181796550751,0.22298283874988556,0.1685730218887329,0.2703624665737152,0.2885509729385376,0.30097830295562744,0.22970539331436157,0.139679417014122,0.19851860404014587,0.17089657485485077,0.28612250089645386,0.24050940573215485,0.24822278320789337,0.22970539331436157,0.20706775784492493,0.17066851258277893,0.21677987277507782
is,0.3567592203617096,0.36230841279029846,0.19247472286224365,0.028099019080400467,0.27537423372268677,0.3995479643344879,0.21613940596580505,0.5810302495956421,0.10823270678520203,0.27805060148239136,0.24055646359920502,0.2331138402223587,0.4691906273365021,0.22544461488723755,0.5810302495956421,0.6328473687171936,0.17253297567367554,0.22961433231830597
not,0.3510459065437317,0.29440581798553467,0.6481515765190125,-0.11552248895168304,0.462744802236557,0.6600887179374695,0.20572155714035034,0.2888734042644501,0.1436239331960678,0.2175942063331604,0.4180275499820709,0.2178145796060562,0.3769696354866028,0.4869767427444458,0.2888734042644501,0.4651523232460022,0.25023210048675537,0.41942933201789856
earned,0.19787436723709106,0.3716276288032532,0.33866041898727417,-0.0179151464253664,0.12246920168399811,0.18685273826122284,0.14921580255031586,0.32979342341423035,0.15068389475345612,0.18405096232891083,0.2664140462875366,0.2067720741033554,0.290668249130249,0.16097167134284973,0.32979342341423035,0.1404297947883606,0.34560272097587585,0.18173527717590332
by,0.32704517245292664,0.2485479861497879,0.18574509024620056,-0.025093624368309975,0.23699913918972015,0.37496164441108704,0.15612578392028809,0.4752357602119446,0.2711716294288635,0.3433202803134918,0.18340454995632172,0.2529519498348236,0.3680937886238098,0.34370526671409607,0.4752357602119446,0.40926623344421387,0.20388323068618774,0.17966607213020325
good,0.19924259185791016,0.26903223991394043,0.35611584782600403,-0.03533582761883736,0.3848046660423279,0.44230329990386963,0.2618679106235504,0.2099458873271942,0.14979209005832672,0.24456432461738586,0.9999999403953552,0.294376403093338,0.3217065632343292,0.34210968017578125,0.2099458873271942,0.32609695196151733,0.2324540615081787,0.3187684714794159
deeds,0.11229930818080902,0.21512803435325623,0.190485879778862,0.01917620375752449,0.35547587275505066,0.2672698497772217,0.32468169927597046,0.24178895354270935,0.11654061079025269,0.2525441646575928,0.294376403093338,0.9999999403953552,0.2497367262840271,0.21028125286102295,0.24178895354270935,0.24361950159072876,0.18974436819553375,0.23514771461486816
but,0.44559645652770996,0.3970399796962738,0.49033689498901367,-0.1485797017812729,0.46961119771003723,0.7244205474853516,0.21748086810112,0.36023372411727905,0.15544593334197998,0.260315865278244,0.38284364342689514,0.28644517064094543,0.48126736283302307,0.43101516366004944,0.36023372411727905,0.5299214720726013,0.29037272930145264,0.27921953797340393
is,0.3567592203617096,0.36230841279029846,0.19247472286224365,0.028099019080400467,0.27537423372268677,0.3995479643344879,0.21613940596580505,0.5810302495956421,0.10823270678520203,0.27805060148239136,0.24055646359920502,0.2331138402223587,0.4691906273365021,0.22544461488723755,0.5810302495956421,0.6328473687171936,0.17253297567367554,0.22961433231830597
received,0.18243250250816345,0.28511229157447815,0.3125181496143341,0.06184947118163109,0.1121419295668602,0.16830024123191833,0.16988655924797058,0.3745744526386261,0.1757064163684845,0.14965350925922394,0.24690251052379608,0.26517897844314575,0.2926693558692932,0.09265316277742386,0.3745744526386261,0.167928084731102,0.3126441538333893,0.11905962228775024
only,0.4556971788406372,0.31580641865730286,0.4039593040943146,-0.1485416442155838,0.3713480234146118,0.6004067063331604,0.22671498358249664,0.36249664425849915,0.1554400473833084,0.29988130927085876,0.3648688793182373,0.19436734914779663,0.4220978021621704,0.36590442061424255,0.36249664425849915,0.46795082092285156,0.28589287400245667,0.2767370045185089
as,0.36245352029800415,0.33787044882774353,0.3596470057964325,-0.08284513652324677,0.26277852058410645,0.4735107421875,0.22594571113586426,0.3677520453929901,0.13555443286895752,0.24602261185646057,0.30619359016418457,0.27544617652893066,0.48816442489624023,0.33782753348350525,0.3677520453929901,0.4461488723754883,0.1931815892457962,0.27043893933296204
a,0.3303585946559906,0.4393508732318878,0.2552328109741211,0.013574101030826569,0.2732302248477936,0.47537946701049805,0.19824279844760895,0.4508470594882965,0.16495825350284576,0.3399752974510193,0.3146486282348633,0.21445469558238983,0.427140474319458,0.29312583804130554,0.4508470594882965,0.5452592968940735,0.23914574086666107,0.23916715383529663
free,0.166397824883461,0.21683920919895172,0.1839899867773056,-0.05863043665885925,0.17687095701694489,0.25286802649497986,0.18822140991687775,0.1777290552854538,0.19708967208862305,0.23199811577796936,0.2308950275182724,0.11157455295324326,0.2434854805469513,0.18879985809326172,0.1777290552854538,0.22278957068920135,0.08791054040193558,0.1278279572725296
gift,0.11908701807260513,0.2789768576622009,0.203318253159523,-0.043700914829969406,0.23557652533054352,0.2625895142555237,0.3067675530910492,0.2019146829843521,0.24020960927009583,0.16145598888397217,0.3159773647785187,0.3341435492038727,0.20268721878528595,0.20630408823490143,0.2019146829843521,0.24892665445804596,0.16552558541297913,0.1950901448726654
of,0.35513219237327576,0.38706058263778687,0.2513895630836487,-0.021397603675723076,0.2925758957862854,0.41498205065727234,0.2523575723171234,0.4069072902202606,0.20385384559631348,0.3647414743900299,0.2696770131587982,0.23975354433059692,0.4946078956127167,0.2480744868516922,0.4069072902202606,0.38761502504348755,0.2701522707939148,0.1826142966747284
god,0.1637657731771469,0.24452278017997742,0.2420882135629654,-0.012728704139590263,0.4326002597808838,0.30817699432373047,0.42764797806739807,0.20121176540851593,0.028094345703721046,0.14434312283992767,0.2966465950012207,0.2969586253166199,0.24755379557609558,0.25761839747428894,0.20121176540851593,0.21604526042938232,0.16737522184848785,0.23396754264831543
's,-0.04899144917726517,0.024063590914011,0.05069678649306297,-0.06347019225358963,0.00462753139436245,0.04397977516055107,-0.0007873677532188594,0.008974763564765453,-0.031430937349796295,-0.020649312064051628,0.09279277920722961,0.06128669157624245,-0.0016132977325469255,-0.026164190843701363,0.008974763564765453,0.06608816236257553,0.03898480162024498,-0.023395681753754616
grace,0.10312793403863907,0.20327627658843994,0.17420122027397156,0.1010853573679924,0.26188990473747253,0.23538954555988312,0.25431203842163086,0.25140365958213806,0.11937915533781052,0.14358291029930115,0.19988995790481567,0.3751579821109772,0.2696996033191681,0.12601503729820251,0.25140365958213806,0.19185464084148407,0.20248964428901672,0.16775278747081757
through,0.32660001516342163,0.2784246802330017,0.14190755784511566,-0.09668812900781631,0.22945746779441833,0.3152649402618408,0.1653054803609848,0.21752823889255524,0.21011286973953247,1.0,0.24456432461738586,0.2525441646575928,0.3060276508331299,0.2704794108867645,0.21752823889255524,0.3374522924423218,0.24636076390743256,0.16913433372974396
faith,0.27823445200920105,0.23620006442070007,0.24413958191871643,0.06316705048084259,0.4300955533981323,0.29499298334121704,0.41309306025505066,0.23632077872753143,0.06621266901493073,0.19769379496574402,0.46130460500717163,0.3955298960208893,0.3190833032131195,0.22136688232421875,0.23632077872753143,0.22215943038463593,0.23672132194042206,0.2833177447319031
in,0.4325680434703827,0.41690486669540405,0.2593238651752472,-0.0012929976219311357,0.20806841552257538,0.435920387506485,0.23297500610351562,0.45514053106307983,0.20108897984027863,0.38533157110214233,0.2152448445558548,0.18994951248168945,0.5201468467712402,0.2601168751716614,0.45514053106307983,0.5130809545516968,0.24532650411128998,0.20430970191955566
jesus,0.13153193891048431,0.2952163815498352,0.18355801701545715,0.045911114662885666,0.3868337571620941,0.2912577986717224,0.5388261675834656,0.1984250247478485,0.044595468789339066,0.18977250158786774,0.26359421014785767,0.293002188205719,0.19633327424526215,0.2334011048078537,0.1984250247478485,0.22781038284301758,0.1882997453212738,0.19975169003009796
christ,0.11610021442174911,0.25450852513313293,0.17013269662857056,0.0071231587789952755,0.28132468461990356,0.2361743301153183,0.5254750847816467,0.2174820899963379,0.0764266848564148,0.16255387663841248,0.21105368435382843,0.25176766514778137,0.22404725849628448,0.2164338231086731,0.2174820899963379,0.23697827756404877,0.14850817620754242,0.13772203028202057
as,0.36245352029800415,0.33787044882774353,0.3596470057964325,-0.08284513652324677,0.26277852058410645,0.4735107421875,0.22594571113586426,0.3677520453929901,0.13555443286895752,0.24602261185646057,0.30619359016418457,0.27544617652893066,0.48816442489624023,0.33782753348350525,0.3677520453929901,0.4461488723754883,0.1931815892457962,0.27043893933296204
redeemer,0.19230486452579498,0.3223225176334381,0.2107132524251938,-0.03881731629371643,0.39370885491371155,0.31198644638061523,0.5049804449081421,0.2831053137779236,0.09752339124679565,0.2097267359495163,0.2969001829624176,0.4140332043170929,0.2976001501083374,0.14613349735736847,0.2831053137779236,0.26698726415634155,0.20948289334774017,0.20942576229572296
from,0.34118619561195374,0.3314535319805145,0.20248863101005554,0.040466926991939545,0.2082303762435913,0.3477667272090912,0.17305532097816467,0.31171464920043945,0.21448072791099548,0.4291878044605255,0.22352536022663116,0.2062610685825348,0.39760664105415344,0.22939439117908478,0.31171464920043945,0.325604110956192,0.17882513999938965,0.19969791173934937
sin,0.159957155585289,0.17191708087921143,0.12168633192777634,-0.003724482376128435,0.3103500306606293,0.24186517298221588,0.3467410206794739,0.1561528593301773,0.09529263526201248,0.16586460173130035,0.19005490839481354,0.2399759739637375,0.19355511665344238,0.16458900272846222,0.1561528593301773,0.20607715845108032,0.09765803068876266,0.17164617776870728
.,0.431787371635437,0.38061028718948364,0.35288307070732117,0.01884327083826065,0.26988279819488525,0.4460422694683075,0.2464890033006668,0.40146201848983765,0.17389816045761108,0.3174465596675873,0.29664117097854614,0.22116661071777344,0.6812511086463928,0.3287222981452942,0.40146201848983765,0.5593622326850891,0.2196163535118103,0.4130953550338745
