,what,did,tesla,'s,teachers,believe,he,was,doing,while,in,school,?
tesla,0.23221199214458466,0.09757418930530548,0.9999999403953552,0.06449045985937119,0.2418571263551712,0.12789246439933777,0.12373391538858414,0.16455206274986267,0.20958663523197174,0.15711884200572968,0.17097744345664978,0.16295383870601654,0.10250775516033173
was,0.22111038863658905,0.41399896144866943,0.16455206274986267,0.008974763564765453,0.18821726739406586,0.20507054030895233,0.5410010814666748,1.0000001192092896,0.18763868510723114,0.3253832161426544,0.45514053106307983,0.25740107893943787,0.18412111699581146
able,0.3404487371444702,0.43777281045913696,0.13654674589633942,0.04899895191192627,0.24359063804149628,0.31270962953567505,0.27207711338996887,0.19031302630901337,0.3580235540866852,0.33974480628967285,0.23456627130508423,0.11913048475980759,0.260649710893631
to,0.455847829580307,0.4452643394470215,0.17548894882202148,0.03782717138528824,0.2668606638908386,0.34598591923713684,0.385390967130661,0.3636345863342285,0.3272162973880768,0.43899232149124146,0.45010748505592346,0.24496325850486755,0.29463258385658264
perform,0.22104133665561676,0.29621028900146484,0.19425198435783386,0.05109168589115143,0.21027106046676636,0.21555070579051971,0.2651679515838623,0.19602897763252258,0.4265729784965515,0.29689210653305054,0.22578492760658264,0.14743834733963013,0.13460582494735718
integral,0.25464048981666565,0.16436344385147095,0.2745411992073059,-0.0017773518338799477,0.09356360882520676,0.1960381269454956,0.19740234315395355,0.1733676642179489,0.25101831555366516,0.14053431153297424,0.20927265286445618,0.11385150998830795,0.1463361233472824
calculus,0.29452529549598694,0.18666169047355652,0.30292394757270813,0.03935585916042328,0.21768882870674133,0.2376876175403595,0.15745440125465393,0.15082217752933502,0.2673395574092865,0.15024852752685547,0.13005900382995605,0.18598416447639465,0.18995526432991028
in,0.30808621644973755,0.2593238651752472,0.17097744345664978,-0.037580832839012146,0.2128150761127472,0.20806841552257538,0.41690486669540405,0.45514053106307983,0.27240219712257385,0.3399278521537781,1.0,0.26157811284065247,0.20430970191955566
his,0.26976513862609863,0.3546801507472992,0.1580733060836792,0.047556519508361816,0.2831307053565979,0.22664840519428253,0.7171558737754822,0.4405253231525421,0.2957729995250702,0.39785656332969666,0.3598145842552185,0.25444892048835754,0.18075084686279297
head,0.18919230997562408,0.1776210218667984,0.07052404433488846,-0.041913021355867386,0.22776377201080322,0.1198621541261673,0.26063814759254456,0.2465479075908661,0.15948176383972168,0.21937422454357147,0.21927717328071594,0.14639748632907867,0.10879309475421906
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,-0.0016132977325469255,0.28049156069755554,0.2459280639886856,0.40251094102859497,0.45456063747406006,0.31285786628723145,0.38232675194740295,0.5201468467712402,0.27141863107681274,0.31091248989105225
which,0.5261979103088379,0.2750149369239807,0.2203940600156784,0.03856118768453598,0.17664629220962524,0.3117353618144989,0.3415409028530121,0.2830964922904968,0.3309774696826935,0.38669952750205994,0.4840516746044159,0.19108018279075623,0.25814583897590637
prompted,0.20217911899089813,0.33951452374458313,0.04243326932191849,-0.06307017058134079,0.12640798091888428,0.22199591994285583,0.22900092601776123,0.2312595248222351,0.16215647757053375,0.278497576713562,0.2340080887079239,0.11111711710691452,0.13139130175113678
his,0.26976513862609863,0.3546801507472992,0.1580733060836792,0.047556519508361816,0.2831307053565979,0.22664840519428253,0.7171558737754822,0.4405253231525421,0.2957729995250702,0.39785656332969666,0.3598145842552185,0.25444892048835754,0.18075084686279297
teachers,0.2526462972164154,0.23635748028755188,0.2418571263551712,0.044750411063432693,1.0,0.2527275085449219,0.29805639386177063,0.18821726739406586,0.29163068532943726,0.2886265218257904,0.2128150761127472,0.5544193387031555,0.19522249698638916
to,0.455847829580307,0.4452643394470215,0.17548894882202148,0.03782717138528824,0.2668606638908386,0.34598591923713684,0.385390967130661,0.3636345863342285,0.3272162973880768,0.43899232149124146,0.45010748505592346,0.24496325850486755,0.29463258385658264
believe,0.46656209230422974,0.3557283282279968,0.12789246439933777,0.00462753139436245,0.2527275085449219,1.0,0.24699896574020386,0.20507054030895233,0.37181180715560913,0.3286227583885193,0.20806841552257538,0.15027321875095367,0.3329349160194397
that,0.6297725439071655,0.47518548369407654,0.22102725505828857,0.04397977516055107,0.24071024358272552,0.533393383026123,0.36068853735923767,0.33670201897621155,0.50474613904953,0.43523597717285156,0.435920387506485,0.2190830111503601,0.32716336846351624
he,0.3114890456199646,0.3292143940925598,0.12373391538858414,0.024063590914011,0.29805639386177063,0.24699896574020386,1.0000001192092896,0.5410010814666748,0.3024495542049408,0.3526706397533417,0.41690486669540405,0.3274155557155609,0.2089974731206894
was,0.22111038863658905,0.41399896144866943,0.16455206274986267,0.008974763564765453,0.18821726739406586,0.20507054030895233,0.5410010814666748,1.0000001192092896,0.18763868510723114,0.3253832161426544,0.45514053106307983,0.25740107893943787,0.18412111699581146
cheating,0.2792048454284668,0.3066720962524414,0.16279835999011993,0.03780752792954445,0.20720359683036804,0.24981844425201416,0.2603948712348938,0.2281448096036911,0.4172728955745697,0.3401001989841461,0.20102210342884064,0.23234106600284576,0.24591143429279327
.,0.3567904531955719,0.35288307070732117,0.17949827015399933,-0.003708066651597619,0.24628326296806335,0.26988279819488525,0.38061028718948364,0.40146201848983765,0.3253456652164459,0.38690751791000366,0.5591574311256409,0.24214158952236176,0.4130953550338745
