,the,maroons,are,apart,of,what,association,?
the,1.0,0.29416006803512573,0.40399202704429626,0.28010323643684387,0.733189046382904,0.42745697498321533,0.26550325751304626,0.22068053483963013
maroons,0.29416006803512573,1.0,0.2520231604576111,0.20685192942619324,0.17945563793182373,0.15003058314323425,0.14762607216835022,0.12267787754535675
compete,0.28425246477127075,0.31200286746025085,0.3128739893436432,0.1673361361026764,0.24771372973918915,0.2122422456741333,0.27038490772247314,0.07650651037693024
in,0.6662389636039734,0.2325112521648407,0.3841303884983063,0.23653271794319153,0.5696388483047485,0.30808621644973755,0.23660005629062653,0.20430970191955566
the,1.0,0.29416006803512573,0.40399202704429626,0.28010323643684387,0.733189046382904,0.42745697498321533,0.26550325751304626,0.22068053483963013
ncaa,0.24887123703956604,0.35113874077796936,0.2128753364086151,0.1140005961060524,0.22221489250659943,0.2340848296880722,0.414993017911911,0.14618685841560364
's,-0.01540423184633255,-0.0018910190556198359,-0.008927806280553341,-0.019087860360741615,-0.03817026689648628,0.02692362666130066,-0.019603094086050987,-0.023395681753754616
division,0.26203617453575134,0.22683005034923553,0.1811521351337433,0.1371544748544693,0.23579144477844238,0.19144181907176971,0.24824105203151703,0.08900629729032516
iii,0.18552400171756744,0.1359873265028,0.12652139365673065,0.10339557379484177,0.21691277623176575,0.09164873510599136,0.11341608315706253,0.13642357289791107
as,0.48381632566452026,0.17205850780010223,0.3826591968536377,0.1935769021511078,0.3886612355709076,0.31749409437179565,0.19875364005565643,0.27043893933296204
members,0.3321719169616699,0.2670688331127167,0.31528955698013306,0.24637867510318756,0.28120753169059753,0.16873176395893097,0.25731828808784485,0.10212311148643494
of,0.733189046382904,0.17945563793182373,0.39081433415412903,0.25376787781715393,1.0,0.33290785551071167,0.2501356303691864,0.1826142966747284
the,1.0,0.29416006803512573,0.40399202704429626,0.28010323643684387,0.733189046382904,0.42745697498321533,0.26550325751304626,0.22068053483963013
university,0.263973206281662,0.22755269706249237,0.16609783470630646,0.10593381524085999,0.30646374821662903,0.20256435871124268,0.31799381971359253,0.11887256056070328
athletic,0.22677098214626312,0.3112092614173889,0.17577379941940308,0.12295899540185928,0.23119640350341797,0.1290024071931839,0.3481186330318451,0.06249280273914337
association,0.26550325751304626,0.14762607216835022,0.1881098598241806,0.036527715623378754,0.2501356303691864,0.13908448815345764,0.9999999403953552,0.1542656421661377
(,0.33289089798927307,0.1688574105501175,0.23263892531394958,0.14783865213394165,0.35032153129577637,0.2411840260028839,0.2101542353630066,0.40561532974243164
uaa,0.23873072862625122,0.2634710967540741,0.30909356474876404,0.1168384850025177,0.21144089102745056,0.2816154956817627,0.35270971059799194,0.3571755290031433
),0.3456730246543884,0.15358079969882965,0.2373749315738678,0.1701459139585495,0.3680361211299896,0.26259949803352356,0.22987137734889984,0.42300865054130554
.,0.5934505462646484,0.20928053557872772,0.3452940285205841,0.2438974529504776,0.5352458953857422,0.3567904531955719,0.22905009984970093,0.4130953550338745
