,what,denomination,is,the,diocesan,school,for,girls,in,auckland,affiliated,with,?
private,0.16778090596199036,0.17815439403057098,0.1420905888080597,0.18291357159614563,0.22256621718406677,0.3584248125553131,0.22242696583271027,0.2351357638835907,0.21135757863521576,0.2501216530799866,0.30699506402015686,0.20792533457279205,0.14389030635356903
schools,0.1820785105228424,0.28818222880363464,0.2022145688533783,0.22905772924423218,0.26536908745765686,0.7602541446685791,0.2320515662431717,0.3792074918746948,0.2632134258747101,0.20107148587703705,0.3141746520996094,0.13740696012973785,0.18349280953407288
are,0.29724663496017456,0.21594221889972687,0.5330929756164551,0.40399202704429626,0.20591287314891815,0.17021894454956055,0.3895993232727051,0.21457646787166595,0.3841303884983063,0.20423156023025513,0.19866521656513214,0.38996943831443787,0.24591213464736938
often,0.3849453330039978,0.17948901653289795,0.3856629431247711,0.38004449009895325,0.22362296283245087,0.13291814923286438,0.37495917081832886,0.2328166365623474,0.3380797803401947,0.22188186645507812,0.16718271374702454,0.41081544756889343,0.23748154938220978
anglican,0.17746756970882416,0.4735877513885498,0.22127680480480194,0.2092299461364746,0.5691370964050293,0.2822481095790863,0.16873867809772491,0.17655670642852783,0.20630250871181488,0.2902805209159851,0.28415679931640625,0.15427811443805695,0.11877371370792389
",",0.3087472915649414,0.24402782320976257,0.4691906273365021,0.4933079481124878,0.1847718060016632,0.27141863107681274,0.4464869201183319,0.21734729409217834,0.5201468467712402,0.2888340950012207,0.20832805335521698,0.4120737314224243,0.31091248989105225
such,0.23989605903625488,0.17657369375228882,0.23545363545417786,0.3575236201286316,0.17941021919250488,0.13059592247009277,0.36098620295524597,0.15259677171707153,0.2704046070575714,0.14330333471298218,0.19101016223430634,0.3346101939678192,0.17851735651493073
as,0.31749409437179565,0.23284825682640076,0.43216490745544434,0.48381632566452026,0.21382510662078857,0.2065676748752594,0.44774648547172546,0.14790716767311096,0.3887844979763031,0.24909837543964386,0.2126314491033554,0.40387406945228577,0.27043893933296204
king,0.18449601531028748,0.1750866323709488,0.193196102976799,0.25887003540992737,0.24765366315841675,0.1429506242275238,0.17887762188911438,0.1326037496328354,0.2044914960861206,0.1626201719045639,0.16513147950172424,0.1820080578327179,0.19130074977874756
's,0.02692362666130066,-0.003237196709960699,0.02396530658006668,-0.01540423184633255,-0.03679068759083748,-0.017113132402300835,-0.07241261005401611,0.010591674596071243,-0.037580832839012146,-0.005620404612272978,0.0344148613512516,-0.04624466598033905,-0.023395681753754616
college,0.20568516850471497,0.20581375062465668,0.15433147549629211,0.19751401245594025,0.35609427094459534,0.569277286529541,0.22815082967281342,0.26745307445526123,0.2160365730524063,0.30510830879211426,0.34097394347190857,0.0926685705780983,0.11076676845550537
and,0.31309178471565247,0.18625058233737946,0.3859752118587494,0.5171257257461548,0.19912897050380707,0.2752758264541626,0.5064792633056641,0.2710435688495636,0.4954058527946472,0.2758531868457794,0.2078104466199875,0.5477725267410278,0.20544172823429108
diocesan,0.18259085714817047,0.4289167821407318,0.1895219385623932,0.27041810750961304,1.0,0.2525169551372528,0.18046553432941437,0.24827848374843597,0.2527855932712555,0.2385944128036499,0.2694818377494812,0.15610872209072113,0.10135997086763382
school,0.18774057924747467,0.1840249001979828,0.19488026201725006,0.22953221201896667,0.2525169551372528,1.0,0.18618352711200714,0.44039908051490784,0.26157811284065247,0.3170945346355438,0.24219857156276703,0.13135014474391937,0.15091250836849213
for,0.3017193675041199,0.20484371483325958,0.43268078565597534,0.4739971458911896,0.18046553432941437,0.18618352711200714,0.9999999403953552,0.18722182512283325,0.4322226941585541,0.2145899534225464,0.21749234199523926,0.39140474796295166,0.264628142118454
girls,0.1537969559431076,0.1880858987569809,0.16754484176635742,0.20540733635425568,0.24827848374843597,0.44039908051490784,0.18722182512283325,1.0,0.24800755083560944,0.2636944055557251,0.16851739585399628,0.1271122545003891,0.1302518993616104
in,0.30808621644973755,0.19585151970386505,0.5394441485404968,0.6662389636039734,0.2527855932712555,0.26157811284065247,0.4322226941585541,0.24800755083560944,1.0,0.2797597646713257,0.23517076671123505,0.4080928862094879,0.20430970191955566
auckland,0.11985393613576889,0.15840809047222137,0.23582008481025696,0.25897881388664246,0.2385944128036499,0.3170945346355438,0.2145899534225464,0.2636944055557251,0.2797597646713257,1.0,0.19171951711177826,0.2621740996837616,0.11742713302373886
",",0.3087472915649414,0.24402782320976257,0.4691906273365021,0.4933079481124878,0.1847718060016632,0.27141863107681274,0.4464869201183319,0.21734729409217834,0.5201468467712402,0.2888340950012207,0.20832805335521698,0.4120737314224243,0.31091248989105225
st,0.13546641170978546,0.17481815814971924,0.14744308590888977,0.27966225147247314,0.3272162973880768,0.22408007085323334,0.16110675036907196,0.21918468177318573,0.259651780128479,0.2580583393573761,0.17442713677883148,0.14455410838127136,0.13298600912094116
paul,0.11217030137777328,0.08934919536113739,0.18022699654102325,0.19191958010196686,0.12723992764949799,0.19170086085796356,0.18398262560367584,0.14940506219863892,0.21331322193145752,0.29082345962524414,0.17780452966690063,0.19302357733249664,0.16611461341381073
's,0.02692362666130066,-0.003237196709960699,0.02396530658006668,-0.01540423184633255,-0.03679068759083748,-0.017113132402300835,-0.07241261005401611,0.010591674596071243,-0.037580832839012146,-0.005620404612272978,0.0344148613512516,-0.04624466598033905,-0.023395681753754616
collegiate,0.17327801883220673,0.26988452672958374,0.18923406302928925,0.2808367908000946,0.4005087912082672,0.4233478307723999,0.21408334374427795,0.27193722128868103,0.25324925780296326,0.26567116379737854,0.4255179762840271,0.1528257578611374,0.0744476467370987
school,0.18774057924747467,0.1840249001979828,0.19488026201725006,0.22953221201896667,0.2525169551372528,1.0,0.18618352711200714,0.44039908051490784,0.26157811284065247,0.3170945346355438,0.24219857156276703,0.13135014474391937,0.15091250836849213
in,0.30808621644973755,0.19585151970386505,0.5394441485404968,0.6662389636039734,0.2527855932712555,0.26157811284065247,0.4322226941585541,0.24800755083560944,1.0,0.2797597646713257,0.23517076671123505,0.4080928862094879,0.20430970191955566
hamilton,0.1827726662158966,0.09333757311105728,0.14254130423069,0.24943995475769043,0.06495854258537292,0.17710334062576294,0.2120194286108017,0.06258221715688705,0.2069321870803833,0.3036574423313141,0.10664517432451248,0.21400004625320435,0.16491469740867615
",",0.3087472915649414,0.24402782320976257,0.4691906273365021,0.4933079481124878,0.1847718060016632,0.27141863107681274,0.4464869201183319,0.21734729409217834,0.5201468467712402,0.2888340950012207,0.20832805335521698,0.4120737314224243,0.31091248989105225
st,0.13546641170978546,0.17481815814971924,0.14744308590888977,0.27966225147247314,0.3272162973880768,0.22408007085323334,0.16110675036907196,0.21918468177318573,0.259651780128479,0.2580583393573761,0.17442713677883148,0.14455410838127136,0.13298600912094116
peter,0.15377900004386902,0.14381256699562073,0.1711069494485855,0.24086274206638336,0.2075936645269394,0.18620897829532623,0.1829002946615219,0.1473049521446228,0.168073832988739,0.24548868834972382,0.13170960545539856,0.1662289798259735,0.11650477349758148
's,0.02692362666130066,-0.003237196709960699,0.02396530658006668,-0.01540423184633255,-0.03679068759083748,-0.017113132402300835,-0.07241261005401611,0.010591674596071243,-0.037580832839012146,-0.005620404612272978,0.0344148613512516,-0.04624466598033905,-0.023395681753754616
school,0.18774057924747467,0.1840249001979828,0.19488026201725006,0.22953221201896667,0.2525169551372528,1.0,0.18618352711200714,0.44039908051490784,0.26157811284065247,0.3170945346355438,0.24219857156276703,0.13135014474391937,0.15091250836849213
in,0.30808621644973755,0.19585151970386505,0.5394441485404968,0.6662389636039734,0.2527855932712555,0.26157811284065247,0.4322226941585541,0.24800755083560944,1.0,0.2797597646713257,0.23517076671123505,0.4080928862094879,0.20430970191955566
cambridge,0.19321057200431824,0.14104323089122772,0.14754945039749146,0.21810851991176605,0.310915470123291,0.2573782205581665,0.1903933584690094,0.1642661690711975,0.25785043835639954,0.32631656527519226,0.1519855558872223,0.12278240919113159,0.14006337523460388
",",0.3087472915649414,0.24402782320976257,0.4691906273365021,0.4933079481124878,0.1847718060016632,0.27141863107681274,0.4464869201183319,0.21734729409217834,0.5201468467712402,0.2888340950012207,0.20832805335521698,0.4120737314224243,0.31091248989105225
samuel,0.14263929426670074,0.1396554410457611,0.11145944148302078,0.15008985996246338,0.16070979833602905,0.17417867481708527,0.13092516362667084,0.1910572350025177,0.20420196652412415,0.16048602759838104,0.048824332654476166,0.13008104264736176,0.09954892843961716
marsden,0.17381234467029572,0.1457873433828354,0.16726937890052795,0.18931804597377777,0.1412762999534607,0.20054064691066742,0.1600514054298401,0.2283353954553604,0.22819261252880096,0.33711451292037964,0.16585993766784668,0.1784321665763855,0.19855426251888275
collegiate,0.17327801883220673,0.26988452672958374,0.18923406302928925,0.2808367908000946,0.4005087912082672,0.4233478307723999,0.21408334374427795,0.27193722128868103,0.25324925780296326,0.26567116379737854,0.4255179762840271,0.1528257578611374,0.0744476467370987
school,0.18774057924747467,0.1840249001979828,0.19488026201725006,0.22953221201896667,0.2525169551372528,1.0,0.18618352711200714,0.44039908051490784,0.26157811284065247,0.3170945346355438,0.24219857156276703,0.13135014474391937,0.15091250836849213
in,0.30808621644973755,0.19585151970386505,0.5394441485404968,0.6662389636039734,0.2527855932712555,0.26157811284065247,0.4322226941585541,0.24800755083560944,1.0,0.2797597646713257,0.23517076671123505,0.4080928862094879,0.20430970191955566
wellington,0.09130020439624786,0.06278139352798462,0.15296177566051483,0.2624299228191376,0.2240685522556305,0.23685601353645325,0.19811199605464935,0.19182971119880676,0.25662562251091003,0.5104174613952637,0.15413229167461395,0.1975419968366623,0.11347156763076782
