,what,do,students,do,after,primary,school,?
primary,0.2113915979862213,0.21139554679393768,0.26349249482154846,0.21139554679393768,0.15101052820682526,1.0,0.4102175533771515,0.16286636888980865
school,0.18774057924747467,0.13649480044841766,0.6345757842063904,0.13649480044841766,0.2316942811012268,0.4102175533771515,1.0,0.15091250836849213
is,0.28837618231773376,0.30895981192588806,0.2124544233083725,0.30895981192588806,0.2835143506526947,0.23824772238731384,0.19488026201725006,0.22961433231830597
free,0.22754132747650146,0.22559458017349243,0.2023717761039734,0.22559458017349243,0.19618837535381317,0.15533408522605896,0.14928355813026428,0.1278279572725296
in,0.30808621644973755,0.23402775824069977,0.2676171064376831,0.23402775824069977,0.44050168991088867,0.21150650084018707,0.26157811284065247,0.20430970191955566
public,0.1729622185230255,0.14626605808734894,0.3258378803730011,0.14626605808734894,0.18959388136863708,0.20550963282585144,0.3342896103858948,0.19872993230819702
schools,0.1820785105228424,0.19505831599235535,0.6169943809509277,0.19505831599235535,0.17894473671913147,0.38384848833084106,0.7602541446685791,0.18349280953407288
and,0.31309178471565247,0.276123583316803,0.28111961483955383,0.276123583316803,0.3765919506549835,0.2539214491844177,0.2752758264541626,0.20544172823429108
those,0.44466671347618103,0.43052518367767334,0.32113906741142273,0.43052518367767334,0.2409856766462326,0.2489931434392929,0.1838642805814743,0.3328189253807068
who,0.40942975878715515,0.2662210166454315,0.3510516881942749,0.2662210166454315,0.32549580931663513,0.15416203439235687,0.21669194102287292,0.26220351457595825
exit,0.18953105807304382,0.1480398178100586,0.189504012465477,0.1480398178100586,0.12745040655136108,0.20867623388767242,0.21452070772647858,0.06083827465772629
at,0.2838611304759979,0.1511090099811554,0.26965975761413574,0.1511090099811554,0.3622083067893982,0.1728028953075409,0.3177914023399353,0.21978627145290375
this,0.5489566326141357,0.34963881969451904,0.2299622893333435,0.34963881969451904,0.3357301354408264,0.23297905921936035,0.1667502373456955,0.3155723512172699
level,0.27376922965049744,0.22532324492931366,0.2275455743074417,0.22532324492931366,0.1346406489610672,0.1951998770236969,0.21516968309879303,0.20528386533260345
can,0.34502777457237244,0.45775556564331055,0.16829217970371246,0.45775556564331055,0.21645446121692657,0.24960964918136597,0.09772772341966629,0.3226337134838104
join,0.22255058586597443,0.2555169463157654,0.25976425409317017,0.2555169463157654,0.3002796173095703,0.0821528360247612,0.20852653682231903,0.13127188384532928
a,0.3320399522781372,0.26237669587135315,0.2676560878753662,0.26237669587135315,0.3831600844860077,0.23038449883460999,0.2245093584060669,0.23916715383529663
vocational,0.25595757365226746,0.1877080202102661,0.4519112706184387,0.1877080202102661,0.1707971841096878,0.3175041675567627,0.4123750329017639,0.1961013227701187
youth/village,0.26024240255355835,0.1625814586877823,0.30173683166503906,0.1625814586877823,0.2355758398771286,0.17066006362438202,0.39647066593170166,0.19643770158290863
polytechnic,0.1455845832824707,0.1273106187582016,0.479728102684021,0.1273106187582016,0.21521639823913574,0.1884559839963913,0.4273337423801422,0.13763803243637085
or,0.33867141604423523,0.39439281821250916,0.21765491366386414,0.39439281821250916,0.2693394720554352,0.24037444591522217,0.12007436156272888,0.32389625906944275
make,0.3792211413383484,0.41790449619293213,0.17995160818099976,0.41790449619293213,0.24345865845680237,0.13637489080429077,0.13510222733020782,0.28314751386642456
their,0.35142919421195984,0.35424983501434326,0.26472482085227966,0.35424983501434326,0.30973172187805176,0.2395368069410324,0.15657421946525574,0.1898253709077835
own,0.35062843561172485,0.31129190325737,0.20672191679477692,0.31129190325737,0.23706036806106567,0.22669999301433563,0.18958668410778046,0.1937696635723114
arrangements,0.2133949100971222,0.2571512758731842,0.13431262969970703,0.2571512758731842,0.08381202071905136,0.17416144907474518,0.0888776183128357,0.11981888115406036
for,0.3017193675041199,0.29510271549224854,0.2460945099592209,0.29510271549224854,0.3650246858596802,0.2533470094203949,0.18618352711200714,0.264628142118454
an,0.2821882665157318,0.25865980982780457,0.15776841342449188,0.25865980982780457,0.20180045068264008,0.20419475436210632,0.17441901564598083,0.19793890416622162
apprenticeship,0.19577714800834656,0.21294981241226196,0.3314913511276245,0.21294981241226196,0.327610045671463,0.19610419869422913,0.3670998513698578,0.1154845654964447
program,0.25047802925109863,0.2093285471200943,0.34319356083869934,0.2093285471200943,0.20372994244098663,0.15906786918640137,0.267178475856781,0.1440187245607376
and,0.31309178471565247,0.276123583316803,0.28111961483955383,0.276123583316803,0.3765919506549835,0.2539214491844177,0.2752758264541626,0.20544172823429108
learn,0.3623736798763275,0.360649049282074,0.44932475686073303,0.360649049282074,0.21904413402080536,0.2024485170841217,0.3377724587917328,0.3118754029273987
a,0.3320399522781372,0.26237669587135315,0.2676560878753662,0.26237669587135315,0.3831600844860077,0.23038449883460999,0.2245093584060669,0.23916715383529663
trade,0.1555381417274475,0.14147600531578064,0.16298389434814453,0.14147600531578064,0.1448374092578888,0.1139724999666214,0.1172548234462738,0.09336511790752411
such,0.23989605903625488,0.337398886680603,0.19131532311439514,0.337398886680603,0.16916970908641815,0.15780673921108246,0.13059592247009277,0.17851735651493073
as,0.31749409437179565,0.38329678773880005,0.2101105898618698,0.38329678773880005,0.3014480769634247,0.2169201374053955,0.2065676748752594,0.27043893933296204
tailoring,0.2873549461364746,0.23697787523269653,0.25279855728149414,0.23697787523269653,0.20000103116035461,0.21961283683776855,0.20048187673091888,0.12778760492801666
",",0.3087472915649414,0.3283645510673523,0.26501646637916565,0.3283645510673523,0.38860568404197693,0.2565748989582062,0.27141863107681274,0.31091248989105225
carpentry,0.20467707514762878,0.16985979676246643,0.2083631455898285,0.16985979676246643,0.2020709067583084,0.1884629875421524,0.21674257516860962,0.18911156058311462
",",0.3087472915649414,0.3283645510673523,0.26501646637916565,0.3283645510673523,0.38860568404197693,0.2565748989582062,0.27141863107681274,0.31091248989105225
motor,0.18952611088752747,0.16523732244968414,0.16817320883274078,0.16523732244968414,0.09285293519496918,0.23092487454414368,0.13956616818904877,0.0637441948056221
vehicle,0.20767386257648468,0.17583300173282623,0.17831657826900482,0.17583300173282623,0.13749252259731293,0.16825652122497559,0.09205929934978485,0.16397647559642792
repair,0.2710203528404236,0.2578498423099518,0.20928926765918732,0.2578498423099518,0.26963239908218384,0.22100330889225006,0.18402913212776184,0.09775689244270325
",",0.3087472915649414,0.3283645510673523,0.26501646637916565,0.3283645510673523,0.38860568404197693,0.2565748989582062,0.27141863107681274,0.31091248989105225
brick-laying,0.2820402979850769,0.22097021341323853,0.19521741569042206,0.22097021341323853,0.2960093319416046,0.14580072462558746,0.2037084847688675,0.20891815423965454
and,0.31309178471565247,0.276123583316803,0.28111961483955383,0.276123583316803,0.3765919506549835,0.2539214491844177,0.2752758264541626,0.20544172823429108
masonry,0.21925774216651917,0.1221686378121376,0.13305626809597015,0.1221686378121376,0.10842317342758179,0.1630583256483078,0.08098076283931732,0.13599389791488647
for,0.3017193675041199,0.29510271549224854,0.2460945099592209,0.29510271549224854,0.3650246858596802,0.2533470094203949,0.18618352711200714,0.264628142118454
about,0.47976887226104736,0.3183841109275818,0.2952730655670166,0.3183841109275818,0.2603839039802551,0.20436546206474304,0.23017577826976776,0.302409827709198
two,0.23363454639911652,0.22086432576179504,0.26938170194625854,0.22086432576179504,0.3276641070842743,0.19679397344589233,0.18459290266036987,0.19645625352859497
years,0.1981470286846161,0.180253803730011,0.24958103895187378,0.180253803730011,0.38036108016967773,0.14403797686100006,0.24115975201129913,0.1914375126361847
.,0.3567904531955719,0.3613996207714081,0.2607303857803345,0.3613996207714081,0.35870397090911865,0.22422198951244354,0.24214158952236176,0.4130953550338745
,what,do,students,do,after,primary,school,?
basic,0.3564627468585968,0.3113064169883728,0.24426862597465515,0.3113064169883728,0.11743277311325073,0.26031243801116943,0.17746412754058838,0.26534420251846313
