,who,scored,the,panthers,first,touchdown,?
newton,0.19243690371513367,0.18721170723438263,0.1876603662967682,0.2555108666419983,0.2017267495393753,0.29466405510902405,0.09645649790763855
completed,0.15320545434951782,0.29530876874923706,0.29278936982154846,0.23617137968540192,0.3614111840724945,0.24650275707244873,0.08272653818130493
4,0.09137360751628876,0.09721744805574417,0.15499350428581238,0.1251930296421051,0.18687711656093597,-0.0011191320372745395,0.010515431873500347
of,0.2827862501144409,0.19369669258594513,0.733189046382904,0.23357392847537994,0.3536086082458496,0.15340197086334229,0.1826142966747284
4,0.09137360751628876,0.09721744805574417,0.15499350428581238,0.1251930296421051,0.18687711656093597,-0.0011191320372745395,0.010515431873500347
passes,0.08672328293323517,0.14934025704860687,0.3752402365207672,0.1794930249452591,0.19573983550071716,0.431114137172699,0.09716983139514923
for,0.37110671401023865,0.2957361936569214,0.4739971458911896,0.25358447432518005,0.3800288736820221,0.26143357157707214,0.264628142118454
51,0.0596969798207283,0.1704186648130417,0.026102188974618912,0.07171925157308578,0.02710450068116188,0.050676796585321426,-0.06252402067184448
yards,0.13584628701210022,0.3844333589076996,0.16070343554019928,0.33815330266952515,0.1934249997138977,0.6753588914871216,0.12453813850879669
and,0.41279885172843933,0.23723433911800385,0.5171257257461548,0.2230100929737091,0.3167642652988434,0.21398694813251495,0.20544172823429108
rushed,0.22218874096870422,0.3031066060066223,0.25936806201934814,0.20744307339191437,0.17398835718631744,0.37774065136909485,0.10077773034572601
twice,0.24565871059894562,0.22166681289672852,0.3638015687465668,0.2320474535226822,0.379257470369339,0.292905330657959,0.16248004138469696
for,0.37110671401023865,0.2957361936569214,0.4739971458911896,0.25358447432518005,0.3800288736820221,0.26143357157707214,0.264628142118454
25,0.139450341463089,0.13832606375217438,0.1671934723854065,0.12799599766731262,0.171848326921463,0.13702422380447388,0.09614268690347672
yards,0.13584628701210022,0.3844333589076996,0.16070343554019928,0.33815330266952515,0.1934249997138977,0.6753588914871216,0.12453813850879669
",",0.3365725874900818,0.27357709407806396,0.4933079481124878,0.2494642585515976,0.34503069519996643,0.2072077840566635,0.31091248989105225
while,0.4068111777305603,0.19515223801136017,0.39804592728614807,0.19775532186031342,0.30667605996131897,0.1975603848695755,0.21076419949531555
jonathan,0.23593327403068542,0.17745175957679749,0.15282690525054932,0.23954832553863525,0.22802619636058807,0.15562714636325836,0.15653139352798462
stewart,0.27337461709976196,0.2177628129720688,0.2287025898694992,0.26768237352371216,0.2486996203660965,0.18383407592773438,0.11473192274570465
finished,0.18257364630699158,0.3978766202926636,0.2754973769187927,0.2405824065208435,0.3807419240474701,0.2667911946773529,0.14789283275604248
the,0.3733934462070465,0.22936925292015076,1.0,0.2602776288986206,0.49448907375335693,0.1805710643529892,0.22068053483963013
drive,0.14977459609508514,0.21509823203086853,0.2083187699317932,0.1978069394826889,0.11071151494979858,0.23347437381744385,0.11447915434837341
with,0.3282766342163086,0.28121069073677063,0.4223487675189972,0.23276561498641968,0.2691199779510498,0.20674201846122742,0.2433311939239502
a,0.36608949303627014,0.2069414108991623,0.5829201340675354,0.2255268394947052,0.4287874400615692,0.22309942543506622,0.23916715383529663
1-yard,0.27700075507164,0.22677351534366608,0.2968893349170685,0.23266835510730743,0.2828100621700287,0.3804176151752472,0.1193876713514328
touchdown,0.13768897950649261,0.49355390667915344,0.1805710643529892,0.3794434070587158,0.203080952167511,0.9999999403953552,0.12741123139858246
run,0.2372417002916336,0.2406097650527954,0.27883726358413696,0.14282181859016418,0.27061694860458374,0.2337142378091812,0.17904110252857208
",",0.3365725874900818,0.27357709407806396,0.4933079481124878,0.2494642585515976,0.34503069519996643,0.2072077840566635,0.31091248989105225
cutting,0.15921923518180847,0.20291264355182648,0.2671166658401489,0.16327591240406036,0.15697133541107178,0.20357181131839752,0.07885761559009552
the,0.3733934462070465,0.22936925292015076,1.0,0.2602776288986206,0.49448907375335693,0.1805710643529892,0.22068053483963013
score,0.1809227615594864,0.6127967834472656,0.2042495757341385,0.1884668916463852,0.1765058934688568,0.3739069998264313,0.199510395526886
to,0.42656609416007996,0.164485901594162,0.535392165184021,0.2185782641172409,0.3792489171028137,0.20744045078754425,0.29463258385658264
10–7,-0.007315861992537975,-0.013747084885835648,0.13784216344356537,-0.00869312696158886,0.01194809377193451,0.09626159071922302,0.29080602526664734
with,0.3282766342163086,0.28121069073677063,0.4223487675189972,0.23276561498641968,0.2691199779510498,0.20674201846122742,0.2433311939239502
11:28,0.07075454294681549,0.025573601946234703,0.04880658909678459,0.030249714851379395,0.13343842327594757,-0.038503970950841904,-0.040974948555231094
left,0.24052289128303528,0.1987689584493637,0.33113980293273926,0.27322229743003845,0.20286494493484497,0.1656091958284378,0.13251960277557373
in,0.2792111933231354,0.22821880877017975,0.6662389636039734,0.2115829735994339,0.4127444326877594,0.14772959053516388,0.20430970191955566
the,0.3733934462070465,0.22936925292015076,1.0,0.2602776288986206,0.49448907375335693,0.1805710643529892,0.22068053483963013
second,0.21920166909694672,0.2725730836391449,0.4620301127433777,0.2124287188053131,0.6953977942466736,0.21903090178966522,0.17239587008953094
quarter,0.1549677699804306,0.28893834352493286,0.3659466803073883,0.19848515093326569,0.2374817132949829,0.34771355986595154,0.1356993168592453
.,0.3541337847709656,0.24230577051639557,0.5934505462646484,0.23446570336818695,0.4345304071903229,0.17317867279052734,0.4130953550338745
