,the,umc,established,and,is,affiliated,with,approximately,how,many,colleges,and,universities,in,the,u.s.,?
as,0.48381632566452026,0.24607859551906586,0.26194092631340027,0.49487000703811646,0.43216490745544434,0.2126314491033554,0.40387406945228577,0.2236957550048828,0.33782753348350525,0.4070141911506653,0.18444156646728516,0.49487000703811646,0.2182735651731491,0.3887844979763031,0.48381632566452026,0.015271120704710484,0.27043893933296204
such,0.3575236201286316,0.12539049983024597,0.18137826025485992,0.44540345668792725,0.23545363545417786,0.19101016223430634,0.3346101939678192,0.17027804255485535,0.307365357875824,0.5649948120117188,0.1944279968738556,0.44540345668792725,0.205738827586174,0.2704046070575714,0.3575236201286316,-0.09264791011810303,0.17851735651493073
",",0.4933079481124878,0.1953766793012619,0.22739723324775696,0.6633074283599854,0.4691906273365021,0.20832805335521698,0.4120737314224243,0.3057648837566376,0.22659391164779663,0.40610817074775696,0.2773089110851288,0.6633074283599854,0.2774002254009247,0.5201468467712402,0.4933079481124878,0.030410487204790115,0.31091248989105225
the,1.0,0.21262750029563904,0.33092597126960754,0.5171257257461548,0.5823672413825989,0.2365114837884903,0.4223487675189972,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.2200278788805008,0.5171257257461548,0.2619408071041107,0.6662389636039734,1.0,0.06592652946710587,0.22068053483963013
united,0.34367692470550537,0.1928277611732483,0.23238983750343323,0.28213179111480713,0.22408509254455566,0.2560138702392578,0.19869105517864227,0.20137132704257965,0.19034643471240997,0.2670816481113434,0.36385050415992737,0.28213179111480713,0.3177574872970581,0.3938477039337158,0.34367692470550537,-0.016844162717461586,0.17266890406608582
methodist,0.21922016143798828,0.2650960683822632,0.24725636839866638,0.2376793771982193,0.14683330059051514,0.3056069612503052,0.17456914484500885,0.17998993396759033,0.13229183852672577,0.21092453598976135,0.418438196182251,0.2376793771982193,0.32015886902809143,0.24702993035316467,0.21922016143798828,0.022758852690458298,0.1436992734670639
church,0.23846197128295898,0.20494024455547333,0.21564553678035736,0.1976170688867569,0.203276589512825,0.19479040801525116,0.17961077392101288,0.1467546969652176,0.10719848424196243,0.20546764135360718,0.27583616971969604,0.1976170688867569,0.2290814220905304,0.2493300437927246,0.23846197128295898,0.04497629776597023,0.18081501126289368
established,0.33092597126960754,0.2766305208206177,0.9999998807907104,0.2369968742132187,0.1754443645477295,0.30665960907936096,0.18355850875377655,0.1833256185054779,0.10839782655239105,0.19663920998573303,0.2759760022163391,0.2369968742132187,0.25488024950027466,0.3118882477283478,0.33092597126960754,-0.05465526506304741,0.15917523205280304
and,0.5171257257461548,0.21982228755950928,0.2369968742132187,1.0,0.3859752118587494,0.2078104466199875,0.5477725267410278,0.3228789269924164,0.33647966384887695,0.5296266674995422,0.309615820646286,1.0,0.3038506805896759,0.4954058527946472,0.5171257257461548,0.011246231384575367,0.20544172823429108
is,0.5823672413825989,0.21909049153327942,0.1754443645477295,0.3859752118587494,1.0,0.11797548830509186,0.3250955045223236,0.2724578380584717,0.22544461488723755,0.2649032473564148,0.20791567862033844,0.3859752118587494,0.2421088069677353,0.5394441485404968,0.5823672413825989,-0.05269147455692291,0.22961433231830597
affiliated,0.2365114837884903,0.28613191843032837,0.30665960907936096,0.2078104466199875,0.11797548830509186,1.0000001192092896,0.26106855273246765,0.18421034514904022,0.07409363240003586,0.19444812834262848,0.37717998027801514,0.2078104466199875,0.38921216130256653,0.23517076671123505,0.2365114837884903,0.013708045706152916,0.09345421195030212
with,0.4223487675189972,0.11891178786754608,0.18355850875377655,0.5477725267410278,0.3250955045223236,0.26106855273246765,0.9999999403953552,0.2440137416124344,0.3525622487068176,0.35744401812553406,0.17831756174564362,0.5477725267410278,0.178697869181633,0.4080928862094879,0.4223487675189972,0.045639924705028534,0.2433311939239502
around,0.40085816383361816,0.18087707459926605,0.2170756459236145,0.34341543912887573,0.286477267742157,0.16105054318904877,0.3207509517669678,0.4730207622051239,0.3297552764415741,0.4112928509712219,0.1316639930009842,0.34341543912887573,0.18739627301692963,0.41294145584106445,0.40085816383361816,0.04786963015794754,0.14729668200016022
one,0.5514441132545471,0.2278352677822113,0.19688352942466736,0.42438167333602905,0.4544198513031006,0.20619383454322815,0.3855307400226593,0.3318721354007721,0.3213292360305786,0.4223630726337433,0.2840544879436493,0.42438167333602905,0.3062607944011688,0.4129433035850525,0.5514441132545471,0.07261612266302109,0.2673267424106598
hundred,0.3325488865375519,0.13575954735279083,0.20290768146514893,0.326901912689209,0.18273721635341644,0.10648594051599503,0.12832461297512054,0.42889532446861267,0.21416880190372467,0.4232117235660553,0.21253548562526703,0.326901912689209,0.24393311142921448,0.2835391163825989,0.3325488865375519,0.08045239746570587,0.17378053069114685
colleges,0.2200278788805008,0.329593300819397,0.2759760022163391,0.309615820646286,0.20791567862033844,0.37717998027801514,0.17831756174564362,0.2013787180185318,0.16339896619319916,0.24727776646614075,1.0000001192092896,0.309615820646286,0.820760190486908,0.2712832987308502,0.2200278788805008,0.005114801228046417,0.15586905181407928
and,0.5171257257461548,0.21982228755950928,0.2369968742132187,1.0,0.3859752118587494,0.2078104466199875,0.5477725267410278,0.3228789269924164,0.33647966384887695,0.5296266674995422,0.309615820646286,1.0,0.3038506805896759,0.4954058527946472,0.5171257257461548,0.011246231384575367,0.20544172823429108
universities,0.2619408071041107,0.31024476885795593,0.25488024950027466,0.3038506805896759,0.2421088069677353,0.38921216130256653,0.178697869181633,0.21860922873020172,0.13380388915538788,0.296996146440506,0.820760190486908,0.3038506805896759,0.9999999403953552,0.2965206503868103,0.2619408071041107,-0.03711243346333504,0.16836881637573242
in,0.6662389636039734,0.15436193346977234,0.3118882477283478,0.4954058527946472,0.5394441485404968,0.23517076671123505,0.4080928862094879,0.3145860731601715,0.2601168751716614,0.41474202275276184,0.2712832987308502,0.4954058527946472,0.2965206503868103,1.0,0.6662389636039734,-0.003064807504415512,0.20430970191955566
the,1.0,0.21262750029563904,0.33092597126960754,0.5171257257461548,0.5823672413825989,0.2365114837884903,0.4223487675189972,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.2200278788805008,0.5171257257461548,0.2619408071041107,0.6662389636039734,1.0,0.06592652946710587,0.22068053483963013
united,0.34367692470550537,0.1928277611732483,0.23238983750343323,0.28213179111480713,0.22408509254455566,0.2560138702392578,0.19869105517864227,0.20137132704257965,0.19034643471240997,0.2670816481113434,0.36385050415992737,0.28213179111480713,0.3177574872970581,0.3938477039337158,0.34367692470550537,-0.016844162717461586,0.17266890406608582
states,0.3463578522205353,0.19076497852802277,0.23627129197120667,0.2974761426448822,0.21939043700695038,0.25389084219932556,0.21424104273319244,0.22579775750637054,0.20841296017169952,0.29976361989974976,0.3773949444293976,0.2974761426448822,0.32087501883506775,0.3977442979812622,0.3463578522205353,-0.013163301162421703,0.16272737085819244
",",0.4933079481124878,0.1953766793012619,0.22739723324775696,0.6633074283599854,0.4691906273365021,0.20832805335521698,0.4120737314224243,0.3057648837566376,0.22659391164779663,0.40610817074775696,0.2773089110851288,0.6633074283599854,0.2774002254009247,0.5201468467712402,0.4933079481124878,0.030410487204790115,0.31091248989105225
including,0.3738902807235718,0.10428620129823685,0.16471680998802185,0.5144438743591309,0.25093933939933777,0.18652723729610443,0.37174999713897705,0.3290342688560486,0.20270724594593048,0.6119236350059509,0.229861319065094,0.5144438743591309,0.26260221004486084,0.35857823491096497,0.3738902807235718,-0.033253517001867294,0.1633303165435791
syracuse,0.23350292444229126,0.13257119059562683,0.13975483179092407,0.2451004981994629,0.13246701657772064,0.2722384035587311,0.20363867282867432,0.1981227844953537,0.12919537723064423,0.23483555018901825,0.35291263461112976,0.2451004981994629,0.2980515956878662,0.18903528153896332,0.23350292444229126,0.21914611756801605,0.1451137810945511
university,0.263973206281662,0.20406587421894073,0.1973452866077423,0.2665814459323883,0.20346471667289734,0.3334124982357025,0.13264121115207672,0.2018422782421112,0.12992997467517853,0.19385361671447754,0.6181914210319519,0.2665814459323883,0.6843494176864624,0.3201795518398285,0.263973206281662,0.046071525663137436,0.11887256056070328
",",0.4933079481124878,0.1953766793012619,0.22739723324775696,0.6633074283599854,0.4691906273365021,0.20832805335521698,0.4120737314224243,0.3057648837566376,0.22659391164779663,0.40610817074775696,0.2773089110851288,0.6633074283599854,0.2774002254009247,0.5201468467712402,0.4933079481124878,0.030410487204790115,0.31091248989105225
boston,0.2297145575284958,0.1460915058851242,0.12024948745965958,0.2462981790304184,0.09903766214847565,0.21546506881713867,0.2520643174648285,0.14153975248336792,0.20064303278923035,0.20766830444335938,0.20398978888988495,0.2462981790304184,0.17648284137248993,0.24356770515441895,0.2297145575284958,0.02503395453095436,0.14705288410186768
university,0.263973206281662,0.20406587421894073,0.1973452866077423,0.2665814459323883,0.20346471667289734,0.3334124982357025,0.13264121115207672,0.2018422782421112,0.12992997467517853,0.19385361671447754,0.6181914210319519,0.2665814459323883,0.6843494176864624,0.3201795518398285,0.263973206281662,0.046071525663137436,0.11887256056070328
",",0.4933079481124878,0.1953766793012619,0.22739723324775696,0.6633074283599854,0.4691906273365021,0.20832805335521698,0.4120737314224243,0.3057648837566376,0.22659391164779663,0.40610817074775696,0.2773089110851288,0.6633074283599854,0.2774002254009247,0.5201468467712402,0.4933079481124878,0.030410487204790115,0.31091248989105225
emory,0.1819603592157364,0.15979745984077454,0.14425629377365112,0.23097936809062958,0.21142426133155823,0.17672452330589294,0.16766323149204254,0.10337945818901062,0.17612428963184357,0.13815651834011078,0.3538353145122528,0.23097936809062958,0.2825902998447418,0.2545190453529358,0.1819603592157364,-0.048263877630233765,0.042579200118780136
university,0.263973206281662,0.20406587421894073,0.1973452866077423,0.2665814459323883,0.20346471667289734,0.3334124982357025,0.13264121115207672,0.2018422782421112,0.12992997467517853,0.19385361671447754,0.6181914210319519,0.2665814459323883,0.6843494176864624,0.3201795518398285,0.263973206281662,0.046071525663137436,0.11887256056070328
",",0.4933079481124878,0.1953766793012619,0.22739723324775696,0.6633074283599854,0.4691906273365021,0.20832805335521698,0.4120737314224243,0.3057648837566376,0.22659391164779663,0.40610817074775696,0.2773089110851288,0.6633074283599854,0.2774002254009247,0.5201468467712402,0.4933079481124878,0.030410487204790115,0.31091248989105225
duke,0.218814879655838,0.029231037944555283,0.0594196543097496,0.22466638684272766,0.15274736285209656,0.19364561140537262,0.19576933979988098,0.07928606122732162,0.11255946755409241,0.15264655649662018,0.19154711067676544,0.22466638684272766,0.20075750350952148,0.2125099152326584,0.218814879655838,0.17506180703639984,0.13699419796466827
