,other,than,l.a.,which,other,county,do,many,people,commute,to,?
while,0.34462770819664,0.3424217700958252,-0.06561267375946045,0.38669952750205994,0.34462770819664,0.15597185492515564,0.3032379448413849,0.3748262822628021,0.25970518589019775,0.24233496189117432,0.43899232149124146,0.21076419949531555
many,0.6324484348297119,0.39069414138793945,-0.09358823299407959,0.5168171525001526,0.6324484348297119,0.13048338890075684,0.38738366961479187,0.9999999403953552,0.4171447455883026,0.18975910544395447,0.40243685245513916,0.2124512493610382
commute,0.21800830960273743,0.27783098816871643,-0.05856849625706673,0.204751119017601,0.21800830960273743,0.2917363941669464,0.2308301478624344,0.18975910544395447,0.28844037652015686,0.9999998807907104,0.2641146183013916,0.1411130577325821
to,0.4193183183670044,0.3192550539970398,-0.028058787807822227,0.5345056653022766,0.4193183183670044,0.15845301747322083,0.38876664638519287,0.40243685245513916,0.37275731563568115,0.2641146183013916,1.0,0.29463258385658264
l.a.,-0.04252557456493378,-0.09893742948770523,1.0000001192092896,-0.10952291637659073,-0.04252557456493378,-0.130456805229187,0.007069024257361889,-0.09358823299407959,-0.12830911576747894,-0.05856849625706673,-0.028058787807822227,0.07199721038341522
and,0.5504306554794312,0.39361441135406494,-0.11801228672266006,0.506277859210968,0.5504306554794312,0.2045455276966095,0.276123583316803,0.5296266674995422,0.3016039729118347,0.1943574845790863,0.48971283435821533,0.20544172823429108
orange,0.18665827810764313,0.16452312469482422,-0.09974405914545059,0.20850969851016998,0.18665827810764313,0.30057042837142944,0.17943155765533447,0.16554947197437286,0.15191654860973358,0.10202713310718536,0.21824884414672852,0.1066059097647667
counties,0.23910102248191833,0.1535879522562027,-0.05956065654754639,0.20777370035648346,0.23910102248191833,0.7461277842521667,0.15277184545993805,0.17799876630306244,0.32486841082572937,0.3161788880825043,0.19238705933094025,0.09521792083978653
",",0.4446498453617096,0.3371901512145996,-0.08913452923297882,0.3658004403114319,0.4446498453617096,0.26861095428466797,0.3283645510673523,0.40610817074775696,0.36644625663757324,0.1990114450454712,0.44245919585227966,0.31091248989105225
there,0.5342466235160828,0.4433900713920593,-0.0735289454460144,0.45256471633911133,0.5342466235160828,0.2626332938671112,0.33227086067199707,0.4993700683116913,0.4820519685745239,0.216155543923378,0.40669289231300354,0.29405656456947327
are,0.5932393670082092,0.39206281304359436,-0.001831609639339149,0.42922598123550415,0.5932393670082092,0.16119374334812164,0.41111594438552856,0.5655534863471985,0.385090708732605,0.19640175998210907,0.3504326641559601,0.24591213464736938
some,0.6399164199829102,0.46446433663368225,-0.00666222907602787,0.5407140851020813,0.6399164199829102,0.13118334114551544,0.4725562036037445,0.7976660132408142,0.40364471077919006,0.21235504746437073,0.4636894166469574,0.2562315762042999
differences,0.40258002281188965,0.3433174788951874,0.020881447941064835,0.3549289107322693,0.40258002281188965,0.06419767439365387,0.2532837688922882,0.38439488410949707,0.26432597637176514,0.1979255974292755,0.2743901312351227,0.20399115979671478
in,0.39989137649536133,0.3270052373409271,-0.12773048877716064,0.4840516746044159,0.39989137649536133,0.31363439559936523,0.23402775824069977,0.41474202275276184,0.39605680108070374,0.24151210486888885,0.45010748505592346,0.20430970191955566
development,0.2599644660949707,0.16820624470710754,-0.06492473185062408,0.3198052942752838,0.2599644660949707,0.13345618546009064,0.16920998692512512,0.27117374539375305,0.15546298027038574,0.19053314626216888,0.27639102935791016,0.1211358830332756
",",0.4446498453617096,0.3371901512145996,-0.08913452923297882,0.3658004403114319,0.4446498453617096,0.26861095428466797,0.3283645510673523,0.40610817074775696,0.36644625663757324,0.1990114450454712,0.44245919585227966,0.31091248989105225
as,0.42805421352386475,0.40532299876213074,0.02517436072230339,0.41006597876548767,0.42805421352386475,0.22765286266803741,0.38329678773880005,0.4070141911506653,0.15704652667045593,0.22328941524028778,0.42092081904411316,0.27043893933296204
most,0.4585079252719879,0.42108985781669617,-0.10103963315486908,0.4637843072414398,0.4585079252719879,0.10476100444793701,0.31522849202156067,0.6236066222190857,0.31049904227256775,0.15796123445034027,0.321603000164032,0.2107497900724411
of,0.38583824038505554,0.33036211133003235,-0.1804092675447464,0.5011631846427917,0.38583824038505554,0.2393190860748291,0.26150479912757874,0.37253960967063904,0.3251037895679474,0.21581041812896729,0.41548454761505127,0.1826142966747284
san,0.19091297686100006,0.12380602955818176,-0.1224493682384491,0.190042182803154,0.19091297686100006,0.25673016905784607,0.16552835702896118,0.20305834710597992,0.17008081078529358,0.19027821719646454,0.21651452779769897,0.10952327400445938
bernardino,0.18902890384197235,0.1527048796415329,-0.2494499385356903,0.20370326936244965,0.18902890384197235,0.3130541443824768,0.17122647166252136,0.24235501885414124,0.19309325516223907,0.24534158408641815,0.2179812788963318,0.11443846672773361
and,0.5504306554794312,0.39361441135406494,-0.11801228672266006,0.506277859210968,0.5504306554794312,0.2045455276966095,0.276123583316803,0.5296266674995422,0.3016039729118347,0.1943574845790863,0.48971283435821533,0.20544172823429108
riverside,0.20750202238559723,0.1658421903848648,-0.14444082975387573,0.282682329416275,0.20750202238559723,0.3861706852912903,0.12678270041942596,0.22203929722309113,0.17100024223327637,0.258318156003952,0.17074929177761078,0.10042606294155121
counties,0.23910102248191833,0.1535879522562027,-0.05956065654754639,0.20777370035648346,0.23910102248191833,0.7461277842521667,0.15277184545993805,0.17799876630306244,0.32486841082572937,0.3161788880825043,0.19238705933094025,0.09521792083978653
(,0.25035592913627625,0.19419437646865845,-0.05840463191270828,0.2589828372001648,0.25035592913627625,0.1641167849302292,0.24216170608997345,0.1455259770154953,0.17817604541778564,0.11811038851737976,0.30882009863853455,0.40561532974243164
the,0.44152235984802246,0.3227543234825134,-0.15086722373962402,0.6521818041801453,0.44152235984802246,0.21715226769447327,0.30239659547805786,0.4335206151008606,0.36838498711586,0.19449758529663086,0.535392165184021,0.22068053483963013
non-desert,0.2703338861465454,0.23356227576732635,-0.16559463739395142,0.2726990878582001,0.2703338861465454,0.22881846129894257,0.22054633498191833,0.3275526762008667,0.23715044558048248,0.22124822437763214,0.20591700077056885,0.20085620880126953
portions,0.35550713539123535,0.3022736608982086,-0.018356308341026306,0.43121570348739624,0.35550713539123535,0.24501770734786987,0.20961958169937134,0.3316676914691925,0.23357300460338593,0.185073122382164,0.2855440080165863,0.13524997234344482
),0.26200005412101746,0.21982109546661377,-0.0429053008556366,0.2758678197860718,0.26200005412101746,0.1701834797859192,0.24460165202617645,0.16602720320224762,0.18634183704853058,0.10986792296171188,0.31236231327056885,0.42300865054130554
were,0.4041554927825928,0.2885614037513733,-0.029086008667945862,0.2807837128639221,0.4041554927825928,0.18435262143611908,0.23274902999401093,0.4804460406303406,0.35862088203430176,0.15216241776943207,0.31913647055625916,0.17890112102031708
developed,0.22444479167461395,0.22113917768001556,-0.04731142148375511,0.2803538739681244,0.22444479167461395,0.04078935459256172,0.16904397308826447,0.34483596682548523,0.13207793235778809,0.12000913172960281,0.19491806626319885,0.10763012617826462
in,0.39989137649536133,0.3270052373409271,-0.12773048877716064,0.4840516746044159,0.39989137649536133,0.31363439559936523,0.23402775824069977,0.41474202275276184,0.39605680108070374,0.24151210486888885,0.45010748505592346,0.20430970191955566
the,0.44152235984802246,0.3227543234825134,-0.15086722373962402,0.6521818041801453,0.44152235984802246,0.21715226769447327,0.30239659547805786,0.4335206151008606,0.36838498711586,0.19449758529663086,0.535392165184021,0.22068053483963013
1980s,0.13821879029273987,0.059632670134305954,-0.18190273642539978,0.17353710532188416,0.13821879029273987,0.1385219693183899,0.028761444613337517,0.08609704673290253,0.03396398201584816,0.12409037351608276,-0.014551017433404922,-0.0718669518828392
and,0.5504306554794312,0.39361441135406494,-0.11801228672266006,0.506277859210968,0.5504306554794312,0.2045455276966095,0.276123583316803,0.5296266674995422,0.3016039729118347,0.1943574845790863,0.48971283435821533,0.20544172823429108
1990s,-0.039136726409196854,-0.12367090582847595,0.09780453145503998,-0.12769699096679688,-0.039136726409196854,-0.13287347555160522,-0.001976937986910343,0.017616229131817818,0.049773961305618286,-0.12786753475666046,0.0236239992082119,0.11282819509506226
.,0.41511186957359314,0.3594527542591095,-0.057246074080467224,0.45942068099975586,0.41511186957359314,0.25379708409309387,0.3613996207714081,0.3974229395389557,0.33118996024131775,0.19551753997802734,0.4645031690597534,0.4130953550338745
