,what,is,another,term,for,the,string,of,a,problem,instance,?
usually,0.32521089911460876,0.4230746626853943,0.3789205551147461,0.3481157422065735,0.34784460067749023,0.36782920360565186,0.20804081857204437,0.33931583166122437,0.46690207719802856,0.2552529275417328,0.38780835270881653,0.19435347616672516
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.21599270403385162,0.4464869201183319,0.4933079481124878,0.22835667431354523,0.4946078956127167,0.427140474319458,0.23938199877738953,0.3124626874923706,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2740369141101837,0.4739971458911896,1.0,0.19217795133590698,0.733189046382904,0.5829201340675354,0.24928659200668335,0.3539782464504242,0.22068053483963013
alphabet,0.19626037776470184,0.1744629144668579,0.14474494755268097,0.1688695251941681,0.13412660360336304,0.22449292242527008,0.2550659477710724,0.19060170650482178,0.17692390084266663,0.19028139114379883,0.1896788477897644,0.21475625038146973
is,0.28837618231773376,1.0,0.41278526186943054,0.270183801651001,0.43268078565597534,0.5823672413825989,0.1763434112071991,0.4854315221309662,0.658733606338501,0.23238427937030792,0.33154773712158203,0.22961433231830597
taken,0.26014965772628784,0.19185791909694672,0.3563455045223236,0.10011628270149231,0.2691914737224579,0.3309854567050934,0.08560378104448318,0.2889742851257324,0.2520231008529663,0.21755793690681458,0.2704657018184662,0.17662954330444336
to,0.455847829580307,0.42745086550712585,0.48769932985305786,0.3310292959213257,0.4451248347759247,0.535392165184021,0.19593879580497742,0.41548454761505127,0.45503583550453186,0.2502208352088928,0.3533851206302643,0.29463258385658264
be,0.3929833769798279,0.4819129705429077,0.42243969440460205,0.2703228294849396,0.3801851272583008,0.4248143136501312,0.1828756183385849,0.33904364705085754,0.39883795380592346,0.347878634929657,0.43630778789520264,0.3324260413646698
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2740369141101837,0.4739971458911896,1.0,0.19217795133590698,0.733189046382904,0.5829201340675354,0.24928659200668335,0.3539782464504242,0.22068053483963013
binary,0.21848982572555542,0.25599268078804016,0.31691527366638184,0.23799870908260345,0.18189434707164764,0.18260802328586578,0.30141088366508484,0.21468596160411835,0.28007954359054565,0.2855033874511719,0.3470480740070343,0.16258445382118225
alphabet,0.19626037776470184,0.1744629144668579,0.14474494755268097,0.1688695251941681,0.13412660360336304,0.22449292242527008,0.2550659477710724,0.19060170650482178,0.17692390084266663,0.19028139114379883,0.1896788477897644,0.21475625038146973
(,0.2411840260028839,0.35393038392066956,0.2500171959400177,0.16755855083465576,0.3357032239437103,0.33289089798927307,0.2108868658542633,0.35032153129577637,0.3206180930137634,0.1944350153207779,0.24901790916919708,0.40561532974243164
i.e.,0.012638997286558151,0.005189675372093916,-0.00020545026927720755,0.08675131946802139,-0.022798972204327583,0.0029698489233851433,0.01468750461935997,0.04800353944301605,0.03616265580058098,0.05522618070244789,-0.00936681218445301,-0.022609230130910873
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.21599270403385162,0.4464869201183319,0.4933079481124878,0.22835667431354523,0.4946078956127167,0.427140474319458,0.23938199877738953,0.3124626874923706,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2740369141101837,0.4739971458911896,1.0,0.19217795133590698,0.733189046382904,0.5829201340675354,0.24928659200668335,0.3539782464504242,0.22068053483963013
set,0.28954121470451355,0.21148966252803802,0.23554746806621552,0.14762160181999207,0.30194196105003357,0.2927955985069275,0.22937573492527008,0.20671486854553223,0.2540091574192047,0.18448755145072937,0.2538699209690094,0.1698019951581955
{,0.23725886642932892,0.2066512554883957,0.2232920080423355,0.12591199576854706,0.2110789269208908,0.27834996581077576,0.3009680509567261,0.24386580288410187,0.285521000623703,0.243120938539505,0.2628572881221771,0.3181390166282654
"0,1",-0.03826313465833664,-0.027194444090127945,0.012833882123231888,-0.050103917717933655,0.04986497387290001,0.09256948530673981,0.2514047622680664,-0.029964324086904526,0.00905236043035984,-0.16115133464336395,-0.02955671213567257,-0.037764351814985275
},0.16619744896888733,0.19036865234375,0.19508551061153412,0.11911635100841522,0.20828264951705933,0.2273053377866745,0.1975969821214676,0.22909000515937805,0.21669639647006989,0.07524410635232925,0.21248160302639008,0.19530506432056427
),0.26259949803352356,0.37732169032096863,0.2743632197380066,0.14937621355056763,0.3639558255672455,0.3456730246543884,0.23166483640670776,0.3680361211299896,0.3640355169773102,0.20261481404304504,0.2763386070728302,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.21599270403385162,0.4464869201183319,0.4933079481124878,0.22835667431354523,0.4946078956127167,0.427140474319458,0.23938199877738953,0.3124626874923706,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.22272127866744995,0.5064792633056641,0.5171257257461548,0.19176799058914185,0.5116966962814331,0.3739250600337982,0.24328261613845825,0.34175774455070496,0.20544172823429108
thus,0.30745524168014526,0.244685098528862,0.3803355395793915,0.275647908449173,0.35466766357421875,0.4036877751350403,0.22073328495025635,0.3487406373023987,0.3190890848636627,0.29912880063056946,0.4019884765148163,0.18769288063049316
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2740369141101837,0.4739971458911896,1.0,0.19217795133590698,0.733189046382904,0.5829201340675354,0.24928659200668335,0.3539782464504242,0.22068053483963013
strings,0.19280186295509338,0.16193276643753052,0.2421352118253708,0.08408518135547638,0.20962929725646973,0.19122597575187683,0.8632242679595947,0.15250706672668457,0.13769476115703583,0.15161927044391632,0.2688068449497223,0.16539564728736877
are,0.29724663496017456,0.5330929756164551,0.23159852623939514,0.1909082531929016,0.3895993232727051,0.40399202704429626,0.18574343621730804,0.39081433415412903,0.265255331993103,0.2619974911212921,0.34717559814453125,0.24591213464736938
bitstrings,0.21968235075473785,0.22202010452747345,0.2591683268547058,0.10710998624563217,0.2187982052564621,0.19963982701301575,0.7801941633224487,0.1726837456226349,0.21824486553668976,0.19561469554901123,0.33776330947875977,0.2310766875743866
.,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.18456575274467468,0.4726039469242096,0.5934505462646484,0.2064083367586136,0.5352458953857422,0.50484299659729,0.22562150657176971,0.35495105385780334,0.4130953550338745
