,during,what,decade,did,the,campus,start,to,look,more,modern,?
after,0.528485894203186,0.21973377466201782,0.24334123730659485,0.30330467224121094,0.4565047025680542,0.17457889020442963,0.37041667103767395,0.37890323996543884,0.16110657155513763,0.2585527002811432,0.1340421438217163,0.16608688235282898
the,0.4838213622570038,0.42745697498321533,0.2552448511123657,0.34736719727516174,1.0,0.20087170600891113,0.3656389117240906,0.535392165184021,0.2806221544742584,0.39758381247520447,0.3283970355987549,0.22068053483963013
1940s,-0.03916666656732559,-0.21677392721176147,-0.10703793168067932,-0.15157392621040344,-0.15126122534275055,-0.08162829279899597,-0.22554701566696167,-0.15312688052654266,-0.2667149305343628,-0.1557287573814392,-0.1660105288028717,-0.23527579009532928
",",0.3225448727607727,0.3087472915649414,0.18535472452640533,0.3015086054801941,0.4933079481124878,0.2639807164669037,0.2934366464614868,0.44245919585227966,0.3016788363456726,0.3696524500846863,0.2557750344276428,0.31091248989105225
the,0.4838213622570038,0.42745697498321533,0.2552448511123657,0.34736719727516174,1.0,0.20087170600891113,0.3656389117240906,0.535392165184021,0.2806221544742584,0.39758381247520447,0.3283970355987549,0.22068053483963013
gothic,0.17159563302993774,0.19246235489845276,0.05745496600866318,0.18422859907150269,0.2610613703727722,0.27228569984436035,0.18937799334526062,0.1940671056509018,0.20287378132343292,0.1370653212070465,0.2870676815509796,0.16695094108581543
style,0.17768599092960358,0.2488866001367569,0.16132234036922455,0.20048470795154572,0.2331719547510147,0.16851893067359924,0.17126518487930298,0.2404285967350006,0.256067156791687,0.25443214178085327,0.17753945291042328,0.19862167537212372
on,0.3347817361354828,0.34226128458976746,0.16287849843502045,0.2670976221561432,0.5107308030128479,0.2515745162963867,0.2699633240699768,0.41031414270401,0.2637174129486084,0.37351730465888977,0.17548997700214386,0.2714994251728058
campus,0.1585923731327057,0.13670016825199127,0.09867186844348907,0.08698362857103348,0.20087170600891113,1.0,0.11580605804920197,0.11795692890882492,0.0851789265871048,0.14836372435092926,0.17440061271190643,0.06952692568302155
began,0.44479745626449585,0.1665823757648468,0.20184426009655,0.4415510594844818,0.3059147596359253,0.17271903157234192,0.41427290439605713,0.2731419503688812,0.11147399246692657,0.21242715418338776,0.1753850132226944,0.1370266228914261
to,0.2828781306743622,0.455847829580307,0.16759321093559265,0.4452643394470215,0.535392165184021,0.11795692890882492,0.33345553278923035,1.0,0.3370966613292694,0.47084665298461914,0.193939670920372,0.29463258385658264
give,0.18309125304222107,0.32935357093811035,0.09149294346570969,0.34889718890190125,0.29086416959762573,0.020479751750826836,0.28019073605537415,0.4396136403083801,0.36015889048576355,0.36252525448799133,0.09460338205099106,0.2985610067844391
way,0.2291356474161148,0.4835909903049469,0.2181348353624344,0.34534135460853577,0.36217406392097473,0.09741566330194473,0.3352510333061218,0.4772548973560333,0.3846248686313629,0.40340936183929443,0.18761791288852692,0.31575819849967957
to,0.2828781306743622,0.455847829580307,0.16759321093559265,0.4452643394470215,0.535392165184021,0.11795692890882492,0.33345553278923035,1.0,0.3370966613292694,0.47084665298461914,0.193939670920372,0.29463258385658264
modern,0.19955264031887054,0.2655639946460724,0.14124035835266113,0.21376098692417145,0.3283970355987549,0.17440061271190643,0.17476361989974976,0.193939670920372,0.21425876021385193,0.2332674264907837,0.9999999403953552,0.12475407868623734
styles,0.18681809306144714,0.18555131554603577,0.11047588288784027,0.18697525560855865,0.18202731013298035,0.08709611743688583,0.19556985795497894,0.2217324674129486,0.26463553309440613,0.21705108880996704,0.22235463559627533,0.22563885152339935
.,0.3485563397407532,0.3567904531955719,0.1714698225259781,0.35288307070732117,0.5934505462646484,0.20437243580818176,0.3501981496810913,0.4645031690597534,0.3426704406738281,0.4070230722427368,0.22790057957172394,0.4130953550338745
