,who,inspects,the,building,periodically,to,ensure,that,the,construction,adheres,to,the,approved,plans,and,the,local,building,code,?
during,0.30551859736442566,0.21662412583827972,0.4838213622570038,0.22258397936820984,0.23684270679950714,0.2828781306743622,0.19799740612506866,0.31487685441970825,0.4838213622570038,0.22676429152488708,0.1310158222913742,0.2828781306743622,0.4838213622570038,0.19460363686084747,0.26448291540145874,0.36462149024009705,0.4838213622570038,0.11701580137014389,0.22258397936820984,0.10740677267313004,0.1325719803571701
the,0.3733934462070465,0.2769106328487396,1.0,0.3159640431404114,0.27718305587768555,0.535392165184021,0.2955571711063385,0.5473989248275757,1.0,0.2671978175640106,0.22866356372833252,0.535392165184021,1.0,0.30207422375679016,0.30240729451179504,0.5171257257461548,1.0,0.2130540907382965,0.3159640431404114,0.25827479362487793,0.22068053483963013
construction,0.08125896006822586,0.2657586336135864,0.2671978175640106,0.5609999895095825,0.16264070570468903,0.24810278415679932,0.26937127113342285,0.2251325249671936,0.2671978175640106,1.0,0.2435079962015152,0.24810278415679932,0.2671978175640106,0.2715291678905487,0.3836725354194641,0.22762417793273926,0.2671978175640106,0.1434377133846283,0.5609999895095825,0.2234826683998108,0.13494056463241577
of,0.2827862501144409,0.2667332589626312,0.733189046382904,0.26200541853904724,0.18896374106407166,0.41548454761505127,0.20923924446105957,0.41498205065727234,0.733189046382904,0.2815735340118408,0.2726956009864807,0.41548454761505127,0.733189046382904,0.3106788992881775,0.2635323703289032,0.5116966962814331,0.733189046382904,0.20668989419937134,0.26200541853904724,0.17838595807552338,0.1826142966747284
a,0.36608949303627014,0.2496844083070755,0.5829201340675354,0.2576078176498413,0.26127421855926514,0.45503583550453186,0.19042222201824188,0.47537946701049805,0.5829201340675354,0.25036895275115967,0.196899875998497,0.45503583550453186,0.5829201340675354,0.272470086812973,0.24623830616474152,0.3739250600337982,0.5829201340675354,0.2435571700334549,0.2576078176498413,0.22008100152015686,0.23916715383529663
building,0.19264253973960876,0.20989274978637695,0.3159640431404114,0.9999998807907104,0.13316556811332703,0.2658686637878418,0.1820850670337677,0.2585349678993225,0.3159640431404114,0.5609999895095825,0.19674266874790192,0.2658686637878418,0.3159640431404114,0.19136349856853485,0.31960099935531616,0.2593274712562561,0.3159640431404114,0.1623985916376114,0.9999998807907104,0.1624499261379242,0.13549931347370148
",",0.3365725874900818,0.1621231734752655,0.4933079481124878,0.2374238669872284,0.18029730021953583,0.44245919585227966,0.144033744931221,0.4137537479400635,0.4933079481124878,0.23704268038272858,0.2614222764968872,0.44245919585227966,0.4933079481124878,0.28550124168395996,0.227532297372818,0.6633074283599854,0.4933079481124878,0.20673875510692596,0.2374238669872284,0.1951065957546234,0.31091248989105225
the,0.3733934462070465,0.2769106328487396,1.0,0.3159640431404114,0.27718305587768555,0.535392165184021,0.2955571711063385,0.5473989248275757,1.0,0.2671978175640106,0.22866356372833252,0.535392165184021,1.0,0.30207422375679016,0.30240729451179504,0.5171257257461548,1.0,0.2130540907382965,0.3159640431404114,0.25827479362487793,0.22068053483963013
municipal,0.11910191178321838,0.19740860164165497,0.18049848079681396,0.2613410949707031,0.07393626868724823,0.1784404069185257,0.07902638614177704,0.11424865573644638,0.18049848079681396,0.28116342425346375,0.155768483877182,0.1784404069185257,0.18049848079681396,0.19155730307102203,0.1580827385187149,0.21212786436080933,0.18049848079681396,0.2853859066963196,0.2613410949707031,0.27367547154426575,0.10536540299654007
building,0.19264253973960876,0.20989274978637695,0.3159640431404114,0.9999998807907104,0.13316556811332703,0.2658686637878418,0.1820850670337677,0.2585349678993225,0.3159640431404114,0.5609999895095825,0.19674266874790192,0.2658686637878418,0.3159640431404114,0.19136349856853485,0.31960099935531616,0.2593274712562561,0.3159640431404114,0.1623985916376114,0.9999998807907104,0.1624499261379242,0.13549931347370148
inspector,0.25001585483551025,0.7831418514251709,0.2326686531305313,0.18825341761112213,0.0753897950053215,0.1807991862297058,0.20580123364925385,0.2021620273590088,0.2326686531305313,0.23920567333698273,0.10350846499204636,0.1807991862297058,0.2326686531305313,0.2176017314195633,0.2799442708492279,0.247048482298851,0.2326686531305313,0.1967776119709015,0.18825341761112213,0.18437835574150085,0.07652448117733002
inspects,0.2551424503326416,1.0,0.2769106328487396,0.20989274978637695,0.15019649267196655,0.21756835281848907,0.3529355227947235,0.28415030241012573,0.2769106328487396,0.2657586336135864,0.2871861755847931,0.21756835281848907,0.2769106328487396,0.2769482731819153,0.32666894793510437,0.24318842589855194,0.2769106328487396,0.21481983363628387,0.20989274978637695,0.20064467191696167,0.09172132611274719
the,0.3733934462070465,0.2769106328487396,1.0,0.3159640431404114,0.27718305587768555,0.535392165184021,0.2955571711063385,0.5473989248275757,1.0,0.2671978175640106,0.22866356372833252,0.535392165184021,1.0,0.30207422375679016,0.30240729451179504,0.5171257257461548,1.0,0.2130540907382965,0.3159640431404114,0.25827479362487793,0.22068053483963013
building,0.19264253973960876,0.20989274978637695,0.3159640431404114,0.9999998807907104,0.13316556811332703,0.2658686637878418,0.1820850670337677,0.2585349678993225,0.3159640431404114,0.5609999895095825,0.19674266874790192,0.2658686637878418,0.3159640431404114,0.19136349856853485,0.31960099935531616,0.2593274712562561,0.3159640431404114,0.1623985916376114,0.9999998807907104,0.1624499261379242,0.13549931347370148
periodically,0.23074649274349213,0.15019649267196655,0.27718305587768555,0.13316556811332703,0.9999999403953552,0.31218981742858887,0.35231727361679077,0.38423866033554077,0.27718305587768555,0.16264070570468903,0.20902062952518463,0.31218981742858887,0.27718305587768555,0.24873003363609314,0.18921080231666565,0.24413707852363586,0.27718305587768555,0.2751489281654358,0.13316556811332703,0.21586646139621735,0.21550613641738892
to,0.42656609416007996,0.21756835281848907,0.535392165184021,0.2658686637878418,0.31218981742858887,1.0,0.3696618974208832,0.5436353087425232,0.535392165184021,0.24810278415679932,0.31383827328681946,1.0,0.535392165184021,0.2687867283821106,0.367337167263031,0.48971283435821533,0.535392165184021,0.2207600325345993,0.2658686637878418,0.2037702053785324,0.29463258385658264
ensure,0.24177594482898712,0.3529355227947235,0.2955571711063385,0.1820850670337677,0.35231727361679077,0.3696618974208832,1.0,0.4195809066295624,0.2955571711063385,0.26937127113342285,0.33651280403137207,0.3696618974208832,0.2955571711063385,0.30467480421066284,0.26985251903533936,0.2938583791255951,0.2955571711063385,0.1524444818496704,0.1820850670337677,0.30175265669822693,0.24192948639392853
that,0.45444270968437195,0.28415030241012573,0.5473989248275757,0.2585349678993225,0.38423866033554077,0.5436353087425232,0.4195809066295624,1.0,0.5473989248275757,0.2251325249671936,0.3745219111442566,0.5436353087425232,0.5473989248275757,0.31039899587631226,0.34079328179359436,0.4731321930885315,0.5473989248275757,0.22915975749492645,0.2585349678993225,0.24591493606567383,0.32716336846351624
the,0.3733934462070465,0.2769106328487396,1.0,0.3159640431404114,0.27718305587768555,0.535392165184021,0.2955571711063385,0.5473989248275757,1.0,0.2671978175640106,0.22866356372833252,0.535392165184021,1.0,0.30207422375679016,0.30240729451179504,0.5171257257461548,1.0,0.2130540907382965,0.3159640431404114,0.25827479362487793,0.22068053483963013
construction,0.08125896006822586,0.2657586336135864,0.2671978175640106,0.5609999895095825,0.16264070570468903,0.24810278415679932,0.26937127113342285,0.2251325249671936,0.2671978175640106,1.0,0.2435079962015152,0.24810278415679932,0.2671978175640106,0.2715291678905487,0.3836725354194641,0.22762417793273926,0.2671978175640106,0.1434377133846283,0.5609999895095825,0.2234826683998108,0.13494056463241577
adheres,0.18131624162197113,0.2871861755847931,0.22866356372833252,0.19674266874790192,0.20902062952518463,0.31383827328681946,0.33651280403137207,0.3745219111442566,0.22866356372833252,0.2435079962015152,1.0,0.31383827328681946,0.22866356372833252,0.20603996515274048,0.24007968604564667,0.2626306712627411,0.22866356372833252,0.05666031688451767,0.19674266874790192,0.17745892703533173,0.31762418150901794
to,0.42656609416007996,0.21756835281848907,0.535392165184021,0.2658686637878418,0.31218981742858887,1.0,0.3696618974208832,0.5436353087425232,0.535392165184021,0.24810278415679932,0.31383827328681946,1.0,0.535392165184021,0.2687867283821106,0.367337167263031,0.48971283435821533,0.535392165184021,0.2207600325345993,0.2658686637878418,0.2037702053785324,0.29463258385658264
the,0.3733934462070465,0.2769106328487396,1.0,0.3159640431404114,0.27718305587768555,0.535392165184021,0.2955571711063385,0.5473989248275757,1.0,0.2671978175640106,0.22866356372833252,0.535392165184021,1.0,0.30207422375679016,0.30240729451179504,0.5171257257461548,1.0,0.2130540907382965,0.3159640431404114,0.25827479362487793,0.22068053483963013
approved,0.24999196827411652,0.2769482731819153,0.30207422375679016,0.19136349856853485,0.24873003363609314,0.2687867283821106,0.30467480421066284,0.31039899587631226,0.30207422375679016,0.2715291678905487,0.20603996515274048,0.2687867283821106,0.30207422375679016,1.0,0.3051739037036896,0.19026720523834229,0.30207422375679016,0.20309694111347198,0.19136349856853485,0.24836376309394836,0.25914356112480164
plans,0.22827716171741486,0.32666894793510437,0.30240729451179504,0.31960099935531616,0.18921080231666565,0.367337167263031,0.26985251903533936,0.34079328179359436,0.30240729451179504,0.3836725354194641,0.24007968604564667,0.367337167263031,0.30240729451179504,0.3051739037036896,1.0,0.30237799882888794,0.30240729451179504,0.15548349916934967,0.31960099935531616,0.21616774797439575,0.13513131439685822
and,0.41279885172843933,0.24318842589855194,0.5171257257461548,0.2593274712562561,0.24413707852363586,0.48971283435821533,0.2938583791255951,0.4731321930885315,0.5171257257461548,0.22762417793273926,0.2626306712627411,0.48971283435821533,0.5171257257461548,0.19026720523834229,0.30237799882888794,1.0,0.5171257257461548,0.2468787580728531,0.2593274712562561,0.18216200172901154,0.20544172823429108
