,who,kept,tabs,on,the,accident,review,board,that,nasa,created,?
nasa,0.1536933034658432,0.056681785732507706,0.1316552758216858,0.18220403790473938,0.19786997139453888,0.11554113775491714,0.13136084377765656,0.16795936226844788,0.26653343439102173,1.0000001192092896,0.1684884876012802,0.1809994876384735
immediately,0.3016015589237213,0.2143123745918274,0.28434786200523376,0.27846747636795044,0.39876270294189453,0.23534663021564484,0.15325431525707245,0.2066568285226822,0.4156574308872223,0.11169935762882233,0.1288754642009735,0.21004259586334229
convened,0.15738865733146667,0.2961035370826721,0.10205750912427902,0.25225502252578735,0.2804921269416809,0.052926622331142426,0.1674044281244278,0.16672265529632568,0.1918838918209076,0.01998256705701351,0.2551777958869934,0.12000016868114471
an,0.2848317325115204,0.18650996685028076,0.19817084074020386,0.3192969560623169,0.4207492768764496,0.19132791459560394,0.22083190083503723,0.1663350909948349,0.365763783454895,0.17511004209518433,0.2484116554260254,0.19793890416622162
accident,0.17268308997154236,0.1446790248155594,0.12621769309043884,0.2546263039112091,0.18348170816898346,1.0000001192092896,0.10925939679145813,0.28826218843460083,0.2077624350786209,0.11554113775491714,0.10821573436260223,0.13474830985069275
review,0.20579823851585388,0.12411623448133469,0.25309714674949646,0.2625720500946045,0.245576411485672,0.10925939679145813,1.0000001192092896,0.21015281975269318,0.2685745656490326,0.13136084377765656,0.17505870759487152,0.27187594771385193
board,0.15408030152320862,0.16473212838172913,0.19477912783622742,0.31186380982398987,0.2871673107147217,0.28826218843460083,0.21015281975269318,1.0000001192092896,0.18093496561050415,0.16795936226844788,0.1645243614912033,0.1261475533246994
",",0.3365725874900818,0.2797359526157379,0.25800687074661255,0.49057599902153015,0.4933079481124878,0.24328306317329407,0.32966679334640503,0.25734269618988037,0.4137537479400635,0.18665438890457153,0.2755771577358246,0.31091248989105225
overseen,0.2601599395275116,0.20899078249931335,0.17971929907798767,0.23476900160312653,0.3291153311729431,0.20071005821228027,0.1549394577741623,0.2867230474948883,0.22429509460926056,0.2992704212665558,0.39042142033576965,0.16943657398223877
by,0.39727845788002014,0.20793050527572632,0.16888099908828735,0.33887791633605957,0.4408751428127289,0.20152880251407623,0.14880061149597168,0.15669898688793182,0.37496164441108704,0.19248856604099274,0.3492257595062256,0.17966607213020325
both,0.31663915514945984,0.28592392802238464,0.1894887536764145,0.3685423731803894,0.4931981563568115,0.20529159903526306,0.16466930508613586,0.2477872371673584,0.4532228112220764,0.11890972405672073,0.2294008731842041,0.19455738365650177
houses,0.24453769624233246,0.2551191449165344,0.20400936901569366,0.1783137321472168,0.2692612111568451,0.12606023252010345,0.12985312938690186,0.17337042093276978,0.1818845421075821,0.1147444024682045,0.17185156047344208,0.10120081901550293
of,0.2827862501144409,0.25036442279815674,0.13964469730854034,0.3966929316520691,0.733189046382904,0.1727704554796219,0.18473945558071136,0.23488809168338776,0.41498205065727234,0.17935146391391754,0.32043445110321045,0.1826142966747284
congress,0.1701458990573883,0.16626374423503876,0.11182758957147598,0.20437034964561462,0.27082565426826477,0.113191619515419,0.23886820673942566,0.2514359951019287,0.1973203718662262,0.20538869500160217,0.19386005401611328,0.2020287960767746
.,0.3541337847709656,0.3029547333717346,0.24479572474956512,0.49257001280784607,0.5934505462646484,0.22204282879829407,0.27015718817710876,0.2503213584423065,0.4460422694683075,0.22033250331878662,0.3230568766593933,0.4130953550338745
