,what,events,are,often,associated,with,volcanism,and,igneous,activity,?
continual,0.40630242228507996,0.23284710943698883,0.25035756826400757,0.3143896758556366,0.27390554547309875,0.2421463131904602,0.24812553822994232,0.3310483396053314,0.29350805282592773,0.31173086166381836,0.21822984516620636
motion,0.260096937417984,0.16462621092796326,0.16249577701091766,0.18088607490062714,0.12311290204524994,0.12502939999103546,0.202532097697258,0.2186078429222107,0.20105630159378052,0.16351701319217682,0.20143945515155792
along,0.22421957552433014,0.16589988768100739,0.28655800223350525,0.2906119227409363,0.3148422837257385,0.47997185587882996,0.15276937186717987,0.4213258922100067,0.19761188328266144,0.14713478088378906,0.17134909331798553
the,0.42745697498321533,0.3102840185165405,0.40399202704429626,0.38004449009895325,0.2742886245250702,0.4223487675189972,0.2273753583431244,0.5171257257461548,0.25911182165145874,0.28331097960472107,0.22068053483963013
fault,0.3293912410736084,0.137618750333786,0.17996442317962646,0.15179605782032013,0.09192696213722229,0.13250955939292908,0.31532254815101624,0.23141981661319733,0.3821919560432434,0.1670454889535904,0.1623915582895279
maintains,0.17929726839065552,0.22145169973373413,0.2869236171245575,0.19131606817245483,0.28833967447280884,0.2744080126285553,0.16318169236183167,0.3021034300327301,0.10053080320358276,0.2881624400615692,0.13273680210113525
the,0.42745697498321533,0.3102840185165405,0.40399202704429626,0.38004449009895325,0.2742886245250702,0.4223487675189972,0.2273753583431244,0.5171257257461548,0.25911182165145874,0.28331097960472107,0.22068053483963013
topographic,0.14779779314994812,0.12614744901657104,0.16880810260772705,0.2182554006576538,0.21327830851078033,0.22154343128204346,0.39780569076538086,0.26034367084503174,0.44630974531173706,0.19684909284114838,0.11078166216611862
gradient,0.2476568967103958,0.1371871531009674,0.1883697807788849,0.19477304816246033,0.14841686189174652,0.17838934063911438,0.3029027283191681,0.2487921565771103,0.314042329788208,0.2523342967033386,0.16633863747119904
in,0.30808621644973755,0.2690284550189972,0.3841303884983063,0.3380797803401947,0.23328746855258942,0.4080928862094879,0.20081648230552673,0.4954058527946472,0.221988245844841,0.2278560847043991,0.20430970191955566
spite,0.21531596779823303,0.20710068941116333,0.24246026575565338,0.23784513771533966,0.192544087767601,0.3275175988674164,0.17230725288391113,0.2997688055038452,0.2488202005624771,0.2522387206554413,0.1537058800458908
of,0.33290785551071167,0.20782610774040222,0.39081433415412903,0.3351972997188568,0.3077163100242615,0.41827285289764404,0.21270787715911865,0.5116966962814331,0.3258812427520752,0.23575159907341003,0.1826142966747284
the,0.42745697498321533,0.3102840185165405,0.40399202704429626,0.38004449009895325,0.2742886245250702,0.4223487675189972,0.2273753583431244,0.5171257257461548,0.25911182165145874,0.28331097960472107,0.22068053483963013
movement,0.23934946954250336,0.20324617624282837,0.1714496910572052,0.30640751123428345,0.27015233039855957,0.18811029195785522,0.24379925429821014,0.2837696671485901,0.22389043867588043,0.2740131616592407,0.1423349231481552
of,0.33290785551071167,0.20782610774040222,0.39081433415412903,0.3351972997188568,0.3077163100242615,0.41827285289764404,0.21270787715911865,0.5116966962814331,0.3258812427520752,0.23575159907341003,0.1826142966747284
sediment,0.19542910158634186,0.16288436949253082,0.2055806815624237,0.2017131745815277,0.14454981684684753,0.1399833709001541,0.42341113090515137,0.23996920883655548,0.657113790512085,0.22202716767787933,0.14870919287204742
",",0.3087472915649414,0.16838376224040985,0.4062570035457611,0.24139221012592316,0.27184680104255676,0.4120737314224243,0.18865635991096497,0.6633074283599854,0.22172565758228302,0.21559643745422363,0.31091248989105225
and,0.31309178471565247,0.2040661722421646,0.48576638102531433,0.42465832829475403,0.30157923698425293,0.5477725267410278,0.18424135446548462,1.0,0.23742187023162842,0.21878264844417572,0.20544172823429108
continues,0.27419164776802063,0.29672980308532715,0.20762501657009125,0.21589069068431854,0.23332756757736206,0.17638862133026123,0.18573710322380066,0.27912795543670654,0.12981940805912018,0.2748609483242035,0.13186512887477875
to,0.455847829580307,0.22643153369426727,0.3504326641559601,0.4351843297481537,0.2648659348487854,0.4239959120750427,0.21929068863391876,0.48971283435821533,0.17373503744602203,0.26676592230796814,0.29463258385658264
create,0.2962724268436432,0.20325124263763428,0.29562345147132874,0.26314547657966614,0.2377275675535202,0.34357860684394836,0.23875293135643005,0.290901243686676,0.2197035402059555,0.2358521819114685,0.300167441368103
accommodation,0.21099378168582916,0.23432695865631104,0.31882771849632263,0.31362712383270264,0.11727366596460342,0.18633201718330383,0.09827122837305069,0.2993181645870209,0.14876073598861694,0.2712250351905823,0.1701895296573639
space,0.20525942742824554,0.13382360339164734,0.18112362921237946,0.17995162308216095,0.09825167059898376,0.1992894560098648,0.16823747754096985,0.22901733219623566,0.17010293900966644,0.26515132188796997,0.1885536164045334
for,0.3017193675041199,0.2524527311325073,0.3895993232727051,0.37495917081832886,0.22591517865657806,0.39140474796295166,0.13794860243797302,0.5064792633056641,0.10823797434568405,0.30660444498062134,0.264628142118454
the,0.42745697498321533,0.3102840185165405,0.40399202704429626,0.38004449009895325,0.2742886245250702,0.4223487675189972,0.2273753583431244,0.5171257257461548,0.25911182165145874,0.28331097960472107,0.22068053483963013
material,0.2591213285923004,0.20115680992603302,0.25142809748649597,0.30698293447494507,0.2057858556509018,0.22314715385437012,0.3517719507217407,0.2923409640789032,0.3797617256641388,0.2292531132698059,0.18117131292819977
to,0.455847829580307,0.22643153369426727,0.3504326641559601,0.4351843297481537,0.2648659348487854,0.4239959120750427,0.21929068863391876,0.48971283435821533,0.17373503744602203,0.26676592230796814,0.29463258385658264
deposit,0.18470612168312073,0.16336442530155182,0.20616808533668518,0.21527552604675293,0.12880107760429382,0.09515844285488129,0.33324578404426575,0.22620496153831482,0.47286951541900635,0.22153887152671814,0.18168935179710388
.,0.3567904531955719,0.1484961062669754,0.3452940285205841,0.30710849165916443,0.2184346318244934,0.4446153938770294,0.205075204372406,0.588965117931366,0.18411651253700256,0.23696304857730865,0.4130953550338745
